Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;44440;19313;0;3955;0;0;0;23268;-3480;-2802;0;0;-6620;-12902;10366;3657;2687;-5054;-5251;-284;0;1979;-1783;-4049;6318;5;6322;-192;-379;5751;-568
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44440;11520;0;11728;0;0;0;23248;-10975;-9881;0;0;240;-20615;2633;4458;0;-3204;-1401;0;0;0;-2627;-2774;-142;8;-133;0;-171;-305;-300
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;S4;I;3;SAO PAULO;SP;44440;2687;0;18741;0;1691;0;23119;-10097;-225;0;0;69;-10253;12866;35;4;-2512;-2042;-589;0;82;-88;-5110;7756;33;7789;-4050;-121;3618;0
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44440;14361;0;8473;0;0;0;22835;-8412;-184;0;0;-4748;-13344;9491;1283;1033;-6555;-4354;-47;0;2633;-1017;-7024;2467;51;2518;-41;-232;2245;0
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;44440;20957;0;1679;0;0;0;22636;-2494;-257;0;0;-1375;-4127;18510;1151;175;-3854;-4654;0;0;628;-93;-6647;11862;11;11873;-35;0;11839;-2606
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44440;19408;0;3219;0;0;0;22627;-4527;-875;0;0;-2194;-7596;15031;4792;2525;-7094;-6415;-313;0;1752;-1443;-6194;8837;149;8986;-947;0;8039;-420
BRK S.A. CFI - PRUDENCIAL;1000083601;n1;S4;I;2;SAO PAULO;SP;44440;20806;0;1772;0;0;0;22577;-12013;0;0;0;2127;-9886;12691;0;228;-3267;-2674;-581;0;1743;-543;-5094;7597;11;7608;-1295;-110;6203;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44440;20662;0;1848;0;0;0;22510;-1443;-2829;0;0;-1591;-5863;16647;5243;1455;-7097;-6762;-508;0;2009;-1514;-7175;9472;-263;9209;-806;0;8403;-1323
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44440;19442;0;3023;0;0;0;22464;-5822;-376;0;0;-4897;-11094;11370;3381;848;-5650;-5703;-233;0;1192;-1847;-8011;3359;-525;2834;-173;-240;2421;-827
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;44440;21962;0;414;0;0;0;22376;-625;-9255;0;0;741;-9139;13237;39;152;-2705;-1324;-568;0;0;-407;-4813;8424;-2662;5762;-3089;0;2674;0
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;20975;0;1095;0;0;0;22070;-8648;0;0;0;-1958;-10606;11463;42;1545;-2958;-3026;-971;-2;33;-627;-5963;5500;-1857;3643;-5440;-265;-2062;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44440;18039;0;3881;0;0;0;21920;-6360;-404;0;0;-3255;-10019;11902;3047;1542;-4933;-3716;-209;0;1376;-858;-3752;8150;37;8186;-133;-234;7819;0
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44440;16710;0;4848;0;0;0;21558;-6586;-1059;0;0;-1979;-9624;11934;1255;2471;-7511;-6640;-49;0;3284;-1265;-8456;3478;-30;3448;-2;-318;3128;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44440;18111;0;3410;0;0;0;21522;-4126;-2744;0;0;-1051;-7922;13600;4160;221;-5285;-3889;-15;0;850;-2492;-6449;7151;-36;7115;-55;-720;6340;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44440;17266;0;4215;0;0;3;21485;-2886;-2479;0;0;-1894;-7259;14226;5470;1612;-5916;-5576;-27;0;1154;-3362;-6646;7580;72;7652;-78;-1173;6401;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44440;17253;0;4209;0;0;0;21462;-4937;-5;0;0;-3649;-8591;12871;1720;773;-7430;-5834;-51;0;2768;-794;-8848;4023;-944;3079;0;0;3079;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44440;18216;0;2550;0;0;581;21347;-3775;-3904;0;0;-1905;-9583;11763;2577;2200;-5536;-2908;-5;0;133;-3719;-7258;4506;73;4579;0;-302;4277;0
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44440;16028;0;5315;0;0;0;21343;-7668;0;0;0;-736;-8404;12939;2331;415;-4734;-5654;-50;140;98;-104;-7557;5382;-46;5336;-177;0;5159;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44440;18788;0;2274;0;0;1;21063;-3492;-2822;0;0;-2761;-9075;11989;4479;1234;-6270;-4929;-12;0;790;-3123;-7831;4158;42;4200;-14;-917;3269;0
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;44440;639;0;20311;0;0;0;20950;-20827;0;0;0;80;-20747;203;4;0;-2049;2057;0;0;0;-87;-76;128;-3;125;-3;0;122;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44440;17762;0;2996;0;0;0;20758;-5039;-3964;0;0;-3709;-12712;8046;3387;1101;-3550;-2547;-417;0;1204;-627;-1449;6597;62;6658;-951;-200;5507;0
CREDISIS JICRED – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44440;18708;0;1825;0;0;0;20533;-2720;-116;0;0;-980;-3816;16717;2209;143;-5193;-6357;0;0;770;-116;-8544;8173;-507;7666;-58;0;7608;-782
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44440;14400;0;5993;0;0;0;20393;-4380;-1475;0;0;-1350;-7206;13187;5491;1960;-6324;-5511;-51;0;949;-3405;-6891;6296;-6;6290;-171;-1262;4858;0
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;44440;12713;0;7650;0;0;0;20362;-7739;-10120;0;0;-2060;-19919;444;0;0;-3795;749;0;0;7386;-5821;-1482;-1039;121;-917;0;0;-917;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44440;16799;0;3214;0;0;7;20020;-4968;-1338;0;0;-2259;-8565;11456;1664;163;-4341;-2981;-136;0;1855;-548;-4325;7131;-12;7119;-289;-463;6367;-575
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44440;18063;0;1860;0;0;0;19924;-2108;-2127;0;0;-3325;-7560;12364;3040;1881;-4188;-3530;-230;0;1382;-1290;-2936;9428;168;9596;-260;0;9336;-653
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44440;15362;0;4277;0;0;0;19638;-4989;-1460;0;0;-2364;-8813;10825;2244;539;-4587;-4295;-117;0;1197;-409;-5428;5397;1;5396;-205;-546;4646;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;44440;0;0;19598;0;0;0;19598;-14721;0;0;0;0;-14721;4877;55;0;-253;-1392;-236;0;77860;0;76033;80910;0;80910;-471;0;80438;0
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44440;16055;0;3443;0;0;0;19498;-3713;-1784;0;0;-371;-5868;13630;3613;1368;-3965;-3836;-23;0;815;-2074;-4101;9528;105;9633;-70;-788;8776;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44440;17576;0;1744;0;0;0;19320;-4563;-1485;0;0;-4637;-10685;8635;3434;1311;-6409;-6014;-321;0;2159;-1797;-7638;997;-12;985;-468;-892;-375;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44440;17391;0;1747;0;0;0;19138;-4190;-3096;0;0;-2338;-9623;9515;3501;1083;-3308;-4541;-285;0;1337;-1729;-3941;5574;90;5664;-223;-545;4896;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44440;16392;0;2667;0;0;0;19059;-2867;-1912;0;0;-2197;-6976;12083;4599;1232;-4495;-3983;-28;0;1057;-2338;-3955;8128;0;8128;-101;-1001;7026;0
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;44440;142;0;19123;-268;0;0;18997;0;0;0;0;0;0;18997;20127;0;-13454;-15247;-2639;0;5005;-967;-7174;11823;1;11824;-4125;0;7699;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44440;15959;0;2978;0;0;0;18938;-3741;-1764;0;0;-1980;-7485;11453;3517;2810;-6996;-5821;-257;0;1184;-1403;-6966;4487;16;4502;-591;0;3912;-452
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;44440;16829;0;2030;0;0;0;18859;-2550;-465;0;0;-5914;-8929;9930;3261;1421;-4742;-6215;-24;0;154;-1720;-7865;2065;4;2070;0;-509;1560;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;44440;162;0;18670;0;0;0;18832;-18365;0;0;0;-45;-18410;422;9;0;-2756;-1544;1;3232;4043;-40;2943;3365;0;3365;-2;0;3363;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44440;15120;0;3501;0;0;0;18621;-5781;-41;0;0;-1527;-7349;11272;3680;2543;-5388;-5469;-170;0;651;-803;-4955;6317;-16;6302;-105;0;6197;-744
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44440;14502;0;4066;0;0;0;18568;-5097;-696;0;0;-1333;-7125;11443;2305;325;-4588;-4037;-176;0;1801;-505;-4874;6569;-19;6550;-305;-263;5982;-160
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;S4;I;2;RIO DE JANEIRO;RJ;44440;0;0;232;0;18265;0;18497;0;0;0;0;0;0;18497;1438;0;-3314;-14028;-905;8;1142;-124;-15782;2715;0;2714;-584;-1647;484;0
MONEYCORP - PRUDENCIAL;1000082028;b2;S4;I;2;SAO PAULO;SP;44440;0;0;375;0;17988;0;18363;0;0;0;0;0;0;18363;337;0;-4091;-10088;-887;0;1;-42;-14769;3594;0;3594;-1137;-309;2148;0
VERDE ADMINISTRADORA DE CARTõES - PRUDENCIAL;1000085678;n4;;I;2;CACHOEIRINHA;RS;44440;29;0;18321;0;0;0;18351;0;0;0;0;-282;-282;18069;8875;9791;-4306;-8330;-3039;0;12;-16285;-13281;4787;0;4787;-2387;-399;2002;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44440;15677;0;2590;0;0;0;18267;-5275;0;0;0;-1334;-6608;11659;1518;540;-4741;-4258;-36;0;145;-110;-6942;4717;-30;4687;0;0;4687;-1223
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44440;16448;0;1406;0;0;189;18043;-1875;-4383;0;0;-435;-6693;11350;2338;1704;-4320;-2649;-4;0;98;-2707;-5541;5809;-11;5797;0;-632;5165;0
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44440;14650;0;3301;0;0;0;17951;-4377;0;0;0;-7432;-11809;6142;2262;80;-4343;-4919;-193;0;1231;-1268;-7150;-1007;-67;-1075;-98;0;-1172;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;44440;0;0;17822;0;0;92;17915;-17353;0;0;0;0;-17353;562;60;0;-2307;-1906;-14;456;3201;-5;-514;47;0;47;-17;0;31;0
BNY MELLON - PRUDENCIAL;1000080910;b1;S4;I;3;RIO DE JANEIRO;RJ;44440;0;0;17888;0;0;0;17888;-7222;0;0;0;-97;-7319;10568;113595;2753;-45887;-26969;-9449;13;1712;-3510;32257;42826;66;42892;-22438;-10;20444;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44440;15877;0;1929;0;0;0;17806;-3678;-734;0;0;-1360;-5772;12034;583;108;-4481;-2737;-31;0;2023;-537;-5071;6962;-18;6944;0;0;6944;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;44440;15895;0;1829;0;0;0;17724;-2723;-148;0;0;-6686;-9557;8167;2644;1578;-4134;-3491;-194;0;947;-697;-3346;4820;-98;4722;-577;-155;3990;-408
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;44440;15938;0;1621;0;0;0;17559;-2385;-1155;0;0;-4072;-7612;9947;2960;2381;-5232;-4756;-199;0;1634;-1400;-4612;5336;100;5436;-602;-198;4635;-192
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44440;14248;0;3305;0;0;0;17554;-4749;-320;0;0;-4563;-9632;7922;2266;2398;-6655;-6641;-121;0;1311;-1707;-9149;-1226;12;-1214;-99;0;-1313;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44440;15510;0;2030;0;0;0;17539;-3528;0;0;0;-4494;-8022;9518;2083;1645;-2588;-3748;-87;0;1054;-646;-2287;7231;240;7471;-257;-90;7124;-773
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44440;14989;0;2504;0;0;0;17493;-4000;-1337;0;0;-2343;-7680;9813;2226;1114;-3214;-3142;-231;0;2398;-573;-1422;8391;138;8529;-420;0;8109;0
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;S5;I;2;BENTO GONCALVES;RS;44440;17372;0;108;0;0;0;17480;-3210;0;0;0;-4687;-7897;9583;0;0;-583;-1092;-620;0;52;-253;-2496;7086;0;7086;-3556;-8;3523;0
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44440;14458;0;3015;0;0;0;17473;-4853;0;0;0;338;-4514;12958;5;11;-2954;-3444;-568;0;3;-22;-6970;5988;3699;9687;-4664;-314;4709;0
BS2 - PRUDENCIAL;1000080422;b1;S3;I;2;BELO HORIZONTE;MG;44440;-57220;0;26641;13072;34869;0;17361;-79051;-20;0;0;-1888;-80960;-63598;29145;8984;-28924;-92370;-18859;-779;190547;-7612;80131;16533;1514;18047;-3092;-4638;10318;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44440;12932;0;4357;0;0;0;17290;-6283;0;0;0;-2159;-8443;8847;426;333;-4607;-2497;-22;0;214;-3;-6156;2691;143;2834;0;0;2834;-90
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44440;13289;0;3764;0;0;0;17053;-2920;-2084;0;0;-895;-5898;11155;1923;351;-4357;-3965;-146;0;781;-693;-6105;5050;89;5139;-340;0;4799;-1379
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44440;14976;0;1929;0;0;0;16905;-2535;-2206;0;0;-3409;-8150;8754;2326;1044;-3443;-2921;-208;0;2488;-825;-1540;7214;5;7220;-685;-252;6284;0
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44440;14033;0;2821;0;0;0;16854;-4281;-509;0;0;-1407;-6197;10657;2743;2096;-4657;-4341;-172;0;1215;-1148;-4264;6393;-33;6360;-531;-188;5642;-494
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44440;14406;0;2438;0;0;0;16844;-3772;-617;0;0;-1384;-5773;11071;2670;1638;-5515;-5811;-181;0;1314;-1576;-7462;3610;2;3611;-483;-200;2928;-475
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;44440;15338;0;1464;0;0;0;16801;-2444;-1690;0;0;-2949;-7082;9719;2114;1501;-5401;-5648;-25;0;44;-1805;-9219;500;-4;497;0;-470;27;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44440;14973;0;1796;0;0;0;16769;-4434;0;0;0;-2378;-6812;9957;2157;621;-4419;-4951;-29;276;67;-73;-6352;3605;-81;3524;-89;0;3435;-78
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44440;13045;0;3668;0;0;0;16713;-4864;-1649;0;0;-2015;-8528;8186;1169;755;-4704;-3805;-86;0;1742;-865;-5794;2392;5;2397;-101;0;2296;-472
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44440;14155;0;2406;0;0;0;16561;-3586;-1199;0;0;-3822;-8607;7954;2039;2361;-4914;-4136;-132;0;1243;-2395;-5933;2022;14;2036;-92;-393;1550;-546
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44440;14061;0;2335;0;0;0;16396;-5227;-394;0;0;-1430;-7051;9345;1039;248;-3300;-3957;-26;197;55;-119;-5863;3482;17;3498;0;0;3498;-488
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;44440;83;0;16289;0;0;0;16373;-14638;0;0;0;-105;-14743;1629;203;0;-4376;-1990;-35;3658;4031;0;1491;3120;3;3123;0;-178;2945;0
BANCO B3 - PRUDENCIAL;1000081225;b1;S4;I;2;SAO PAULO;SP;44440;0;0;15842;0;497;0;16339;-7793;0;0;0;0;-7793;8546;642;15702;0;-7433;-1907;0;0;-55;6948;15493;0;15493;-7771;0;7722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44440;14188;0;2078;0;0;0;16267;-2841;-1392;0;0;-2252;-6485;9782;3660;1539;-4730;-4170;-294;0;1386;-1067;-3676;6105;0;6106;-823;-244;5038;-311
FINAMAX S.A. CFI - PRUDENCIAL;1000083436;n1;S5;I;2;JUNDIAI;SP;44440;14339;0;1826;0;0;0;16166;-3050;0;0;0;-3497;-6547;9619;1241;0;-2013;-6848;-636;0;0;-929;-9185;434;112;546;-376;0;170;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS – CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;44440;12712;0;3293;0;0;0;16005;-3284;-40;0;0;-3032;-6355;9649;1755;746;-3595;-3863;-17;0;270;-1680;-6384;3265;-17;3248;0;-310;2938;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44440;13002;0;2971;0;0;0;15973;-4577;-1457;0;0;-3646;-9680;6293;4251;2493;-5276;-5884;-503;0;861;-708;-4766;1527;-3;1524;-106;0;1417;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44440;12959;0;2985;0;0;0;15944;-5574;-541;0;0;-1838;-7954;7990;1578;879;-2741;-3420;-78;0;675;-728;-3834;4156;-80;4076;-223;-300;3554;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44440;11782;0;4150;0;0;0;15932;-3451;-398;0;0;-3830;-7680;8252;2763;2059;-2809;-3979;-189;0;1258;-1502;-2398;5854;-18;5836;0;-302;5534;-796
COOPERATIVA DE CRéDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44440;13901;0;2025;0;0;0;15926;-2139;-2614;0;0;-1826;-6580;9347;2297;698;-2980;-1939;-204;0;1028;-623;-1724;7623;-35;7587;-663;-96;6828;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44440;13517;0;2286;0;0;0;15803;-3069;-1813;0;0;-1059;-5942;9861;2684;408;-3715;-3057;-223;0;1863;-1009;-3048;6813;6;6819;-662;-244;5913;-446
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44440;13591;0;2185;0;0;10;15787;-2939;-1489;0;0;-1698;-6126;9660;1565;794;-2917;-2782;-107;0;1391;-637;-2693;6967;112;7079;-298;-203;6578;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;44440;13853;0;1632;0;0;0;15485;-2495;-1166;0;0;-5805;-9466;6019;2688;1784;-5449;-4967;-210;0;2163;-1588;-5578;441;111;552;-441;0;111;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44440;13166;0;2295;0;0;0;15461;-3790;-946;0;0;-3001;-7737;7723;1820;2527;-3967;-4288;-101;0;1299;-2053;-4764;2959;28;2988;-78;-431;2478;-295
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44440;13898;0;1437;0;0;114;15449;-2219;-3807;0;0;-1416;-7441;8008;1900;957;-3043;-1648;-4;0;182;-1905;-3560;4448;-6;4442;-16;-498;3928;0
COOPERATIVA DE CRéDITO SICOOB CREDSEGURO LTDA.;2935307;b3S;S5;I;2;GOIANIA;GO;44440;12524;0;2842;0;0;0;15366;-2184;-57;0;0;-1311;-3551;11814;1040;384;-2576;-2448;-61;0;645;-486;-3502;8312;-410;7902;-52;0;7850;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44440;14279;0;1047;0;0;0;15326;-1808;-1717;0;0;-3670;-7195;8131;1337;699;-3802;-3572;-18;0;41;-1367;-6682;1449;0;1449;1;-389;1059;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44440;12604;0;2708;0;0;0;15311;-5520;-165;0;0;-429;-6115;9197;989;330;-4085;-3559;-17;0;669;-2274;-7948;1249;-105;1144;0;0;1144;0
