Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC;57259525;b3S;S5;I;2;JABOTICABAL;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;425;0;7111;7536
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;358;0;7176;7533
GET MONEY CC - PRUDENCIAL;1000082255;n2;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1436;1436;0;6058;7495
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464;1464;0;6008;7472
FIDUCIA SCMEPP LTDA - PRUDENCIAL;1000083010;n1;S5;I;2;SOROCABA;SP;44440;0;0;0;0;3522;0;3522;0;0;0;0;0;0;0;0;3522;0;1586;5108;0;2320;7428
DASCAM CC LTDA - PRUDENCIAL;1000081964;n2;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2996;2996;0;4358;7354
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;44440;1070;0;0;1766;0;0;2836;0;0;0;0;0;0;0;0;2836;0;498;3334;0;3980;7314
SCB CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4565;4565;0;2705;7270
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;S5;I;2;OSASCO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507;507;0;6717;7224
BMS SCD - PRUDENCIAL;1000083333;n1;S5;I;2;FORTALEZA;CE;44440;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;11;0;900;911;0;6219;7130
CAPTALYS DTVM - PRUDENCIAL;1000085544;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;427;0;6673;7100
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO;48140925;b3S;S5;I;2;MAUA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;790;0;6211;7001
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS;96409263;b3S;S5;I;2;ILHA SOLTEIRA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;156;0;6761;6917
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48172860;b3S;S5;I;2;RIO CLARO;SP;44440;0;0;0;1184;0;0;1184;0;0;0;0;0;0;0;0;1184;0;382;1566;0;5315;6881
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;3701;0;0;3701;0;0;0;0;0;0;0;0;3701;0;257;3958;0;2898;6857
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO;52935442;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;137;0;6663;6800
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;S5;I;2;SAO GONCALO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;761;0;5893;6654
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;S5;I;2;PAO DE ACUCAR;AL;44440;1165;0;0;2376;0;0;3541;0;0;0;0;0;0;0;898;4439;0;538;4977;0;1673;6650
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN;6077760;b3S;S5;I;2;RIO CLARO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;428;0;6112;6541
FACEBOOK INSTITUICAO PAGAMENTO - PRUDENCIAL;1000085692;n4;;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1357;1357;0;5077;6434
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.;42153585;b3S;S5;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745;745;0;5686;6432
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;498;0;0;498;0;0;0;0;0;0;0;0;498;0;536;1034;0;5370;6404
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;S5;I;2;MOGI DAS CRUZES;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;644;0;5747;6391
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;409;0;5944;6353
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO – COOPERMEL;1504952;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;219;0;6090;6309
DECYSEO CC LTDA. - PRUDENCIAL;1000082248;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5312;5312;0;970;6283
INFINITY CCTVM S.A. - PRUDENCIAL;1000082671;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;4408;4531;0;1744;6275
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM;1530136;b3S;S5;I;2;OSASCO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;164;0;6098;6262
HSCM SCMEPP LTDA. - PRUDENCIAL;1000083089;n1;S5;I;2;IBIA;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;474;0;5694;6169
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM;67031757;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;180;0;5978;6158
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;S5;I;2;CONTAGEM;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503;503;0;5618;6121
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL;57996878;b3S;S5;I;2;MAUA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;675;0;5443;6118
COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA;41219353;b3S;S5;I;2;JOAO PESSOA;PB;44440;0;0;0;1439;0;0;1439;0;0;0;0;0;0;0;0;1439;0;294;1733;0;4333;6066
MONOPÓLIO CC - PRUDENCIAL;1000084356;n2;S4;I;2;BELEM;PA;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1828;1828;0;4227;6056
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;9244973;b3S;S5;I;2;POCO VERDE;SE;44440;1178;0;0;3419;0;0;4596;0;0;0;0;0;0;0;39;4636;0;268;4904;0;1130;6034
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;2308;0;0;2308;0;0;0;0;0;0;0;0;2308;0;827;3134;0;2767;5902
LEVYCAM CCV LTDA - PRUDENCIAL;1000082592;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4349;4349;0;1468;5816
RJI CTVM - PRUDENCIAL;1000082798;n2;S4;I;2;SALVADOR;BA;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3316;3316;0;2468;5784
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI;88952130;b3S;S5;I;2;CHARQUEADAS;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;187;0;5525;5712
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2328;2328;0;3356;5685
CASA CREDITO S.A. SCM - PRUDENCIAL;1000083175;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;2078;0;2078;0;0;0;0;0;0;0;0;2078;0;192;2269;0;3380;5649
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ;43446335;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;497;0;5074;5570
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;S5;I;2;BEBEDOURO;SP;44440;191;0;0;1070;0;0;1262;0;0;0;0;0;0;0;1048;2310;0;195;2505;0;2945;5450
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.;17607375;b3S;S5;I;2;UBERABA;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;201;0;5150;5351
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;S5;I;2;SAO GONCALO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;573;573;0;4768;5341
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;S5;I;2;VOLTA REDONDA;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;1024;0;4288;5312
IB CCTVM - PRUDENCIAL;1000084765;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;67;67;0;0;0;0;0;0;0;0;67;0;3027;3094;0;2167;5262
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;S5;I;2;SERRA;ES;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674;674;0;4477;5152
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS;5591437;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3892;3892;0;1237;5129
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC;5740092;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44440;0;0;0;1425;0;0;1425;0;0;0;0;0;0;0;0;1425;0;176;1601;0;3512;5113
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;S5;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;963;963;0;3892;4855
VISION S.A. CC - PRUDENCIAL;1000081892;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3552;3552;0;1293;4845
BIGCASH SCD - PRUDENCIAL;1000085056;n1;S5;I;2;GOVERNADOR VALADARES;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;145;0;4662;4807
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;S5;I;2;JOAO MONLEVADE;MG;44440;0;0;0;645;0;0;645;0;0;0;0;0;0;0;0;645;0;184;828;0;3934;4762
INTRADER DTVM LTDA - PRUDENCIAL;1000084301;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1960;1960;0;2798;4758
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;S5;I;2;RIO CLARO;SP;44440;0;0;0;927;0;0;927;0;0;0;0;0;0;0;0;927;0;242;1169;0;3555;4724
TANGER SCD - PRUDENCIAL;1000084992;n1;S5;I;2;LINS;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;229;0;4494;4723
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;S5;I;2;SALVADOR;BA;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2817;2817;0;1884;4701
GDC PART SERV FIDUC DTVM LTDA - PRUDENCIAL;1000084208;n2;S5;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2725;2725;0;1952;4678
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;19495266;b3S;S5;I;2;CATAGUASES;MG;44440;0;0;0;177;0;0;177;0;0;0;0;0;0;0;0;177;0;532;709;0;3933;4642
TRINUS CAPITAL DTVM - PRUDENCIAL;1000084631;n1;S4;I;2;GOIANIA;GO;44440;0;0;0;0;0;74;74;0;0;0;0;0;0;0;0;74;0;531;605;0;4026;4631
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI;2230138;b3S;S5;I;2;JUNDIAI;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;329;0;4265;4594
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL;53272365;b3S;S5;I;2;VALINHOS;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;291;0;4284;4575
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI;5419025;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1491;1491;0;3076;4567
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA;55319370;b3S;S5;I;2;MORUNGABA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;0;4496;4545
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;42;0;4453;4495
FFCRED SCD - PRUDENCIAL;1000085489;n1;S5;I;2;ERECHIM;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;69;0;4426;4494
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA;91018408;b3S;S5;I;2;GRAVATAI;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;168;0;4286;4454
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30304919;b3S;S5;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;282;0;4137;4419
COOPERATIVA DE CRéDITO MúTUO DOS FUNCIONáRIOS PúBLICOS DO PODER JUDICIáRIO DA CAPITAL DO ESTADO DE SãO PAULO – SICOOB JUDCRED;7651495;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;841;841;0;817;1657;0;2661;4319
CF GROUP SEP - PRUDENCIAL;1000085551;n1;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3149;3149;0;47;3196;0;1073;4269
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;730;0;3497;4226
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;2042;0;0;2042;0;0;0;0;0;0;0;0;2042;0;371;2412;0;1802;4214
EXECUTIVE CC LTDA. - PRUDENCIAL;1000082468;n2;S5;I;2;NOVO HAMBURGO;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1162;1162;0;3028;4190
COOPERATIVA DE ECONOMIA E CRéDITO MúTUO DOS SERVIDORES DA ADMINISTRAçãO PúBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED;5460750;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;856;0;0;856;0;0;0;0;0;0;0;0;856;0;1759;2615;0;1472;4087
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;179;0;0;179;0;0;0;0;0;0;0;0;179;0;1046;1225;0;2859;4083
BONUSPAGO SCD - PRUDENCIAL;1000085128;n1;S5;I;2;CASCAVEL;PR;44440;0;0;0;0;435;0;435;0;0;0;0;0;0;0;0;435;0;76;510;0;3532;4042
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS;5428587;b3S;S5;I;2;OLIVEIRA DOS BREJINHOS;BA;44440;306;0;0;2589;0;0;2896;0;0;0;0;0;0;0;0;2896;0;503;3398;0;630;4028
UP.P SEP - PRUDENCIAL;1000085087;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;508;0;508;0;0;0;0;0;0;0;0;508;0;278;785;0;3160;3945
EXIM CC LTDA - PRUDENCIAL;1000082217;n2;S4;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3054;3054;0;887;3941
SIMPLIFIC PAVARINI - PRUDENCIAL;1000083766;n2;S4;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;1494;0;2431;3925
NEXOOS SEP - PRUDENCIAL;1000084947;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2688;2688;0;1177;3865
PLATACRED SCD - PRUDENCIAL;1000085472;n1;S4;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;3758;3774
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30586895;b3S;S5;I;2;SAO GONCALO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;318;0;3445;3762
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;31746993;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;171;0;3589;3760
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE INSTITUICOES FINANCEIRAS PUBLICAS NO ESTADO DO ESPIRITO SANTO - CREDBRASIL-ES;2869663;b3S;S5;I;2;VITORIA;ES;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807;807;0;2876;3683
MAGNETIS DTVM  - PRUDENCIAL;1000085135;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;312;312;0;0;0;0;0;0;0;0;312;0;172;484;0;3172;3656
MAGLIANO S.A. CTVM - PRUDENCIAL;1000082839;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0;27;0;237;264;0;3380;3644
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER;2541707;b3S;S5;I;2;SANTA GERTRUDES;SP;44440;0;0;0;1109;0;0;1109;0;0;0;0;0;0;0;0;1109;0;134;1243;0;2295;3539
ARC CORRETORA CAMBIO S.A. - PRUDENCIAL;1000082066;n2;S4;I;2;SANTOS;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;1180;0;2317;3497
INTEGRAL ACCESS DTVM - PRUDENCIAL;1000085049;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;223;0;3267;3490
DOURADA CORRETORA - PRUDENCIAL;1000082224;n2;S4;I;2;CURITIBA;PR;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1317;1317;0;2172;3489
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;S5;I;2;ATIBAIA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;189;0;3287;3476
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;S5;I;2;PONTA GROSSA;PR;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;3433;3462
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL;90278987;b3S;S5;I;2;PORTO ALEGRE;RS;44440;0;0;0;488;0;0;488;0;0;0;0;0;0;0;0;488;0;151;638;0;2799;3437
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;S5;I;2;CERQUILHO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;201;0;3199;3400
MULTICRED SCD - PRUDENCIAL;1000085355;n1;S5;I;2;SALVADOR;BA;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;3334;3355
FONTECRED SCD - PRUDENCIAL;1000084954;n1;S5;I;2;LAGOA DA PRATA;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453;453;0;2837;3290
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;S5;I;2;CERQUILHO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;188;0;3061;3250
BR-CAPITAL DTVM S.A. - PRUDENCIAL;1000083814;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;449;0;2682;3130
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER;21130869;b3S;S5;I;2;BELO HORIZONTE;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;473;0;2509;2982
STARK SCD - PRUDENCIAL;1000085513;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;2964;2974
