cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/15;50.223.422;20.993;482.013;1.282.473;2.036.221;833.305;328.313;621;4.983.939;326.991;2.594.252;5.142.691;4.907.560;1.273.729;482.600;11.942;14.739.764;31.066;440.465;1.147.449;1.620.539;201.513;1.489;0;3.442.522;0;0;0;0;0;0;0;0;74.689;559.250;136.183;291;10;0;440;770.864;147.889;2.170.329;12.596.305;3.195.164;580.471;406.956;0;19.097.114;278.260;2.828.107;2.696.077;954.544;264.884;121.883;45.464;7.189.219;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/15;3,20%;0,52%;1,98%;2,02%;1,78%;1,62%;2,13%;0,22%;1,83%;4,31%;12,64%;15,47%;15,12%;15,44%;18,46%;2,85%;14,03%;0,86%;1,80%;2,00%;2,29%;2,60%;2,75%;0,00%;2,10%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,41%;0,47%;0,40%;0,02%;0,01%;0,00%;0,13%;0,45%;4,34%;14,34%;16,41%;6,73%;1,96%;1,37%;0,00%;9,44%;2,89%;10,20%;10,75%;4,80%;3,43%;2,95%;10,39%;7,60%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/15;2.934;0;0;0;0;0;0;0;0;24;90;193;142;22;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.048;0;384;692;335;0;0;2.459;1;0;4;0;0;0;0;5;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/15;4.390.280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.049;124.662;526.302;1.203.079;1.100.550;1.302.016;16;4.286.675;2.306;5.495;17.067;35.490;20.449;22.799;0;103.605;0
b4%;b4 - Banco de Desenvolvimento;dez/15;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,88%;0,82%;0,69%;2,53%;3,72%;4,38%;0,01%;2,12%;0,02%;0,02%;0,07%;0,18%;0,27%;0,55%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;dez/15;21.213.794;9.812;66.870;158.020;202.210;66.722;11.664;0;515.298;2.310.566;2.234.620;1.380.555;126.168;2.941;10;0;6.054.859;92.460;372.149;957.894;1.120.851;81.401;4.405;0;2.629.159;6.663;52.257;137.310;303.707;275.167;361.088;150.716;1.286.907;1.114.388;5.080.342;1.835.823;55.782;6.705;2;0;8.093.042;17.725;36.062;160.519;368.886;344.175;506.353;183;1.433.902;313.723;428.487;254.772;91.723;33.000;70.501;8.420;1.200.626;0
n1%;n1 - Não Bancário de Crédito;dez/15;1,35%;0,24%;0,27%;0,25%;0,18%;0,13%;0,08%;0,00%;0,19%;30,49%;10,89%;4,15%;0,39%;0,04%;0,00%;0,00%;5,76%;2,55%;1,52%;1,67%;1,58%;1,05%;8,15%;0,00%;1,60%;0,28%;0,36%;0,36%;0,35%;0,40%;0,19%;0,16%;0,26%;6,10%;4,30%;5,34%;3,37%;4,32%;0,00%;0,00%;4,68%;0,52%;0,24%;0,21%;0,78%;1,16%;1,70%;0,07%;0,71%;3,26%;1,55%;1,02%;0,46%;0,43%;1,70%;1,92%;1,27%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/15;6.865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.865;6.865;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,57%;0,01%;0,00%
C;C - Conglomerado;dez/15;960.176.959;1.613.128;18.409.845;47.621.497;83.446.651;39.175.146;14.492.806;278.126;205.037.199;4.318.000;14.171.137;23.508.499;23.985.488;6.571.134;2.108.366;406.849;75.069.473;2.829.004;19.289.972;44.805.301;55.247.900;5.927.706;20.187;26.570;128.146.640;195.075;2.798.052;6.448.956;15.531.744;13.190.341;49.224.665;40.881.998;128.270.830;13.888.332;106.057.172;30.316.575;1.383.341;155.088;35.863;338.051;152.174.423;2.127.406;11.746.098;54.930.119;36.091.664;23.483.491;24.337.186;251.085;152.967.048;6.199.012;17.796.138;13.980.426;13.756.207;5.006.106;2.107.834;282.940;59.128.662;59.382.682
C%;C - Conglomerado;dez/15;61,11%;39,81%;75,64%;75,18%;73,15%;76,03%;93,88%;99,78%;75,09%;56,98%;69,04%;70,73%;73,89%;79,65%;80,64%;97,08%;71,44%;77,97%;78,92%;78,27%;77,90%;76,55%;37,34%;100,00%;78,11%;8,11%;19,24%;17,05%;17,92%;19,01%;25,24%;43,56%;25,67%;75,98%;89,81%;88,21%;83,69%;99,81%;100,00%;99,87%;88,00%;62,46%;77,61%;71,56%;76,02%;79,41%;81,84%;99,92%;75,60%;64,47%;64,18%;55,76%;69,19%;64,90%;50,95%;64,68%;62,51%;99,99%
I;I - Instituição independente;dez/15;610.970.348;2.438.722;5.930.443;15.720.954;30.632.797;12.350.184;945.339;623;68.019.061;3.260.128;6.354.195;9.728.041;8.473.784;1.678.904;506.020;12.229;30.013.302;799.416;5.153.302;12.438.270;15.671.355;1.815.409;33.877;0;35.911.629;2.209.303;11.742.119;31.376.540;71.147.809;56.180.978;145.813.876;52.967.485;371.438.110;4.389.863;12.037.572;4.051.444;269.563;289;0;443;20.749.175;1.278.822;3.388.361;21.832.166;11.386.703;6.090.497;5.399.437;199;49.376.185;3.416.066;9.931.759;11.091.123;6.126.175;2.707.659;2.029.608;154.515;35.456.905;5.982
I%;I - Instituição independente;dez/15;38,89%;60,19%;24,36%;24,82%;26,85%;23,97%;6,12%;0,22%;24,91%;43,02%;30,96%;29,27%;26,11%;20,35%;19,36%;2,92%;28,56%;22,03%;21,08%;21,73%;22,10%;23,45%;62,66%;0,00%;21,89%;91,89%;80,76%;82,95%;82,08%;80,99%;74,76%;56,44%;74,33%;24,02%;10,19%;11,79%;16,31%;0,19%;0,00%;0,13%;12,00%;37,54%;22,39%;28,44%;23,98%;20,59%;18,16%;0,08%;24,40%;35,53%;35,82%;44,24%;30,81%;35,10%;49,05%;35,32%;37,49%;0,01%
