cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/20;95.576.451;42.761;800.080;2.165.672;3.920.059;2.261.840;1.994.772;309;11.185.491;442.015;4.490.583;8.755.790;9.623.371;2.716.818;1.064.180;9.349;27.102.106;33.529;593.057;1.565.004;2.710.916;571.847;4.048;0;5.478.401;215;11.620;28.891;72.488;57.408;130.213;7.924;308.758;203.133;1.811.572;525.309;687;0;0;0;2.540.701;185.947;9.848.364;15.448.379;6.720.079;2.038.291;1.187.257;0;35.428.317;589.894;3.940.297;3.929.001;2.896.632;1.212.395;958.608;5.849;13.532.676;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/20;4,50%;0,94%;2,56%;2,58%;2,60%;2,79%;4,43%;0,15%;2,82%;6,14%;17,46%;19,73%;21,81%;20,58%;21,24%;2,08%;19,35%;1,04%;2,17%;2,31%;2,79%;3,93%;10,55%;0,00%;2,61%;0,01%;0,06%;0,06%;0,06%;0,06%;0,05%;0,01%;0,05%;0,82%;1,09%;0,85%;0,01%;0,00%;0,00%;0,00%;0,97%;5,73%;24,40%;18,83%;9,44%;5,13%;3,95%;0,00%;13,28%;5,36%;10,60%;12,24%;10,43%;10,99%;14,30%;1,68%;10,73%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/20;6.706;0;0;0;0;0;0;0;0;25;1.276;1.235;4.070;56;0;0;6.662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;19;2;7;14;0;0;0;0;24;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/20;4.048.354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.827;344.869;652.237;1.448.958;904.167;576.236;149;3.965.443;687;7.618;13.072;27.904;18.044;12.941;2.646;82.911;0
b4%;b4 - Banco de Desenvolvimento;mar/20;0,19%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,20%;0,85%;0,79%;2,04%;2,28%;1,92%;0,06%;1,49%;0,01%;0,02%;0,04%;0,10%;0,16%;0,19%;0,76%;0,07%;0,00%
n1;n1 - Não Bancário de Crédito;mar/20;28.642.794;27.722;161.832;360.665;418.215;145.984;46.706;4;1.161.128;800.641;1.336.108;1.307.716;196.544;12.720;26.183;6.064;3.685.976;37.135;352.387;888.358;1.280.583;147.475;341;0;2.706.279;55.775;76.384;192.986;369.932;271.421;766.456;337.392;2.070.346;3.294.036;9.724.409;4.151.726;196.138;7.879;2;0;17.374.189;14.955;93.371;149.416;404.469;238.180;215.095;44;1.115.530;116.767;159.291;132.317;63.731;23.585;32.160;1.496;529.347;0
n1%;n1 - Não Bancário de Crédito;mar/20;1,35%;0,61%;0,52%;0,43%;0,28%;0,18%;0,10%;0,00%;0,29%;11,13%;5,19%;2,95%;0,45%;0,10%;0,52%;1,35%;2,63%;1,15%;1,29%;1,31%;1,32%;1,01%;0,89%;0,00%;1,29%;3,25%;0,42%;0,39%;0,32%;0,29%;0,30%;0,30%;0,32%;13,32%;5,83%;6,70%;2,97%;1,00%;0,00%;0,00%;6,65%;0,46%;0,23%;0,18%;0,57%;0,60%;0,72%;0,02%;0,42%;1,06%;0,43%;0,41%;0,23%;0,21%;0,48%;0,43%;0,42%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/20;4.153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.153;4.153;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,19%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;mar/20;11.089.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.969;7.287.728;2.022.612;162.546;0;0;0;9.514.856;0;0;0;0;0;0;0;0;672.329;656.286;242.801;3.588;0;0;0;1.575.005;0
n4%;n4 - Instituições de Pagamento;mar/20;0,52%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,17%;4,37%;3,26%;2,46%;0,00%;0,00%;0,00%;3,64%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;6,10%;1,77%;0,76%;0,01%;0,00%;0,00%;0,00%;1,25%;0,00%
C;C - Conglomerado;mar/20;1.339.949.968;2.233.851;24.748.750;66.704.029;120.876.007;65.931.383;34.516.164;200.268;315.210.450;5.156.564;18.409.454;31.628.961;32.089.084;10.056.718;3.842.960;426.612;101.610.354;2.850.651;23.407.217;57.936.230;82.929.997;12.504.690;31.059;97.051;179.756.895;296.149;5.045.464;13.871.767;31.885.998;25.411.680;71.333.409;37.347.217;185.191.684;17.622.627;138.733.565;52.113.567;5.678.652;767.173;110.039;180.484;215.206.106;2.545.182;24.281.770;59.555.613;50.199.363;29.133.688;23.876.433;263.343;189.855.392;7.562.717;23.509.685;19.144.515;18.899.842;7.308.243;4.494.152;283.635;81.202.789;71.916.298
C%;C - Conglomerado;mar/20;63,15%;49,18%;79,04%;79,42%;80,13%;81,28%;76,65%;99,82%;79,39%;71,66%;71,57%;71,28%;72,74%;76,18%;76,69%;94,85%;72,54%;88,61%;85,52%;85,47%;85,42%;85,96%;80,92%;99,83%;85,54%;17,28%;27,49%;27,78%;27,71%;27,33%;27,53%;33,51%;28,55%;71,25%;83,17%;84,11%;85,86%;97,68%;86,79%;100,00%;82,39%;78,37%;60,16%;72,59%;70,54%;73,37%;79,53%;99,93%;71,16%;68,65%;63,23%;59,62%;68,05%;66,23%;67,05%;81,34%;64,36%;100,00%
I;I - Instituição independente;mar/20;782.031.521;2.308.242;6.564.311;17.282.246;29.972.389;15.187.853;10.513.835;361;81.829.238;2.038.848;7.312.457;12.743.444;12.026.278;3.144.090;1.167.926;23.187;38.456.230;366.546;3.963.033;9.846.444;14.153.953;2.041.853;7.324;165;30.379.319;1.417.406;13.307.267;36.055.498;83.196.248;67.558.141;187.818.136;74.094.057;463.446.754;7.110.453;28.070.675;9.847.384;934.963;18.203;16.755;1;45.998.434;702.669;16.083.406;22.492.430;20.964.400;10.573.066;6.145.973;193;76.962.138;3.452.931;13.669.045;12.965.606;8.871.800;3.726.632;2.208.347;65.047;44.959.409;0
I%;I - Instituição independente;mar/20;36,85%;50,82%;20,96%;20,58%;19,87%;18,72%;23,35%;0,18%;20,61%;28,34%;28,43%;28,72%;27,26%;23,82%;23,31%;5,15%;27,46%;11,39%;14,48%;14,53%;14,58%;14,04%;19,08%;0,17%;14,46%;82,72%;72,51%;72,22%;72,29%;72,67%;72,47%;66,49%;71,45%;28,75%;16,83%;15,89%;14,14%;2,32%;13,21%;0,00%;17,61%;21,63%;39,84%;27,41%;29,46%;26,63%;20,47%;0,07%;28,84%;31,35%;36,77%;40,38%;31,95%;33,77%;32,95%;18,66%;35,64%;0,00%
