Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;9456590;9456589;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2018;8869550;5937771;159682;1633959;725244;0;0;0;412894;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2018;8619419;7563295;941109;48556;0;0;60243;0;0;0;5943;0;0;0;0;274;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;8596207;2405541;14748;0;0;0;0;918577;0;1376950;12494;0;0;0;0;384;3867512
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;8564094;7868609;0;294;0;0;20794;396470;0;0;0;0;0;0;7546;4731;265651
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2018;7924007;7528949;0;391656;0;0;0;0;3402;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/09/2018;7259545;6728923;0;128545;12162;362624;0;0;27291;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;6971966;5352351;0;268901;44879;0;4945;1161723;139004;0;0;0;0;0;0;164;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;6886589;6853896;0;0;0;0;0;0;0;0;0;0;0;0;0;32693;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2018;6685646;6094903;0;202252;0;0;0;309457;15968;0;0;54027;0;0;0;9039;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/09/2018;6230101;6219350;0;0;0;0;0;0;0;0;0;0;0;0;0;10751;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;5797134;5781967;0;0;0;0;0;15167;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2018;5778620;4728527;132580;0;0;0;299670;606056;6045;0;67;0;0;0;0;5674;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/09/2018;5491098;2508600;0;0;0;0;0;0;0;0;0;0;0;0;0;2982498;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;5351697;2801182;0;0;0;0;0;1218829;0;0;3278;0;0;0;1281897;1668;44842
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2018;5249714;1709107;117286;1423331;0;0;18;19537;721731;7926;210380;243536;0;12583;784279;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/09/2018;4996134;4870008;0;44170;20727;0;0;52381;8847;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2018;4730248;4730220;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;4349928;474837;0;0;0;63313;0;1405178;0;0;0;1272510;0;0;0;0;1134090
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/09/2018;4266947;4261566;0;0;392;0;583;0;0;0;4199;0;0;0;0;207;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2018;4106699;2428639;505409;43775;0;0;2711;953894;0;0;13302;0;0;0;157425;1543;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2018;3744650;3600117;0;0;0;0;0;0;0;0;0;0;0;0;0;144533;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2018;3641280;3641232;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;3578215;18289;0;0;0;0;0;157769;0;3402082;0;0;0;0;75;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2018;3453540;1356084;0;0;0;0;352812;1068706;0;0;0;0;0;0;0;37;675899
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2018;3416843;3344507;0;0;0;0;2411;39277;0;0;29860;0;0;0;0;789;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2018;3338868;375945;0;0;0;0;7289;2069404;0;0;48;3227;0;0;408374;6;474574
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2018;3202429;1556145;0;985310;533703;0;0;0;127271;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2018;3084647;1195097;290361;336590;0;0;454190;718284;14713;466;31343;0;0;0;43567;36;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2018;3064234;1260976;96915;1380;0;0;1701098;737;0;0;0;0;0;0;0;3128;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;3039642;662632;0;0;0;0;0;2169366;0;0;0;17011;0;0;190619;15;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;3003599;1093438;13527;28350;0;0;8837;1283856;38128;0;0;24033;0;0;295558;0;217873
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2018;2776547;2019613;3359;0;0;0;0;753542;0;0;0;0;0;0;0;33;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/09/2018;2546507;2321051;156947;0;0;0;0;67489;0;0;0;0;0;0;0;1021;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;2358029;1374035;0;0;0;0;51686;932308;0;0;0;0;0;0;0;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2018;2328344;2248827;0;0;0;0;0;0;0;0;0;0;0;0;0;79517;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/09/2018;2318286;1499378;33914;427509;10400;0;0;0;295614;0;18110;1097;0;9482;22783;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2018;2304387;2304387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;2300891;2287618;0;0;0;0;0;0;0;0;0;0;0;0;0;13273;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/09/2018;2221066;1724217;397307;711;0;0;0;74061;0;0;1460;0;0;0;20197;3112;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;2186164;1146817;0;15142;2403;0;1926;487022;0;0;0;0;0;0;532854;0;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;2154567;2131478;0;0;0;0;0;21610;0;0;0;0;0;0;0;1479;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/09/2018;2052401;1262975;1088;2063;0;0;3042;727831;0;0;31963;0;0;0;23424;14;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/09/2018;1968460;619079;0;0;0;0;0;1344125;0;0;0;0;0;0;5256;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;1918325;964174;0;2840;0;0;30884;29745;655740;0;6924;0;0;0;151026;118;76875
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1911864;752048;0;0;0;0;0;0;0;0;0;0;0;0;1159816;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/09/2018;1861880;1490927;209312;0;0;0;0;160296;0;0;0;0;0;741;0;603;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1832130;955355;0;0;0;0;0;876775;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1814385;0;0;0;0;0;0;363721;0;0;0;0;0;0;1450664;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1798886;501888;0;0;0;0;1211870;85128;0;0;0;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/09/2018;1771454;1376581;0;75328;5016;0;0;257506;30740;0;0;0;0;0;0;26283;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/09/2018;1702041;1697075;0;0;0;0;0;0;0;0;0;0;0;0;0;4967;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2018;1638483;305491;1332990;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;1622915;373681;0;0;0;120929;0;855950;0;0;0;0;0;0;0;0;272355
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;1607449;1147685;0;244847;0;0;4579;165593;0;0;0;0;0;0;44746;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/09/2018;1591461;62843;1528612;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/09/2018;1562166;1106648;92;257;0;0;149181;305809;0;0;0;0;0;0;0;178;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;1535349;748642;0;0;0;0;0;374730;0;411978;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/09/2018;1527573;1119751;39477;0;0;0;0;368021;0;0;0;0;0;0;0;325;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2018;1458891;1458891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/09/2018;1271164;103999;0;418315;61505;0;0;0;50728;0;0;260102;0;376514;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2018;1258530;1237111;0;0;0;0;0;0;0;0;0;0;0;0;0;21419;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/09/2018;1251362;997220;767;383;0;0;0;252672;242;0;0;0;0;0;0;80;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/09/2018;1228772;1089745;34007;0;0;0;0;104747;0;0;0;0;0;0;0;273;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/09/2018;1192562;799377;0;0;0;0;0;387344;0;0;0;0;0;0;5840;0;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;1173773;5750;0;0;0;0;0;1168023;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/09/2018;1166644;791280;38768;0;0;0;0;336380;0;0;0;0;0;0;0;217;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/09/2018;1144601;119272;1034;576749;27786;0;9883;0;37894;0;0;371980;0;0;0;2;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/09/2018;1116385;714130;149253;91575;0;0;5048;41724;12770;2262;42766;42563;0;14294;0;1;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1097041;504283;0;0;0;0;0;98074;0;0;0;0;0;0;494684;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/09/2018;1088538;1086173;0;0;0;0;0;0;0;0;0;0;0;2329;0;36;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/09/2018;1084990;603025;0;0;0;0;0;481937;0;0;0;0;0;0;0;28;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/09/2018;1061257;924666;24519;42269;0;0;69803;0;0;0;0;0;0;0;0;0;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/09/2018;1060612;1047063;0;0;0;0;0;0;0;0;0;0;0;0;0;13549;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/09/2018;1032414;419768;978;0;0;0;0;491440;0;0;18663;0;0;189;101372;4;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2018;1014700;77904;0;0;0;0;6312;413505;0;0;0;516593;0;0;0;386;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/09/2018;997078;816749;150;0;0;0;0;180018;0;0;0;0;0;0;0;161;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/09/2018;987157;575558;0;0;0;0;0;256529;0;0;0;0;0;0;0;0;155070
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/09/2018;982898;602961;85;0;0;0;0;379800;0;0;0;0;0;0;0;51;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2018;966960;901021;0;0;0;0;0;65807;0;0;0;0;0;0;0;132;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/09/2018;960522;694325;33531;0;0;0;0;232503;0;0;0;0;0;0;0;163;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/09/2018;956582;420906;39730;16;0;0;0;495146;0;0;0;0;0;511;0;273;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/09/2018;955739;322119;91633;0;0;0;34;541762;0;0;0;0;0;0;0;192;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/09/2018;947153;653456;39944;0;0;0;0;253538;0;0;0;0;0;0;0;214;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/09/2018;924825;924818;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/09/2018;886062;340332;0;0;0;0;0;545657;0;0;0;0;0;0;0;73;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/09/2018;879221;465856;71611;0;0;0;7327;334347;0;0;0;0;0;0;0;80;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/09/2018;862968;800663;35032;0;0;0;0;27260;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/09/2018;860725;483633;24031;0;0;0;0;352267;0;0;0;0;0;677;0;116;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/09/2018;838849;584613;5146;0;0;0;0;242027;0;0;0;0;0;6935;3;125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/09/2018;802007;474582;19811;0;0;0;0;302822;0;0;0;0;0;4593;0;200;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2018;801405;484541;174;0;0;0;0;316627;0;0;0;0;0;0;0;63;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/09/2018;800472;639173;3369;0;0;0;12363;145382;0;0;0;0;0;0;0;185;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;794664;10;0;0;0;0;0;794654;0;0;0;0;0;0;0;0;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/09/2018;794113;788662;0;0;0;0;0;0;0;0;0;0;0;0;0;5452;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/09/2018;756351;419708;0;1527;0;0;0;334994;0;0;0;0;0;86;0;36;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/09/2018;731913;226704;0;504051;0;0;0;820;0;0;0;0;0;0;309;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/09/2018;729083;581558;14;0;0;0;0;147479;0;0;0;0;0;0;0;32;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/09/2018;712012;494312;16;0;0;0;72688;144934;0;0;0;0;0;0;0;62;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/09/2018;696724;583428;271;0;0;0;6873;105999;0;0;0;0;0;0;0;152;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/09/2018;688273;405315;26997;0;0;0;0;255843;0;0;0;0;0;0;0;118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/09/2018;685138;646677;10847;0;0;0;0;27600;0;0;0;0;0;0;0;15;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;682686;182948;0;56843;0;0;191;387220;6532;0;0;0;0;0;48928;23;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/09/2018;675223;672794;0;0;0;0;0;0;0;0;2408;0;0;0;0;22;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/09/2018;667631;523542;4851;0;0;0;417;138667;0;0;0;0;0;0;0;153;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/09/2018;651971;498003;0;0;0;0;0;153940;0;0;0;0;0;0;0;28;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2018;633028;557118;5489;0;0;0;38253;32062;0;0;0;0;0;0;0;105;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/09/2018;626839;264993;0;102131;0;0;2392;0;236605;0;20576;0;0;142;0;0;0
