Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
BANCO BM&FBOVESPA - PRUDENCIAL;1000081225;b1;;I;2;SAO PAULO;SP;42430;0;0;17253;0;803;0;18056;-10977;0;0;0;0;-10977;7079;62;2486;1;-3971;-574;0;0;0;-1998;5081;0;5081;-2292;0;2789;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP;81192106;b3S;;I;2;CAFELANDIA;PR;42430;10989;0;7020;0;0;6;18015;-6727;-1824;0;0;-2980;-11531;6484;2220;653;-3656;-3292;-59;0;434;-1372;-5072;1411;0;1412;-170;0;1241;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;42430;13820;0;3985;0;0;0;17806;-7679;-322;0;0;-3062;-11064;6742;732;924;-2493;-2388;-39;0;348;-601;-3517;3225;-6;3219;-77;-137;3005;0
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;;I;3;SAO PAULO;SP;42430;9501;0;7257;0;940;0;17699;-2959;-5627;0;0;0;-8586;9113;70;0;-1427;-950;-438;0;16349;-16349;-2745;6368;148;6516;-2929;0;3587;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;;I;2;SANTO ANTONIO DA PLATINA;PR;42430;13864;0;3704;0;0;0;17568;-4452;-1356;0;0;-2779;-8587;8981;2082;1083;-4790;-3486;-72;0;411;-2553;-7325;1656;295;1951;-322;0;1629;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42430;0;0;225711;-208525;0;0;17186;-60787;-3719;0;-9568;0;-74075;-56888;154370;0;-77008;-25767;-13591;0;197784;-31220;204569;147680;1264;148945;-36412;0;112532;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL, AMAZONAS OCIDENTAL E MUNICÍPIO DE UBÁ;4243780;b3C;;I;2;GOIANIA;GO;42430;118;0;16809;0;0;0;16927;-16806;0;0;0;-72;-16877;50;181;0;-1723;-553;-8;0;2391;-16;273;323;0;323;0;0;323;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;42430;12811;0;4023;0;0;7;16841;-4135;-1526;0;0;-3381;-9042;7799;2196;1385;-3956;-3513;-60;0;347;-2029;-5630;2169;15;2185;-214;0;1971;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;;I;2;CUNHA PORA;SC;42430;8559;0;8151;0;0;0;16710;-8506;-548;0;0;-662;-9715;6995;925;219;-1779;-1818;-44;0;560;-901;-2838;4157;2;4160;-113;0;4046;-690
BRICKELL S.A. CFI - PRUDENCIAL;1000083601;n1;;I;2;SAO PAULO;SP;42430;15903;0;757;0;0;0;16660;-9948;0;0;0;-441;-10389;6271;1;371;-3146;-1638;-353;0;128;0;-4637;1634;0;1634;-58;-357;1219;-1500
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;;C;2;PORTO ALEGRE;RS;42430;12484;0;3728;0;396;0;16608;-9481;0;0;0;-6494;-15976;632;6673;361;-3253;-12526;-1348;0;8476;-257;-1874;-1242;-4;-1246;284;0;-962;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;;I;2;TRES COROAS;RS;42430;13780;0;2727;0;0;0;16507;-6369;-1969;0;0;-6687;-15024;1483;589;577;-1254;-2600;-14;0;203;-208;-2706;-1223;-121;-1344;0;0;-1344;-1040
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54401286;b3S;;I;2;PIRACICABA;SP;42430;9017;0;7172;0;0;0;16189;-6545;-1284;0;0;-624;-8453;7736;200;253;-2162;-1472;-18;0;117;-146;-3227;4509;1;4510;-28;0;4482;0
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;;I;2;RIO DE JANEIRO;RJ;42430;0;0;260;0;15925;0;16185;0;0;0;0;0;0;16185;2029;0;-2047;-14078;-980;484;26;-11;-14576;1609;0;1609;-482;0;1128;-149
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42430;0;0;65424;-54327;4914;0;16011;-44558;-778;0;0;0;-45336;-29325;25469;0;-65312;-8299;-1678;0;56034;-36374;-30160;-59485;-26;-59512;-45149;-1342;-106002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79086997;b3S;;I;2;CAMBARA;PR;42430;12388;0;3548;0;0;3;15939;-3474;-1393;0;0;-5254;-10121;5818;2253;1226;-3757;-3897;-162;0;953;-3504;-6887;-1069;-10;-1079;-356;0;-1435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;42430;12151;0;3739;0;0;0;15890;-3791;-687;0;0;-4825;-9304;6586;1737;1182;-4023;-2735;-57;0;343;-2013;-5566;1021;-2;1019;-140;0;879;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41180092;b3S;;I;2;MACEIO;AL;42430;9629;0;6258;0;0;0;15888;-5897;0;0;0;-650;-6547;9340;202;304;-2028;-1313;-12;6;533;-789;-3098;6243;0;6243;-4;-120;6119;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;;I;2;TOLEDO;PR;42430;11633;0;4213;0;0;1;15847;-4377;-1372;0;0;-4066;-9815;6032;2250;769;-3975;-3098;-60;0;913;-2100;-5301;731;-70;661;-136;0;525;0
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;;C;2;DOIS IRMAOS;RS;42430;13750;0;2088;0;0;0;15838;-2582;0;0;0;-5442;-8024;7813;16706;0;-3528;-5022;-592;0;138;-8184;-482;7331;1104;8435;-2757;0;5678;-1209
JBCRED S.A. SCME - PRUDENCIAL;1000083137;n1;;I;2;SAO PAULO;SP;42430;14524;0;1304;0;0;0;15829;0;0;0;0;-5017;-5017;10811;0;0;-2368;-3277;-712;0;1;-77;-6433;4378;0;4378;-1452;-1;2925;-1399
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;;I;1;RIO DE JANEIRO;RJ;42430;4771;0;10936;0;0;0;15707;0;-1256;0;0;-1534;-2790;12917;4040;0;-7271;-2705;-950;0;24;-38;-6901;6016;0;6016;-3386;0;2631;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;;I;2;RIO DE JANEIRO;RJ;42430;5758;0;9335;0;0;0;15094;-9719;0;0;0;-229;-9948;5146;107;20;-2590;-1125;-18;0;260;-238;-3584;1562;0;1562;-23;0;1539;-575
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;;I;2;LAPA;PR;42430;10283;0;4752;0;0;0;15036;-4883;-996;0;0;-3829;-9708;5328;1701;1095;-3690;-2754;-55;0;236;-1807;-5276;52;203;255;-254;0;1;0
OM DTVM LTDA - PRUDENCIAL;1000084239;n2;;I;2;SAO PAULO;SP;42430;0;0;8665;0;6355;0;15019;0;0;0;0;0;0;15019;584;0;-1956;-10228;-759;0;8;-41;-12392;2628;0;2628;-1200;0;1428;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;42430;12561;0;2424;0;0;0;14985;-7482;-272;0;0;-691;-8445;6540;935;9;-2786;-3248;0;0;30;-573;-5633;907;1;908;-2;-50;856;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;42430;4170;0;10751;0;0;0;14921;-9876;-3968;0;0;-420;-14264;657;3842;0;-1405;-1097;-7;0;0;-1864;-531;125;1;127;0;0;127;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;;I;2;PATOS DE MINAS;MG;42430;11739;0;3102;0;0;0;14840;-6921;0;0;0;-373;-7294;7547;893;108;-2631;-3178;-14;0;11;-16;-4828;2718;40;2759;-7;0;2752;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;;I;2;CASCAVEL;PR;42430;12016;0;2751;0;0;0;14767;-5927;-595;0;0;-2766;-9288;5479;1163;992;-3050;-3257;-21;0;338;-662;-4496;983;2;984;-57;0;927;-1032
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;;I;2;PRIMAVERA DO LESTE;MT;42430;11122;0;3568;0;0;0;14690;-4684;-456;0;0;-1803;-6944;7746;157;100;-1988;-1166;-9;0;157;-8;-2758;4988;0;4988;0;0;4988;-54
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;42430;11794;0;2815;0;0;0;14609;-3649;-2324;0;0;-1629;-7602;7006;1489;883;-3733;-2325;-46;0;519;-1560;-4772;2234;3;2236;-159;0;2077;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;42430;11276;0;3222;0;0;0;14497;-5335;-458;0;0;-2982;-8775;5722;1385;1169;-3016;-3353;-32;0;330;-2535;-6051;-329;-14;-343;-71;0;-413;0
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;;I;3;SAO PAULO;SP;42430;7908;0;6178;274;137;0;14496;-2440;-54;0;0;-280;-2774;11722;182;0;-3553;-2299;-588;0;889;-590;-5959;5763;0;5763;-2636;0;3128;0
UNICRED RECIFE   COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL LTDA;70241658;b3S;;I;2;RECIFE;PE;42430;10065;0;4359;0;0;0;14425;-6255;0;0;0;-772;-7026;7398;185;452;-2183;-1338;-14;0;304;-746;-3340;4058;0;4058;-21;-124;3913;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;42430;10115;0;4213;0;0;0;14328;-3675;-1381;0;0;-1896;-6953;7376;895;1246;-3020;-2938;-96;0;1013;-201;-3102;4274;46;4320;-192;-119;4010;-880
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;;I;2;CRISTALINA;GO;42430;12193;0;2083;0;0;0;14276;-2798;-1138;0;0;-3034;-6969;7307;1311;829;-3513;-2707;-124;0;2017;-3269;-5457;1850;-61;1789;-68;0;1721;0
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;;I;3;SAO PAULO;SP;42430;3944;0;7390;0;2881;0;14216;-6184;-14;0;0;-25;-6223;7993;46;4;-1494;-1062;-384;0;22;-22;-2890;5103;19;5121;-2385;-34;2702;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;;I;2;BELO HORIZONTE;MG;42430;0;0;14212;0;0;0;14212;-13977;0;0;0;239;-13738;474;9;2;-1279;804;0;0;0;0;-464;10;1;9;-3;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;;I;2;ITAPEMA;SC;42430;11062;0;3141;0;0;0;14203;-4633;-60;0;0;-2932;-7625;6578;1767;888;-3435;-3089;-37;0;143;-2274;-6035;543;492;1035;-59;0;975;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70038237;b3S;;I;2;NATAL;RN;42430;7599;0;6511;0;0;0;14110;-5195;0;0;0;-492;-5686;8424;122;130;-2271;-698;-10;0;402;-827;-3152;5272;-70;5202;0;-255;4947;0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED'S - UNICRED DO BRASIL;315557;b3C;;I;2;SAO PAULO;SP;42430;0;0;14105;0;0;0;14105;-12897;0;0;0;0;-12897;1208;5225;0;-9701;-9524;-200;0;16230;-43;1986;3194;2474;5668;0;0;5668;0
RANDON - PRUDENCIAL;1000080800;b2;;C;2;CAXIAS DO SUL;RS;42430;11442;0;2572;0;0;0;14014;-2864;-2233;0;0;-1359;-6456;7558;28139;99;-4261;-15718;-3647;-81;1202;-921;4811;12369;-5;12364;-4429;-796;7138;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;;I;2;PORTO VELHO;RO;42430;496;0;13489;0;0;0;13985;-13333;0;0;0;3;-13330;655;11;0;-1339;-649;-8;0;4383;-2345;53;707;10;717;-5;0;712;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3320525;b3S;;I;2;ARAGUARI;MG;42430;11508;0;2344;0;0;0;13852;-3793;-1781;0;0;-2372;-7946;5906;757;390;-2195;-2131;-51;0;201;-522;-3552;2355;-66;2289;-44;-80;2165;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;;I;2;NOVA LONDRINA;PR;42430;10916;0;2810;0;0;0;13726;-3159;-788;0;0;-3783;-7729;5997;2031;791;-3710;-3144;-66;0;461;-1674;-5311;686;-3;684;-315;0;368;0
ANDBANK - PRUDENCIAL;1000081256;b1;;C;3;SAO PAULO;SP;42430;7419;0;6171;0;0;0;13590;-6439;0;0;0;820;-5619;7971;2503;6;-3593;-2569;-560;0;97;-1868;-5984;1987;7;1993;-2761;0;-768;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;;I;2;JACINTO MACHADO;SC;42430;8490;0;5023;0;0;0;13514;-5909;-531;0;0;-789;-7228;6286;712;349;-2582;-2854;-39;0;167;-109;-4356;1930;16;1947;-69;0;1878;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;;I;2;CURITIBA;PR;42430;9533;0;3872;0;0;0;13405;-4481;0;0;0;-392;-4873;8532;92;0;-930;-593;-13;0;7;-27;-1464;7068;-2;7067;-33;-244;6790;-1819
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;;I;3;RECIFE;PE;42430;13027;0;351;0;0;0;13378;-579;-1320;0;0;-1890;-3789;9589;1653;0;-5444;-2782;-672;0;0;-397;-7642;1947;2;1949;-636;0;1313;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;42430;8984;0;4338;0;0;0;13322;-5579;-719;0;0;-2175;-8472;4849;583;555;-1902;-1769;-27;0;72;-362;-2850;1999;-71;1928;-57;0;1871;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;;I;2;ESPUMOSO;RS;42430;8750;0;4460;0;0;54;13265;-3756;-1379;0;0;-2988;-8123;5141;1466;485;-2316;-855;-31;0;291;-921;-1882;3260;1;3261;-130;0;3131;0
SANTINVEST - PRUDENCIAL;1000080446;n1;;C;2;FLORIANOPOLIS;SC;42430;10998;0;2225;0;0;0;13223;-6641;0;0;0;-7967;-14608;-1385;0;6;-1518;-1394;-298;0;2;-54;-3255;-4640;-4;-4644;2082;0;-2562;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87779625;b3S;;I;2;NAO-ME-TOQUE;RS;42430;8507;0;4680;0;0;34;13222;-4252;-1441;0;0;-2603;-8295;4927;2043;737;-3396;-1524;-51;0;1049;-1486;-2629;2298;518;2816;-164;0;2652;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;;I;2;MARACAJU;MS;42430;10858;0;2329;0;0;0;13187;-2191;-1444;0;0;-3340;-6974;6212;1200;615;-2277;-1776;-35;0;570;-1499;-3202;3010;3;3013;-104;0;2909;0
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;;I;2;SAO PAULO;SP;42430;12607;0;510;0;0;0;13117;-4762;0;0;0;-3362;-8124;4993;2946;0;-341;-4680;-656;0;13;-420;-3138;1855;-243;1612;-509;0;1103;-465
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;;I;2;IBIRAMA;SC;42430;9658;0;3423;0;0;0;13081;-5251;-209;0;0;-1136;-6596;6485;656;478;-2032;-2552;-9;0;49;-264;-3675;2810;-8;2802;0;-163;2639;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA GRANDE GETÚLIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTAÇÃO RS;87784088;b3S;;I;2;ESTACAO;RS;42430;10709;0;2338;0;0;30;13077;-3041;-1334;0;0;-1871;-6246;6831;1644;556;-2996;-1495;-39;0;878;-1049;-2500;4331;1;4332;-248;0;4084;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PEQUENO EMPRESÁRIO, MICROEMPRESÁRIO E OU MICROEMPREENDEDOR DE CONCÓRDIA E REGIÃO - SICOOB - TRANSCREDI;4247370;b3S;;I;2;CONCORDIA;SC;42430;8839;0;4194;0;0;0;13033;-5840;-34;0;0;-1764;-7638;5395;440;238;-1146;-1241;-25;0;3;-182;-1914;3481;-106;3375;-22;0;3353;-1119
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;;I;2;SAO GONCALO DO SAPUCAI;MG;42430;9298;0;3638;0;0;0;12936;-4254;-1034;0;0;-690;-5977;6959;819;707;-3646;-3139;-62;0;1129;-636;-4828;2130;-9;2122;-111;0;2011;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRANCISCO BELTRÃO - SICOOB VALE DO IGUAÇU;2466552;b3S;;I;2;FRANCISCO BELTRAO;PR;42430;11238;0;1550;0;0;0;12788;-4200;-849;0;0;-1233;-6282;6506;1036;1059;-3081;-3258;-40;0;313;-685;-4657;1850;-162;1688;-96;0;1592;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;;I;2;TOLEDO;PR;42430;8578;0;3938;0;0;0;12516;-5500;-314;0;0;-840;-6654;5862;764;561;-2350;-2554;-30;0;268;-524;-3864;1998;-10;1988;-85;0;1903;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42430;10166;0;2304;0;0;0;12470;-837;0;0;0;-523;-1360;11110;108;12;-472;-482;-65;0;289;-34;-645;10465;0;10465;0;0;10465;-43
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;;I;2;RIO DE JANEIRO;RJ;42430;0;0;12426;0;0;0;12426;-11670;0;0;0;0;-11670;756;0;0;-1396;853;-45;0;1;0;-587;170;-170;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81115149;b3S;;I;2;LARANJEIRAS DO SUL;PR;42430;9358;0;3039;0;0;5;12402;-2892;-878;0;0;-3547;-7317;5084;1706;981;-3767;-3112;-41;0;961;-1739;-5011;73;4;77;-133;0;-56;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. - UNIPRIME OESTE DO PARANÁ;1736243;b3S;;I;2;CASCAVEL;PR;42430;6736;0;5642;0;0;0;12378;-6534;-18;0;0;-488;-7040;5338;115;103;-1059;-796;-5;0;57;-10;-1595;3743;0;3743;0;-203;3540;-910
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;;I;2;JOINVILLE;SC;42430;9875;0;2501;0;0;0;12376;-4310;-72;0;0;-1465;-5847;6529;1363;879;-3089;-2365;-28;0;439;-1397;-4197;2332;107;2439;-32;0;2407;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÍ-PARANAPANEMA-AVARÉ;966246;b3S;;I;2;ITAI;SP;42430;9139;0;3114;0;0;0;12252;-3996;-841;0;0;-1833;-6670;5582;428;1037;-2761;-2195;-24;0;215;-297;-3595;1987;1;1988;-52;-99;1837;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MOGI GUAÇU E SUDOESTE PAULISTA - SICOOB CREDIGUAÇU;67960229;b3S;;I;2;DESCALVADO;SP;42430;9771;0;2385;0;0;0;12156;-4273;-221;0;0;-2753;-7247;4909;339;507;-2872;-2367;-27;0;181;-50;-4289;621;-37;584;-22;0;562;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;42430;8082;0;3867;0;0;0;11950;-5314;-416;0;0;-3679;-9408;2542;339;520;-1413;-1628;-17;0;71;-150;-2279;263;-18;245;-16;0;229;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;;I;2;GUARAPUAVA;PR;42430;9103;0;2652;0;0;3;11757;-2166;-1352;0;0;-3237;-6755;5002;1487;731;-2972;-2234;-41;0;425;-1453;-4057;945;32;977;-167;0;809;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;;I;2;PALMITOS;SC;42430;7866;0;3793;0;0;0;11658;-4850;-531;0;0;-526;-5906;5752;306;618;-1867;-1596;-30;0;410;-279;-2439;3313;0;3313;-56;0;3258;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25798596;b3S;;I;2;VARGINHA;MG;42430;7371;0;4225;0;0;0;11597;-3811;-1127;0;0;-921;-5859;5738;790;536;-2689;-2592;-53;0;3155;-202;-1055;4683;10;4693;-150;-100;4442;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;;I;2;DIVINOPOLIS;MG;42430;9053;0;2414;0;0;0;11467;-3490;-4;0;0;-1581;-5074;6393;650;718;-2360;-2487;-64;0;25;-271;-3788;2604;-3;2601;-35;-23;2543;-960
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES DO CENTRO OESTE DO BRASIL LTDA;73647935;b3S;;I;2;CAMPO GRANDE;MS;42430;5402;0;5997;0;0;0;11399;-5386;0;0;0;-149;-5536;5863;51;179;-1678;-1290;-10;0;0;0;-2749;3114;0;3115;1;0;3114;-2261
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;;I;2;NOVA IGUACU;RJ;42430;7548;0;3751;0;0;0;11299;-4838;0;0;0;-5119;-9957;1341;434;64;-2316;-3251;0;0;510;-282;-4841;-3500;0;-3500;0;0;-3500;0
COOPERATIVA DE CRÉDITO RURAL E DOS EMPRESÁRIOS DO CENTRO DO ESTADO DE RONDÔNIA - SICOOB CENTRO;8044854;b3S;;I;2;JI-PARANA;RO;42430;9611;0;1586;0;0;8;11205;-1890;-592;0;0;-2049;-4531;6674;555;429;-2813;-2120;-47;0;353;-263;-3906;2768;-46;2722;-33;0;2689;-1111
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;;I;2;CANOINHAS;SC;42430;7825;0;3345;0;0;0;11171;-4046;-808;0;0;-571;-5425;5745;425;448;-2516;-1574;-23;0;105;-474;-3610;2135;13;2148;-65;0;2082;0
