cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/14;42.169.468;17.313;425.468;1.191.352;1.833.113;674.910;174.494;416;4.317.065;251.356;2.273.206;4.111.595;4.164.762;1.114.362;524.953;4.970;12.445.204;21.729;426.963;1.145.753;1.802.122;315.172;2.770;0;3.714.510;0;0;0;0;0;0;0;0;50.677;443.567;6.621;490;526;0;2.706;504.588;137.994;3.806.020;7.100.381;2.711.808;630.312;465.140;25;14.851.681;217.132;2.485.592;1.976.565;755.228;228.117;94.977;578.810;6.336.420;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/14;3,13%;0,46%;2,03%;2,13%;1,79%;1,51%;1,98%;45,40%;1,82%;4,05%;10,41%;11,48%;12,91%;16,40%;26,63%;43,30%;11,86%;0,49%;1,61%;1,76%;2,12%;3,08%;4,47%;0,00%;1,94%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,36%;0,44%;0,02%;0,03%;0,28%;0,00%;96,62%;0,35%;8,16%;14,53%;14,52%;6,03%;2,52%;1,77%;0,00%;8,54%;2,98%;8,11%;8,45%;4,50%;3,55%;2,32%;35,29%;7,02%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/14;246;0;0;0;0;0;0;0;0;0;34;55;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;0;157;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/14;3.888.426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.695;126.852;386.926;901.358;853.395;1.501.462;232;3.790.920;811;5.567;13.582;31.434;21.452;24.662;0;97.507;0
b4%;b4 - Banco de Desenvolvimento;jun/14;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,22%;0,48%;0,79%;2,00%;3,42%;5,70%;0,03%;2,18%;0,01%;0,02%;0,06%;0,19%;0,33%;0,60%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;jun/14;15.043.306;8.769;53.454;122.096;156.850;56.047;8.508;0;405.722;887.405;1.787.981;1.261.529;124.464;2.793;1;0;4.064.173;56.080;337.633;726.094;818.461;82.190;3.622;0;2.024.079;7.555;79.743;112.057;226.417;174.468;379.771;82.965;1.062.975;673.188;3.694.701;1.193.523;247.042;11;0;0;5.808.467;5.432;35.499;130.210;304.753;265.181;416.983;166;1.158.224;78.660;181.865;187.022;39.677;9.953;15.919;6.569;519.666;0
n1%;n1 - Não Bancário de Crédito;jun/14;1,12%;0,23%;0,26%;0,22%;0,15%;0,13%;0,10%;0,00%;0,17%;14,28%;8,18%;3,52%;0,39%;0,04%;0,00%;0,00%;3,87%;1,25%;1,27%;1,11%;0,96%;0,80%;5,85%;0,00%;1,06%;0,41%;0,67%;0,37%;0,33%;0,32%;0,26%;0,13%;0,28%;4,79%;3,69%;4,18%;13,91%;0,01%;0,00%;0,00%;4,01%;0,32%;0,14%;0,27%;0,68%;1,06%;1,58%;0,02%;0,67%;1,08%;0,59%;0,80%;0,24%;0,15%;0,39%;0,40%;0,58%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/14;10.566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;6.669;10.566;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,41%;0,01%;0,00%
C;C - Conglomerado;jun/14;846.957.688;1.698.439;16.130.603;42.872.899;76.139.083;31.081.968;6.497.856;500;174.421.348;3.833.993;15.577.220;27.202.353;24.321.574;5.351.693;1.435.078;6.489;77.728.400;3.821.139;22.015.254;53.566.862;69.344.267;7.908.520;19.363;1.822;156.677.227;155.998;2.295.433;4.758.998;11.356.576;9.575.970;34.405.542;24.933.358;87.481.874;11.904.911;90.053.211;25.846.197;1.584.104;184.617;32.895;95;129.606.030;934.843;20.061.951;37.419.557;36.146.802;20.059.122;21.161.402;763.120;136.546.797;4.830.570;21.500.046;14.872.153;12.054.835;3.950.465;1.435.474;177.681;58.821.224;25.674.787
C%;C - Conglomerado;jun/14;62,85%;45,23%;77,01%;76,49%;74,33%;69,54%;73,82%;54,60%;73,69%;61,71%;71,31%;75,94%;75,37%;78,74%;72,80%;56,54%;74,08%;85,35%;82,92%;82,22%;81,42%;77,19%;31,27%;100,00%;81,75%;8,46%;19,15%;15,66%;16,40%;17,36%;23,11%;40,09%;23,04%;84,62%;89,98%;90,52%;89,22%;99,49%;100,00%;3,38%;89,57%;55,29%;76,57%;76,54%;80,31%;80,30%;80,33%;99,85%;78,53%;66,34%;70,14%;63,56%;71,88%;61,47%;35,07%;10,83%;65,16%;99,99%
I;I - Instituição independente;jun/14;500.550.595;2.056.913;4.815.805;13.176.540;26.290.830;13.614.631;2.304.991;416;62.260.125;2.379.172;6.267.760;8.617.358;7.949.379;1.445.101;536.180;4.987;27.199.937;656.126;4.535.171;11.583.065;15.825.535;2.337.152;42.553;0;34.979.601;1.686.864;9.694.113;25.631.995;57.907.708;45.600.890;114.452.478;37.263.217;292.237.263;2.163.711;10.028.802;2.707.463;191.405;952;0;2.706;15.095.039;756.043;6.139.243;11.469.605;8.861.982;4.921.929;5.182.129;1.153;37.332.082;2.451.066;9.154.643;8.525.688;4.716.385;2.475.898;2.658.069;1.462.313;31.444.063;2.484
I%;I - Instituição independente;jun/14;37,15%;54,77%;22,99%;23,51%;25,67%;30,46%;26,18%;45,40%;26,31%;38,29%;28,69%;24,06%;24,63%;21,26%;27,20%;43,46%;25,92%;14,65%;17,08%;17,78%;18,58%;22,81%;68,73%;0,00%;18,25%;91,54%;80,85%;84,34%;83,60%;82,64%;76,89%;59,91%;76,96%;15,38%;10,02%;9,48%;10,78%;0,51%;0,00%;96,62%;10,43%;44,71%;23,43%;23,46%;19,69%;19,70%;19,67%;0,15%;21,47%;33,66%;29,86%;36,44%;28,12%;38,53%;64,93%;89,17%;34,84%;0,01%
