Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
ELITE - CCVM LTDA - PRUDENCIAL;1000082530;n2;S4;I;2;RIO DE JANEIRO;RJ;44075;0;0;2837;0;0;0;2837;-3;0;0;0;1;-3;2834;5170;3776;-2822;-7535;-811;0;199;-12;-2035;799;-3;796;-366;0;430;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;44075;2652;0;184;0;0;0;2836;-272;-47;0;0;122;-197;2638;276;1;-1060;-1149;-16;0;281;-171;-1838;800;11;811;-8;0;804;0
GRAZZIOTIN FINANCIADORA SA CFI - PRUDENCIAL;1000083481;n1;S5;I;2;PASSO FUNDO;RS;44075;2794;0;15;0;0;0;2809;-111;0;0;0;-164;-276;2533;0;0;-300;-124;-125;0;17;1;-533;2000;0;2000;-958;0;1042;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;S5;I;2;UBERABA;MG;44075;1975;0;802;0;0;0;2777;-641;0;0;0;276;-365;2412;315;194;-1272;-1079;-7;44;6;-11;-1810;602;8;609;0;0;609;0
COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ;24610065;b3S;S5;I;2;CAMPO GRANDE;MS;44075;2693;0;73;0;0;0;2766;-329;-23;0;0;-502;-854;1912;444;261;-740;-672;-37;0;139;-151;-756;1156;0;1156;-61;-61;1034;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44075;2500;0;253;0;0;0;2753;-304;0;0;0;-165;-469;2283;332;183;-1267;-1221;-8;45;6;-88;-2019;265;-18;247;0;0;247;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;S5;I;2;VITOR MEIRELES;SC;44075;2554;0;188;0;0;0;2743;-230;-286;0;0;-751;-1266;1476;162;194;-642;-319;0;0;1;-449;-1053;423;183;606;0;0;606;0
SOCOPA - PRUDENCIAL;1000085386;n2;S4;I;2;SAO PAULO;SP;44075;0;0;2580;159;0;0;2739;-430;0;0;0;102;-328;2411;39593;219;-12593;-22169;-3611;0;6336;-6813;961;3372;0;3372;-993;0;2380;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;S5;I;2;SAO PAULO;SP;44075;2628;0;109;0;0;0;2737;0;0;0;0;-345;-345;2392;3;0;-286;-191;-2;0;2;-38;-512;1881;0;1881;0;0;1881;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44075;2324;0;407;0;0;0;2731;-414;0;0;0;78;-335;2396;461;227;-1083;-1407;-16;0;2;-11;-1827;569;-15;554;0;0;554;0
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;S4;I;2;BELO HORIZONTE;MG;44075;0;0;826;1888;0;0;2715;0;0;0;0;0;0;2715;784;592;-727;-386;-229;0;0;-5;30;2744;0;2744;-35;0;2709;0
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44075;601;0;412;1694;0;0;2707;-374;0;0;0;-243;-617;2090;0;1;-225;-1104;-134;0;57;-1061;-2465;-374;0;-374;0;0;-374;0
COOPERATIVA DE CRÉDITO NORTE SUL DA BAHIA LTDA - SICOOB NORTE SUL;2876918;b3S;S5;I;2;GANDU;BA;44075;2568;0;139;0;0;0;2707;-241;0;0;0;-631;-872;1835;693;551;-1072;-1364;-52;0;305;-301;-1240;595;0;595;-88;0;508;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LEME - SICOOB CREDIACIL;8795285;b3S;S5;I;2;LEME;SP;44075;2417;0;285;0;0;0;2702;-426;0;0;0;221;-205;2497;397;336;-883;-974;-20;0;150;-108;-1103;1394;4;1398;-16;0;1382;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;44075;2375;0;300;0;0;0;2676;-202;-398;0;0;491;-110;2566;425;148;-847;-584;-37;0;323;-130;-702;1864;-2;1862;-72;0;1790;-70
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;44075;2398;0;275;0;0;0;2672;-266;-247;0;0;103;-410;2262;179;247;-1100;-809;-17;0;424;-108;-1183;1079;-35;1044;-4;0;1040;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;I;2;BOA ESPERANCA;MG;44075;2263;0;409;0;0;0;2672;-413;-508;0;0;-114;-1035;1637;260;204;-836;-550;-21;0;149;-127;-922;715;1;716;-27;0;688;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;S5;I;2;OURO;SC;44075;2619;0;46;0;0;0;2664;-358;-47;0;0;341;-64;2600;23;29;-511;-463;0;0;50;-333;-1205;1395;0;1395;0;0;1395;0
LISTO SCD - PRUDENCIAL;1000084930;n1;S5;I;2;SAO PAULO;SP;44075;2662;0;0;0;0;0;2662;0;0;0;0;-14;-14;2648;1551;332;-439;-730;-263;0;74;0;524;3172;143;3315;-280;-96;2939;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;44075;42;0;2597;0;0;0;2639;-2590;0;0;0;-120;-2710;-71;47;4;-811;-532;-4;321;1199;0;224;153;0;153;-4;0;150;0
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;44075;2293;0;335;0;0;8;2637;-386;-110;0;0;-376;-873;1764;203;154;-1025;-769;-22;0;154;-65;-1370;394;12;406;-19;0;388;-85
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;44075;2287;0;341;0;0;0;2628;-234;-449;0;0;-117;-800;1828;398;207;-762;-437;-34;0;260;-108;-476;1351;0;1351;-71;-18;1262;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;44075;2367;0;245;0;0;0;2611;-298;0;0;0;-265;-562;2049;331;465;-840;-974;-27;0;173;-127;-998;1051;0;1051;-11;-73;967;0
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44075;2474;0;129;0;0;0;2603;0;0;0;0;-962;-962;1641;0;0;-566;-329;-9;0;1;-17;-921;720;0;720;-2;0;717;-371
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;44075;310;0;2291;0;0;0;2602;-2415;0;0;0;-2;-2416;186;158;0;-2346;-1832;0;0;3747;0;-274;-88;-9;-97;0;0;-97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;S5;I;2;PALMEIRAS DE GOIAS;GO;44075;2272;0;323;0;0;0;2595;-173;-281;0;0;-191;-645;1950;357;47;-634;-880;-14;0;251;-73;-947;1004;0;1004;-18;0;985;-204
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44075;2471;0;94;0;0;12;2577;-327;-440;0;0;-276;-1043;1534;346;226;-760;-388;0;0;84;-494;-987;547;39;586;0;-72;514;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;44075;2418;0;155;0;0;0;2573;-191;-81;0;0;-842;-1113;1460;409;342;-979;-728;-40;0;257;-210;-949;511;25;536;-36;0;500;0
COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. – SICOOBMAIS;26359745;b3S;S5;I;2;IGUATAMA;MG;44075;2388;0;184;0;0;0;2572;-187;-35;0;0;-132;-354;2218;338;172;-734;-693;-14;0;128;-93;-896;1322;-2;1320;-31;0;1290;0
BCO MAXINVEST S.A. - PRUDENCIAL;1000081775;b2;S4;I;2;CURITIBA;PR;44075;2151;0;421;0;0;0;2572;-502;0;0;0;-585;-1087;1485;0;626;-404;-1039;-157;0;15;-9;-967;517;0;517;-422;-31;64;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;64276058;b3S;S5;I;2;NANUQUE;MG;44075;2295;0;275;0;0;0;2570;-263;-167;0;0;-237;-667;1903;592;278;-1290;-981;-52;0;180;-94;-1367;535;8;543;-65;0;479;-79
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;44075;2533;0;33;0;0;0;2566;0;0;0;0;-108;-108;2458;0;0;-264;-133;0;0;0;-23;-420;2038;0;2038;0;0;2038;-469
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44075;2290;0;266;0;0;0;2557;-289;0;0;0;-608;-897;1659;657;530;-1334;-1238;-20;0;386;-185;-1205;455;-242;212;0;0;212;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA – SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;44075;2319;0;237;0;0;0;2555;-41;0;0;0;-443;-484;2071;145;36;-701;-596;-12;0;203;-76;-1001;1070;0;1070;-12;0;1058;-90
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44075;2216;0;333;0;0;0;2549;-276;0;0;0;-431;-707;1842;1079;8;-1010;-1798;-3;0;36;-40;-1729;113;-2;111;0;0;111;0
VR - PRUDENCIAL;1000080408;b1;S4;C;2;SAO PAULO;SP;44075;0;0;2544;0;0;0;2544;-2733;0;0;0;0;-2733;-190;1559;426;-722;-1957;-84;0;1102;-1203;-879;-1068;-2;-1070;304;-86;-851;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;S5;I;2;PASSO FUNDO;RS;44075;1898;0;641;0;0;0;2539;-1112;0;0;0;-22;-1133;1405;35;0;-459;-587;-2;0;0;1;-1014;391;-17;374;0;0;374;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ;5983995;b3S;S5;I;2;HUMAITA;RS;44075;2439;0;85;0;0;5;2528;-396;-318;0;0;283;-431;2098;328;176;-751;-527;0;0;452;-550;-872;1225;89;1314;0;-37;1278;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;S5;I;2;VICOSA;MG;44075;2350;0;178;0;0;0;2528;-202;0;0;0;-145;-346;2182;156;27;-500;-792;-13;0;68;-69;-1123;1058;5;1063;-7;0;1056;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DO ACRE - SICOOB ACRE;3528402;b3S;S5;I;2;RIO BRANCO;AC;44075;2458;0;67;0;0;0;2525;-156;-24;0;0;-314;-495;2030;448;292;-735;-1256;-61;0;1441;-1040;-911;1119;0;1119;-70;0;1048;-84
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;44075;2348;0;160;0;0;0;2508;-351;-27;0;0;-72;-450;2058;168;483;-1003;-737;1;0;11;-878;-1956;102;-3;99;0;0;99;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;S5;I;2;FLORIANOPOLIS;SC;44075;2415;0;89;0;0;0;2504;-212;-93;0;0;-109;-414;2090;134;44;-861;-614;-11;0;119;-200;-1389;701;-16;685;0;-60;625;-28
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;44075;2393;0;95;0;0;4;2491;-179;-458;0;0;-286;-924;1567;274;57;-563;-446;0;0;1;-508;-1183;384;7;391;1;0;390;0
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44075;2284;0;207;0;0;0;2491;-222;-63;0;0;-21;-307;2184;241;172;-706;-490;1;0;75;-455;-1163;1022;-2;1020;0;0;1020;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44075;2110;0;366;0;0;0;2476;-284;-83;0;0;-555;-922;1554;446;129;-944;-851;-34;0;307;-153;-1099;455;3;458;-43;-31;385;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;S5;I;2;SAO PAULO;SP;44075;2455;0;5;0;0;0;2460;0;0;0;0;-201;-201;2259;0;0;-565;-275;-5;0;1;-3;-846;1412;-3;1409;0;0;1409;-255
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JOAQUIM-CRESOL SÃO JOAQUIM;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44075;2344;0;96;0;0;10;2449;-258;-316;0;0;282;-292;2158;337;214;-812;-468;0;0;8;-561;-1281;876;66;942;-4;-71;868;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9424988;b3S;S5;I;2;ACAILANDIA;MA;44075;2191;0;258;0;0;0;2449;-129;-79;0;0;-273;-481;1968;416;616;-1082;-1295;-38;0;209;-134;-1308;660;-211;449;0;0;449;-82
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44075;2362;0;57;0;0;9;2429;-295;-417;0;0;-177;-889;1540;547;251;-939;-657;0;0;402;-616;-1012;528;24;552;0;-26;526;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;S5;I;2;BELO HORIZONTE;MG;44075;512;0;271;0;0;1615;2399;0;-929;0;0;-60;-990;1409;4;8;-157;-1757;-51;0;2;-9;-1959;-550;47;-503;0;0;-503;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COOP - COOPERATIVA DE CONSUMO E DOS EMPREGADOS DO SUPER MERCADO ZONA SUL S/A;47074323;b3S;S5;I;2;SANTO ANDRE;SP;44075;2328;0;64;0;0;0;2392;-65;-39;0;0;-187;-292;2100;315;344;-1246;-1348;-12;0;641;-115;-1422;678;2;681;-20;0;661;0
UNIPRIME CAMPOS GERAIS - COOPERATIVA DE CRÉDITO LTDA.;3234384;b3S;S5;I;2;PONTA GROSSA;PR;44075;2116;0;265;0;0;0;2380;-538;0;0;0;-637;-1175;1206;344;144;-983;-915;-5;0;96;-202;-1521;-315;0;-315;0;0;-315;-128
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44075;1986;0;381;0;0;0;2367;-269;0;0;0;-364;-633;1734;911;309;-1318;-1456;-22;0;245;-73;-1404;329;17;346;-38;0;308;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED;4833655;b3S;S5;I;2;SAO PAULO;SP;44075;2299;0;40;0;0;0;2339;-8;0;0;0;-1217;-1225;1114;81;78;-1008;-711;-6;0;277;-78;-1367;-253;0;-253;0;0;-253;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL – SICREDI MIL RS;3212823;b3S;S4;I;2;PORTO ALEGRE;RS;44075;2177;0;159;0;0;0;2336;-278;0;0;0;-295;-574;1762;304;90;-755;-562;-2;0;161;-548;-1312;450;0;450;0;-53;398;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44075;2241;0;92;0;0;2;2336;-366;-445;0;0;-207;-1019;1317;293;135;-632;-313;0;0;12;-444;-948;369;23;392;0;0;392;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERV DA SEC  DE E  DA SEG  PUB  E DA DEFESA SOCIAL DO E DO RN E DOS TRAB  SINDICALIZADOS DA AREA DE SAUDE E AFINS NA REG  MET  DE NATAL - SICOOB POTIGUAR;2382755;b3S;S5;I;2;NATAL;RN;44075;2263;0;64;0;0;0;2327;-100;-2;0;0;-461;-563;1764;522;288;-906;-880;-17;0;166;-109;-937;828;-14;814;-15;0;799;-55
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;73326449;b3S;S5;I;2;CRUZ ALTA;RS;44075;2184;0;138;0;0;0;2323;-281;-31;0;0;-199;-511;1812;111;205;-946;-766;-8;0;325;-204;-1284;528;8;535;-8;0;527;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;44075;2094;0;214;0;0;0;2308;-174;0;0;0;-251;-425;1883;416;327;-931;-1112;-18;0;191;-232;-1361;523;-17;506;43;0;549;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44075;2031;0;223;0;0;0;2254;-403;0;0;0;-116;-518;1735;196;90;-880;-1008;-13;32;16;-9;-1576;159;1;160;0;0;160;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;44075;2014;0;218;0;0;0;2232;-173;-133;0;0;-545;-851;1381;45;43;-537;-650;0;0;16;-40;-1122;259;4;263;-11;0;252;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ E LIVRE ADMISSÃO NAS MESORREGIÕES METROPOLITANA DE FORTALEZA E SUL CEARENSE - SICOOB CEARÁ;3620772;b3S;S5;I;2;FORTALEZA;CE;44075;2154;0;78;0;0;0;2232;-204;0;0;0;-161;-365;1867;401;258;-695;-986;-14;0;127;-117;-1026;841;2;842;-5;-34;802;-111
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;44075;2061;0;170;0;0;0;2231;-137;-251;0;0;196;-192;2039;240;96;-505;-565;-24;0;166;-61;-653;1386;-43;1343;-38;0;1305;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;44075;2169;0;54;0;0;2;2225;-292;-205;0;0;-130;-626;1598;264;178;-676;-462;0;0;185;-594;-1105;493;-37;456;0;-31;426;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU - ASCOOB ITAPICURU.;3921543;b3S;S5;I;2;SANTALUZ;BA;44075;2120;0;96;0;0;0;2216;-284;-6;0;0;-452;-743;1473;118;431;-773;-589;0;0;21;-862;-1655;-182;-15;-198;-1;0;-199;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44075;1939;0;232;0;0;11;2182;-261;-388;0;0;200;-449;1733;239;69;-389;-430;0;0;3;-442;-949;784;-27;757;0;-35;722;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44075;1836;0;344;0;0;0;2180;-369;0;0;0;-823;-1191;988;210;23;-793;-599;-15;0;130;-97;-1140;-152;0;-152;0;0;-152;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;44075;2027;0;93;0;0;58;2178;-67;-203;0;0;-212;-482;1696;326;368;-727;-909;-33;0;290;-294;-978;718;-4;714;-13;0;701;0
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44075;2028;0;148;0;0;0;2176;-187;-330;0;0;557;41;2217;240;174;-882;-566;-20;0;75;-167;-1145;1072;5;1078;-34;-22;1022;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;44075;2024;0;116;0;0;12;2152;-203;-284;0;0;26;-461;1691;241;62;-464;-407;0;0;0;-391;-960;732;-158;573;0;-23;550;0
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44075;0;0;553;861;729;0;2144;0;0;0;0;2670;2670;4813;0;0;-610;-862;-189;0;210;0;-1451;3362;0;3362;-141;-60;3161;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE APIÚNA - CRESOL APIÚNA;7215632;b3S;S5;I;2;APIUNA;SC;44075;2037;0;51;0;0;1;2090;-222;-350;0;0;-138;-709;1381;292;165;-590;-377;0;0;93;-504;-922;459;23;482;0;-50;432;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA;65560658;b3S;S5;I;2;SAO PAULO;SP;44075;2054;0;28;0;0;0;2083;-13;0;0;0;-509;-522;1560;54;39;-1011;-523;-9;0;53;-126;-1522;38;0;38;0;0;38;0
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;S5;I;2;BELO HORIZONTE;MG;44075;1882;0;199;0;0;0;2081;-180;0;0;0;-803;-982;1099;154;198;-624;-660;-7;0;150;-77;-866;232;0;232;-4;0;228;0
SOROCABA CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44075;2078;0;0;0;0;0;2078;0;0;0;0;-840;-840;1239;0;0;-109;-752;-174;0;104;-107;-1039;199;-53;147;-97;0;49;0
COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA;4174720;b3S;S5;I;2;MAIRI;BA;44075;1761;0;313;0;0;0;2075;-201;0;0;0;-399;-601;1474;500;682;-1089;-1473;-35;0;119;-149;-1446;28;0;28;-13;0;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI;1699652;b3S;S5;I;2;GUAXUPE;MG;44075;1944;0;121;0;0;0;2065;-123;-26;0;0;-428;-577;1488;305;235;-799;-779;-27;0;119;-191;-1138;350;0;350;-32;0;319;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44075;1775;0;272;0;0;0;2048;-254;0;0;0;-312;-566;1482;242;307;-559;-596;-15;0;213;-59;-466;1015;0;1016;-16;-64;935;-135
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA. - SICOOB COOPEC;32615247;b3S;S5;I;2;ILHEUS;BA;44075;1967;0;64;0;0;0;2031;-114;0;0;0;78;-36;1995;62;52;-806;-1031;-7;0;68;-324;-1986;9;0;9;0;0;9;0
COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.;2528151;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44075;1985;0;45;0;0;0;2029;-66;-89;0;0;-516;-671;1359;183;151;-747;-689;-9;0;96;-146;-1161;198;0;198;0;0;198;0
