cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/19;78.844.154;34.558;733.360;1.920.987;3.396.270;1.766.077;1.333.310;374;9.184.937;391.546;4.080.113;7.289.397;7.697.359;2.199.468;799.186;5.749;22.462.818;23.135;491.396;1.248.866;2.107.518;428.175;3.125;0;4.302.214;15;5.050;14.295;34.685;28.825;64.298;159;147.326;124.460;1.377.084;393.648;1.946;233;73;0;1.897.445;189.248;8.916.203;13.738.026;4.949.742;1.437.964;735.290;0;29.966.473;504.854;3.584.228;3.180.943;2.116.624;813.979;646.104;36.208;10.882.940;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/19;4,16%;0,69%;2,47%;2,48%;2,49%;2,61%;4,31%;0,10%;2,64%;5,95%;17,89%;18,65%;21,69%;20,81%;21,43%;0,68%;18,86%;0,88%;2,02%;2,12%;2,61%;3,90%;11,23%;0,00%;2,42%;0,00%;0,03%;0,03%;0,03%;0,04%;0,03%;0,00%;0,02%;0,68%;0,88%;0,74%;0,06%;0,12%;0,10%;0,00%;0,82%;6,29%;24,51%;17,45%;7,90%;3,68%;2,57%;0,00%;12,05%;5,09%;10,73%;12,39%;9,58%;9,09%;12,09%;8,56%;10,28%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/19;8.504;0;0;0;0;0;0;0;0;85;1.296;1.298;4.104;1.629;0;0;8.411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;33;0;0;0;0;93;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,01%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/19;4.468.188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.698;284.302;597.079;1.606.924;1.126.497;717.459;191;4.381.149;811;8.106;15.941;35.102;19.598;7.482;0;87.040;0
b4%;b4 - Banco de Desenvolvimento;mar/19;0,24%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,62%;0,78%;0,76%;2,56%;2,89%;2,51%;0,10%;1,76%;0,01%;0,02%;0,06%;0,16%;0,22%;0,14%;0,00%;0,08%;0,00%
n1;n1 - Não Bancário de Crédito;mar/19;24.378.522;19.171;140.680;270.796;284.325;79.490;21.371;4;815.838;951.270;1.531.577;1.481.504;182.388;8.108;13.606;106;4.168.559;36.347;295.166;723.234;959.390;104.647;313;0;2.119.097;30.564;74.418;210.415;370.745;222.346;550.709;234.087;1.693.283;1.676.102;7.835.882;3.502.989;283.635;11.083;1;0;13.309.690;14.146;76.906;143.691;396.511;279.978;238.077;227;1.149.536;583.528;246.248;190.524;58.493;15.849;25.763;2.117;1.122.520;0
n1%;n1 - Não Bancário de Crédito;mar/19;1,28%;0,38%;0,47%;0,35%;0,21%;0,12%;0,07%;0,00%;0,23%;14,46%;6,72%;3,79%;0,51%;0,08%;0,36%;0,01%;3,50%;1,38%;1,22%;1,23%;1,19%;0,95%;1,12%;0,00%;1,19%;1,81%;0,45%;0,49%;0,37%;0,27%;0,23%;0,19%;0,28%;9,15%;5,03%;6,59%;8,14%;5,67%;0,00%;0,00%;5,75%;0,47%;0,21%;0,18%;0,63%;0,72%;0,83%;0,11%;0,46%;5,89%;0,74%;0,74%;0,26%;0,18%;0,48%;0,50%;1,06%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/19;7.469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.469;7.469;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,77%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;mar/19;7.368.710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.174.568;1.225.848;374;0;0;0;6.400.789;0;0;0;0;0;0;0;0;432.260;394.974;133.342;7.345;0;0;0;967.921;0
n4%;n4 - Instituições de Pagamento;mar/19;0,39%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,32%;2,31%;0,01%;0,00%;0,00%;0,00%;2,77%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;4,36%;1,18%;0,52%;0,03%;0,00%;0,00%;0,00%;0,91%;0,00%
C;C - Conglomerado;mar/19;1.187.590.381;2.087.815;23.152.616;60.498.212;108.196.795;54.788.664;24.126.721;369.795;273.220.618;4.653.724;15.855.692;28.125.381;25.946.153;8.137.607;2.880.938;823.901;86.423.395;2.280.794;20.496.954;49.807.941;68.848.720;9.496.012;21.948;106.454;151.058.824;297.508;3.565.667;8.204.001;19.733.830;17.199.637;64.382.618;54.712.446;168.095.708;14.089.343;133.662.248;45.073.731;2.751.474;176.990;55.261;342.856;196.151.903;2.420.650;22.417.852;58.799.026;46.760.951;30.144.168;23.464.104;198.653;184.205.406;6.651.607;21.179.564;15.489.288;14.642.521;5.628.337;3.311.587;312.751;67.215.655;61.218.872
C%;C - Conglomerado;mar/19;62,59%;41,60%;78,02%;78,26%;79,25%;80,83%;78,00%;97,82%;78,60%;70,72%;69,52%;71,97%;73,12%;77,01%;77,26%;98,16%;72,57%;86,68%;84,39%;84,47%;85,15%;86,41%;78,85%;99,32%;84,93%;17,60%;21,46%;19,03%;19,79%;21,08%;26,78%;44,63%;27,75%;76,89%;85,73%;84,79%;79,01%;90,61%;78,21%;100,00%;84,73%;80,43%;61,62%;74,69%;74,60%;77,21%;82,07%;99,79%;74,09%;67,09%;63,41%;60,32%;66,25%;62,87%;61,97%;73,97%;63,52%;100,00%
I;I - Instituição independente;mar/19;709.882.270;2.930.606;6.522.122;16.810.157;28.324.222;12.993.247;6.803.671;8.254;74.392.278;1.927.131;6.951.130;10.951.345;9.538.195;2.429.843;848.111;15.448;32.661.203;350.452;3.791.831;9.154.307;12.003.126;1.494.092;5.887;731;26.800.427;1.392.600;13.050.438;34.899.209;80.001.017;64.386.760;176.053.904;67.878.799;437.662.727;4.235.170;22.253.633;8.086.753;731.087;18.343;15.393;1;35.340.382;589.099;13.962.863;19.924.895;15.920.028;8.898.473;5.126.792;426;64.422.576;3.263.231;12.221.222;10.189.860;7.458.528;3.324.190;2.032.562;110.049;38.599.644;3.033
I%;I - Instituição independente;mar/19;37,41%;58,40%;21,98%;21,74%;20,75%;19,17%;22,00%;2,18%;21,40%;29,28%;30,48%;28,03%;26,88%;22,99%;22,74%;1,84%;27,43%;13,32%;15,61%;15,53%;14,85%;13,59%;21,15%;0,68%;15,07%;82,40%;78,54%;80,97%;80,21%;78,92%;73,22%;55,37%;72,25%;23,11%;14,27%;15,21%;20,99%;9,39%;21,79%;0,00%;15,27%;19,57%;38,38%;25,31%;25,40%;22,79%;17,93%;0,21%;25,91%;32,91%;36,59%;39,68%;33,75%;37,13%;38,03%;26,03%;36,48%;0,00%
