Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM;20622809;b3S;;I;2;BELO HORIZONTE;MG;42705;129;0;286;0;0;0;415;0;0;0;0;18;18;433;0;0;0;-217;0;0;119;0;-98;335;0;335;0;0;335;0
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;;I;2;RIO DE JANEIRO;RJ;42705;374;0;40;0;0;0;414;0;0;0;0;-10;-10;404;0;0;-500;-128;-2;0;296;-2;-336;67;0;67;1;0;67;-199
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;;I;2;JUNDIAI;SP;42705;411;0;2;0;0;0;413;0;0;0;0;-12;-12;401;0;0;0;-103;0;0;41;0;-62;338;0;338;0;0;338;-679
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SETOR AEROESPACIAL DE SÃO JOSE DOS CAMPOS - COSAE;8227676;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42705;389;0;17;0;0;0;406;-26;0;0;0;-41;-66;340;0;0;-130;-100;1;0;16;0;-215;125;2;127;0;0;127;-216
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COELBA E DA CHESF LTDA.   SICOOB COPELBA;86784089;b3S;;I;2;SALVADOR;BA;42705;334;0;72;0;0;0;406;-9;0;0;0;29;20;426;110;4;-221;-247;-11;0;160;-118;-324;101;0;102;-5;0;96;0
COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL;10013534;b3C;;I;2;FEIRA DE SANTANA;BA;42705;25;0;377;0;0;0;402;-317;-6;0;0;7;-317;85;0;0;-439;-490;1;0;917;-12;-26;59;0;59;0;0;59;0
SOROCABA CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;;I;2;FORTALEZA;CE;42705;401;0;0;0;0;0;401;0;0;0;0;21;21;422;0;32;-1;-25;-22;0;0;-8;-23;399;0;399;-106;0;293;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ANDORINHA - COFASA;64761471;b3S;;I;2;PRESIDENTE PRUDENTE;SP;42705;338;0;61;0;0;0;400;0;0;0;0;0;0;400;0;0;-172;-100;1;0;19;0;-253;147;0;147;0;0;147;-119
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE ENERGIA ELÉTRICA DO ESTADO DE SÃO PAULO - COOPENERG;52301496;b3S;;I;2;SAO PAULO;SP;42705;357;0;40;0;0;0;397;-110;0;0;0;-48;-158;240;0;0;-210;-260;-1;0;35;-396;-833;-593;0;-593;0;0;-593;0
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;;I;2;PAO DE ACUCAR;AL;42705;358;0;35;0;0;0;393;-16;-25;0;0;-111;-152;241;1;1;-113;-108;0;0;2;-34;-251;-10;0;-10;0;0;-10;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA;55319370;b3S;;I;2;MORUNGABA;SP;42705;316;0;75;0;0;0;391;0;0;0;0;10;10;401;0;0;0;-73;0;0;0;0;-74;327;0;327;0;0;327;-386
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;31746993;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;42705;383;0;0;0;0;0;383;0;0;0;0;639;639;1022;1;0;-118;-58;0;0;42;-17;-150;872;0;872;0;0;872;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;;I;2;BEBEDOURO;SP;42705;365;0;14;0;0;0;378;-22;-39;0;0;-2;-63;315;0;0;-74;-122;0;0;11;-4;-190;125;0;125;0;0;125;-107
APOGEO DTVM - PRUDENCIAL;1000084459;n2;;I;2;RIO DE JANEIRO;RJ;42705;0;0;378;0;0;0;378;0;0;0;0;0;0;378;8313;0;-2847;-2279;-572;0;118;0;2733;3111;1;3112;0;-3287;-175;0
HSCM SCMEPP LTDA. - PRUDENCIAL;1000083089;n1;;I;2;IBIA;MG;42705;329;0;47;0;0;0;376;0;0;0;0;15;15;391;0;29;-39;-59;-19;0;0;-15;-102;289;0;289;-41;0;248;-100
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS;41146382;b3S;;I;2;JOAO PESSOA;PB;42705;375;0;1;0;0;0;376;0;0;0;0;-9;-9;367;0;0;-202;-70;0;0;0;0;-273;94;0;94;0;-34;60;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCATEL-LUCENT BRASIL;62781232;b3S;;I;2;SAO PAULO;SP;42705;260;0;115;0;0;0;375;0;0;0;0;1;1;374;0;0;-155;-66;-1;0;33;-2;-191;183;2;184;1;0;183;-332
SOLID CRED SCMEPP - PRUDENCIAL;1000084442;n1;;I;2;SAO PAULO;SP;42705;317;0;49;0;0;0;366;0;0;0;0;-118;-118;248;1;45;-45;-249;-19;0;1;-13;-280;-32;0;-32;31;0;1;0
COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;1330387;b3S;;I;2;LARANJEIRAS DO SUL;PR;42705;317;0;46;0;0;0;363;-78;0;0;0;-179;-256;106;111;64;-238;-170;0;0;4;-36;-265;-159;-10;-168;0;0;-168;0
CP & FRIZZO - DTVM LTDA - PRUDENCIAL;1000083838;n2;;I;2;SAO PAULO;SP;42705;0;0;361;0;0;0;361;0;0;0;0;0;0;361;109;0;-201;-247;-27;0;0;0;-367;-6;0;-6;0;0;-6;0
PATAÇÃO DTVM LTDA. - PRUDENCIAL;1000083821;n2;;I;2;SOROCABA;SP;42705;0;0;3;0;358;0;361;0;0;0;0;0;0;361;17;0;-146;-346;-18;0;1;0;-493;-132;0;-132;0;0;-132;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;;I;2;VOLTA REDONDA;RJ;42705;352;0;8;0;0;0;361;0;0;0;0;-26;-26;334;0;0;-42;-66;1;0;12;-14;-111;223;8;231;-5;0;226;-54
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30304919;b3S;;I;2;RIO DE JANEIRO;RJ;42705;350;0;0;0;0;0;350;0;0;0;0;-14;-14;336;0;0;-43;-57;1;0;0;0;-100;235;0;235;0;0;235;-285
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI;2230138;b3S;;I;2;JUNDIAI;SP;42705;341;0;0;0;0;0;341;0;0;0;0;-18;-18;323;0;0;-86;-45;1;0;43;0;-90;234;0;234;0;-9;224;-196
TATICA S.A. DTVM - PRUDENCIAL;1000083852;n2;;I;2;SAO PAULO;SP;42705;0;0;338;0;0;0;338;0;0;0;0;0;0;338;0;0;-432;-270;-16;-34;1;0;-752;-413;0;-413;0;0;-413;0
CONSEGTUR CC - PRUDENCIAL;1000082303;n2;;I;2;SAO PAULO;SP;42705;0;0;0;0;338;0;338;0;0;0;0;-6;-6;332;76;0;-46;-196;-23;0;0;1;-189;143;0;143;-38;0;105;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30586895;b3S;;I;2;SAO GONCALO;RJ;42705;314;0;23;0;0;0;336;0;0;0;0;1;1;337;0;0;-50;-75;0;0;0;0;-126;211;0;211;0;0;211;-176
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS FUNCIONÁRIOS DA SAÚDE DO SETOR PRIVADO DE MANAUS LTDA - COOPCRESP MANAUS;34503581;b3S;;I;2;MANAUS;AM;42705;305;0;31;0;0;0;336;0;0;0;0;-56;-56;280;0;0;-99;-148;0;0;3;-7;-251;28;21;49;0;0;49;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA;30138226;b3S;;I;2;NITEROI;RJ;42705;333;0;0;0;0;0;333;-9;0;0;0;-23;-32;302;0;0;-162;-160;1;0;63;-27;-288;14;0;14;0;0;14;0
GDC PART SERV FIDUC DTVM LTDA - PRUDENCIAL;1000084208;n2;;I;2;RIO DE JANEIRO;RJ;42705;0;0;332;0;0;0;332;0;0;0;0;0;0;332;1606;0;-105;-571;-170;0;0;0;759;1091;0;1091;-479;0;612;0
SOCRED S.A. SCM - PRUDENCIAL;1000083247;n1;;I;2;BELEM;PA;42705;330;0;0;0;0;0;330;0;0;0;0;-59;-59;271;0;41;-38;-73;0;0;0;-7;-76;194;0;194;-55;0;140;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;;I;2;RIO CLARO;SP;42705;261;0;68;0;0;0;329;-57;0;0;0;-3;-60;269;0;0;0;-180;0;0;20;0;-160;109;0;109;0;0;109;-133
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA. - CREDER;21130869;b3S;;I;2;BELO HORIZONTE;MG;42705;292;0;34;0;0;0;326;0;0;0;0;-25;-25;301;0;0;-155;-154;1;0;25;-8;-292;9;0;9;0;0;9;-69
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;;I;2;SAO PAULO;SP;42705;321;0;0;0;0;0;321;0;0;0;0;-8;-8;314;0;0;0;-191;0;0;0;0;-191;122;0;122;0;0;122;-145
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA;50654300;b3S;;I;2;OSASCO;SP;42705;229;0;91;0;0;0;320;0;0;0;0;1;1;321;0;0;0;-160;-4;0;0;1;-165;156;0;156;-28;0;128;-204
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  EMPREGADOS DO BANCO DA AMAZÔNIA;2827982;b3S;;I;2;BELEM;PA;42705;318;0;0;0;0;0;318;-15;0;0;0;-41;-56;263;18;0;-213;-125;0;0;21;0;-299;-36;-5;-41;0;0;-41;-4
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAMDA-COCREALPA - CREDI-CAMDA;5165103;b3S;;I;2;ADAMANTINA;SP;42705;206;0;109;0;0;0;315;0;0;0;0;20;20;335;71;0;-53;-66;0;0;181;0;133;467;0;467;-29;0;439;-319
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO;68314921;b3S;;I;2;SAO PAULO;SP;42705;141;0;173;0;0;0;314;0;-121;0;0;-18;-139;175;0;0;0;-120;0;0;22;-29;-126;49;0;49;0;0;49;-144
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;;I;2;SAO GONCALO;RJ;42705;241;0;73;0;0;0;314;0;0;0;0;-5;-5;309;16;0;-53;-132;0;0;0;-7;-176;132;0;132;-10;0;122;-186
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;;I;2;MOGI DAS CRUZES;SP;42705;243;0;70;0;0;0;313;0;0;0;0;4;4;317;0;0;0;-69;0;0;0;0;-69;248;0;248;0;0;248;-300
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB) - CREDIUESB;3606488;b3S;;I;2;VITORIA DA CONQUISTA;BA;42705;256;0;55;0;0;0;311;-59;-1;0;0;-50;-110;201;22;5;-120;-115;-3;0;26;0;-185;16;0;16;0;0;16;0
COOPERATIVA DE CRÉDITO RURAL E SERVIDORES PÚBLICOS DE MINEIROS GOIÁS;5491616;b3S;;I;2;MINEIROS;GO;42705;263;0;48;0;0;0;310;-76;0;0;0;-6;-82;228;0;93;-151;-154;1;0;37;-27;-201;27;0;27;0;0;27;0
COOPERASA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONARIOS DAS EMPRESAS DA AGUIA PARTICIPAÇÕES;5296712;b3S;;I;2;PONTA GROSSA;PR;42705;305;0;0;0;0;0;305;0;0;0;0;1;1;306;0;0;-70;-48;0;0;0;0;-117;189;0;189;0;0;189;-342
MEGA CC LTDA. - PRUDENCIAL;1000082327;n2;;I;2;RIO CLARO;SP;42705;0;0;33;0;270;0;303;0;0;0;0;0;0;303;8;0;-66;-149;-15;0;0;0;-222;81;0;81;-5;0;76;-67
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DO VESTUÁRIO, CONFECÇÕES E ROCHAS ORNAMENTAIS - CREDSUL.;2330334;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;42705;296;0;0;0;0;0;296;-22;0;0;0;-37;-59;237;22;0;-156;-125;1;0;0;0;-260;-23;0;-23;0;0;-23;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALCOA EM PERNAMBUCO;8931800;b3S;;I;2;ITAPISSUMA;PE;42705;231;0;57;0;0;0;288;0;0;0;0;1;1;289;0;0;-79;-95;0;0;1;-51;-224;65;2;68;0;0;68;-27
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.;42445122;b3S;;I;2;RIO DE JANEIRO;RJ;42705;283;0;0;0;0;0;283;-19;0;0;0;50;31;315;1;0;-133;-121;1;0;308;1;53;368;-461;-93;0;0;-93;0
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG;3657230;b3S;;I;2;SUMARE;SP;42705;266;0;16;0;0;0;282;0;0;0;0;2;2;284;0;0;-77;-94;0;0;11;-25;-185;99;0;99;0;0;99;-193
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA AFFINIA;9128022;b3S;;I;2;OSASCO;SP;42705;248;0;30;0;0;0;278;0;0;0;0;1;1;278;0;0;0;-96;-1;0;0;0;-98;180;0;180;-9;0;171;-316
ONNIX CC LTDA. - PRUDENCIAL;1000082011;n2;;I;2;PORTO ALEGRE;RS;42705;0;0;0;0;269;0;269;0;0;0;0;-1;-1;268;1012;0;-575;-244;-110;0;0;0;83;351;0;351;-146;0;204;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL;62605290;b3S;;I;2;POCOS DE CALDAS;MG;42705;252;0;15;0;0;0;267;0;0;0;0;2;2;269;0;0;-91;-36;-1;0;0;0;-129;140;0;140;-5;-11;123;-203
ATLANTA SCM LTDA - PRUDENCIAL;1000083034;n1;;I;2;PASSOS;MG;42705;264;0;2;0;0;0;265;0;0;0;0;-32;-32;234;7;0;-97;-53;-13;0;0;0;-156;77;5;82;0;0;82;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA;6975532;b3S;;I;2;PORTO ALEGRE;RS;42705;226;0;36;0;0;0;263;-60;-32;0;0;265;173;436;83;0;-207;-363;0;0;87;-1;-400;36;8;44;0;0;44;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI, IEL E COND EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS) - CREDFISP LTDA.;5747018;b3S;;I;2;CAMPINA GRANDE;PB;42705;235;0;27;0;0;0;262;0;0;0;0;-20;-20;242;0;0;-93;-77;0;0;6;-51;-215;27;-61;-34;0;0;-34;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;;I;2;CERQUILHO;SP;42705;211;0;51;0;0;0;262;0;0;0;0;2;2;264;0;0;0;-57;0;0;15;-54;-96;168;0;168;0;0;168;-204
PÓLOCRED SCMEPP LTDA. - PRUDENCIAL;1000083106;n1;;I;2;FLORIANOPOLIS;SC;42705;250;0;12;0;0;0;262;0;-6;0;0;-4;-10;252;166;0;-160;-348;-6;0;37;0;-310;-58;0;-58;0;0;-58;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;;I;2;ATIBAIA;SP;42705;208;0;50;0;0;0;258;0;0;0;0;-6;-6;252;0;0;-128;-91;1;0;0;0;-219;33;0;33;0;0;33;-67
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI;6369729;b3S;;I;2;OTACILIO COSTA;SC;42705;241;0;8;0;0;0;249;-65;0;0;0;-21;-86;163;0;0;-29;-92;0;0;5;-28;-143;19;0;19;0;0;19;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II;2910387;b3S;;I;2;RIO DE JANEIRO;RJ;42705;237;0;10;0;0;0;247;0;0;0;0;-8;-8;239;0;0;-98;-47;0;0;8;0;-137;101;0;101;0;0;101;-93
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER;2541707;b3S;;I;2;SANTA GERTRUDES;SP;42705;217;0;29;0;0;0;246;-129;0;0;0;-11;-140;106;0;0;0;-62;0;0;6;-2;-59;47;0;47;0;0;47;0
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;;I;2;SERRA;ES;42705;231;0;13;0;0;0;244;1;0;0;0;-3;-3;241;10;0;-85;-82;1;0;32;0;-125;116;0;116;1;0;115;-185
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S/A-UNIDADE MOGI DAS CRUZES;52575206;b3S;;I;2;MOGI DAS CRUZES;SP;42705;156;0;88;0;0;0;244;0;0;0;0;17;17;261;0;0;-161;-63;1;0;38;0;-186;75;0;75;0;0;75;-208
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA;52623311;b3S;;I;2;IGARAPAVA;SP;42705;243;0;0;0;0;0;243;0;0;0;0;43;43;286;0;0;-76;-109;-4;0;156;1;-33;252;28;281;-58;0;223;0
ADVALOR DTVM LTDA - PRUDENCIAL;1000083797;n2;;I;2;RIO DE JANEIRO;RJ;42705;0;0;243;0;0;0;243;0;0;0;0;0;0;243;5;0;-343;-274;-12;0;0;0;-625;-382;0;-382;0;0;-382;0
RB CAPITAL DTVM LTDA. - PRUDENCIAL;1000084174;n2;;I;2;SAO PAULO;SP;42705;0;0;239;0;0;0;239;0;0;0;0;0;0;239;3679;0;-302;-1689;-366;0;0;1;1321;1559;0;1559;-413;-100;1046;-192
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;;I;2;CERQUILHO;SP;42705;185;0;51;0;0;0;236;0;0;0;0;2;2;238;0;0;0;-62;0;0;11;0;-51;187;0;187;0;0;187;-204
CREDBRASIL - SCM LTDA - PRUDENCIAL;1000083003;n1;;I;2;PAULINIA;SP;42705;234;0;0;0;0;0;234;0;0;0;0;34;34;268;0;0;-206;-109;-11;0;0;-7;-333;-65;0;-65;11;0;-54;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA INDÚSTRIAS;91018408;b3S;;I;2;GRAVATAI;RS;42705;231;0;3;0;0;0;234;0;0;0;0;2;2;237;0;0;-74;-27;1;0;0;0;-102;135;0;135;-2;0;133;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO MATO GROSSO DO SUL - CRESOL MS;23256599;b3S;;I;2;GLORIA DE DOURADOS;MS;42705;182;0;49;0;0;0;231;-83;-21;0;0;-33;-137;94;8;14;-152;-89;-9;0;5;-57;-280;-186;200;15;0;0;15;0
COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE;8482873;b3S;;I;2;IGACI;AL;42705;189;0;41;0;0;0;230;-15;-22;0;0;7;-30;200;0;15;-83;-95;-5;0;3;-3;-167;33;11;44;-3;0;40;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT;88183173;b3S;;I;2;SAPUCAIA DO SUL;RS;42705;200;0;27;0;0;0;227;0;0;0;0;3;3;229;6;0;-85;-41;0;0;0;-3;-123;106;-2;104;-2;0;102;-164
BRL TRUST DTVM SA - PRUDENCIAL;1000084277;n2;;I;2;SAO PAULO;SP;42705;0;0;222;0;0;0;222;0;0;0;0;116;116;339;10628;0;-3699;-3280;-760;0;0;-304;2585;2923;0;2923;-600;-1700;623;-286
COOPERATIVA DE CRÉDITO RURAL DO AGRESTE CENTRAL ALAGOANO LTDA. - COOPCRAL;8202793;b3S;;I;2;ARAPIRACA;AL;42705;214;0;7;0;0;0;221;-2;-15;0;0;-28;-45;175;1;0;-68;-63;0;0;9;-44;-165;10;0;10;-1;0;9;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.;2850075;b3S;;I;2;RIO DE JANEIRO;RJ;42705;214;0;1;0;0;0;214;0;0;0;0;-3;-3;212;0;0;-90;-105;0;0;2;0;-194;18;0;18;0;0;18;0
PENTAGONO S/A DTVM - PRUDENCIAL;1000083773;n2;;I;2;RIO DE JANEIRO;RJ;42705;0;0;213;0;0;0;213;0;0;0;0;0;0;213;7787;0;-1681;-1171;-756;0;0;0;4180;4393;0;4393;-2304;0;2088;-167
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO RÁPIDO LUXO CAMPINAS;2312896;b3S;;I;2;VALINHOS;SP;42705;193;0;20;0;0;0;213;-3;0;0;0;-302;-304;-91;0;0;0;-288;0;0;21;1;-267;-358;0;-358;0;0;-358;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV;881829;b3S;;I;2;JABOTICABAL;SP;42705;194;0;18;0;0;0;213;0;0;0;0;-94;-94;119;0;0;-50;-168;0;0;31;0;-186;-67;0;-68;0;0;-68;0
JN-MAXI CC LTDA. - PRUDENCIAL;1000084370;n2;;I;2;SALVADOR;BA;42705;0;0;1;0;211;0;212;0;0;0;0;0;0;212;1;0;-50;-119;-10;0;0;0;-179;33;0;33;0;0;33;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON LTDA.;43553049;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42705;210;0;1;0;0;0;211;0;0;0;0;1;1;210;0;0;-29;-74;0;0;13;0;-90;120;0;120;0;-3;117;-115
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA;42258376;b3S;;I;2;RIO DE JANEIRO;RJ;42705;206;0;3;0;0;0;209;0;0;0;0;-78;-78;132;0;0;-124;-47;1;0;0;0;-172;-40;0;-40;1;0;-41;-36
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS;5428587;b3S;;I;2;OLIVEIRA DOS BREJINHOS;BA;42705;191;0;17;0;0;0;208;-52;-1;0;0;-11;-64;144;2;0;-30;-63;0;0;1;-21;-112;32;-3;29;-1;0;28;0
EXIM CC LTDA - PRUDENCIAL;1000082217;n2;;I;2;PORTO ALEGRE;RS;42705;0;0;5;0;203;0;207;0;0;0;0;0;0;207;117;0;-149;-183;-21;0;0;0;-235;-28;-2;-30;0;0;-30;0
NOVINVEST CVM LTDA - PRUDENCIAL;1000082808;n2;;I;2;SAO PAULO;SP;42705;0;0;189;17;0;0;206;0;0;0;0;0;0;206;828;0;-1435;-2760;-105;0;0;1;-3472;-3266;0;-3266;0;0;-3266;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MAXION LTDA - COOPERMAXION;44378586;b3S;;I;2;CONTAGEM;MG;42705;205;0;0;0;0;0;205;0;0;0;0;-2;-2;203;0;0;-67;-47;1;0;2;0;-113;90;0;91;0;0;91;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED;19551787;b3S;;I;2;CARANDAI;MG;42705;184;0;20;0;0;0;204;0;0;0;0;-11;-11;192;0;0;-49;-55;0;0;0;0;-105;88;0;88;0;0;88;-55
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CORREIAS MERCÚRIO;67607564;b3S;;I;2;JUNDIAI;SP;42705;148;0;47;0;0;0;195;0;0;0;0;27;27;221;0;0;-95;-56;0;0;17;0;-134;87;0;87;0;-5;82;0
SICOOB CREDICONT - COOPERATIVA ECONOMIA CRÉDITO MÚTUO EMPREGADOS EMPRESAS INDUSTRIAIS, COMERCIAIS,DE ASSIST. TÉCNICA E LOCADORAS, NAS ÁREAS DE METALURGIA E MAT. ELÉTRICO REGIÕES SÃO PAULO E CAMPINAS;56882988;b3S;;I;2;HORTOLANDIA;SP;42705;152;0;42;0;0;0;194;0;0;0;0;20;20;214;0;0;-20;-212;0;0;30;-25;-228;-14;0;-14;0;0;-14;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB SUDOESTE;3071386;b3S;;I;2;BARRA DO CHOCA;BA;42705;172;0;21;0;0;0;193;-32;-10;0;0;-37;-78;115;23;46;-125;-129;0;0;0;-24;-210;-95;3;-91;0;0;-91;0
