Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;42705;27960;0;9247;0;0;0;37207;-9274;-2018;0;0;-5255;-16547;20661;4417;3514;-8561;-6766;-184;0;1379;-5475;-11674;8986;-59;8927;0;0;8927;-3414
BANCO BM&FBOVESPA - PRUDENCIAL;1000081225;b1;;I;2;SAO PAULO;SP;42705;0;0;35563;0;1613;0;37177;-22074;0;0;0;0;-22074;15103;60;6272;0;-8908;-1315;0;19;-29;-3900;11203;0;11203;-2563;0;8640;-5500
SICREDI ALAGOAS - COOPERATIVA DE CRÉDITO;41180092;b3S;;I;2;MACEIO;AL;42705;21011;0;16130;0;0;0;37141;-13966;0;0;0;-2682;-16647;20494;467;943;-4729;-3106;-29;14;1653;-2705;-7493;13001;-3;12998;-5;-312;12681;-11693
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;;I;2;ARAGUARI;MG;42705;29382;0;6679;0;0;0;36061;-10941;-3889;0;0;-7611;-22441;13620;1746;1140;-6579;-5305;-154;0;764;-1315;-9702;3918;-211;3707;-135;-401;3171;-2804
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;42705;9055;0;26904;0;0;0;35959;-24754;-8739;0;0;2004;-31489;4470;9136;0;-3251;-2156;-129;0;31;-5253;-1623;2848;9;2857;0;0;2857;0
COOPERATIVA DE CREDITO E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;;I;2;RIO DE JANEIRO;RJ;42705;21675;0;14172;0;0;0;35847;-14994;-35;0;0;-6143;-21173;14674;1022;975;-9225;-4808;-43;0;668;-2779;-14192;483;241;724;-61;0;663;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;;I;2;PRIMAVERA DO LESTE;MT;42705;26854;0;8232;0;0;0;35085;-12213;-1199;0;0;-7720;-21132;13953;611;191;-5260;-2374;-24;0;9;-190;-7038;6915;0;6916;0;0;6916;-122
DREBES FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083656;n1;;I;2;ELDORADO;RS;42705;34420;0;618;0;0;0;35038;-9584;0;0;0;-8075;-17659;17379;0;34;-119;-11717;-1164;0;5;-2168;-15129;2250;0;2250;-1246;0;1004;0
ANDBANK - PRUDENCIAL;1000081256;b1;;C;3;SAO PAULO;SP;42705;26566;0;8424;0;0;0;34991;-26763;0;0;0;1296;-25467;9524;4813;15;-7684;-11551;-826;-165;1316;-3795;-17877;-8353;6;-8347;1145;0;-7202;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;;I;2;LAPA;PR;42705;21328;0;13514;0;0;0;34843;-12689;-1911;0;0;-5912;-20512;14331;4488;2373;-7923;-6147;-294;0;1029;-4424;-10899;3433;-29;3404;-291;0;3113;-486
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;;I;2;ITAPEMA;SC;42705;29079;0;5720;0;0;0;34799;-10812;-140;0;0;-5997;-16949;17850;4708;2209;-9031;-7100;-186;0;1321;-5119;-13198;4652;172;4824;0;0;4824;-1815
BARCLAYS - PRUDENCIAL;1000080817;b1;;I;3;SAO PAULO;SP;42705;0;0;24323;8293;1646;0;34262;-187;-7502;0;0;0;-7689;26572;17771;0;-25073;-15266;-1326;0;22306;-16816;-18404;8169;-5912;2257;4779;0;7036;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;42705;26783;0;7370;0;0;0;34153;-11681;-1190;0;0;-2232;-15103;19050;3189;2749;-7811;-6807;-84;0;1338;-7945;-15371;3679;176;3855;-114;0;3741;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;;I;2;CRISTALINA;GO;42705;25797;0;8268;0;0;1;34066;-8528;-2416;0;0;-6438;-17381;16684;3954;1780;-8093;-6740;-164;0;2141;-6669;-13790;2894;-344;2550;0;0;2550;-2990
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;;C;2;DOIS IRMAOS;RS;42705;28263;0;5738;0;0;0;34001;-6178;0;0;0;-10424;-16602;17400;41254;0;-8344;-9768;-1219;0;133;-21773;282;17681;2008;19690;-6096;0;13593;-3352
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;;I;1;RIO DE JANEIRO;RJ;42705;10045;0;23904;0;0;0;33949;0;-2732;0;0;-7271;-10003;23946;7492;0;-15230;-5344;-1959;0;18;-67;-15088;8857;9;8866;-3186;-482;5198;-9000
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;;I;2;CASCAVEL;PR;42705;26160;0;7688;0;0;0;33849;-14782;-1380;0;0;-5873;-22035;11814;2833;2207;-6156;-7541;-65;0;814;-1610;-9518;2296;-78;2218;-100;0;2117;-2086
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;;I;2;RIO DE JANEIRO;RJ;42705;12308;0;21426;0;0;0;33733;-21835;0;0;0;-280;-22115;11619;209;51;-5617;-2622;-36;0;598;-454;-7871;3747;18;3766;-29;0;3736;-1245
BRICKELL S.A. CFI - PRUDENCIAL;1000083601;n1;;I;2;SAO PAULO;SP;42705;31018;0;2597;0;0;0;33615;-21642;0;0;0;-638;-22280;11335;32;725;-8500;-3945;-649;0;444;-366;-12258;-923;-1183;-2106;887;-538;-1756;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;42705;27022;0;6423;0;0;0;33445;-17811;-6;0;0;-4732;-22549;10896;1826;348;-5813;-6902;-16;0;37;-1161;-11681;-785;1;-784;-27;-88;-899;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;;I;2;PATOS DE MINAS;MG;42705;26400;0;6602;0;0;0;33003;-15875;0;0;0;-2560;-18434;14568;2307;246;-5539;-7245;-45;0;128;-166;-10315;4254;-76;4178;0;0;4178;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;42705;20479;0;12257;0;0;0;32737;-9171;-3298;0;0;-652;-13121;19615;2074;2777;-6756;-6463;-206;0;549;-452;-8477;11139;-48;11091;-377;-598;10116;-1658
SICREDI RECIFE - COOPERATIVA DE CRÉDITO DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL;70241658;b3S;;I;2;RECIFE;PE;42705;20907;0;11550;0;0;0;32458;-14385;0;0;0;-2051;-16437;16021;440;1079;-5249;-2690;-33;0;523;-1782;-7712;8309;-123;8186;-55;-283;7847;-7219
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;;I;2;JACINTO MACHADO;SC;42705;21560;0;10848;0;0;0;32408;-13644;-1473;0;0;-2245;-17361;15047;1694;1130;-6037;-5592;-99;0;398;-255;-8760;6287;42;6329;-203;0;6125;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - SICREDI NATAL;70038237;b3S;;I;2;NATAL;RN;42705;15729;0;16562;0;0;0;32291;-12559;0;0;0;-4097;-16656;15635;326;464;-5039;-1679;-27;0;543;-1845;-7257;8378;0;8378;1;-120;8257;-7259
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;42705;25032;0;7243;0;0;11;32287;-8006;-5131;0;0;-4759;-17896;14390;3566;1891;-7818;-5275;-118;0;2527;-4763;-9991;4399;-161;4238;0;0;4238;-4175
OM DTVM LTDA - PRUDENCIAL;1000084239;n2;;I;2;SAO PAULO;SP;42705;0;0;18160;-8;13736;0;31888;0;0;0;0;-312;-312;31576;980;0;-3391;-17233;-1582;0;91;-989;-22124;9452;-54;9398;-5100;0;4298;0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED'S - UNICRED DO BRASIL;315557;b3C;;I;2;SAO PAULO;SP;42705;0;0;31826;0;0;0;31826;-29251;0;0;0;0;-29251;2575;3009;0;-23377;-17362;-197;0;34520;-6594;-10000;-7425;159;-7266;-237;0;-7503;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;;I;2;NOVA LONDRINA;PR;42705;24042;0;7659;0;0;0;31701;-8107;-1706;0;0;-4765;-14578;17123;4695;2228;-8304;-7093;-295;0;2314;-7949;-14404;2719;552;3271;0;0;3271;-2724
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;;I;2;JOINVILLE;SC;42705;24955;0;6540;0;0;0;31496;-11387;-174;0;0;-3922;-15482;16013;3796;2103;-8105;-5814;-74;0;1375;-3977;-10695;5319;-273;5045;0;0;5045;-2571
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;;I;2;TRES COROAS;RS;42705;25131;0;6287;0;0;0;31418;-14566;-2617;0;0;-20215;-37398;-5980;2047;1312;-3055;-5745;-39;0;699;-1023;-5805;-11786;-1022;-12808;39;0;-12769;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;;I;2;RIO DE JANEIRO;RJ;42705;0;0;31188;0;0;0;31188;-29283;0;0;0;0;-29283;1905;88;0;-2982;1378;-104;0;18;0;-1603;302;-302;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;;I;2;MARACAJU;MS;42705;25101;0;5478;0;0;0;30579;-5541;-2801;0;0;-3640;-11982;18597;3027;1285;-5013;-3927;-88;0;1390;-3788;-7113;11484;-8;11476;0;0;11476;-2417
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;42705;17604;0;12843;0;0;35;30482;-14659;-1276;0;0;-4108;-20043;10438;1985;1215;-5512;-4806;-67;0;156;-1146;-8175;2264;-829;1435;-102;0;1333;0
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;;I;3;SAO PAULO;SP;42705;11901;0;16498;0;2056;0;30455;-5899;-9342;0;0;0;-15241;15214;149;3;-3015;-2668;-738;0;7750;-7680;-6199;9015;325;9341;-4197;0;5144;0
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;;I;3;BARUERI;SP;42705;0;30243;0;61;0;0;30305;-12;-9249;-18973;0;363;-27871;2433;0;0;-3586;-1189;-192;0;49;0;-4918;-2485;45;-2440;0;0;-2440;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;;I;2;IBIRAMA;SC;42705;21243;0;8964;0;0;0;30207;-12157;-464;0;0;-4632;-17253;12954;1669;1209;-4941;-5579;-22;0;57;-572;-8178;4775;-5;4771;0;-519;4252;-4147
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;;I;2;SAO GONCALO DO SAPUCAI;MG;42705;20051;0;10052;0;0;0;30103;-10468;-2344;0;0;-2594;-15406;14697;1738;1768;-8358;-6746;-106;0;701;-1011;-12013;2684;57;2741;-253;0;2488;-2799
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;;I;2;CONCORDIA;SC;42705;18516;0;11499;0;0;0;30015;-14385;-68;0;0;-787;-15240;14775;973;489;-3205;-2116;-54;0;77;-328;-4163;10612;243;10855;-192;0;10662;-2861
COOPERATIVA DE CRÉDITO SICOOB VALE DO IGUAÇU;2466552;b3S;;I;2;FRANCISCO BELTRAO;PR;42705;24691;0;5263;0;0;0;29953;-10887;-2136;0;0;-2860;-15883;14070;2543;2297;-8011;-5802;-103;0;788;-1147;-9435;4635;-23;4612;-205;0;4407;-2665
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25798596;b3S;;I;2;VARGINHA;MG;42705;18669;0;10921;0;0;0;29591;-8266;-2663;0;0;-1894;-12823;16768;1877;1426;-6246;-6594;-119;0;1069;-478;-9066;7702;61;7763;-336;-354;7073;-1203
SANTINVEST - PRUDENCIAL;1000080446;n1;;C;2;FLORIANOPOLIS;SC;42705;28247;0;1173;0;0;0;29420;-10635;0;0;0;4349;-6286;23134;0;24;-3100;-4882;-853;0;21;-8019;-16809;6325;-9;6316;-2311;-236;3770;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;;I;2;ANAPOLIS;GO;42705;25111;0;4285;0;0;0;29397;-8413;-280;0;0;-6341;-15033;14364;1205;1316;-5464;-4569;-112;0;764;-1330;-8190;6174;-1844;4330;0;0;4330;-5167
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. - UNIPRIME OESTE DO PARANÁ;1736243;b3S;;I;2;CASCAVEL;PR;42705;14972;0;14380;0;0;0;29352;-16043;-26;0;0;-1467;-17536;11816;445;265;-2638;-1970;-11;0;137;-32;-3805;8011;0;8011;0;-425;7586;-2052
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;;I;2;CURITIBA;PR;42705;18511;0;10805;0;0;0;29316;-10616;0;0;0;-878;-11495;17822;155;0;-2375;-1860;-25;0;3;-105;-4207;13615;25;13640;-53;-434;13153;-4266
BRASIL PLURAL - PRUDENCIAL;1000080941;b1;;C;2;RIO DE JANEIRO;RJ;42705;8284;0;38667;-32929;15214;0;29236;-30403;-196;0;0;-1343;-31943;-2706;82545;1459;-31207;-37418;-7799;12640;2675;-7556;15338;12632;0;12632;-1892;-2118;8622;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MOGI GUAÇU E SUDOESTE PAULISTA - SICOOB CREDIGUAÇU;67960229;b3S;;I;2;DESCALVADO;SP;42705;21869;0;7071;0;0;0;28940;-10212;-464;0;0;-1052;-11728;17213;902;1147;-7106;-5377;-73;0;1227;-461;-9740;7473;-30;7442;-94;-425;6923;-3068
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;;I;3;SAO PAULO;SP;42705;20789;0;5110;-2233;5176;0;28842;-411;-1846;0;0;-330;-2587;26255;634;0;-8231;-4948;-1316;0;300;-306;-13867;12387;-2;12385;-5136;-906;6343;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81115149;b3S;;I;2;LARANJEIRAS DO SUL;PR;42705;21082;0;7680;0;0;2;28763;-6350;-1666;0;0;-3827;-11843;16921;4146;1912;-7319;-6364;-107;0;2357;-5515;-10891;6030;3;6033;0;0;6033;-2030
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42705;22388;0;6311;0;0;0;28699;-2407;0;0;0;1653;-754;27945;265;14;-1069;-1094;-258;0;1441;-235;-936;27009;2;27011;0;0;27011;-31712
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;;I;2;ESPUMOSO;RS;42705;19034;0;9564;0;0;2;28600;-6979;-3133;0;0;-3382;-13493;15106;3479;1087;-5629;-1719;-87;0;3891;-5292;-4269;10837;-50;10787;0;0;10787;-3891
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;;I;2;CANOINHAS;SC;42705;17785;0;10231;0;0;0;28016;-10410;-1402;0;0;-3106;-14917;13099;1028;1794;-5674;-4147;-59;0;198;-2037;-8898;4201;50;4250;-184;0;4066;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87779625;b3S;;I;2;NAO-ME-TOQUE;RS;42705;16601;0;11319;0;0;4;27924;-8838;-2714;0;0;-3218;-14769;13155;4634;1646;-6758;-3587;-124;0;3552;-4695;-5331;7824;172;7997;0;0;7997;-2329
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÍ-PARANAPANEMA-AVARÉ;966246;b3S;;I;2;ITAI;SP;42705;19004;0;8905;0;0;0;27908;-10141;-2237;0;0;-6588;-18966;8942;1003;2357;-6030;-3024;-61;0;776;-1125;-6105;2837;-89;2748;-142;-165;2441;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA GRANDE GETÚLIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTAÇÃO RS;87784088;b3S;;I;2;ESTACAO;RS;42705;21887;0;5945;0;0;2;27835;-6129;-2641;0;0;-3474;-12244;15591;3765;1055;-6731;-3165;-97;0;3644;-4824;-6352;9239;-194;9045;0;0;9045;-2555
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;;C;2;SAO PAULO;SP;42705;26612;0;1124;0;0;0;27736;-9575;0;0;0;-7654;-17229;10507;4827;0;-771;-9447;-1260;0;52;-965;-7565;2942;-254;2688;-503;0;2185;-1428
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;;I;2;TOLEDO;PR;42705;18345;0;9320;0;0;0;27666;-12790;-627;0;0;-2848;-16265;11400;1870;1167;-6092;-4553;-83;0;1216;-1037;-7512;3888;49;3937;-180;0;3757;-2573
RANDON - PRUDENCIAL;1000080800;b2;;C;2;CAXIAS DO SUL;RS;42705;23573;0;4072;0;0;0;27646;-6449;-3584;0;0;-6533;-16565;11081;63060;303;-9192;-33627;-7993;-37;2143;-4631;10026;21107;-51;21056;-8268;-459;12328;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;;I;2;BRASILIA;DF;42705;8873;0;18459;0;0;0;27332;-27362;0;0;0;-601;-27964;-632;5;0;-3493;-1971;-18;8021;5511;1;8054;7422;-125;7297;0;0;7297;0
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;;I;2;PORTO ALEGRE;RS;42705;27001;0;303;0;0;0;27304;-5387;0;0;0;-1075;-6462;20841;0;1;-505;-10135;-999;0;549;-2494;-13582;7259;-12;7248;-3216;-11;4020;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;;I;2;PALMITOS;SC;42705;17601;0;9586;0;0;3;27190;-11530;-963;0;0;-1805;-14298;12892;630;1303;-5026;-3284;-58;0;384;-406;-6457;6436;-67;6368;128;0;6496;-785
OCTO CTVM S.A. - PRUDENCIAL;1000082949;n2;;I;2;SAO PAULO;SP;42705;370;0;26654;0;0;0;27024;0;0;0;0;77;77;27101;6845;27004;-16378;-25233;-4578;0;3765;-738;-9313;17787;0;17787;-6078;-2299;9411;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;;I;2;GUARAPUAVA;PR;42705;19320;0;7567;0;0;1;26888;-5719;-2962;0;0;-4591;-13273;13615;3758;1431;-6340;-5327;-108;0;3017;-5057;-8626;4989;-15;4974;0;0;4974;-1449
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;42705;17027;0;9830;0;0;0;26857;-12494;-109;0;0;-3046;-15648;11208;922;1201;-3210;-2982;-47;0;166;-282;-4231;6977;-55;6922;-22;0;6899;-2574
COOPERATIVA DE CRÉDITO RURAL E DOS EMPRESÁRIOS DO CENTRO DO ESTADO DE RONDÔNIA - SICOOB CENTRO;8044854;b3S;;I;2;JI-PARANA;RO;42705;22362;0;4091;0;0;69;26522;-5168;-1217;0;0;-8138;-14524;11998;1468;935;-5937;-5245;-122;0;860;-644;-8686;3312;10;3322;-148;0;3175;-1172
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;;I;2;ALFREDO CHAVES;ES;42705;18250;0;7396;0;0;0;25647;-8907;-782;0;0;-6104;-15793;9854;1552;1523;-4085;-4303;-118;0;1020;-1750;-6160;3694;-16;3678;0;-175;3502;-4813
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;;I;2;NOVA IGUACU;RJ;42705;15920;0;9310;0;0;0;25230;-11642;0;0;0;-132;-11774;13457;1681;251;-5901;-7263;-90;0;252;-323;-11393;2064;141;2205;-16;0;2188;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5979692;b3S;;I;2;FLORIANOPOLIS;SC;42705;18518;0;6676;0;0;0;25194;-8853;-1139;0;0;-12968;-22961;2233;1692;1038;-3833;-1506;-18;0;44;-981;-3563;-1330;-8;-1338;0;0;-1338;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES DO CENTRO OESTE DO BRASIL LTDA;73647935;b3S;;I;2;CAMPO GRANDE;MS;42705;11835;0;13232;0;0;0;25067;-11196;0;0;0;-33;-11230;13837;122;404;-4213;-2899;-21;0;0;0;-6607;7230;1;7230;-2;0;7228;-4933
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC;3793242;b3S;;I;2;CRICIUMA;SC;42705;18652;0;6231;0;0;0;24883;-9176;-666;0;0;-1917;-11759;13124;3481;1846;-5827;-5098;-123;0;907;-4584;-9398;3726;283;4010;0;0;4010;-1203
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;;I;2;MAFRA;SC;42705;19168;0;5656;0;0;0;24824;-9354;-1847;0;0;-3286;-14486;10338;1371;2027;-4519;-4852;-72;0;254;-615;-6407;3931;5;3935;74;0;4009;-1827
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;;I;2;PASSOS MAIA;SC;42705;20266;0;4241;0;0;0;24506;-7793;-1436;0;0;-3494;-12723;11784;1053;508;-3166;-3531;-35;0;736;-1016;-5450;6334;-57;6278;-46;0;6232;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;;I;2;QUIRINOPOLIS;GO;42705;19373;0;5108;0;0;0;24481;-5681;-1430;0;0;-2405;-9516;14965;471;1432;-6655;-4836;-17;0;429;-763;-9940;5025;-730;4295;0;0;4295;-4968
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;;I;3;SAO PAULO;SP;42705;7725;0;14611;0;2128;0;24464;-11965;-155;0;0;90;-12031;12433;55;7;-2520;-1990;-584;0;16;-27;-5043;7390;10;7400;-3350;-223;3826;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;;I;2;ITUIUTABA;MG;42705;18416;0;5679;0;0;0;24095;-7935;-2945;0;0;-2319;-13199;10896;1064;1295;-4385;-2979;-179;0;543;-800;-5442;5454;-105;5349;-198;-307;4844;0
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;;I;3;RECIFE;PE;42705;23524;0;429;0;0;0;23954;-492;-2751;0;0;-4725;-7967;15986;3998;0;-10860;-6472;-1313;0;0;-952;-15600;387;-13;374;-392;0;-18;0
EASYNVEST - TÍTULO CV SA - PRUDENCIAL;1000082877;n2;;I;2;SAO PAULO;SP;42705;115;0;23831;0;0;0;23946;-116;0;0;0;0;-116;23831;1218;5149;-9129;-11186;-2088;0;7911;-24;-8149;15682;1;15681;-5958;-1120;8603;-1282
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;;I;2;SAO TIAGO;MG;42705;16900;0;6970;0;0;0;23870;-9317;-1107;0;0;-1481;-11905;11965;870;1969;-4863;-4056;-56;0;621;-638;-6153;5812;-27;5785;-175;-330;5280;-701
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;;I;2;BRACO DO NORTE;SC;42705;15352;0;8375;0;0;0;23727;-9731;-848;0;0;-2886;-13465;10262;963;784;-3820;-3341;-49;0;830;-556;-5189;5073;51;5124;98;0;5222;-550
