cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/19;87.455.065;37.536;754.715;2.105.509;3.690.070;2.025.968;1.668.914;358;10.283.069;411.691;3.903.725;8.241.292;8.666.374;2.462.150;933.992;5.746;24.624.970;24.926;516.968;1.409.201;2.403.926;500.302;3.719;0;4.859.042;108;7.273;20.751;51.015;42.257;95.274;1.731;218.410;151.344;1.671.898;455.977;2.343;301;59;0;2.281.922;198.115;5.421.230;19.033.748;5.955.608;1.652.292;905.203;0;33.166.196;532.813;3.423.702;3.853.505;2.438.231;985.471;750.212;37.522;12.021.456;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/19;4,36%;0,91%;2,49%;2,60%;2,56%;2,72%;4,39%;0,13%;2,76%;5,87%;15,51%;19,88%;21,77%;20,72%;22,10%;1,01%;18,92%;0,93%;2,01%;2,24%;2,70%;3,88%;10,18%;0,00%;2,51%;0,01%;0,04%;0,04%;0,05%;0,05%;0,04%;0,00%;0,03%;0,70%;0,98%;0,79%;0,05%;0,12%;0,07%;0,00%;0,90%;5,90%;18,34%;21,92%;9,08%;4,26%;3,32%;0,00%;13,19%;5,19%;10,08%;12,71%;9,89%;10,10%;12,79%;10,86%;10,44%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/19;7.489;0;0;0;0;0;0;0;0;17;1.305;1.218;4.064;837;0;0;7.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;11;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,01%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/19;4.171.013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.808;247.755;743.837;1.399.270;1.021.869;642.058;58;4.083.655;662;7.251;16.871;33.788;20.909;7.877;0;87.358;0
b4%;b4 - Banco de Desenvolvimento;set/19;0,21%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,86%;0,84%;0,86%;2,13%;2,64%;2,36%;0,03%;1,62%;0,01%;0,02%;0,06%;0,14%;0,21%;0,13%;0,00%;0,08%;0,00%
n1;n1 - Não Bancário de Crédito;set/19;28.046.859;25.398;165.546;318.660;349.382;108.907;34.004;4;1.001.901;1.077.973;1.510.516;1.485.036;181.861;9.038;15.782;1.749;4.281.954;35.502;329.632;805.650;1.114.795;126.272;221;0;2.412.072;29.794;84.619;220.605;413.298;281.090;783.128;359.339;2.171.874;2.826.494;9.260.627;4.005.308;328.653;5.432;5;0;16.426.519;7.696;72.121;169.164;380.543;266.999;223.789;0;1.120.312;162.220;146.502;182.338;84.529;19.903;34.251;2.482;632.225;0
n1%;n1 - Não Bancário de Crédito;set/19;1,40%;0,62%;0,55%;0,39%;0,24%;0,15%;0,09%;0,00%;0,27%;15,38%;6,00%;3,58%;0,46%;0,08%;0,37%;0,31%;3,29%;1,32%;1,28%;1,28%;1,25%;0,98%;0,61%;0,00%;1,25%;1,94%;0,48%;0,48%;0,39%;0,32%;0,31%;0,31%;0,35%;13,04%;5,43%;6,98%;7,70%;2,16%;0,01%;0,00%;6,46%;0,23%;0,24%;0,19%;0,58%;0,69%;0,82%;0,00%;0,45%;1,58%;0,43%;0,60%;0,34%;0,20%;0,58%;0,72%;0,55%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/19;5.614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.614;5.614;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,63%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;set/19;10.095.463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.706;6.862.454;1.782.989;153.732;0;0;0;8.835.882;0;0;0;0;0;0;0;0;524.210;519.861;212.266;3.245;0;0;0;1.259.582;0
n4%;n4 - Instituições de Pagamento;set/19;0,50%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,17%;4,02%;3,11%;3,60%;0,00%;0,00%;0,00%;3,47%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,11%;1,53%;0,70%;0,01%;0,00%;0,00%;0,00%;1,09%;0,00%
C;C - Conglomerado;set/19;1.266.925.472;2.168.702;23.697.436;63.778.971;114.644.653;60.357.741;29.625.504;258.809;294.531.815;4.908.898;18.407.223;29.594.183;29.116.021;9.139.259;3.233.768;551.095;94.950.447;2.373.725;21.945.578;53.656.660;76.077.347;11.132.430;29.707;94.897;165.310.344;249.105;4.280.014;10.958.420;25.711.999;21.326.411;67.738.948;46.233.979;176.498.876;15.874.938;144.010.441;48.037.824;3.260.598;231.680;69.983;215.257;211.700.720;2.671.646;21.318.334;60.432.043;49.134.391;30.117.948;22.426.982;185.967;186.287.312;7.168.705;22.144.941;18.023.089;16.472.534;6.382.938;3.861.312;242.440;74.295.958;63.350.000
C%;C - Conglomerado;set/19;63,18%;52,68%;78,17%;78,69%;79,59%;81,09%;77,86%;96,71%;79,12%;70,02%;73,15%;71,37%;73,14%;76,90%;76,50%;97,18%;72,97%;88,36%;85,18%;85,18%;85,37%;86,28%;81,36%;99,68%;85,39%;16,25%;24,38%;23,64%;24,01%;24,49%;27,23%;39,66%;28,24%;73,21%;84,46%;83,73%;76,41%;92,04%;79,23%;100,00%;83,22%;79,63%;72,13%;69,60%;74,92%;77,72%;82,34%;99,89%;74,07%;69,86%;65,18%;59,46%;66,84%;65,42%;65,81%;70,19%;64,51%;99,99%
I;I - Instituição independente;set/19;738.394.915;1.947.665;6.615.960;17.268.531;29.402.691;14.075.496;8.426.004;8.800;77.745.147;2.101.509;6.758.103;11.869.201;10.693.360;2.745.731;993.256;15.971;35.177.131;312.589;3.816.777;9.331.828;13.039.350;1.770.840;6.807;306;28.278.497;1.283.698;13.272.626;35.397.698;81.391.341;65.755.060;180.997.254;70.336.095;448.433.773;5.808.241;26.495.718;9.333.318;1.006.834;20.028;18.342;1;42.682.483;683.492;8.237.338;26.394.868;16.451.041;8.632.064;4.810.363;196;65.209.361;3.093.380;11.829.896;12.287.333;8.172.037;3.373.575;2.005.941;102.945;40.865.108;3.415
I%;I - Instituição independente;set/19;36,82%;47,32%;21,83%;21,31%;20,41%;18,91%;22,14%;3,29%;20,88%;29,98%;26,85%;28,63%;26,86%;23,10%;23,50%;2,82%;27,03%;11,64%;14,82%;14,82%;14,63%;13,72%;18,64%;0,32%;14,61%;83,75%;75,62%;76,36%;75,99%;75,51%;72,77%;60,34%;71,76%;26,79%;15,54%;16,27%;23,59%;7,96%;20,77%;0,00%;16,78%;20,37%;27,87%;30,40%;25,08%;22,28%;17,66%;0,11%;25,93%;30,14%;34,82%;40,54%;33,16%;34,58%;34,19%;29,81%;35,49%;0,01%
