Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44256;11703;0;507;0;0;0;12210;-1302;-124;0;0;-2873;-4299;7911;2702;1511;-5181;-4823;-189;0;1045;-900;-5835;2076;-19;2057;-118;-89;1850;-181
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44256;11118;0;1091;0;0;0;12209;-1623;-471;0;0;-2335;-4429;7779;2149;1829;-4691;-4094;-139;0;1438;-694;-4200;3579;76;3656;-320;-819;2516;-174
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44256;11350;0;837;0;0;5;12192;-1103;-1395;0;0;-1573;-4071;8121;888;756;-2369;-2725;-71;0;1226;-437;-2733;5389;-12;5377;-122;-226;5029;0
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44256;11365;0;776;0;0;0;12141;-4022;0;0;0;3831;-191;11949;0;0;-415;-3563;-364;0;382;-1678;-5638;6311;9;6320;-2831;0;3489;0
BECKER FINANCEIRA S.A. - CFI;1000084507;n1;S5;I;2;CERRO LARGO;RS;44256;11907;0;121;0;1;0;12029;-554;0;0;0;-1140;-1695;10334;0;691;-336;-1806;-558;0;128;-226;-2107;8227;26;8253;-3246;0;5008;0
FFA SCMEPP LTDA - PRUDENCIAL;1000084569;n1;S5;I;2;SAO PAULO;SP;44256;12021;0;1;0;0;0;12022;0;0;0;0;-1199;-1199;10822;1430;0;-1641;-8618;-697;0;1;-10;-9536;1286;0;1286;-974;0;311;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44256;10581;0;1433;0;0;0;12014;-1836;-398;0;0;-890;-3124;8890;1563;374;-3727;-3202;-127;0;1552;-347;-3914;4976;0;4976;-180;-165;4630;-160
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44256;10879;0;1132;0;0;0;12011;-3252;-476;0;0;-2299;-6028;5983;1191;888;-2342;-2970;-61;0;994;-1011;-3311;2672;-79;2593;-111;0;2482;0
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44256;10417;0;1450;0;0;0;11867;-1973;0;0;0;-1796;-3769;8098;1965;41;-3952;-4412;-204;0;1503;-371;-5430;2668;-18;2650;-77;0;2573;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44256;11130;0;731;0;0;0;11861;-1256;-542;0;0;-3301;-5098;6762;1358;2235;-3448;-3651;-85;0;1197;-2410;-4804;1958;4;1962;-57;-419;1486;-107
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44256;10843;0;812;0;0;0;11655;-1728;0;0;0;-875;-2603;9053;1888;560;-4132;-4630;-26;160;101;-116;-6194;2859;47;2906;-29;0;2877;-27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44256;10772;0;856;0;0;0;11628;-1275;-1106;0;0;-1810;-4190;7438;1344;1794;-4335;-3141;-86;0;1009;-1609;-5024;2414;-27;2387;-57;-463;1867;-183
COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44256;11024;0;474;0;0;0;11498;-610;-2247;0;0;-1202;-4060;7438;1626;660;-2774;-1798;-140;0;1268;-636;-1793;5645;85;5730;-210;-187;5333;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;44256;10923;0;543;0;0;0;11466;-868;-589;0;0;-3766;-5223;6243;1596;977;-3219;-3808;-15;0;59;-1015;-5425;819;-1;817;0;-337;480;0
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;44256;10747;0;706;0;0;0;11452;-317;0;0;0;-2587;-2904;8549;60403;477;-6094;-8646;-7371;0;2395;-36509;4654;13203;9;13212;-4171;0;9041;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44256;10491;0;950;0;0;0;11441;-1440;-550;0;0;-607;-2598;8844;433;143;-3343;-2241;-25;0;1843;-616;-3806;5038;509;5547;-201;0;5346;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44256;10422;0;880;0;0;0;11302;-2630;0;0;0;-1462;-4092;7210;328;326;-3407;-2784;-18;0;47;-5;-5514;1696;17;1713;0;0;1713;-56
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44256;10055;0;1229;0;0;0;11284;-1362;-1314;0;0;-965;-3642;7642;310;251;-2314;-1866;-17;0;2463;-695;-1868;5774;12;5786;-21;0;5766;0
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;44256;11101;0;66;0;0;0;11168;-1295;0;0;0;-3269;-4564;6604;1509;0;-700;-6684;-583;0;977;-343;-5824;780;23;803;-367;0;436;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44256;10185;0;967;0;0;0;11152;-1180;-938;0;0;-2792;-4910;6243;2646;1446;-4659;-3835;-216;0;1464;-709;-3864;2378;1;2379;-414;-565;1400;-106
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44256;10765;0;356;0;0;0;11122;-571;-4105;0;0;-1126;-5801;5321;1397;1143;-2370;-1445;-3;0;241;-1467;-2504;2817;1;2818;0;-485;2333;0
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;44256;9289;0;1662;0;0;0;10951;-2509;0;0;0;-777;-3286;7665;793;333;-2690;-2309;-29;0;195;-594;-4301;3364;-1;3363;0;0;3363;-239
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44256;9662;0;1272;0;0;0;10934;-2143;-150;0;0;-691;-2984;7950;936;367;-3731;-2915;-20;0;361;-1368;-6369;1581;1;1582;0;0;1582;0
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;44256;10096;0;473;0;0;0;10568;-915;-422;0;0;-1869;-3207;7362;1282;1461;-3769;-2961;-84;0;656;-1661;-5076;2286;23;2309;50;0;2359;-179
INTL FCSTONE - PRUDENCIAL;1000084088;b2;S4;C;3;SAO PAULO;SP;44256;0;0;393;0;10140;0;10533;0;0;0;0;0;0;10533;8296;0;-3770;-2503;-1304;0;25;-1644;-900;9633;417;10050;-4062;-1003;4984;0
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;44256;9583;0;914;0;0;0;10497;-1136;-350;0;0;-1403;-2889;7609;2301;781;-3995;-3719;-52;0;864;-338;-4159;3450;38;3489;0;0;3489;-97
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;44256;10040;0;442;0;0;0;10483;-712;0;0;0;-5786;-6498;3985;2376;1653;-2876;-3892;-165;0;1031;-947;-2819;1166;465;1631;-529;0;1102;0
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S4;I;2;SAO PAULO;SP;44256;9920;0;470;0;0;0;10390;-612;0;0;0;-1147;-1759;8630;274;838;-5049;-4962;-42;0;1551;-1156;-8547;84;10;94;0;0;94;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;44256;10060;0;281;0;0;0;10341;-703;-78;0;0;-2253;-3034;7307;2245;1929;-3693;-4580;-137;0;1285;-828;-3780;3527;115;3641;-202;0;3440;-91
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44256;9728;0;487;0;0;81;10295;-757;-3351;0;0;-269;-4377;5919;1224;856;-2386;-1087;-3;0;83;-1147;-2461;3457;43;3500;-5;-277;3219;0
GAZIN - PRUDENCIAL;1000080824;n1;S4;C;2;DOURADINA;PR;44256;10015;0;259;0;0;0;10274;-516;0;0;0;-1003;-1518;8755;11790;0;-5539;-2705;-1536;0;1094;-797;2309;11064;-98;10966;-4060;-27;6879;0
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;S5;I;2;NAO-ME-TOQUE;RS;44256;10071;0;125;0;0;0;10195;-3322;-4;0;0;-984;-4310;5885;0;6;-446;-369;-344;0;215;0;-938;4947;36;4983;-1984;0;2999;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44256;8851;0;1255;0;0;0;10106;-1361;-345;0;0;-585;-2291;7815;1447;264;-3102;-2520;-123;0;427;-517;-4124;3691;106;3797;-279;-255;3263;-63
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44256;9121;0;959;0;0;0;10080;-1519;-576;0;0;-4634;-6730;3350;1797;535;-3053;-2730;-193;0;670;-389;-3364;-14;22;9;-256;-8;-255;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS – CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;8960;0;1104;0;0;0;10064;-1163;-29;0;0;-1745;-2936;7128;1530;658;-2827;-2983;-12;0;37;-1114;-4711;2416;33;2450;0;-210;2239;0
ANDBANK - PRUDENCIAL;1000081256;b1;S4;C;3;SAO PAULO;SP;44256;3013;0;5193;912;915;0;10032;-699;0;0;0;-75;-774;9259;9525;0;-13535;-20898;-890;-73;9192;-1613;-18293;-9034;3306;-5728;1452;0;-4276;0
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;44256;87;0;9932;0;0;0;10019;-9420;0;0;0;-44;-9464;555;194;38;-3149;2034;-10;372;0;-6;-526;29;1;28;-28;0;0;0
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;44256;9210;0;767;0;0;0;9977;-982;-10;0;0;-1705;-2697;7280;1678;1628;-3415;-3090;-114;0;1030;-644;-2926;4354;-309;4045;-106;-257;3681;0
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44256;9095;0;877;0;0;0;9972;-975;-1756;0;0;-440;-3171;6801;1377;812;-2806;-2469;-132;0;1206;-281;-2293;4507;-4;4504;-256;-159;4089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;S5;I;2;RIO CLARO;SP;44256;9534;0;415;0;0;0;9949;-1157;-31;0;0;-1866;-3054;6895;1078;291;-2430;-2744;-71;0;500;-358;-3734;3160;-43;3118;-45;0;3073;-149
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;44256;8910;0;994;0;0;0;9904;-800;-58;0;0;-5515;-6373;3531;914;390;-2172;-2044;-57;0;527;-231;-2671;860;30;890;-123;0;767;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;44256;9517;0;343;0;0;21;9881;-1097;-1617;0;0;-1495;-4210;5671;1193;378;-1393;-1065;-4;0;184;-1141;-1849;3822;124;3947;-61;-173;3712;0
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1664968;b3S;S5;I;2;PORTO VELHO;RO;44256;9298;0;562;0;0;0;9860;-997;-329;0;0;-3682;-5008;4852;1396;697;-2921;-2682;-123;0;1933;-905;-2605;2248;-17;2231;-264;0;1967;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;44256;9253;0;588;0;0;0;9841;-1008;-381;0;0;-1886;-3275;6566;2571;208;-3692;-2912;-115;0;928;-702;-3713;2853;3;2856;-69;-341;2445;-121
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;44256;9137;0;679;0;0;0;9816;-1056;-379;0;0;-12;-1447;8369;1237;523;-4029;-3017;-82;0;631;-338;-5075;3294;-6;3288;-87;-8;3193;0
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44256;8786;0;988;0;0;0;9773;-1209;-981;0;0;-1453;-3642;6131;2022;183;-2674;-2592;-58;0;312;-438;-3246;2885;20;2905;-77;0;2827;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44256;9366;0;330;0;0;0;9696;-598;-404;0;0;-1544;-2546;7150;976;462;-2796;-2568;-13;0;18;-792;-4712;2438;175;2613;0;-298;2314;0
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA – SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;44256;8693;0;987;0;0;0;9680;-813;-1752;0;0;-1987;-4552;5128;1800;785;-2970;-2771;-162;0;1878;-558;-1998;3130;-89;3041;-226;-252;2563;-151
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;44256;38;0;9602;0;0;0;9640;-9326;0;0;0;-5;-9331;309;2;0;-2167;-672;-10;0;3242;-30;365;673;3;677;-2;0;675;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS;1566038;b3S;S5;I;2;MANAUS;AM;44256;9354;0;261;0;0;0;9615;-499;0;0;0;-1889;-2388;7227;536;349;-1774;-1428;-49;0;1835;-1635;-2167;5060;-13;5047;-154;0;4893;0
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;44256;9337;0;254;0;0;0;9591;0;0;0;0;-2680;-2680;6911;0;0;-2906;-3331;-381;0;33;-72;-6657;254;0;254;-33;0;220;0
MONEYCORP - PRUDENCIAL;1000082028;b2;S4;I;2;SAO PAULO;SP;44256;0;0;70;0;9442;0;9512;0;0;0;0;0;0;9512;164;0;-3117;-4386;-458;0;0;-1;-7798;1714;0;1714;-528;0;1187;0
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;44256;8858;0;622;0;0;0;9481;-1485;0;0;0;-2142;-3627;5854;1529;140;-3131;-2228;-22;0;325;-610;-3997;1857;0;1857;0;0;1857;-186
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;44256;8849;0;572;0;0;0;9421;-1146;-86;0;0;-946;-2178;7243;2117;752;-3325;-2671;-13;0;416;-1318;-4042;3201;111;3312;0;-453;2859;0
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. – SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;44256;8246;0;1127;0;0;0;9373;-1252;-252;0;0;-1282;-2786;6588;1796;914;-3556;-2785;-133;0;892;-501;-3373;3215;-50;3164;-211;-108;2846;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;44256;8601;0;714;0;0;0;9316;-1793;0;0;0;-145;-1937;7378;966;116;-2596;-2965;-23;67;31;-781;-5185;2193;-7;2186;-12;0;2174;-230
CONCORDIA SA CVMC COMMODITIES - PRUDENCIAL;1000082822;n2;S4;I;2;SAO PAULO;SP;44256;0;0;9202;12;0;0;9214;-1;0;0;0;-2;-3;9211;27163;13027;-18366;-23204;-3931;0;1005;-371;-4677;4534;0;4534;1327;-5615;246;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;44256;7774;0;1364;0;0;68;9206;-482;-586;0;0;-1116;-2185;7022;458;148;-1642;-1387;-41;0;1187;-317;-1594;5427;18;5446;-98;0;5348;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;I;2;UNIAO DA VITORIA;PR;44256;9007;0;157;0;0;8;9172;-410;-2428;0;0;-838;-3676;5496;925;1121;-2574;-1768;-4;0;58;-1281;-3523;1972;-27;1946;0;-747;1199;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;44256;8183;0;901;0;0;0;9084;-1228;-741;0;0;-415;-2383;6701;1001;214;-2806;-2438;-77;0;2102;-526;-2531;4170;-70;4100;-58;1;4041;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;44256;0;0;9049;0;0;0;9049;-8972;0;0;0;0;-8972;77;0;0;-2277;17833;0;0;1616;-17249;-77;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;44256;7598;0;1373;0;0;0;8971;-1782;0;0;0;-858;-2640;6331;1520;1142;-2937;-3056;-122;0;904;-331;-2881;3449;-86;3364;0;0;3364;-129
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER – COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44256;7994;0;967;0;0;0;8961;-291;0;0;0;-71;-362;8600;518;4;-1780;-1149;-31;0;298;-439;-2579;6021;0;6021;0;0;6021;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPEMG;3269540;b3S;S5;I;2;BELO HORIZONTE;MG;44256;8564;0;338;0;0;0;8902;-927;-634;0;0;-820;-2381;6521;713;129;-1980;-1202;-51;0;332;-621;-2680;3841;1;3842;-21;0;3821;0
SICREDI NORTE - COOPERATIVA DE CRÉDITO;83315408;b3S;S5;I;2;BELEM;PA;44256;8398;0;494;0;0;0;8892;-938;-560;0;0;-1690;-3187;5704;808;230;-2860;-2559;-3;0;430;-722;-4675;1029;1;1030;0;0;1030;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;44256;8501;0;375;0;0;10;8886;-674;-2697;0;0;-1026;-4398;4488;1118;1396;-2309;-1632;-3;0;108;-1627;-2949;1539;4;1542;-5;0;1538;0
COOPERATIVA DE CRÉDITO CREDIUNA LTDA – SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;44256;7952;0;929;0;0;0;8881;-836;-629;0;0;-919;-2384;6497;1830;1406;-3266;-3033;-142;0;1678;-479;-2006;4491;-47;4444;-243;0;4201;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE – CRESOL NOROESTE RS/PE/CE;2663426;b3S;S5;I;2;CONSTANTINA;RS;44256;8261;0;526;0;0;82;8870;-798;-2281;0;0;-1381;-4459;4410;2061;186;-1557;-1178;0;0;1;-1881;-2368;2042;-133;1908;0;-265;1643;0
COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;44256;7932;0;925;0;0;0;8856;-1304;-51;0;0;-257;-1613;7244;1517;586;-2714;-2981;-95;0;1413;-1008;-3282;3962;1;3963;-155;0;3807;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES – CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;44256;8671;0;97;0;0;70;8838;-350;-1883;0;0;-388;-2621;6217;903;824;-1684;-1323;-3;0;34;-1042;-2292;3925;0;3925;0;-342;3583;0
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;44256;87;0;8750;0;0;0;8837;-8611;0;0;0;11;-8599;237;1;0;-2047;1979;0;0;41;-106;-132;105;0;105;0;0;105;0
COOPERATIVA DE CRÉDITO CREDIFOR LTDA – SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;44256;8186;0;638;0;0;0;8823;-950;-264;0;0;-1559;-2773;6050;1868;784;-3473;-2398;-140;0;854;-868;-3374;2677;7;2684;-268;-265;2150;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;44256;8487;0;318;0;0;5;8810;-555;-2801;0;0;-244;-3600;5210;1204;782;-1878;-1293;-2;0;142;-1055;-2101;3109;5;3114;0;-585;2529;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS – SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44256;8095;0;696;0;0;0;8792;-1035;0;0;0;-1815;-2850;5942;350;365;-1129;-988;-17;0;824;-580;-1174;4768;0;4768;-76;0;4692;0
SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE;73398646;b3S;S5;I;2;VALENTE;BA;44256;8510;0;235;0;0;0;8744;-501;-126;0;0;-2024;-2651;6093;1569;1523;-2201;-3282;-142;0;610;-983;-2907;3187;1;3188;-189;0;2999;-148
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;S4;I;3;SAO PAULO;SP;44256;0;0;8481;-56;302;0;8727;0;0;0;0;0;0;8727;8680;2080;-3962;-6146;-1493;0;274;-38;-605;8122;0;8122;-3297;-1200;3625;0
COOPERATIVA DE CRÉDITO CREDINTER LTDA. – SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;44256;8054;0;528;0;0;0;8582;-813;-729;0;0;-1096;-2637;5945;1908;989;-3774;-3076;-136;0;1005;-618;-3703;2242;-173;2069;-152;-75;1843;0
OM DTVM LTDA - PRUDENCIAL;1000084239;n2;S4;I;2;SAO PAULO;SP;44256;0;0;4970;0;3504;0;8474;0;0;0;0;0;0;8474;683;0;-1283;-6174;-447;0;0;-24;-7245;1228;0;1228;-494;0;735;0
SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.;3428338;b3S;S5;I;2;CAMPINA GRANDE;PB;44256;8050;0;408;0;0;0;8458;-808;-162;0;0;-431;-1401;7057;295;51;-1727;-1431;-15;0;159;-950;-3618;3439;1;3440;0;0;3440;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;44256;7575;0;745;0;0;0;8319;-1412;-167;0;0;-748;-2327;5992;657;292;-2098;-2476;-16;137;22;-31;-3513;2479;13;2493;-5;0;2488;-90
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;44256;7858;0;428;0;0;23;8310;-599;-3280;0;0;219;-3660;4650;1262;709;-2388;-1436;-3;0;156;-1015;-2715;1935;-14;1921;-9;0;1912;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;44256;7415;0;882;0;0;0;8297;-1025;-307;0;0;-927;-2260;6037;2860;1552;-4018;-3245;-236;0;1490;-1209;-2807;3229;118;3347;-469;-89;2789;-160
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;44256;6763;0;1494;0;0;0;8258;-1274;-17;0;0;-544;-1835;6423;1079;1550;-2577;-2776;-88;0;973;-451;-2289;4133;6;4139;-115;-241;3783;-71
