Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;44256;16826;0;1739;0;0;0;18565;-1620;-3037;0;0;-5736;-10393;8171;3198;2250;-4750;-4735;-285;0;2453;-1155;-3024;5147;-95;5051;-162;-350;4540;-222
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;44256;17267;0;1154;0;0;4;18424;-915;-2841;0;0;-2712;-6468;11956;3753;635;-5387;-5101;-348;0;1832;-1178;-5794;6162;15;6177;-192;0;5984;-340
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;44256;17580;0;808;0;0;28;18416;-834;-2515;0;0;-3763;-7111;11304;4267;869;-3834;-2306;-44;0;1081;-1855;-1822;9482;4;9487;-126;-709;8651;0
COOPERATIVA DE CRÉDITO LITORÂNEA;85291086;b3S;S5;I;2;JACINTO MACHADO;SC;44256;15986;0;2427;0;0;0;18413;-2601;-934;0;0;-1636;-5171;13242;2056;661;-4316;-3668;-151;0;1814;-607;-4211;9030;-36;8994;-199;0;8795;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;44256;17119;0;1117;0;0;1;18237;-1135;-2081;0;0;-2286;-5503;12735;5961;1857;-6381;-6202;-44;0;1039;-3492;-7262;5473;7;5480;-19;-1192;4270;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;44256;16785;0;1233;0;0;0;18017;-1927;-2408;0;0;-2170;-6505;11512;1398;1196;-4006;-4196;-105;0;1441;-507;-4780;6732;172;6904;-214;-328;6362;0
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;44256;17230;0;782;0;0;0;18012;-1487;-3521;0;0;-3322;-8330;9682;2452;1082;-3477;-3013;-195;0;1760;-676;-2067;7616;389;8005;-668;-130;7207;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44256;17327;0;669;0;0;0;17997;-573;-2232;0;0;-2417;-5222;12775;4114;1336;-6051;-5505;-416;0;1884;-935;-5573;7201;-331;6871;-597;0;6274;-492
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44256;2135;0;15795;0;0;0;17930;-15502;0;0;0;-162;-15664;2266;2;0;-3759;11165;0;0;5046;-9770;2686;4952;0;4952;0;0;4952;-4313
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;190;0;17577;-66;0;0;17701;0;0;0;0;0;0;17701;19899;0;-11813;-13394;-2578;0;5107;-358;-3137;14564;0;14564;-4971;0;9593;0
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;44256;13015;0;6440;-1851;70;0;17673;-10017;0;0;0;837;-9180;8493;690;6960;-9481;-8438;-1048;0;4634;-3900;-10584;-2091;175;-1916;575;0;-1341;0
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;S4;C;2;RIO DE JANEIRO;RJ;44256;17484;0;165;0;0;0;17649;-4356;0;0;0;-3495;-7851;9798;43;925;-2738;-3164;-807;0;35;0;-5706;4093;3;4095;-425;-594;3077;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;S4;I;2;AGUDO;RS;44256;15265;0;2316;0;0;7;17589;-2376;-1528;0;0;-1663;-5567;12022;5801;1536;-4904;-3340;-71;0;1323;-2781;-2436;9586;26;9612;-143;-858;8612;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;44256;15236;0;2198;0;0;0;17434;-2914;-1136;0;0;-1538;-5588;11846;1399;187;-4294;-3687;-118;0;2762;-966;-4717;7129;-210;6919;-96;-419;6404;-350
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;S5;I;2;FORTALEZA;CE;44256;14767;0;2637;0;0;0;17404;-3118;-3;0;0;-2003;-5123;12281;2063;1243;-5917;-3586;-8;0;782;-2085;-7507;4773;-112;4661;0;-100;4561;0
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;44256;16847;0;415;0;0;0;17262;-808;-227;0;0;-553;-1588;15674;775;198;-3370;-4496;0;0;542;-146;-6497;9177;-6;9171;-1;0;9170;-829
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44256;15687;0;1348;0;0;0;17035;-1681;-826;0;0;-1835;-4342;12693;4154;2429;-7498;-6007;-287;0;1800;-1108;-6517;6176;-10;6166;-613;-1;5551;-156
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;44256;14855;0;2074;0;0;0;16929;-3110;-426;0;0;-2224;-5761;11168;2792;2001;-4500;-4590;-223;0;1238;-465;-3746;7422;11;7432;-240;-28;7165;0
GUIDE;1000084837;n2;S4;C;3;SAO PAULO;SP;44256;0;0;11048;5834;0;0;16882;-5657;0;0;0;0;-5657;11224;51118;13011;-25109;-37293;-6563;660;3422;-433;-1187;10037;53;10090;3460;-17611;-4061;0
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;S4;I;3;SAO PAULO;SP;44256;1461;0;13960;0;1404;0;16825;-3727;0;0;0;155;-3572;13254;30;4;-2252;-1684;-627;0;0;-1;-4531;8723;1;8723;-4081;-62;4581;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;15923;0;669;0;0;0;16592;-1480;-875;0;0;-5086;-7441;9151;2075;1733;-4417;-4559;-23;0;39;-1492;-6645;2506;-4;2503;0;-344;2159;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44256;15309;0;980;0;0;139;16428;-1494;-3665;0;0;-755;-5914;10514;1861;1888;-4130;-2837;-6;0;103;-2533;-5656;4859;31;4890;0;-825;4065;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44256;14840;0;1402;0;0;0;16242;-1960;-6;0;0;-1391;-3357;12885;1322;837;-7122;-5574;-48;0;2354;-492;-8724;4161;230;4391;-97;1;4293;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;44256;15195;0;987;0;0;0;16182;-815;-2301;0;0;-753;-3870;12312;5482;1004;-4605;-3911;-57;0;1045;-2183;-3226;9086;4;9090;-161;-1038;7891;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44256;14928;0;1232;0;0;0;16160;-2832;-47;0;0;-623;-3502;12659;1317;461;-3762;-5021;-25;172;31;-55;-6882;5777;-363;5414;-3;0;5411;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S4;I;2;ARAPOTI;PR;44256;14337;0;1600;0;0;0;15937;-2300;-1409;0;0;-1259;-4967;10970;4558;1304;-4923;-4762;-23;0;993;-2283;-5136;5834;-25;5809;-14;-655;5139;0
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;44256;14630;0;1234;0;0;0;15864;-2816;-404;0;0;-178;-3398;12466;1184;263;-2409;-2457;-76;0;1051;-346;-2790;9677;-18;9658;-124;-425;9110;-427
SENFF S.A. - CFI - PRUDENCIAL;1000083670;b1;S4;I;2;CURITIBA;PR;44256;15524;0;312;0;0;0;15835;-1492;0;0;0;-3593;-5084;10751;690;0;-56;-7243;-668;0;0;-208;-7484;3267;1;3268;255;0;3523;0
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;0;0;71;0;15714;0;15785;0;0;0;0;0;0;15785;1451;0;-3075;-12926;-959;668;286;-152;-14707;1078;0;1078;9;-461;627;0
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44256;12957;0;2794;0;0;0;15751;-2927;-242;0;0;-3768;-6938;8813;1149;951;-5734;-4467;-72;0;2146;-576;-6601;2211;1;2213;-18;-476;1719;0
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;S5;I;2;BENTO GONCALVES;RS;44256;15518;0;0;0;0;0;15518;-1346;0;0;0;-3723;-5068;10449;17;0;-465;-932;-628;0;76;-161;-2094;8355;0;8355;-3401;-30;4925;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44256;13265;0;2163;0;0;1;15428;-1945;-1294;0;0;-1629;-4867;10561;4924;2107;-5816;-5464;-48;0;640;-2673;-6330;4231;5;4236;-55;-1188;2993;0
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44256;14509;0;898;0;0;0;15407;-1910;-201;0;0;-1882;-3993;11414;2852;761;-5362;-4909;-187;0;962;-1177;-7060;4354;2385;6739;-953;-240;5545;-278
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;44256;12757;0;2286;0;0;0;15044;-2918;-877;0;0;-1355;-5151;9893;1129;147;-3688;-3450;-90;0;1971;-871;-4852;5041;107;5147;-151;-381;4615;-524
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;44256;11220;0;3541;0;0;101;14862;-3157;-557;0;0;-497;-4210;10652;3086;2930;-4529;-5491;-175;0;1344;-738;-3571;7080;40;7120;-318;0;6802;0
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44256;13490;0;1368;0;0;0;14858;-2129;-826;0;0;-1340;-4294;10563;999;2426;-6080;-5814;-45;0;2971;-806;-6350;4214;-10;4204;-10;-318;3876;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44256;13933;0;908;0;0;0;14841;-1501;-1465;0;0;-957;-3923;10918;3981;1207;-5175;-4471;-19;0;690;-2568;-6356;4562;-3;4559;0;-754;3804;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44256;14428;0;250;0;0;127;14805;-829;-3727;0;0;-559;-5115;9690;1576;1619;-4016;-2460;-5;0;441;-2217;-5063;4627;0;4627;0;0;4627;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44256;14215;0;539;0;0;0;14754;-1573;-1013;0;0;-2849;-5435;9319;2666;1340;-4940;-5672;-267;0;2082;-1143;-5934;3385;-74;3310;-395;-769;2147;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44256;10574;0;4142;0;0;0;14715;-3843;-9236;0;0;298;-12781;1934;4033;0;-2123;-1035;0;0;0;-2114;-1240;694;-1;693;-1;-176;515;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44256;0;0;14688;0;0;0;14688;-14325;0;0;0;0;-14325;364;0;0;-5186;33615;0;0;183;-28975;-364;0;0;0;0;0;0;0
VERDE ADMINISTRADORA DE CARTõES - PRUDENCIAL;1000085678;n4;;I;2;CACHOEIRINHA;RS;44256;26;0;14556;0;0;0;14583;0;0;0;0;0;0;14583;8910;9308;-3934;-8190;-2955;0;186;-14278;-10952;3631;0;3631;-1491;0;2140;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44256;12527;0;2036;0;0;0;14564;-2183;-2;0;0;-1178;-3363;11201;2040;60;-4239;-2611;-10;0;904;-1502;-5358;5843;20;5863;0;-108;5755;0
FINAMAX S.A. CFI - PRUDENCIAL;1000083436;n1;S5;I;2;JUNDIAI;SP;44256;13730;0;781;0;0;0;14512;-1241;0;0;0;-2980;-4221;10290;692;0;-1804;-6641;-603;0;7;-1169;-9517;773;107;880;-433;0;447;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44256;13054;0;1407;0;0;0;14460;-2238;-19;0;0;-3753;-6010;8450;3402;2034;-5548;-4687;-187;0;666;-684;-5003;3447;-4;3443;-102;0;3341;-254
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44256;13291;0;1107;0;0;5;14404;-1065;-1258;0;0;-407;-2730;11674;4902;1623;-5359;-5225;-35;0;984;-2670;-5779;5894;6;5901;-7;-813;5081;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44256;13515;0;874;0;0;0;14389;-1395;0;0;0;-3811;-5206;9183;1780;1234;-2540;-3969;-74;0;902;-475;-3141;6042;72;6114;-145;-90;5879;-206
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44256;13509;0;870;0;0;0;14379;-1539;-772;0;0;-4544;-6855;7524;1690;1975;-6101;-6018;-95;0;1228;-1476;-8796;-1273;7;-1266;-73;0;-1339;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44256;13751;0;609;0;0;0;14360;-993;-106;0;0;-608;-1707;12653;1957;185;-4405;-5855;0;0;555;-185;-7748;4904;8;4912;-61;0;4851;-278
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44256;13189;0;1103;0;0;0;14292;-1009;-1541;0;0;-1740;-4290;10002;1803;354;-4003;-3697;-153;0;694;-535;-5537;4465;62;4527;-328;-177;4022;-512
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44256;11793;0;2468;0;0;0;14261;-3305;0;0;0;126;-3179;11082;2144;427;-4003;-5441;-41;121;41;-54;-6806;4277;36;4312;-38;0;4274;0
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;44256;13481;0;703;0;0;0;14185;-874;-1013;0;0;-3318;-5205;8980;2272;2252;-5262;-4234;-155;0;1721;-1111;-4517;4463;-144;4318;-293;-153;3873;-67
COOPECREDI GUARIBA - COOPERATIVA DE CREDITO;44469161;b3S;S4;I;2;GUARIBA;SP;44256;10068;0;4098;0;0;0;14166;-3353;-105;0;0;-462;-3921;10245;803;79;-3384;-1796;-25;0;1356;-659;-3626;6620;803;7422;-322;-318;6782;0
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44256;13014;0;1071;0;0;0;14085;-1398;-1588;0;0;-1408;-4394;9692;3122;1387;-3215;-3045;-19;0;436;-1831;-3165;6526;-90;6436;-22;-595;5819;0
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;44256;13287;0;624;0;0;0;13911;-884;-242;0;0;-4573;-5699;8213;2778;1331;-3944;-5122;-20;0;158;-1649;-6467;1746;-14;1732;0;-410;1322;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44256;12646;0;1151;0;0;3;13800;-1175;-2244;0;0;-1333;-4752;9048;4465;1195;-3827;-3493;-30;0;523;-2127;-3294;5754;-85;5669;-37;-770;4862;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44256;12437;0;1251;0;0;40;13728;-1909;-1044;0;0;-986;-3940;9788;1171;174;-3269;-2509;-102;0;2249;-555;-2840;6948;7;6955;-192;-304;6458;-199
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44256;12376;0;1340;0;0;0;13716;-1471;-1512;0;0;-1212;-4194;9522;2702;2058;-6710;-4893;-215;0;1517;-716;-6257;3264;-10;3255;-355;-30;2870;-203
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44256;12400;0;1291;0;0;0;13690;-2179;-209;0;0;-2113;-4502;9188;2505;1149;-4390;-3215;-205;0;1225;-579;-3510;5678;-23;5656;-104;-116;5436;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44256;12798;0;840;0;0;2;13641;-1202;-1802;0;0;-1435;-4439;9202;3761;222;-4079;-3308;-24;0;766;-1659;-4322;4880;34;4914;-61;-780;4074;0
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;44256;11065;0;2552;0;0;0;13617;-3008;-8264;0;0;-31;-11304;2313;0;0;-2936;631;0;0;9757;-9165;-1713;600;0;600;0;-350;250;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44256;13044;0;494;0;0;0;13538;-712;-1547;0;0;-2660;-4920;8619;2558;1376;-4059;-3326;-229;0;1127;-569;-3122;5497;110;5607;-165;-42;5400;-250
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44256;12483;0;974;0;0;0;13457;-1576;-3199;0;0;-1245;-6020;7438;2146;1061;-3519;-2151;-305;0;1147;-473;-2094;5343;59;5403;-504;-720;4179;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44256;11593;0;1792;0;0;0;13385;-1966;-969;0;0;-2185;-5121;8264;1615;566;-3533;-3705;-88;0;1218;-330;-4256;4007;-17;3990;-105;-147;3738;0
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;S5;I;2;SAO PAULO;SP;44256;0;0;12;0;13346;0;13358;0;0;0;0;0;0;13358;3532;0;-5151;-10439;-910;0;27;-44;-12986;372;1474;1846;-538;0;1308;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;44256;12591;0;650;0;0;0;13241;-1691;-1014;0;0;-1123;-3828;9414;634;155;-3184;-2643;-9;0;423;-1760;-6383;3031;3;3034;0;-285;2749;0
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44256;20;0;13121;0;0;0;13141;-12587;0;0;0;-55;-12642;499;1295;0;-8233;-2826;-125;6298;5562;-640;1332;1831;7;1838;-255;-1110;474;0
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;S4;I;3;RECIFE;PE;44256;9133;0;125;3748;0;0;13006;0;-5669;0;0;-1534;-7204;5803;2736;0;-4858;-2188;-563;0;162;-6;-4717;1086;29;1115;-228;0;887;0
NOVA FUTURA DTVM LTDA - PRUDENCIAL;1000083759;n2;S4;I;2;SAO PAULO;SP;44256;0;0;12787;44;0;0;12831;0;0;0;0;0;0;12831;8741;11087;-2766;-19338;-2724;0;4761;-78;-317;12514;0;12514;-4809;-288;7418;0
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;44256;12662;0;125;0;0;0;12787;-869;0;0;0;-1393;-2262;10525;0;0;-86;-2125;-572;0;0;-4472;-7255;3270;0;3270;0;-3;3267;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44256;11938;0;805;0;0;0;12742;-1786;0;0;0;-1271;-3056;9686;1486;482;-4193;-3976;-29;0;47;-162;-6345;3341;-19;3323;0;0;3323;-535
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44256;12365;0;362;0;0;0;12726;-1122;-1769;0;0;-434;-3325;9401;2244;916;-2795;-3205;-174;0;1103;-1474;-3384;6018;406;6424;-273;-286;5865;0
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44256;11473;0;1214;0;0;0;12687;-1894;0;0;0;-806;-2699;9987;104;8;-2768;-1901;-610;0;137;-164;-5194;4794;132;4925;-1990;-567;2368;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44256;10962;0;1635;0;0;0;12597;-1376;-245;0;0;-3260;-4881;7717;2744;1829;-2348;-3221;-201;0;1055;-1015;-1157;6560;37;6597;0;-214;6384;-290
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44256;11564;0;974;0;0;0;12538;-1636;-1331;0;0;-654;-3622;8916;945;748;-3748;-2877;-74;0;1265;-701;-4442;4475;-164;4311;-20;0;4291;-161
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;44256;11861;0;647;0;0;0;12508;-956;-809;0;0;-3217;-4983;7525;2554;1800;-4772;-4579;-231;0;2113;-1544;-4658;2867;174;3042;-463;-723;1856;0
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;44256;5155;0;7223;6;0;0;12385;0;-869;0;0;-1330;-2199;10185;3339;0;-6971;-1805;-490;0;128;0;-5800;4386;0;4386;-2135;0;2250;0
SANTINVEST - PRUDENCIAL;1000080446;n1;S5;I;2;FLORIANOPOLIS;SC;44256;12310;0;64;0;0;0;12374;-1228;0;0;0;-205;-1433;10941;0;3;-1549;-2500;-484;0;514;-34;-4050;6891;-279;6612;-2608;-283;3722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44256;11359;0;987;0;0;0;12346;-1325;-1519;0;0;-1993;-4837;7509;1889;333;-3644;-2596;-158;0;1807;-916;-3284;4225;24;4249;-368;-171;3710;-162
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44256;11572;0;755;0;0;0;12327;-1725;-178;0;0;-2054;-3957;8370;4096;2587;-5036;-5246;-484;0;751;-658;-3990;4380;-14;4367;-101;-210;4055;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44256;11588;0;730;0;0;0;12318;-2033;-98;0;0;-669;-2800;9518;969;215;-2620;-3646;-26;180;15;-111;-5023;4494;-39;4455;0;0;4455;-293
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;44256;11671;0;555;0;0;0;12226;-838;-758;0;0;-2300;-3896;8330;1732;1155;-4036;-4196;-19;0;57;-1331;-6639;1692;-8;1684;0;-291;1393;0
