Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44256;1000751;0;98813;1685817;0;5368;2790749;0;0;0;0;0;0;0;21941;2812690;0;1821519;4634208;0;842264;5476472
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44256;0;0;0;1424645;0;0;1424645;0;0;0;0;0;0;0;3029366;4454011;0;334415;4788426;103;619989;5408518
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44256;102150;0;91;2933034;69348;0;3104622;9716;0;0;479450;0;63695;543146;75153;3732636;0;970295;4702931;7596;544054;5254581
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44256;0;0;582591;0;0;0;582591;0;0;0;0;0;0;0;3111583;3694174;0;1283304;4977478;0;209178;5186657
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44256;829393;0;96948;2159091;0;3109;3088542;0;0;0;0;0;0;0;8503;3097045;0;1259274;4356318;0;556533;4912851
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44256;0;0;392700;1532462;0;0;1925162;270005;1068579;0;482280;0;0;1550859;0;3746026;98;106138;3852261;2381;938882;4793525
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209250;209250;0;4080094;4289344;0;457132;4746476
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44256;700611;0;276455;1917231;0;2004;2896301;0;0;0;0;0;0;0;24574;2920875;0;1335088;4255963;0;474249;4730212
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44256;1136;0;0;0;0;0;1136;0;5384;0;0;0;0;5384;2400170;2406690;71775;1400888;3879353;0;641053;4520406
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;44256;77109;0;20378;3044236;0;0;3141723;86250;0;704548;19345;0;0;723893;4524;3956390;16004;217785;4190179;1680;253520;4445379
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44256;783843;0;0;2270065;0;3525;3057432;0;113373;109615;0;0;0;222988;48125;3328545;0;429467;3758012;5;549143;4307160
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44256;586;0;201567;366759;6771;0;575683;0;152159;105390;925319;0;0;1182868;258623;2017174;25998;948278;2991450;1150;1308848;4301448
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;44256;30312;0;0;3121685;0;0;3151997;0;0;0;0;0;0;0;0;3151997;0;854496;4006493;0;263029;4269522
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;44256;0;0;0;1265;0;0;1265;0;0;0;0;0;0;0;146850;148115;0;3781136;3929252;0;227494;4156746
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44256;71944;0;468578;1887635;0;0;2428156;0;0;0;451645;0;0;451645;0;2879801;0;360574;3240375;0;825673;4066048
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3767269;3767269;0;154771;3922040
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44256;834901;0;0;2262542;0;2278;3099721;0;2689;31660;0;0;0;34350;0;3134071;0;77246;3211316;0;647981;3859297
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44256;659904;0;15978;2121652;0;10949;2808483;0;0;0;0;0;0;0;984;2809466;0;418835;3228302;0;492247;3720549
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44256;339557;0;403714;865675;24290;0;1633236;0;84468;0;352843;0;0;437311;156737;2227284;0;904186;3131470;511;527397;3659378
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44256;578050;0;0;2249198;0;29766;2857014;0;42122;100281;0;0;0;142403;0;2999417;0;72550;3071966;0;546317;3618283
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44256;563651;0;49258;1859102;0;12297;2484309;0;0;0;0;0;0;0;3418;2487727;0;619134;3106861;0;444602;3551464
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44256;297952;157211;855674;1251395;0;0;2562232;0;0;0;0;0;0;0;0;2562232;0;111033;2673265;322;854931;3528519
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;44256;508870;0;198538;1234473;0;10967;1952847;0;0;0;0;0;0;0;4190;1957038;0;969226;2926263;0;518265;3444529
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44256;0;0;217887;173488;0;0;391376;0;0;0;316788;0;0;316788;51848;760011;0;2006527;2766538;26776;640955;3434269
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3209448;3209448;0;171436;3380885
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44256;605212;0;0;1451905;0;1158;2058276;0;0;0;0;0;0;0;1460;2059735;0;733081;2792817;0;574560;3367377
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44256;196657;0;176896;772018;40026;260290;1445886;43483;4116;0;123983;0;0;128099;171091;1788559;13795;1153247;2955602;456;409961;3366018
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44256;433014;0;245761;1407209;0;16337;2102321;0;0;0;0;0;0;0;38545;2140865;0;834327;2975193;0;358956;3334149
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44256;493442;16076;0;1963497;0;4330;2477345;0;50366;0;259;0;0;50625;0;2527970;0;208630;2736600;0;597313;3333913
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44256;466667;0;59039;1887203;0;962;2413870;0;0;0;0;0;0;0;8098;2421968;0;522284;2944252;0;382626;3326878
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44256;1208216;0;0;480152;0;97;1688465;0;0;130141;0;0;0;130141;145989;1964595;0;876810;2841405;0;448327;3289732
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;44256;0;0;0;501147;0;0;501147;1300;0;16352;0;0;0;16352;876662;1395460;0;1283365;2678825;8008;540452;3227286
GENIAL - PRUDENCIAL;1000080941;b1;S4;C;2;RIO DE JANEIRO;RJ;44256;477444;0;0;497133;0;0;974578;559101;611958;0;0;0;0;611958;0;2145637;27620;943437;3116694;0;103136;3219830
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3020206;3020206;0;136464;3156670
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44256;814167;0;82240;1028222;0;454;1925083;0;0;0;0;0;0;0;13249;1938333;0;731677;2670009;0;484115;3154124
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;44256;0;0;0;583310;43382;0;626692;0;0;0;0;0;424680;424680;0;1051372;0;1486474;2537845;0;592339;3130184
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;44256;756303;0;0;1017911;0;0;1774214;0;0;221366;0;0;0;221366;101470;2097050;0;376686;2473735;0;646787;3120523
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;S4;I;2;SORRISO;MT;44256;1038142;0;10754;1012917;0;505;2062318;0;0;0;0;0;0;0;1921;2064239;0;510738;2574977;0;519469;3094446
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44256;375324;0;16465;914132;0;2310;1308231;0;0;0;0;0;0;0;15183;1323414;0;1156104;2479518;0;563319;3042836
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44256;0;0;0;761073;129706;0;890780;111312;0;0;0;0;0;0;0;1002092;0;1440635;2442727;0;551705;2994432
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;44256;20868;0;9259;18428;0;0;48555;0;0;0;0;0;0;0;2499854;2548408;734;19026;2568168;681;358987;2927837
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;44256;439507;0;232840;556589;0;315;1229251;0;0;0;0;0;0;0;5607;1234858;0;1274115;2508974;0;340506;2849479
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44256;132;0;0;0;0;0;132;0;0;0;0;0;0;0;49039;49171;0;2642852;2692022;0;147103;2839125
PAYPAL IP - PRUDENCIAL;1000085018;n4;;I;2;SAO PAULO;SP;44256;0;0;0;0;546211;0;546211;0;0;0;0;0;0;0;0;546211;426069;1788480;2760760;0;34417;2795176
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44256;138175;0;0;1496961;0;1740;1636876;0;0;74272;0;0;0;74272;547470;2258618;0;68436;2327054;2943;425450;2755447
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;44256;647883;0;0;1029946;0;1097;1678926;0;15720;129336;0;0;0;145056;32857;1856839;0;251449;2108288;253;600776;2709316
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;44256;486616;0;184;1076930;0;285;1564015;0;0;0;0;0;0;0;20910;1584925;0;783007;2367932;0;314917;2682849
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;44256;179;0;0;0;0;0;179;0;0;0;0;0;0;0;1311232;1311411;0;130727;1442138;0;1231324;2673462
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;44256;0;0;0;1826385;0;0;1826385;0;0;0;0;0;0;0;0;1826385;0;282634;2109020;0;562100;2671119
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;44256;681835;0;0;1292080;0;5122;1979038;0;85590;75250;0;0;0;160840;22536;2162413;0;231254;2393667;0;273189;2666856
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1627577;1627577;0;270652;1898229;0;742527;2640756
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;44256;277526;0;14251;1512971;0;15078;1819826;0;0;0;0;0;0;0;2879;1822705;0;250423;2073128;0;549892;2623020
WILL FINANCEIRA;1000084600;n1;S4;C;2;SAO PAULO;SP;44256;0;0;6933;443239;12226;0;462398;0;0;0;0;0;1012980;1012980;0;1475379;0;996459;2471838;0;104442;2576280
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44256;0;0;0;1596064;0;217066;1813130;0;0;0;12588;0;0;12588;0;1825718;0;74776;1900494;0;669885;2570379
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;44256;546531;0;10224;371144;0;623;928523;0;0;0;0;0;0;0;8118;936641;0;1166330;2102971;0;446484;2549455
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;44256;0;0;338582;0;0;0;338582;0;0;0;0;0;0;0;1122104;1460686;3848;74452;1538986;7980;965906;2512872
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;C;1;CURITIBA;PR;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363717;363717;0;180022;543739;0;1918081;2461820
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;44256;790148;0;148563;582375;0;81;1521167;0;0;0;0;0;0;0;10787;1531954;0;512527;2044481;0;410452;2454933
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2270340;2270340;0;66590;2336930
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;44256;378844;0;33418;748394;0;58;1160714;0;0;0;0;0;0;0;6159;1166874;0;856929;2023803;0;273698;2297501
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;44256;0;0;128249;56421;0;0;184671;0;0;0;0;0;0;0;1480955;1665626;2375;39430;1707431;8196;478023;2193650
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA – UNICRED VALOR CAPITAL;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;364315;0;0;1435305;0;285;1799904;0;7171;0;3023;0;0;10194;0;1810099;0;44372;1854471;0;322969;2177440
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;44256;691987;0;0;580897;0;0;1272885;0;3078;85919;0;0;0;88997;37543;1399425;0;445913;1845338;0;314560;2159898
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;44256;1675;0;0;0;0;0;1675;0;0;0;0;0;0;0;10000;11675;0;2047781;2059456;0;86263;2145720
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;44256;605038;0;0;802474;0;6900;1414412;0;11023;89756;0;0;0;100780;25550;1540742;0;145664;1686406;0;446548;2132954
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;44256;189615;0;83279;1059511;0;8681;1341086;0;0;0;0;0;0;0;0;1341086;0;462335;1803421;0;298735;2102155
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;44256;304070;0;0;1226343;0;0;1530413;0;0;0;0;0;0;0;0;1530413;0;111703;1642116;0;443972;2086088
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44256;39;0;197971;0;0;0;198010;0;0;0;0;0;0;0;798856;996866;0;846356;1843222;0;56365;1899587
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;44256;226989;0;12080;828776;0;9126;1076970;0;0;0;0;0;0;0;31030;1108000;0;448285;1556285;0;340164;1896449
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44256;327328;0;0;920986;0;3910;1252224;0;16327;119907;0;0;0;136233;24577;1413034;0;220508;1633542;20;260641;1894202
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;44256;261084;0;20651;1029520;0;1745;1313000;0;0;0;0;0;0;0;944;1313944;0;356801;1670745;0;200572;1871318
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;S4;I;2;SARANDI;RS;44256;230080;0;103678;885270;0;3672;1222700;0;0;0;0;0;0;0;1521;1224221;0;377014;1601235;0;211602;1812837
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;S4;I;2;TEUTONIA;RS;44256;289082;0;8771;804905;0;10407;1113165;0;0;0;0;0;0;0;3706;1116871;0;362548;1479419;0;303458;1782877
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;44256;0;0;0;400344;0;0;400344;0;0;0;0;0;0;0;480032;880377;0;486199;1366576;0;411749;1778324
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44256;486863;0;0;613668;0;27201;1127731;0;11793;35760;0;0;0;47553;16901;1192185;0;129222;1321407;20;405805;1727232
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;S4;I;2;CAPANEMA;PR;44256;337133;0;111705;567019;0;3015;1018872;0;0;0;0;0;0;0;14826;1033698;0;442265;1475963;0;239179;1715142
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;44256;50496;0;0;1050933;0;0;1101429;0;69842;0;140256;0;0;210099;81194;1392721;107;94176;1487004;28;209747;1696779
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;S4;I;2;TAPEJARA;RS;44256;285777;0;68094;535424;0;5781;895076;0;0;0;0;0;0;0;1272;896347;0;518446;1414793;0;230288;1645082
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;C;3;SAO PAULO;SP;44256;177910;0;0;294528;0;0;472437;0;0;0;0;0;0;0;857687;1330124;0;23325;1353449;0;283286;1636735
COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES;87795639;b3S;S4;I;2;MARAU;RS;44256;302191;0;51490;666072;0;6067;1025820;0;0;0;0;0;0;0;2046;1027866;0;374930;1402796;0;205653;1608449
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;44256;438748;0;19666;371430;0;570;830413;0;0;0;0;0;0;0;8783;839197;0;412096;1251293;0;351617;1602910
UBS - PRUDENCIAL;1000080989;b2;S4;C;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1168204;1168204;0;428558;1596763
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;44256;165994;0;0;983972;0;7739;1157705;163761;0;0;0;0;0;0;0;1321466;0;168677;1490143;0;98972;1589115
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;S4;I;2;CAMPO GRANDE;MS;44256;290957;0;93;562057;0;119;853225;0;0;0;0;0;0;0;949;854174;0;537109;1391283;0;186116;1577399
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;44256;0;0;318196;101966;0;0;420162;109;0;0;264978;0;0;264978;347724;1032973;39784;98607;1171364;4740;396934;1573038
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES – SICREDI ESSÊNCIA;87733077;b3S;S4;I;2;ITAQUI;RS;44256;240133;0;12177;532879;0;10462;795650;0;0;0;0;0;0;0;482;796131;0;367712;1163843;0;406358;1570201
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;0;1439765;1439791;0;127893;1567684
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;S4;I;2;MARECHAL CANDIDO RONDON;PR;44256;238378;0;67824;615975;0;873;923049;0;0;0;0;0;0;0;10638;933688;0;418063;1351751;0;214979;1566730
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;S4;I;2;LAJEADO;RS;44256;239328;0;6424;905891;0;13035;1164678;0;0;0;0;0;0;0;1366;1166044;0;141825;1307869;0;253684;1561553
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5582619;b3S;S5;I;2;LONDRINA;PR;44256;315900;0;0;624623;0;4404;944927;0;0;93817;0;0;0;93817;0;1038744;0;329311;1368055;12;149979;1518046
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1414990;1414990;0;102051;1517041
GUIDE;1000084837;n2;S4;C;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;804886;0;0;0;0;0;0;0;804886;0;574608;1379494;0;131928;1511423
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1406271;1406271;0;102514;1508785
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;44256;0;0;319039;0;0;0;319039;0;0;0;0;0;0;0;645319;964357;0;487879;1452236;0;45012;1497248
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;44256;261691;0;7669;589599;0;9957;868915;0;0;0;0;0;0;0;345;869260;0;364980;1234240;0;262439;1496679
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;S5;I;2;ARAGUARI;MG;44256;356008;0;0;426497;0;120;782626;0;14140;90555;0;0;0;104695;20478;907799;0;329148;1236947;0;227277;1464224
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;S4;I;3;PORTO ALEGRE;RS;44256;7004;0;0;1045400;0;0;1052404;5492;0;0;98065;0;0;98065;23615;1179575;0;99427;1279002;0;177213;1456215
