Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
WESTERN UNION - PRUDENCIAL;1000080886;b1;S4;C;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39211;39211;0;141526;180737
COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS;2405189;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;46285;0;0;98177;0;2880;147341;0;0;0;0;0;0;0;0;147341;0;3087;150429;0;29553;179982
SENFF S.A. - CFI - PRUDENCIAL;1000083670;b1;S4;I;2;CURITIBA;PR;44256;12;0;302;23128;0;0;23442;0;0;0;0;0;90015;90015;0;113457;0;7001;120458;0;59032;179490
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;44256;47023;0;0;65557;0;0;112580;0;411;6628;0;0;0;7039;4509;124128;0;19384;143512;0;35968;179481
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ESTADO DE GOIÁS LTDA;4406371;b3S;S5;I;2;GOIANIA;GO;44256;49310;0;0;88131;0;0;137441;0;2957;0;0;0;0;2957;0;140398;0;4603;145002;0;33965;178966
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;S4;I;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22502;22502;0;156278;178780
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL – SICREDI AJURIS RS;3750034;b3S;S4;I;2;PORTO ALEGRE;RS;44256;3820;0;1153;150405;0;1263;156642;0;0;0;0;0;0;0;0;156642;0;4335;160978;0;16608;177586
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;S5;I;2;RIO BRANCO;AC;44256;33561;0;0;63013;0;0;96574;0;0;2791;0;0;0;2791;1268;100633;0;40090;140723;0;36055;176778
VITREO DTVM - PRUDENCIAL;1000085063;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;138966;138966;0;0;0;0;0;0;0;0;138966;0;11457;150422;0;26147;176569
GERENCIANET;1000084978;n4;;C;2;OURO PRETO;MG;44256;0;0;0;0;134380;0;134380;0;0;0;0;0;0;0;21499;155879;0;7537;163416;0;12636;176053
COOPERATIVA DE CRÉDITO DE VAZANTE LTDA. – SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;44256;44095;0;0;61951;0;5;106051;0;0;4404;0;0;0;4404;3623;114078;0;22317;136394;1;37448;173842
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;S5;I;2;ANAPOLIS;GO;44256;76621;0;0;47197;0;0;123818;0;0;2739;0;0;0;2739;1669;128226;0;9953;138178;0;34759;172937
SOCINAL S.A. CFI - PRUDENCIAL;1000083577;n1;S5;I;2;ARARUAMA;RJ;44256;0;0;0;31696;0;0;31696;0;0;0;0;0;103086;103086;0;134782;0;8722;143504;0;27899;171403
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;44256;33949;0;0;73569;0;2207;109725;0;0;0;0;0;0;0;581;110306;0;16639;126945;0;43015;169960
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4321309;b3S;S5;I;2;SALVADOR;BA;44256;21387;0;0;89116;0;3333;113836;0;0;266;0;0;0;266;25669;139772;0;2401;142172;0;27575;169748
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7643;7643;0;161153;168796
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;S5;I;2;PALMEIRAS DE GOIAS;GO;44256;43467;0;0;35915;0;0;79382;0;0;8185;0;0;0;8185;0;87567;0;24095;111662;0;55610;167272
GAZIN - PRUDENCIAL;1000080824;n1;S4;C;2;DOURADINA;PR;44256;0;0;0;30996;0;0;30996;0;0;0;0;0;31660;31660;0;62656;0;23095;85751;0;80532;166283
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;44256;54709;0;0;78298;0;0;133007;0;0;310;0;0;0;310;1022;134339;0;9260;143599;0;22409;166007
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;S5;I;2;JUAZEIRO DO NORTE;CE;44256;37670;0;0;81031;0;164;118864;0;0;0;0;0;0;0;1465;120329;0;10929;131258;0;34727;165985
COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE;82133182;b3S;S5;I;2;TIMBO;SC;44256;37208;0;0;90416;0;0;127624;0;86;0;0;0;0;86;9192;136903;0;3518;140421;0;24875;165296
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;S5;I;2;JOAO PINHEIRO;MG;44256;52169;0;0;56282;0;0;108451;0;0;2000;0;0;0;2000;1180;111631;0;25635;137266;0;27258;164524
COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;1073966;b3S;S5;I;2;ABELARDO LUZ;SC;44256;17492;0;0;87898;0;0;105390;0;0;0;0;0;0;0;21715;127104;0;3559;130663;0;33470;164133
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;44256;43332;0;0;89814;0;0;133146;0;0;0;0;0;0;0;3690;136836;0;5053;141889;0;21871;163759
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;S5;I;2;DONA EMMA;SC;44256;17070;6055;0;68057;0;0;91181;0;0;0;0;0;0;0;0;91181;0;50579;141761;0;21871;163632
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;44256;45286;0;0;53294;0;0;98580;0;0;11475;0;0;0;11475;646;110701;0;34973;145675;0;17007;162681
COOPERATIVA DE CRÉDITO DO MÉDIO SUL BAIANO LTDA. – SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;S5;I;2;ITAMARAJU;BA;44256;67569;0;0;33958;0;2;101529;0;0;5754;0;0;0;5755;5672;112955;0;23407;136362;0;26234;162596
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;S5;I;2;IJUI;RS;44256;22718;0;0;95085;0;0;117803;0;4511;0;0;0;0;4511;0;122314;0;3658;125971;0;35466;161438
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;S5;I;2;GOIANIA;GO;44256;21764;0;0;85475;0;0;107239;0;0;403;0;0;0;403;0;107642;0;3738;111380;0;49612;160992
COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;71154256;b3S;S5;I;2;SACRAMENTO;MG;44256;41072;0;0;44828;0;0;85900;0;701;5894;0;0;0;6595;0;92495;0;43193;135687;0;25033;160720
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;17783;0;0;17783;0;0;0;0;0;105766;105766;0;123549;0;2817;126367;0;32701;159067
INTL FCSTONE - PRUDENCIAL;1000084088;b2;S4;C;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91219;91219;0;66577;157797
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;44256;37260;0;0;45798;0;0;83058;0;0;684;0;0;0;684;0;83742;0;48010;131752;0;25949;157701
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;S5;I;2;IRAI DE MINAS;MG;44256;31593;0;0;73400;0;0;104993;0;0;0;0;0;0;0;0;104993;0;16141;121133;0;35915;157049
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;S5;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13587;13587;0;115305;128892;0;27835;156727
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;S5;I;2;ARAPONGAS;PR;44256;63481;0;0;62938;0;277;126695;0;0;500;0;0;0;500;0;127196;0;11893;139089;0;16829;155918
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;S5;I;2;ALPINOPOLIS;MG;44256;33723;0;0;44819;0;969;79511;0;0;7493;0;0;0;7493;13538;100542;0;26982;127524;43;27540;155106
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3427097;b3S;S5;I;2;CRICIUMA;SC;44256;38410;0;0;58442;0;582;97433;0;0;0;0;0;0;0;30027;127460;0;5014;132474;0;22028;154502
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;63314;0;0;58497;0;0;121811;0;50;0;0;0;0;50;0;121862;0;10962;132824;0;20783;153607
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;44256;60082;0;0;57485;0;140;117706;0;0;2856;0;0;0;2856;0;120562;0;10004;130565;524;21998;153087
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;S5;I;2;BARRA BONITA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4101;4101;0;148306;152407
COOPERATIVA DE CRéDITO DE LIVRE ADMISSãO SICOOB CREDIACIL;8795285;b3S;S5;I;2;LEME;SP;44256;38643;0;0;88596;0;28;127268;0;795;0;0;0;0;795;0;128063;0;5136;133199;0;18153;151352
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;44256;32697;0;0;45115;0;0;77812;0;0;11817;0;0;0;11817;1320;90948;0;19283;110232;0;37767;147999
BECKER FINANCEIRA S.A. - CFI;1000084507;n1;S5;I;2;CERRO LARGO;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;82631;82631;0;82631;0;14951;97582;0;49891;147473
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;44256;45767;0;0;45250;0;34;91050;0;0;5514;0;0;0;5514;0;96564;0;20921;117485;0;29781;147267
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PAIM FILHO - CRESOL PAIM FILHO;7252614;b3S;S5;I;2;PAIM FILHO;RS;44256;11850;617;0;45723;0;0;58191;0;0;0;0;0;0;0;0;58191;0;72067;130258;0;15323;145581
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;44256;15882;0;0;84869;0;0;100751;0;0;0;0;0;0;0;0;100751;0;28690;129442;0;13392;142833
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO – SICOOB CONFIANÇA;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;44256;37258;0;0;62571;0;300;100129;0;0;9637;0;0;0;9637;0;109767;0;14151;123917;0;18640;142558
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;44256;42252;0;0;70380;0;0;112632;0;0;0;0;0;0;0;0;112632;0;8426;121058;0;20373;141430
QI SCD - PRUDENCIAL;1000084882;n1;S5;C;2;SAO PAULO;SP;44256;0;0;0;0;127512;0;127512;0;0;0;0;0;0;0;0;127512;0;2661;130172;0;10627;140799
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;44256;32790;0;0;50796;0;0;83586;0;1021;7436;0;0;0;8457;400;92443;0;14105;106548;0;33597;140144
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;44256;27389;0;0;74252;0;0;101641;0;0;0;0;0;0;0;10172;111813;0;6404;118217;0;20959;139176
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34976;34976;0;103774;138750
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE;2493000;b3S;S5;I;2;MACEIO;AL;44256;33200;0;0;55042;0;499;88741;0;0;0;0;0;0;0;0;88741;0;9829;98570;0;40095;138666
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;44256;0;0;0;57924;0;0;57924;0;0;0;0;0;33933;33933;0;91856;0;3938;95794;0;40938;136732
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;S4;I;2;CURITIBA;PR;44256;11425;0;2207;98328;0;0;111960;0;0;0;0;0;0;0;0;111960;0;6430;118390;0;16380;134771
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;44256;23010;0;0;44980;0;1;67991;0;0;12168;0;0;0;12168;871;81030;0;28848;109878;0;24174;134051
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;C;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102832;102832;0;30771;133602
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;44256;36410;0;0;66374;0;882;103666;0;0;0;0;0;0;0;0;103666;0;4679;108345;0;24529;132875
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8799;8799;0;123378;132176
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44256;53433;0;0;49787;0;0;103221;0;0;0;0;0;0;0;0;103221;0;4283;107504;0;24086;131590
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8060;8060;0;122782;130842
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S4;I;2;CURITIBA;PR;44256;22000;0;795;87401;0;5;110201;0;0;0;0;0;0;0;349;110550;0;9560;120110;0;10551;130661
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;44256;24382;0;0;38846;0;107;63335;0;0;3118;0;0;0;3118;16660;83113;0;8791;91904;0;37931;129835
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;44256;15636;0;0;63759;0;0;79395;0;0;6968;0;0;0;6968;2657;89021;0;17914;106934;0;22882;129816
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44256;11338;309;0;41072;0;0;52719;0;0;0;0;0;0;0;7026;59746;0;54369;114115;0;13467;127582
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44256;28898;758;0;57415;0;2668;89738;0;644;0;522;0;0;1167;0;90905;0;3428;94334;0;33208;127542
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44256;10727;537;0;57362;0;0;68627;0;0;0;0;0;0;0;0;68627;0;41882;110509;0;17033;127542
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44256;38294;0;0;47477;0;0;85771;0;0;5322;0;0;0;5322;0;91093;0;8591;99684;0;27748;127431
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;44256;33955;0;0;34070;0;0;68025;0;0;2315;0;0;0;2315;29002;99341;0;9627;108969;0;16529;125497
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;S4;I;3;RECIFE;PE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91828;91828;0;3720;95548;0;28255;123803
COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA;24431221;b3S;S5;I;2;PACAJA;PA;44256;48867;0;0;45065;0;0;93932;0;881;5143;0;0;0;6024;7266;107223;0;3291;110513;0;12352;122865
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;44256;24493;0;0;77396;0;1661;103550;0;0;0;0;0;0;0;0;103550;0;3144;106694;0;16090;122783
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;44256;32484;0;0;47481;0;0;79965;0;0;1725;0;0;0;1725;0;81690;0;18545;100235;0;22122;122357
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44256;34190;0;0;39585;0;0;73775;0;0;2042;0;0;0;2042;0;75817;0;28237;104053;0;18060;122113
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44256;44838;0;0;59645;0;147;104630;0;0;0;0;0;0;0;0;104630;0;2966;107596;0;14506;122102
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44256;28118;0;0;69366;0;0;97484;0;671;0;1002;0;0;1672;0;99156;0;5153;104309;0;17786;122094
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;44256;33610;0;0;48974;0;0;82584;0;0;0;0;0;0;0;8524;91108;0;5073;96181;0;25704;121885
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2602;2602;0;118895;121497
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;S4;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;32239;32347;0;89133;121480
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;44256;36067;0;0;64088;0;0;100155;0;1947;0;0;0;0;1947;0;102102;0;2102;104204;0;16692;120896
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44256;26051;0;0;62608;0;0;88658;0;0;0;0;0;0;0;8016;96674;0;3608;100283;0;20301;120584
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;44256;19532;0;0;46802;0;6;66341;0;0;0;0;0;0;0;16624;82965;0;5940;88905;0;31615;120520
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44256;30121;0;0;47471;0;0;77592;0;0;0;0;0;0;0;3485;81077;0;4614;85692;0;34566;120258
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44256;12414;3340;0;44860;0;0;60614;0;0;0;0;0;0;0;0;60614;0;39832;100446;0;19743;120189
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7946451;b3S;S5;I;2;TANGARA;SC;44256;10676;527;0;56722;0;0;67925;0;0;0;0;0;0;0;0;67925;0;38030;105955;0;14031;119986
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ;5983995;b3S;S5;I;2;HUMAITA;RS;44256;9570;1488;0;59415;0;0;70472;0;0;0;0;0;0;0;0;70472;0;36681;107153;0;12395;119548
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;S5;I;2;CACADOR;SC;44256;32726;0;0;57075;0;32;89834;0;1400;1308;0;0;0;2707;542;93084;0;8282;101365;0;17926;119291
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA – CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;44256;8130;0;0;60673;0;0;68803;0;0;0;0;0;0;0;0;68803;0;39071;107873;0;9858;117731
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44256;32604;0;0;60718;0;0;93322;0;0;0;0;0;0;0;0;93322;0;7080;100402;0;17205;117608
BANCO RNX S.A. - PRUDENCIAL;1000081775;b2;S4;I;2;CURITIBA;PR;44256;0;0;0;93663;0;0;93663;0;0;0;0;0;0;0;0;93663;0;5574;99236;0;17783;117019
COOPERATIVA DE CRÉDITO NORTE SUL DA BAHIA LTDA - SICOOB NORTE SUL;2876918;b3S;S5;I;2;GANDU;BA;44256;33090;0;0;45363;0;39;78491;0;0;2008;0;0;0;2008;15858;96357;0;2593;98949;0;16703;115652
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;44256;12944;0;0;57649;0;0;70593;0;19028;0;2904;0;0;21932;0;92525;0;1843;94368;0;20929;115296
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44256;23277;0;0;69828;0;0;93105;0;0;0;0;0;0;0;0;93105;0;2393;95498;0;19590;115088
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44256;37963;0;0;51438;0;282;89683;0;0;0;0;0;0;0;0;89683;0;10646;100330;0;14719;115048
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44256;27259;0;0;66279;0;173;93712;0;0;0;0;0;0;0;0;93712;0;2380;96092;0;18271;114363
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44256;15697;1066;0;34882;0;0;51645;0;0;0;0;0;0;0;0;51645;0;44127;95773;0;18363;114135
