Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
C6 BANK;52072;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;9257592;8803676;0;0;0;0;0;403573;0;0;0;0;0;0;0;0;0;0;0;50343;0
XP;52120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;01/06/2021;7972399;1391943;0;0;0;0;0;6580427;0;0;0;0;0;0;0;0;0;0;0;28;0
BOCOM;52003;b1;C;3;S3;199;SALVADOR;BA;01/06/2021;7942905;625533;0;0;0;0;0;4740340;0;0;0;5141;0;23466;503709;0;0;0;0;0;2044717
BANCO GM S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2021;7621551;7621551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/06/2021;7581497;6470197;0;6831;31244;710976;73549;0;288699;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2021;7555606;7082586;0;9603;142223;0;0;320942;251;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2021;7512904;6794504;77948;0;0;0;70686;564268;4182;0;0;0;0;0;0;0;0;0;0;1316;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/06/2021;7380403;7236164;123822;0;6638;0;472;0;0;0;0;13264;0;0;0;0;0;0;0;43;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2021;7080743;4965519;389204;56274;0;0;368952;729292;520401;195;5373;0;0;0;45516;0;0;0;0;17;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2021;6684215;5764880;0;143908;0;0;0;0;772202;0;3225;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S3;8;SAO PAULO;SP;01/06/2021;6292516;6292516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2021;5938055;1251995;100670;826767;0;0;262;0;2427854;8078;292603;40657;0;9494;979673;0;0;0;0;1;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;5890656;1911427;0;0;0;0;0;3629652;0;0;0;22288;0;0;142430;0;0;0;0;21;184837
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2021;5803521;3119170;742016;9905;2435;0;1275;1702277;149957;0;1567;0;0;0;3995;70812;0;0;0;113;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S4;9;BLUMENAU;SC;01/06/2021;5801503;3867757;216052;1123;3278;0;0;1712107;849;0;0;0;0;0;0;0;0;0;0;338;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2021;5789776;5789775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2021;5706697;5686212;0;0;0;0;1443;8347;0;0;9859;0;0;0;0;0;0;0;0;835;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2021;5634744;5530461;0;0;0;0;0;104283;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;4627359;2434626;0;0;0;0;36710;19184;1296257;0;1565;0;0;0;792388;0;0;0;0;53;46575
NUBANK;52058;n1;C;2;S4;197;SAO PAULO;SP;01/06/2021;4593350;4524342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69009;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2021;4298747;1360089;122462;7927;0;0;54407;2161143;0;0;15941;86314;0;0;443554;0;0;0;0;2;46908
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;4274711;4269707;0;0;0;0;0;2345;0;0;0;0;0;0;0;0;0;0;0;2659;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2021;4212641;2577045;9003;1380;0;0;0;1532460;92744;0;0;0;0;0;0;0;0;0;0;9;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;4138061;2347138;0;0;0;0;0;1790923;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2021;4040816;2897997;0;0;0;0;92655;948980;0;0;0;0;0;0;46859;0;0;0;0;1;54323
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;4030264;253371;0;0;0;0;0;556209;0;0;0;0;0;0;3220684;0;0;0;0;0;0
MASTER;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2021;3999045;3533961;0;0;0;0;10699;387576;0;0;66505;0;0;0;0;0;0;0;0;304;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2021;3983327;3941488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41840;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2021;3880178;3880167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2021;3758608;1507283;557;0;0;0;1970;2183431;41884;0;0;0;0;0;23480;0;0;0;0;3;0
AGIBANK;51956;b1;C;2;S4;199;CAMPINAS;SP;01/06/2021;3705156;3704152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2021;3490875;2329120;313670;51;66;0;199738;573018;73029;0;0;0;0;2170;0;0;0;0;0;12;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2021;3450069;1600860;523480;0;0;0;0;1265760;59942;0;0;0;0;0;0;0;0;0;0;27;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2021;3422508;3385342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37166;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/06/2021;3231763;1729738;8955;1;0;0;0;1352735;140315;0;0;0;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2021;3193779;2221280;48393;0;0;0;0;869108;52500;0;0;0;0;2476;0;0;0;0;0;20;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2021;3116661;2208164;584284;0;30;0;0;250502;72517;0;0;0;0;1118;0;0;0;0;0;45;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2021;3069119;2439429;405365;227;0;0;0;132314;10560;0;849;0;0;0;80239;0;0;0;0;138;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3068283;1358320;0;0;0;317617;21;1367079;0;0;0;0;0;0;0;0;0;0;0;0;25247
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3025377;1367836;0;357;15224;0;0;584657;0;0;0;0;0;0;1057304;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/06/2021;2858161;2461976;20219;0;0;0;0;343029;32932;0;0;0;0;0;0;0;0;0;0;6;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2021;2655688;2288043;0;23952;0;0;0;102599;227656;0;0;0;0;0;13437;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/06/2021;2617222;666120;183110;0;110;0;0;1747966;19906;0;0;0;0;0;0;0;0;0;0;10;0
BANCO MIZUHO DO BRASIL S.A.;61088183;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2535863;1785610;0;0;0;0;0;655981;0;0;0;0;0;0;0;0;0;0;0;0;94271
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/06/2021;2527383;1003110;277225;0;114;0;0;1204949;41978;0;0;0;0;0;0;0;0;0;0;8;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2021;2487804;2006106;0;4727;13395;0;0;461355;0;0;0;0;0;0;0;0;0;0;0;2221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/06/2021;2425607;1461995;805;5077;0;0;0;957731;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/06/2021;2305011;1067349;6;0;0;0;0;1200013;37637;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2021;2302364;512623;99360;0;0;0;356;1653293;36723;0;0;0;0;0;0;0;0;0;0;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/06/2021;2300156;1517114;173545;0;57;0;155715;424657;29061;0;0;0;0;0;0;0;0;0;0;7;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2021;2272991;2230902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42089;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;2248594;1628510;0;0;0;0;13798;606286;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2021;2218140;1241693;147034;3830;0;0;0;770060;55511;0;0;0;0;0;0;0;0;0;0;11;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2021;2147690;2147690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2021;2143248;2139967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3280;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/06/2021;2128662;1570910;2004;0;0;0;0;532712;23017;0;0;0;0;0;0;0;0;0;0;19;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2021;2112590;155720;0;0;0;0;0;1953704;0;2855;0;0;0;0;310;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2021;2102268;648529;286808;0;0;0;14664;1134301;17961;0;0;0;0;0;0;0;0;0;0;5;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2073760;103505;0;0;0;0;0;0;0;0;0;0;0;0;1970255;0;0;0;0;0;0
SCOTIABANK;52230;b1;C;3;S4;199;SAO PAULO;SP;01/06/2021;2055602;747290;0;0;0;0;991892;316420;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DIGIMAIS S.A.;92874270;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2049151;2034397;0;0;0;0;0;14705;0;0;0;0;0;0;0;0;0;0;0;48;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/06/2021;2045588;1568331;53351;7799;0;0;187;116878;88893;117;32445;168028;0;9534;24;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/06/2021;2026297;100150;0;189931;369801;0;0;0;759947;0;0;223421;0;383048;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/06/2021;2024942;1052303;211150;0;0;0;0;737425;24049;0;0;0;0;0;0;0;0;0;0;15;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2021;2007983;263484;1314381;0;0;0;341;0;0;0;0;429776;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/06/2021;1998209;1561238;38069;0;21;0;27669;326258;44937;0;0;0;0;0;0;0;0;0;0;16;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/06/2021;1993741;516971;0;0;0;0;0;1445147;31621;0;0;0;0;0;0;0;0;0;0;2;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;1983376;1317534;0;0;0;0;0;115397;0;550444;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/06/2021;1957645;1169852;28419;0;2;0;0;714859;43982;0;0;0;0;526;2;0;0;0;0;5;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2021;1957627;886917;43619;214943;162755;0;0;0;559434;0;29590;1210;0;53389;5770;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/06/2021;1926138;783663;43023;0;0;0;0;1051926;47512;0;0;0;0;0;0;0;0;0;0;13;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;1920631;1911227;0;0;0;0;0;9096;0;0;0;0;0;0;0;0;0;0;0;308;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;1908038;217044;0;0;0;0;0;106903;0;1584091;0;0;0;0;0;0;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2021;1898580;68100;1830473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1877957;1296434;0;0;0;0;96212;485311;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/06/2021;1864128;1654426;11757;0;0;0;0;160198;33985;0;0;0;0;3751;0;0;0;0;0;11;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/06/2021;1772642;595750;0;0;0;0;0;1176892;0;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/06/2021;1624984;916231;0;0;0;0;0;664669;44058;0;0;0;0;0;0;0;0;0;0;26;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/06/2021;1613007;714360;76349;0;15;0;0;808779;13496;0;0;0;0;0;0;0;0;0;0;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/06/2021;1601709;1429211;9721;0;6;0;50381;83850;28522;0;0;0;0;0;0;0;0;0;0;18;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;I;2;S4;9;SORRISO;MT;01/06/2021;1566891;1293434;12689;0;4;0;6418;184485;69855;0;0;0;0;0;0;0;0;0;0;6;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1524469;85534;0;0;0;0;0;726407;0;0;0;0;0;0;712529;0;0;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2021;1506902;1506899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/06/2021;1482484;948782;0;1749;0;0;0;261067;270868;0;0;0;0;0;0;0;0;0;0;18;0
BANCO HSBC S.A.;53518684;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1455521;895957;0;0;0;0;0;369718;0;0;0;0;0;0;189845;0;0;0;0;0;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;I;2;S4;14;PORTO ALEGRE;RS;01/06/2021;1444506;1444412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/06/2021;1425879;1166987;7121;0;0;0;0;226851;24898;0;0;0;0;0;0;0;0;0;0;21;0
