Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43525;7460103;1197791;8657894;1245021;9902915;53109019;595165;0;1550563;111675;2257403;6401132;61767553;113162060;0,1208;0,1402;0,1603;0,0765;0,2034
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43525;8833688;0;8833688;0;8833688;29444099;1627102;124443;18084402;103895;19939842;5267325;54651266;75230032;0,1616;0,1616;0,1616;0,1174;0,0134
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43525;4671759;0;4671759;2282604;6954363;38727866;91935;4250;107663;0;203848;10343721;49275434;92049376;0,0948;0,0948;0,1411;0,0508;0,0246
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43525;5789054;0;5789054;532973;6322026;30264147;770212;0;2605;33918;806735;9512757;40583639;80736618;0,1426;0,1426;0,1558;0,0717;0,0594
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43525;4768209;0;4768209;0;4768209;14740838;716325;13428;15411732;2239824;18381309;2999204;36121352;47590479;0,132;0,132;0,132;0,1002;0,0202
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43525;3435156;0;3435156;710365;4145521;21180522;440499;0;4564644;28812;5033954;4309968;30524444;36713358;0,1125;0,1125;0,1358;0,0936;0,0186
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43525;3286977;0;3286977;1637852;4924829;23373331;355861;733422;1998583;0;3087865;1476052;27937248;37566091;0,1177;0,1177;0,1763;0,0875;0,0036
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43525;3668431;101624;3770055;1002171;4772226;23265454;466120;991688;896938;2725;2357470;1938594;27561518;42077827;0,1331;0,1368;0,1731;0,0896;0,0051
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43525;3406397;0;3406397;150064;3556461;18658557;1441202;0;822709;114812;2378723;1160268;22197548;28352263;0,1535;0,1535;0,1602;0,1201;0,2586
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43525;3820916;0;3820916;1169416;4990332;8195138;2202308;0;6255017;520219;8977544;3275098;20447779;43168793;0,1869;0,1869;0,2441;0,0885;0,0169
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43525;2296310;0;2296310;358389;2654699;16866394;2626;0;76813;0;79439;2298576;19244410;27190736;0,1193;0,1193;0,1379;0,0845;0,1568
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43525;2357259;0;2357259;0;2357259;14820908;1180;287478;31338;0;319996;4007811;19148715;29000853;0,1231;0,1231;0,1231;0,0813;0,0621
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43525;3045799;0;3045799;0;3045799;9843181;310225;68313;1382138;3727650;5488325;2011696;17343202;31519391;0,1756;0,1756;0,1756;0,0966;0,0058
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43525;7202910;0;7202910;0;7202910;529099;0;0;207649;14919746;15127396;314924;15971419;10249567;0,451;0,451;0,451;0,7028;0,0474
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43525;2726248;0;2726248;0;2726248;13954551;6988;0;0;2439;9427;1300525;15264503;15355409;0,1786;0,1786;0,1786;0,1775;0,0152
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43525;2667022;0;2667022;884763;3551785;13730568;0;0;0;0;0;1180354;14910922;17146269;0,1789;0,1789;0,2382;0,1555;0,0012
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43525;2657150;0;2657150;0;2657150;4977140;471832;84945;6431727;2;6988506;2206007;14171652;15783829;0,1875;0,1875;0,1875;0,1683;0,0238
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43525;2431790;0;2431790;0;2431790;10374158;199983;72495;210235;66758;549471;1209496;12133126;16810331;0,2004;0,2004;0,2004;0,1447;0,1449
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43525;1442163;0;1442163;0;1442163;10705567;12214;0;194849;0;207062;715757;11628386;16118796;0,124;0,124;0,124;0,0895;0,2322
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43525;1737555;0;1737555;0;1737555;10083037;0;0;0;0;0;1236189;11319227;10605680;0,1535;0,1535;0,1535;0,1638;0,0051
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43525;1817199;0;1817199;0;1817199;8349692;81892;640;126533;0;209066;2072735;10631492;53330961;0,1709;0,1709;0,1709;0,0341;0,0964
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43525;2179638;0;2179638;0;2179638;9202754;65;0;0;0;65;624537;9827356;12576640;0,2218;0,2218;0,2218;0,1733;0,0626
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43525;1095125;278224;1373349;598471;1971820;7631782;993233;0;15616;0;1008849;1139572;9780202;15869073;0,112;0,1404;0,2016;0,0865;0,022
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43525;1539129;0;1539129;0;1539129;8691754;6312;0;0;0;6312;746685;9444751;11484049;0,163;0,163;0,163;0,134;0,0261
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43525;5257020;0;5257020;0;5257020;3312785;1174;0;0;0;1174;6076555;9390514;5607027;0,5598;0,5598;0,5598;0,9376;0,0058
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43525;1193248;0;1193248;0;1193248;6855496;47249;0;199309;1070190;1316748;977908;9150152;11083421;0,1304;0,1304;0,1304;0,1077;0,0545
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43525;1295924;0;1295924;0;1295924;8142666;0;0;0;0;0;900876;9043542;9583129;0,1433;0,1433;0,1433;0,1352;0,0158
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43525;1138783;0;1138783;240201;1378984;7879157;36023;1008;0;122;37153;917772;8834083;16829613;0,1289;0,1289;0,1561;0,0677;0,1194
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43525;1465912;0;1465912;0;1465912;6355886;10144;0;151502;0;161647;1765409;8282941;20909683;0,177;0,177;0,177;0,0701;0,1414
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43525;1231601;157922;1389524;0;1389524;6524880;27253;0;180929;0;208182;1456011;8189073;49697996;0,1504;0,1697;0,1697;0,028;0,0924
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43525;1166512;0;1166512;0;1166512;7647129;18529;0;0;0;18529;437783;8103441;8434548;0,144;0,144;0,144;0,1383;0,0019
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43525;1681902;0;1681902;0;1681902;3393125;49147;39977;3156661;100131;3345916;1240424;7979464;10337084;0,2108;0,2108;0,2108;0,1627;0,0113
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43525;867794;0;867794;0;867794;6450833;395833;0;98394;0;494227;471287;7416347;NA;0,117;0,117;0,117;NA%;0,0011
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43525;1595820;0;1595820;0;1595820;5253797;383160;0;1123092;0;1506252;419529;7179578;33463170;0,2223;0,2223;0,2223;0,0477;0,0139
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43525;1069284;0;1069284;0;1069284;5126178;132069;0;149275;0;281344;739706;6147228;6610314;0,1739;0,1739;0,1739;0,1618;0,0173
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43525;655721;5424;661145;340473;1001619;4872685;4576;0;1109;0;5685;1196962;6075332;9507476;0,1079;0,1088;0,1649;0,0695;0,2247
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43525;1502976;0;1502976;0;1502976;3781327;88198;0;1229183;0;1317381;722341;5821049;8522973;0,2582;0,2582;0,2582;0,1763;0,0054
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43525;626722;0;626722;82893;709616;5069606;2380;0;325363;0;327743;363766;5761114;9823712;0,1088;0,1088;0,1232;0,0638;0,1999
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43525;735894;0;735894;0;735894;5573965;0;0;0;0;0;108542;5682507;7833216;0,1295;0,1295;0,1295;0,0939;0,0112
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43525;910068;0;910068;0;910068;3620583;68599;0;1648589;0;1717187;312265;5650035;12278288;0,1611;0,1611;0,1611;0,0741;0,009
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43525;1469190;0;1469190;0;1469190;3517987;72216;0;1264977;0;1337194;650147;5505329;15077112;0,2669;0,2669;0,2669;0,0974;0,0173
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43525;1400638;0;1400638;0;1400638;3388190;234295;0;1239963;0;1474258;547699;5410147;8488325;0,2589;0,2589;0,2589;0,165;0,0025
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43525;1213565;0;1213565;0;1213565;4898480;0;0;0;0;0;248133;5146613;7339321;0,2358;0,2358;0,2358;0,1654;0,0073
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;841771;0;841771;0;841771;1277163;13827;5443;721221;83254;823745;3037266;5138174;NA;0,1638;0,1638;0,1638;NA%;0,1175
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43525;906314;0;906314;0;906314;4699257;3822;0;0;0;3822;269565;4972643;5826541;0,1823;0,1823;0,1823;0,1555;0,014
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43525;538364;0;538364;89624;627989;4028383;59220;11213;227938;0;298370;643419;4970172;6661254;0,1083;0,1083;0,1264;0,0808;0,0195
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43525;1171586;0;1171586;0;1171586;4154270;25752;0;12212;1125;39089;561514;4754872;7143413;0,2464;0,2464;0,2464;0,164;0,0718
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43525;793174;0;793174;0;793174;3651052;0;0;0;0;0;952344;4603396;2695274;0,1723;0,1723;0,1723;0,2943;0,3485
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43525;966159;0;966159;666384;1632543;3690414;85395;0;416688;0;502083;340183;4532680;8640136;0,2132;0,2132;0,3602;0,1118;0,0016
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43525;682498;0;682498;0;682498;4032099;0;0;0;0;0;408573;4440672;5446833;0,1537;0,1537;0,1537;0,1253;0,002
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43525;1076953;0;1076953;0;1076953;1140588;37324;0;2920186;0;2957510;302495;4400593;5590357;0,2447;0,2447;0,2447;0,1926;0,0051
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43525;1541642;0;1541642;0;1541642;3603378;0;0;0;0;0;761652;4365030;6133156;0,3532;0,3532;0,3532;0,2514;0,0556
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43525;595556;202215;797771;0;797771;3672025;94330;0;8350;0;102680;435029;4209734;6407011;0,1415;0,1895;0,1895;0,1245;0,0113
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43525;796495;0;796495;0;796495;3476203;253;0;0;0;253;711570;4188026;NA;0,1902;0,1902;0,1902;NA%;0,0006
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43525;603251;0;603251;0;603251;3244538;369754;7408;79461;23426;480048;362925;4087511;5414149;0,1476;0,1476;0,1476;0,1114;0,1331
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43525;NA;NA;NA;NA;1410053;3637057;0;NA;NA;NA;0;252343;3889399;NA;NA%;NA%;0,3625;NA%;0,0181
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43525;1062281;0;1062281;0;1062281;2658395;7673;3453;37106;3069;51301;1142701;3852398;5030547;0,2757;0,2757;0,2757;0,2112;0,1271
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43525;994632;0;994632;0;994632;3226248;0;0;0;0;0;520530;3746778;3580928;0,2655;0,2655;0,2655;0,2778;0,0096
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43525;441916;0;441916;0;441916;3047921;678;0;181449;0;182127;456955;3687003;NA;0,1199;0,1199;0,1199;NA%;0,0297
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43525;911068;0;911068;0;911068;2782764;62179;2221;57667;8215;130282;635930;3548976;6509328;0,2567;0,2567;0,2567;0,14;0,0351
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43525;518078;0;518078;0;518078;2963784;82734;0;510;0;83244;303292;3350319;3415207;0,1546;0,1546;0,1546;0,1517;0,062
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43525;397059;0;397059;72338;469397;2737929;19846;3;65065;84634;169549;434352;3341830;5875599;0,1188;0,1188;0,1405;0,0676;0,1817
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43525;478726;0;478726;0;478726;2923276;0;0;4;0;4;394053;3317333;3681300;0,1443;0,1443;0,1443;0,13;0,0306
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43525;292022;115312;407334;0;407334;2103190;420;0;0;0;420;1123058;3226668;3150666;0,0905;0,1262;0,1262;0,1293;0,0426
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43525;363120;0;363120;38552;401672;2800030;0;0;0;0;0;402432;3202462;2936870;0,1134;0,1134;0,1254;0,1236;0,0026
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43525;398016;0;398016;0;398016;1214582;1452;638;7537;567;10194;1895204;3119979;2309202;0,1276;0,1276;0,1276;0,1724;0,0721
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43525;688195;0;688195;0;688195;2097878;107547;0;566810;0;674357;312712;3084947;4753658;0,2231;0,2231;0,2231;0,1448;0,0102
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43525;776011;0;776011;0;776011;2222087;0;0;0;0;0;544713;2766799;NA;0,2805;0,2805;0,2805;NA%;0,0268
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43525;552905;0;552905;0;552905;2386394;34150;0;0;0;34150;300432;2720975;NA;0,2032;0,2032;0,2032;NA%;0,0502
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43525;220343;0;220343;46383;266726;2127390;115523;207;102483;54783;272997;275453;2675840;6549303;0,0823;0,0823;0,0997;0,0336;0,2069
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43525;983338;0;983338;15018;998356;2327308;43115;0;0;0;43115;295283;2665706;2326441;0,3689;0,3689;0,3745;0,4227;0,0094
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43525;608726;0;608726;874;609600;2407355;34975;0;0;0;34975;166602;2608932;3273562;0,2333;0,2333;0,2337;0,186;0,0489
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43525;375163;0;375163;80000;455163;2137137;0;0;0;0;0;441948;2579084;3609527;0,1455;0,1455;0,1765;0,1039;0,0904
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43525;375193;0;375193;0;375193;2399431;0;0;0;0;0;168239;2567670;3583876;0,1461;0,1461;0,1461;0,1047;0,2302
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43525;1050326;0;1050326;0;1050326;718468;3334;0;1292386;0;1295721;472080;2486269;2305198;0,4225;0,4225;0,4225;0,4556;0,0115
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43525;383667;0;383667;2185;385852;2310178;0;0;0;0;0;136264;2446442;3388066;0,1568;0,1568;0,1577;0,1132;0,214
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43525;596702;0;596702;0;596702;2102033;109236;0;18752;0;127988;180254;2410275;2552009;0,2476;0,2476;0,2476;0,2338;0,0043
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43525;629804;0;629804;0;629804;1445520;73346;25334;373999;34589;507268;307190;2259977;2489065;0,2787;0,2787;0,2787;0,253;0,0234
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43525;287267;0;287267;5155;292423;1918162;0;0;0;0;0;130706;2048867;2950074;0,1402;0,1402;0,1427;0,0974;0,1976
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43525;399239;0;399239;0;399239;972725;47415;0;611884;24820;684119;317046;1973889;5959464;0,2023;0,2023;0,2023;0,067;0,035
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43525;319481;0;319481;0;319481;1339943;6046;0;0;0;6046;623972;1969961;NA;0,1622;0,1622;0,1622;NA%;0,0041
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43525;298296;0;298296;0;298296;1496153;53866;0;29654;0;83519;380548;1960221;2854425;0,1522;0,1522;0,1522;0,1045;0,0662
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;48090;0;48090;0;48090;1727965;11539;0;1658;72028;85224;137916;1951106;2661266;0,0246;0,0246;0,0246;0,0181;0,3569
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;210143;0;210143;0;210143;1235979;27935;0;285375;19650;332960;347721;1916660;2421215;0,1096;0,1096;0,1096;0,0868;0,0903
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43525;NA;NA;NA;NA;586503;1807243;0;NA;NA;NA;0;88794;1896038;NA;NA%;NA%;0,3093;NA%;0,0139
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43525;351176;0;351176;0;351176;1377761;0;0;0;0;0;489156;1866917;NA;0,1881;0,1881;0,1881;NA%;0,0101
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43525;394519;0;394519;0;394519;1650195;0;0;720;0;720;131916;1782830;2531880;0,2213;0,2213;0,2213;0,1558;0,066
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43525;292097;0;292097;655;292752;1629341;0;0;2455;0;2455;72771;1704567;2632937;0,1714;0,1714;0,1717;0,1109;0,067
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43525;537180;0;537180;0;537180;1176038;227270;0;2369;0;229638;284797;1690474;4330904;0,3178;0,3178;0,3178;0,124;0,0003
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43525;NA;NA;NA;NA;484840;1602649;0;NA;NA;NA;0;84504;1687153;NA;NA%;NA%;0,2874;NA%;0,0582
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43525;540588;0;540588;0;540588;1415964;0;0;0;0;0;265328;1681292;NA;0,3215;0,3215;0,3215;NA%;0,0576
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43525;310597;0;310597;0;310597;1533692;0;0;1191;0;1191;122066;1656949;6234331;0,1875;0,1875;0,1875;0,0498;0,1644
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43525;392404;0;392404;0;392404;1571515;0;0;3491;0;3491;80779;1655785;2860077;0,237;0,237;0,237;0,1372;0,0725
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43525;336267;0;336267;0;336267;1370220;0;0;0;0;0;259986;1630206;NA;0,2063;0,2063;0,2063;NA%;0,0018
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43525;382087;0;382087;0;382087;1463021;1352;0;0;0;1352;161414;1625786;2604653;0,235;0,235;0,235;0,1467;0,0617
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43525;NA;NA;NA;NA;293396;1478074;0;NA;NA;NA;0;98818;1576893;NA;NA%;NA%;0,1861;NA%;0,1418
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;43525;609375;0;609375;0;609375;1198907;26186;0;0;0;26186;315250;1540343;NA;0,3956;0,3956;0,3956;NA%;0
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43525;216641;0;216641;17743;234384;907271;16891;0;222;0;17113;611982;1536366;2356374;0,141;0,141;0,1526;0,0919;0,0219
