cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;mar/16;26.123.880;318.970;2.031.212;3.957.312;4.508.582;1.036.558;302.564;3.277;12.158.475;30.691;317.269;779.704;1.172.567;310.867;142.231;2.886;2.756.215;83.521;1.637.494;1.622.967;44.268;27.058;4.195;4.470;3.423.974;132.425;3.140.138;300.846;1.408;127;1;0;3.574.944;0;0;0;0;0;0;0;0;147.814;775.049;1.358.327;755.866;239.972;94.356;23.114;3.394.499;895;18.850;20.231;20.498;1.916;66;0;62.456;2.396;209.456;480.123;55.865;4.665;811;0;753.317;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;mar/16;1,28%;2,61%;3,11%;3,89%;4,16%;2,90%;6,13%;0,40%;3,69%;2,62%;2,57%;3,39%;3,54%;1,44%;0,51%;0,04%;2,18%;1,95%;4,69%;13,98%;5,30%;12,80%;2,10%;1,85%;6,55%;6,77%;5,38%;1,73%;0,09%;0,01%;0,00%;0,00%;4,44%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,39%;3,76%;5,60%;2,72%;1,05%;0,80%;5,36%;2,87%;0,02%;0,04%;0,02%;0,01%;0,00%;0,00%;0,00%;0,01%;0,84%;1,69%;1,76%;0,48%;0,09%;0,02%;0,00%;1,22%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/16;1.125.692;42;94.585;661.340;70.352;10.184;733;0;837.236;0;929;2.184;3.468;0;0;0;6.581;0;1.148;24.539;0;0;0;0;25.687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.061;84.061;57.699;199;85;164;222.269;0;3.850;21.406;5.607;2.166;889;0;33.918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/16;0,06%;0,00%;0,14%;0,65%;0,06%;0,03%;0,01%;0,00%;0,25%;0,00%;0,01%;0,01%;0,01%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,21%;0,00%;0,00%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,39%;0,35%;0,21%;0,00%;0,00%;0,04%;0,19%;0,00%;0,01%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;mar/16;393.428.431;160.103;114.826;279.120;251.256;20.716;108.000;0;934.022;12.976;88.977;216.770;398.223;219.616;48.299;0;984.860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;890;5.492;14.033;21.322;4.458;2.176;0;48.371;1.808.364;17.225.977;38.228.557;89.397.042;68.781.274;142.722.564;27.704.318;385.868.096;22.867;253.828;756.269;1.573.325;1.326.680;1.659.768;345;5.593.081;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;mar/16;19,31%;1,31%;0,18%;0,27%;0,23%;0,06%;2,19%;0,00%;0,28%;1,11%;0,72%;0,94%;1,20%;1,02%;0,17%;0,00%;0,78%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,06%;0,08%;0,02%;0,02%;0,00%;0,04%;39,85%;40,90%;42,35%;48,10%;61,99%;68,22%;56,59%;55,77%;7,98%;2,04%;2,77%;13,42%;26,06%;33,40%;2,44%;9,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;mar/16;9.657.552;302.576;242.290;372.680;300.820;28.584;779;0;1.247.729;46.563;525.041;1.178.447;1.847.791;614.912;217.324;25.937;4.456.015;0;1.166;1.040;0;0;0;0;2.205;22.758;404.686;35.960;10.917;1.676;4.512;336;480.846;0;0;0;0;0;0;0;0;9.161;9.559;10.968;20.588;5.868;674;0;56.818;38.861;138.824;403.508;1.039.417;704.657;747.326;4.943;3.077.536;176;9.557;18.803;52.721;82.351;84.314;0;247.922;1;62.647;23.028;2.412;120;274;0;88.482;
n1%;n1 - Não Bancário de Crédito;mar/16;0,47%;2,48%;0,37%;0,37%;0,28%;0,08%;0,02%;0,00%;0,38%;3,98%;4,26%;5,12%;5,58%;2,85%;0,78%;0,35%;3,52%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;1,16%;0,69%;0,21%;0,73%;0,16%;1,20%;6,76%;0,60%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,09%;0,05%;0,05%;0,07%;0,03%;0,01%;0,00%;0,05%;0,86%;0,33%;0,45%;0,56%;0,64%;0,36%;0,01%;0,44%;0,06%;0,08%;0,07%;0,45%;1,62%;1,70%;0,00%;0,40%;0,00%;0,83%;0,16%;0,01%;0,00%;0,01%;0,00%;0,18%;
n2;n2 - Não Bancário de Mercado de Capitais;mar/16;1.193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.171;0;0;0;0;22;1.193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;mar/16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;mar/16;1.336.175.223;7.609.222;53.319.594;75.923.549;79.462.771;23.937.258;4.384.563;681.188;245.318.145;734.922;9.395.149;16.961.847;25.362.257;19.497.839;27.275.172;7.302.067;106.529.254;3.216.742;31.688.818;6.346.443;757.750;178.666;195.805;236.841;42.621.065;1.561.342;50.599.913;12.701.009;1.072.218;1.006.911;372.320;4.631;67.318.345;1.677.571;32.618.280;47.995.861;22.321.318;8.511.528;2.140.695;5.556;115.270.809;6.193.194;16.516.828;18.981.912;23.238.053;21.569.616;11.293.792;321.778;98.115.174;1.624.518;16.602.638;36.555.327;66.578.432;26.209.070;34.587.461;12.088.649;194.246.096;175.334;9.084.099;21.779.410;9.323.663;3.425.864;2.997.044;13.786;46.799.200;364.120;2.966.980;10.771.598;17.531.846;3.792.353;2.875.322;6.139;38.308.358;
C%;C - Conglomerado;mar/16;65,57%;62,27%;81,60%;74,58%;73,39%;67,07%;88,76%;83,58%;74,54%;62,85%;76,22%;73,66%;76,55%;90,48%;97,76%;99,57%;84,25%;75,26%;90,74%;54,66%;90,76%;84,50%;97,90%;98,15%;81,50%;79,84%;86,69%;73,12%;71,53%;99,04%;98,80%;93,24%;83,53%;87,02%;83,13%;84,79%;73,96%;82,51%;41,46%;99,97%;80,36%;58,36%;80,14%;78,28%;83,57%;94,49%;96,13%;74,58%;82,95%;35,80%;39,42%;40,50%;35,82%;23,62%;16,53%;24,69%;28,07%;61,18%;73,09%;79,88%;79,54%;67,30%;60,31%;97,56%;75,76%;61,44%;39,44%;75,07%;84,90%;90,83%;88,68%;93,00%;75,80%;
I;I - Instituição independente;mar/16;701.748.638;4.610.861;12.023.325;25.875.952;28.817.710;11.754.153;554.983;133.840;83.770.825;434.447;2.931.575;6.065.663;7.770.342;2.050.772;624.557;31.886;19.909.242;1.057.209;3.235.619;5.264.465;77.162;32.784;4.195;4.470;9.675.905;394.337;7.769.352;4.670.044;426.730;9.775;4.533;336;13.275.106;250.177;6.620.391;8.612.000;7.858.585;1.804.176;3.022.571;2;28.167.903;4.419.433;4.094.272;5.266.774;4.569.454;1.256.721;454.899;109.682;20.171.235;2.913.370;25.519.771;53.709.074;119.278.753;84.752.688;174.619.499;36.869.073;497.662.229;111.250;3.344.455;5.484.586;2.399.041;1.664.362;1.972.575;345;14.976.613;228.486;4.556.654;3.577.891;3.118.977;382.658;367.102;462;12.232.230;
I%;I - Instituição independente;mar/16;34,43%;37,73%;18,40%;25,42%;26,61%;32,93%;11,24%;16,42%;25,46%;37,15%;23,78%;26,34%;23,45%;9,52%;2,24%;0,43%;15,75%;24,74%;9,26%;45,34%;9,24%;15,50%;2,10%;1,85%;18,50%;20,16%;13,31%;26,88%;28,47%;0,96%;1,20%;6,76%;16,47%;12,98%;16,87%;15,21%;26,04%;17,49%;58,54%;0,03%;19,64%;41,64%;19,86%;21,72%;16,43%;5,51%;3,87%;25,42%;17,05%;64,20%;60,58%;59,50%;64,18%;76,38%;83,47%;75,31%;71,93%;38,82%;26,91%;20,12%;20,46%;32,70%;39,69%;2,44%;24,24%;38,56%;60,56%;24,93%;15,10%;9,17%;11,32%;7,00%;24,20%;
