cat;Categoria;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/17;29.733.971;300.616;2.631.734;5.389.163;5.865.846;1.502.602;467.112;7.271;16.164.345;25.547;299.822;749.315;1.057.444;266.664;119.152;1.404;2.519.349;95.584;1.681.815;1.581.234;60.609;11.918;9.092;3.865;3.444.117;98.908;3.209.830;296.355;1.624;67;0;0;3.606.784;0;0;0;0;0;0;0;0;168.429;555.239;910.536;880.996;329.888;160.912;19.581;3.025.581;1.174;19.456;27.303;27.209;1.978;91;0;77.212;1.479;293.053;495.653;101.005;4.426;969;0;896.584;0;0;0;0;0;0;0;0;
b3S%;b3S - Cooperativa de Crédito Singulares;jun/17;1,64%;2,81%;4,19%;6,42%;5,67%;8,51%;6,92%;0,39%;5,63%;2,06%;3,48%;4,37%;4,69%;3,47%;0,53%;0,04%;3,03%;3,23%;6,54%;16,98%;8,29%;7,15%;1,18%;1,41%;8,62%;10,43%;6,26%;1,88%;0,09%;0,02%;0,00%;0,00%;5,13%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,86%;2,78%;4,23%;2,77%;1,63%;1,70%;0,94%;2,65%;0,03%;0,05%;0,03%;0,02%;0,00%;0,00%;0,00%;0,01%;1,12%;2,33%;1,53%;0,55%;0,10%;0,02%;0,00%;1,23%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/17;1.029.194;158;120.980;687.652;104.688;20.450;2.051;306;936.284;0;855;2.546;4.942;568;766;0;9.677;0;1.010;0;0;0;0;0;1.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10.639;31.937;22.590;53;14;164;65.401;776;5.018;7.761;1.704;1.564;0;0;16.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/17;0,06%;0,00%;0,19%;0,82%;0,10%;0,12%;0,03%;0,02%;0,33%;0,00%;0,01%;0,01%;0,02%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,15%;0,07%;0,00%;0,00%;0,01%;0,06%;0,02%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
b4;b4 - Banco de Desenvolvimento;jun/17;346.724.035;11.298;60.834;152.133;189.817;21.947;108.129;0;544.157;20.823;75.651;233.292;493.217;157.761;48.238;122;1.029.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;326;36;0;0;0;400;930;5.987;12.656;21.673;9.527;1.554;0;52.327;2.367.966;16.872.029;36.258.248;77.893.963;62.786.050;116.915.668;25.733.206;338.827.130;12.438;376.605;688.383;1.911.042;1.461.719;1.820.591;137;6.270.915;0;0;0;0;0;0;0;0;
b4%;b4 - Banco de Desenvolvimento;jun/17;19,15%;0,11%;0,10%;0,18%;0,18%;0,12%;1,60%;0,00%;0,19%;1,68%;0,88%;1,36%;2,19%;2,06%;0,21%;0,00%;1,24%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,06%;0,07%;0,05%;0,02%;0,00%;0,05%;53,66%;44,33%;42,11%;49,01%;62,01%;63,30%;53,75%;54,53%;9,39%;2,99%;2,12%;10,45%;32,31%;36,86%;1,16%;8,60%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
n1;n1 - Não Bancário de Crédito;jun/17;9.789.895;37.309;230.583;372.236;348.671;86.174;7.075;0;1.082.049;40.422;568.623;1.323.942;2.100.289;682.302;257.928;1.513;4.975.020;0;6.940;742;4.367;0;0;0;12.049;11.049;450.350;49.415;5.360;10;0;0;516.184;0;0;0;0;0;0;0;0;3.261;6.847;20.415;29.449;9.235;4.248;0;73.457;40.247;152.120;434.555;1.008.254;671.112;543.649;2.450;2.852.387;415;8.219;19.901;93.560;30.961;79.168;0;232.223;1.098;9.145;9.694;26.584;4;2;0;46.527;
n1%;n1 - Não Bancário de Crédito;jun/17;0,54%;0,35%;0,37%;0,44%;0,34%;0,49%;0,10%;0,00%;0,38%;3,26%;6,60%;7,72%;9,31%;8,89%;1,15%;0,04%;5,97%;0,00%;0,03%;0,01%;0,60%;0,00%;0,00%;0,00%;0,03%;1,17%;0,88%;0,31%;0,29%;0,00%;0,00%;0,00%;0,73%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,03%;0,09%;0,09%;0,05%;0,04%;0,00%;0,06%;0,91%;0,40%;0,50%;0,63%;0,66%;0,29%;0,01%;0,46%;0,31%;0,07%;0,06%;0,51%;0,68%;1,60%;0,00%;0,32%;0,08%;0,14%;0,07%;0,17%;0,00%;0,00%;0,00%;0,12%;
n2;n2 - Não Bancário de Mercado de Capitais;jun/17;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;0;0;0;0;141;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
n2%;n2 - Não Bancário de Mercado de Capitais;jun/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;
C;C - Conglomerado;jun/17;1.162.911.892;7.687.607;39.020.858;62.761.425;70.663.831;15.320.626;5.958.467;1.689.357;203.102.171;904.670;5.478.687;11.224.586;14.743.692;6.080.081;21.892.078;3.518.181;63.841.975;2.225.646;22.974.147;5.054.764;639.320;154.661;764.394;269.961;32.082.893;699.353;43.127.801;11.186.140;1.720.218;359.295;207.775;11.685;57.312.267;1.566.580;27.905.896;54.328.623;28.715.239;13.321.447;8.072.727;0;133.910.512;6.082.766;17.438.518;17.070.273;27.034.478;19.548.746;9.109.093;1.979.750;98.263.625;1.365.153;14.243.047;33.696.615;53.286.799;23.592.750;32.854.730;12.842.484;171.881.578;91.203;8.641.812;24.892.066;15.086.210;2.618.734;2.642.198;11.691;53.983.914;1.072.085;2.564.901;9.016.349;11.709.681;2.465.634;250.467;235.011;27.314.127;
C%;C - Conglomerado;jun/17;64,22%;71,91%;62,18%;74,82%;68,33%;86,74%;88,32%;91,05%;70,77%;72,96%;63,56%;65,49%;65,33%;79,23%;97,24%;99,81%;76,66%;75,11%;89,30%;54,27%;87,48%;92,85%;98,82%;98,59%;80,31%;73,77%;84,16%;70,97%;94,38%;96,05%;100,00%;100,00%;81,44%;84,53%;86,66%;84,90%;80,72%;75,71%;99,30%;0,00%;84,04%;67,32%;87,21%;79,28%;84,99%;96,70%;96,11%;95,00%;86,08%;30,94%;37,42%;39,14%;33,52%;23,30%;17,79%;26,82%;27,66%;68,88%;68,72%;76,64%;82,51%;57,88%;53,49%;98,84%;74,01%;73,79%;40,30%;69,01%;75,82%;88,96%;47,14%;99,78%;68,52%;
I;I - Instituição independente;jun/17;647.984.850;3.003.654;23.730.977;21.126.495;32.745.832;2.341.358;787.808;166.153;83.902.277;335.346;3.141.162;5.914.909;7.824.798;1.594.351;621.681;6.872;19.439.118;737.357;2.754.098;4.259.699;91.496;11.918;9.092;3.865;7.867.525;248.667;8.117.340;4.574.721;102.519;14.763;0;0;13.058.011;286.759;4.295.102;9.663.995;6.858.426;4.274.536;56.841;0;25.435.659;2.952.681;2.557.777;4.460.686;4.775.087;667.821;368.931;104.297;15.887.281;3.047.409;23.818.599;52.398.684;105.663.351;77.665.915;151.833.919;35.032.795;449.460.672;41.207;3.933.398;7.586.002;3.197.490;1.905.609;2.297.019;137;18.960.861;380.780;3.799.295;4.048.621;3.734.692;305.944;280.904;514;12.550.750;
I%;I - Instituição independente;jun/17;35,78%;28,09%;37,82%;25,18%;31,67%;13,26%;11,68%;8,95%;29,23%;27,04%;36,44%;34,51%;34,67%;20,77%;2,76%;0,19%;23,34%;24,89%;10,70%;45,73%;12,52%;7,15%;1,18%;1,41%;19,69%;26,23%;15,84%;29,03%;5,62%;3,95%;0,00%;0,00%;18,56%;15,47%;13,34%;15,10%;19,28%;24,29%;0,70%;0,00%;15,96%;32,68%;12,79%;20,72%;15,01%;3,30%;3,89%;5,00%;13,92%;69,06%;62,58%;60,86%;66,48%;76,70%;82,21%;73,18%;72,34%;31,12%;31,28%;23,36%;17,49%;42,12%;46,51%;1,16%;25,99%;26,21%;59,70%;30,99%;24,18%;11,04%;52,86%;0,22%;31,48%;
