cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/17;55.162.316;27.456;561.638;1.569.347;2.498.109;1.056.256;491.924;387;6.205.118;406.806;3.072.144;5.656.491;5.208.988;1.360.813;504.363;12.987;16.222.591;27.432;389.846;969.390;1.288.034;168.415;1.188;0;2.844.304;0;0;0;0;0;0;0;0;79.997;773.044;216.932;3.422;338;36;0;1.073.768;254.584;5.204.790;11.054.188;3.087.531;611.636;444.060;0;20.656.788;463.194;3.011.236;2.636.683;1.364.715;425.187;228.378;30.354;8.159.747;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/17;3,34%;0,74%;2,10%;2,26%;2,09%;1,81%;2,18%;0,10%;2,06%;6,64%;16,16%;17,77%;17,68%;16,43%;19,51%;1,02%;16,46%;0,92%;1,83%;1,92%;2,08%;2,29%;3,58%;0,00%;1,97%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,45%;0,64%;0,55%;0,17%;0,23%;0,08%;0,00%;0,59%;7,41%;15,83%;17,49%;5,17%;1,85%;1,56%;0,00%;9,32%;4,96%;10,58%;11,22%;6,48%;5,25%;5,22%;4,45%;8,54%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/17;3.456;0;0;0;0;0;0;0;0;140;94;234;332;139;0;0;938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.501;272;124;604;16;0;0;2.517;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/17;4.713.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.321;179.434;599.363;1.428.550;1.208.285;1.150.995;69;4.609.017;4.192;6.084;18.829;34.652;22.748;17.674;0;104.179;0
b4%;b4 - Banco de Desenvolvimento;jun/17;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,23%;0,55%;0,95%;2,39%;3,66%;4,05%;0,01%;2,08%;0,04%;0,02%;0,08%;0,16%;0,28%;0,40%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;jun/17;18.372.900;11.756;102.262;228.985;263.848;87.523;33.922;0;728.296;633.082;872.324;838.976;99.747;2.035;2.163;2;2.448.328;38.070;277.251;620.536;667.665;45.492;1.458;0;1.650.472;9.768;69.212;199.631;486.775;297.280;524.815;257.739;1.845.221;1.116.066;5.562.483;2.462.029;130.417;1.676;0;0;9.272.671;19.663;48.823;169.652;389.755;338.838;378.691;0;1.345.423;371.781;274.898;235.413;78.355;39.582;74.500;7.959;1.082.488;0
n1%;n1 - Não Bancário de Crédito;jun/17;1,11%;0,32%;0,38%;0,33%;0,22%;0,15%;0,15%;0,00%;0,24%;10,34%;4,59%;2,64%;0,34%;0,02%;0,08%;0,00%;2,48%;1,28%;1,30%;1,23%;1,08%;0,62%;4,39%;0,00%;1,14%;0,54%;0,45%;0,49%;0,52%;0,39%;0,24%;0,24%;0,33%;6,22%;4,60%;6,27%;6,31%;1,13%;0,00%;0,00%;5,12%;0,57%;0,15%;0,27%;0,65%;1,03%;1,33%;0,00%;0,61%;3,98%;0,97%;1,00%;0,37%;0,49%;1,70%;1,17%;1,13%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/17;7.185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.185;7.185;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,05%;0,01%;0,00%
C;C - Conglomerado;jun/17;1.004.861.410;1.767.041;19.663.137;51.438.250;89.957.462;44.849.048;16.452.452;405.679;224.533.068;4.308.334;13.782.154;22.386.799;21.772.982;6.794.323;2.048.470;1.248.436;72.341.498;2.330.413;16.983.528;40.267.905;50.130.612;6.308.208;17.734;32.864;116.071.264;270.755;2.998.077;7.082.277;16.990.787;14.885.947;54.738.558;46.282.795;143.249.196;14.143.497;108.462.292;34.228.641;1.642.060;144.154;44.825;768.493;159.433.962;2.631.620;25.226.974;45.670.112;47.079.522;26.242.139;23.137.245;957.364;170.944.976;6.050.855;18.294.849;13.462.406;14.148.336;5.497.754;2.490.189;563.602;60.507.991;57.779.455
C%;C - Conglomerado;jun/17;60,83%;47,45%;73,66%;73,95%;75,22%;76,74%;72,90%;99,81%;74,60%;70,36%;72,49%;70,34%;73,90%;82,03%;79,23%;98,40%;73,40%;78,54%;79,53%;79,59%;80,87%;85,67%;53,41%;97,09%;80,42%;15,00%;19,48%;17,39%;18,12%;19,62%;25,20%;43,18%;25,95%;78,85%;89,69%;87,21%;79,46%;97,16%;94,08%;100,00%;88,02%;76,63%;76,73%;72,24%;78,83%;79,40%;81,50%;99,99%;77,12%;64,82%;64,29%;57,27%;67,17%;67,92%;56,87%;82,56%;63,35%;99,99%
I;I - Instituição independente;jun/17;647.051.991;1.957.337;7.031.378;18.120.568;29.634.387;13.593.207;6.115.162;758;76.452.797;1.815.121;5.229.326;9.440.368;7.688.436;1.488.592;536.881;20.362;26.219.087;636.906;4.372.481;10.327.768;11.855.862;1.055.176;15.472;985;28.264.650;1.534.310;12.394.052;33.642.368;76.785.831;60.991.157;162.437.374;60.904.643;408.689.735;3.792.753;12.466.273;5.018.282;424.449;4.219;2.823;27;21.708.826;802.593;7.649.552;17.548.841;12.641.572;6.809.908;5.252.102;69;50.704.637;3.284.060;10.160.215;10.042.826;6.916.247;2.596.318;1.888.182;119.065;35.006.914;5.345
I%;I - Instituição independente;jun/17;39,17%;52,55%;26,34%;26,05%;24,78%;23,26%;27,10%;0,19%;25,40%;29,64%;27,51%;29,66%;26,10%;17,97%;20,77%;1,60%;26,60%;21,46%;20,47%;20,41%;19,13%;14,33%;46,59%;2,91%;19,58%;85,00%;80,52%;82,61%;81,88%;80,38%;74,80%;56,82%;74,05%;21,15%;10,31%;12,79%;20,54%;2,84%;5,92%;0,00%;11,98%;23,37%;23,27%;27,76%;21,17%;20,60%;18,50%;0,01%;22,88%;35,18%;35,71%;42,73%;32,83%;32,08%;43,13%;17,44%;36,65%;0,01%
