cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;mar/17;29.286.978;315.039;2.607.746;5.281.434;5.598.862;1.385.802;419.948;7.490;15.616.322;37.860;299.028;766.038;1.070.225;266.202;121.697;1.872;2.562.921;95.890;1.639.475;1.643.704;75.094;12.538;8.359;4.163;3.479.222;103.711;3.249.838;275.854;1.808;248;0;0;3.631.459;0;0;0;0;0;0;0;0;173.707;551.449;901.427;843.890;307.794;130.139;19.475;2.927.879;1.351;19.926;28.529;29.648;2.579;109;0;82.143;3.615;286.531;602.826;87.772;5.510;777;0;987.031;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/17;1,60%;2,40%;3,98%;6,16%;5,51%;6,25%;6,02%;0,44%;5,26%;2,84%;3,33%;4,47%;4,70%;3,50%;0,55%;0,05%;3,07%;2,96%;5,96%;17,23%;10,41%;7,04%;1,20%;1,76%;8,26%;7,54%;6,37%;1,72%;0,10%;0,06%;0,00%;0,00%;5,11%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,56%;2,86%;4,10%;2,66%;1,48%;1,36%;1,77%;2,53%;0,03%;0,05%;0,03%;0,02%;0,00%;0,00%;0,00%;0,01%;0,89%;2,00%;1,84%;0,64%;0,11%;0,02%;0,00%;1,39%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/17;1.008.351;107;157.835;646.876;91.381;14.939;234;0;911.374;0;738;2.107;4.120;332;808;0;8.105;0;0;1.068;0;0;0;0;1.068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;10.569;31.519;31.050;18;16;164;73.352;390;1.837;9.448;804;1.973;0;0;14.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/17;0,06%;0,00%;0,24%;0,75%;0,09%;0,07%;0,00%;0,00%;0,31%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,14%;0,10%;0,00%;0,00%;0,01%;0,06%;0,01%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/17;348.990.024;15.508;66.799;149.590;177.514;16.392;108.287;0;534.091;15.855;76.082;224.263;513.427;175.131;52.730;0;1.057.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;913;5.548;12.235;16.469;7.884;1.815;0;44.863;2.248.658;17.366.726;36.202.323;78.869.638;63.173.569;117.163.786;26.228.656;341.253.355;9.111;251.498;822.112;1.764.333;1.525.274;1.727.604;294;6.100.226;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;mar/17;19,04%;0,12%;0,10%;0,17%;0,17%;0,07%;1,55%;0,00%;0,18%;1,19%;0,85%;1,31%;2,26%;2,30%;0,24%;0,00%;1,27%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,03%;0,06%;0,05%;0,04%;0,02%;0,00%;0,04%;46,72%;47,29%;41,88%;47,58%;62,17%;63,64%;54,00%;54,34%;2,23%;1,76%;2,51%;12,77%;31,23%;36,90%;2,47%;8,61%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;mar/17;9.899.865;59.112;246.425;410.742;320.028;66.589;3.833;0;1.106.729;41.287;589.333;1.277.976;2.082.902;696.936;276.780;1.088;4.966.302;0;4.734;0;0;0;0;0;4.734;13.539;464.824;51.118;6.708;13;0;0;536.202;0;0;0;0;0;0;0;0;1.978;10.424;13.570;26.877;7.211;6.175;0;66.235;48.201;147.360;433.609;1.015.298;676.665;601.377;4.717;2.927.226;459;10.409;20.114;46.500;83.595;82.019;0;243.095;754;29.048;9.412;10.122;4;2;0;49.341
n1%;n1 - Não Bancário de Crédito;mar/17;0,54%;0,45%;0,38%;0,48%;0,31%;0,30%;0,05%;0,00%;0,37%;3,09%;6,57%;7,46%;9,16%;9,15%;1,25%;0,03%;5,95%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,98%;0,91%;0,32%;0,36%;0,00%;0,00%;0,00%;0,76%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,05%;0,06%;0,08%;0,03%;0,06%;0,00%;0,06%;1,00%;0,40%;0,50%;0,61%;0,67%;0,33%;0,01%;0,47%;0,11%;0,07%;0,06%;0,34%;1,71%;1,75%;0,00%;0,34%;0,07%;0,40%;0,07%;0,06%;0,00%;0,00%;0,00%;0,11%
n2;n2 - Não Bancário de Mercado de Capitais;mar/17;1.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;0;0;0;0;455;1.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;mar/17;1.175.083.455;9.890.453;42.989.416;63.541.522;67.869.171;19.975.431;6.252.904;1.538.764;212.057.661;982.229;5.648.902;11.104.986;14.834.458;5.979.804;21.394.199;3.531.821;63.476.399;2.492.545;24.719.867;5.097.427;608.528;165.585;687.753;232.845;34.004.550;1.092.305;43.388.601;11.374.741;1.763.065;410.302;265.783;13.397;58.308.195;1.562.351;35.875.371;46.488.864;30.900.756;11.473.699;5.599.651;1.913;131.902.605;7.939.270;16.470.478;18.005.166;26.670.110;20.130.754;9.213.149;997.205;99.426.133;1.663.305;12.417.083;34.052.390;58.402.260;23.690.163;32.624.789;12.854.474;175.704.465;127.464;9.293.877;24.172.776;10.965.797;2.936.336;2.592.560;11.635;50.100.444;834.236;3.229.594;9.467.686;13.152.338;2.597.520;1.437.038;20.487;30.738.898
C%;C - Conglomerado;mar/17;64,13%;75,36%;65,58%;74,12%;66,75%;90,13%;89,60%;89,87%;71,42%;73,58%;62,98%;64,84%;65,21%;78,54%;96,58%;99,87%;76,04%;76,86%;89,80%;53,43%;84,39%;92,96%;98,80%;98,24%;80,69%;79,44%;85,08%;70,76%;94,51%;97,93%;100,00%;100,00%;82,11%;79,09%;82,76%;84,22%;81,06%;76,10%;86,72%;100,00%;82,35%;71,38%;85,30%;81,99%;83,98%;96,75%;96,39%;90,50%;86,00%;34,56%;33,81%;39,39%;35,23%;23,31%;17,72%;26,46%;27,98%;31,23%;64,91%;73,83%;79,40%;60,12%;55,38%;97,53%;70,71%;72,68%;44,17%;70,86%;78,55%;88,96%;82,87%;97,56%;71,09%
I;I - Instituição independente;mar/17;657.374.367;3.234.385;22.563.612;22.185.956;33.808.108;2.187.791;725.749;173.529;84.879.131;352.687;3.320.357;6.022.840;7.914.331;1.634.056;756.840;4.770;20.005.881;750.540;2.806.307;4.443.205;112.599;12.538;8.359;4.163;8.137.711;282.646;7.606.615;4.701.223;102.337;8.670;0;0;12.701.490;412.944;7.471.420;8.708.362;7.218.999;3.603.452;857.194;0;28.272.370;3.182.692;2.837.422;3.955.303;5.089.191;677.000;345.016;104.629;16.191.253;3.149.486;24.305.775;52.397.802;107.359.442;77.925.180;151.467.218;35.717.235;452.322.137;280.675;5.023.726;8.567.266;2.845.330;1.947.586;2.088.979;294;20.753.858;313.558;4.082.330;3.894.055;3.591.230;322.451;297.019;512;12.501.156
I%;I - Instituição independente;mar/17;35,87%;24,64%;34,42%;25,88%;33,25%;9,87%;10,40%;10,13%;28,58%;26,42%;37,02%;35,16%;34,79%;21,46%;3,42%;0,13%;23,96%;23,14%;10,20%;46,57%;15,61%;7,04%;1,20%;1,76%;19,31%;20,56%;14,92%;29,24%;5,49%;2,07%;0,00%;0,00%;17,89%;20,91%;17,24%;15,78%;18,94%;23,90%;13,28%;0,00%;17,65%;28,62%;14,70%;18,01%;16,02%;3,25%;3,61%;9,50%;14,00%;65,44%;66,19%;60,61%;64,77%;76,69%;82,28%;73,54%;72,02%;68,77%;35,09%;26,17%;20,60%;39,88%;44,62%;2,47%;29,29%;27,32%;55,83%;29,14%;21,45%;11,04%;17,13%;2,44%;28,91%
