Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2013;3611375;0;0;0;0;0;0;0;0;0;1522;4820;587;294;22;0;7245;0;5101;15495;38782;31070;24316;0;114764;0;153;326;855;863;3567;3080;8844;0;0;0;0;0;0;0;0;0;74642;477224;1002023;793499;1022355;0;3369743;322;10055;45319;45132;9243;709;0;110780;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2013;3339851;3671;148445;378335;632573;268680;80189;0;1511893;74;56668;48930;23360;2743;33;0;131808;6214;289374;664286;631866;42234;29;0;1634003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;514;907;321;0;0;1918;0;11643;11854;22030;12016;2685;0;60229;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/12/2013;3304118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501260;1868224;865792;68842;0;0;0;3304118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2013;3197809;1741;8841;18265;19203;2495;3;0;50548;74;2323;617;149;1;0;0;3164;5352;50540;124589;174010;18274;15;0;372781;0;0;0;0;0;0;0;0;200490;1897580;663515;9729;0;0;0;2771314;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/12/2013;3032488;0;0;0;0;0;0;0;0;560;36;89913;150217;99813;3397;0;343937;0;966;6549;14735;1943;0;0;24194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9098;4257;662308;1067805;631678;285351;0;2660497;0;0;2239;1621;0;0;0;3860;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2013;3006288;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;44996;492564;1159558;1250630;58535;4;0;3006287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/12/2013;2638373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8916;64420;307651;668172;543385;984890;744;2578178;250;2074;18033;16435;11135;12144;123;60195;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2013;2591498;3015;173893;406442;837551;370444;16598;0;1807942;25745;169655;271834;177836;15078;1348;10;661506;0;0;0;0;0;0;0;0;14;42;723;204;0;0;0;983;36124;47399;17188;186;0;0;0;100898;0;124;2254;357;379;3759;0;6872;6368;5316;1613;0;0;0;0;13297;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2013;2461709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;1661;3155;3319;72;0;0;8316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6217;16860;472341;817368;562159;256504;0;2131448;18317;69924;79721;116010;33290;4682;0;321944;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/12/2013;2416373;16427;175873;532901;1023499;455261;87934;0;2291894;9637;43009;46041;4627;0;0;0;103315;16;11;10;7;0;0;0;44;0;0;0;0;0;0;0;0;1997;2686;0;0;0;0;0;4683;0;0;0;0;0;0;0;0;9059;3405;2868;491;192;384;37;16436;0
FIBRA;49951;b1;I;2;;199;SAO PAULO;SP;01/12/2013;2301225;8250;30249;70866;78431;7177;124;0;195098;35695;244590;200714;9243;30;0;0;490272;61252;192346;442061;527626;13475;0;0;1236760;0;0;0;0;0;0;0;0;28790;53513;7511;2;0;0;0;89815;0;2961;2649;0;0;0;0;5610;10760;64147;191881;12317;797;1157;71;281129;2541
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/12/2013;2266583;0;0;0;0;0;0;0;0;0;204;446;321;10;0;0;980;14152;350028;832683;966809;89629;128;0;2253428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;2154;4789;4789;295;0;0;12174;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2013;2159282;3450;61850;210778;401172;178867;14433;0;870550;7980;47632;88508;104207;14590;1093;0;264010;1887;18662;46400;70366;14185;33;0;151533;259;1733;3287;7378;6949;29196;25385;74186;4072;16221;56581;100148;5;5;0;177032;6341;100952;164546;93821;42492;4911;0;413063;11988;44143;78344;58467;14451;1515;0;208908;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/12/2013;2065714;10117;109226;270183;410445;110473;1449;0;911892;45935;65133;75193;12648;315;0;0;199224;38084;149307;331217;406667;29229;94;0;954598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2013;1965737;0;0;0;0;0;0;0;0;0;57576;124875;409772;47879;0;0;640102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0;1254;0;0;0;1575;11;39243;111795;70232;2507;1403;0;225191;1098870
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;1945476;23137;186651;453595;646241;142524;10665;0;1462814;214;1940;4518;6895;1764;191;0;15522;0;1314;3598;6858;3435;53;0;15258;0;0;0;0;0;0;0;0;51112;400026;0;0;0;0;0;451138;0;0;0;0;0;0;0;0;0;241;503;0;0;0;0;744;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2013;1915387;1770;27011;66756;127313;48593;370;0;271813;58;149;324;304;90;6;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12091;148980;402106;46;0;0;0;563222;0;33581;116802;206136;146310;139410;0;642240;393;32393;90130;192301;93833;27556;576;437181;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/12/2013;1843979;0;291;688;1097;13;0;0;2089;596;78570;38410;37819;3917;614;0;159926;314;16621;43127;75015;15148;32;0;150258;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;35195;99434;839732;73081;6854;1348;0;1055644;21474;192099;85074;48358;19686;2179;107192;476062;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/12/2013;1734050;333;3123;4492;920;0;0;0;8868;222857;355894;220148;10847;0;0;0;809747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393239;408110;480;0;0;0;801829;0;0;0;0;0;0;0;0;24227;46195;37617;5568;0;0;0;113607;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/12/2013;1445731;1430;372;552;508;5;0;0;2867;43467;59221;35775;55;0;0;0;138518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224347;785358;294410;231;0;0;0;1304346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2013;1190052;3156;52222;121587;283658;180012;6325;0;646961;1619;8128;9305;1843;560;178;0;21633;0;0;0;0;0;0;0;0;91;2456;6708;18498;18164;76691;52299;174907;0;252551;0;0;0;0;0;252551;916;3740;11949;20096;12858;9882;0;59440;2094;14159;16354;387;173;784;610;34560;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/12/2013;1058120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;107;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8800;28911;110954;271135;221794;413738;94;1055426;313;122;618;1230;91;93;0;2468;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/12/2013;1043927;9327;74116;195523;338342;104023;3952;0;725282;3877;16469;21327;21160;4284;75;35;67227;3900;19115;44654;68406;7642;5;0;143721;0;50;134;330;295;1109;380;2298;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;255;811;40821;29469;15482;11282;7281;0;105146;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2013;1032619;8;140;328;163;0;0;0;639;4298;88295;228935;268027;16926;740;0;607221;1449;19542;54887;72904;481;0;0;149262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2723;68667;127423;73865;2600;219;0;275497;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/12/2013;983369;105;29143;94671;155889;127685;1213;0;408707;2302;53569;117212;224732;174874;1972;0;574662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/12/2013;982855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11062;124750;311510;478445;57086;2;0;982855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/12/2013;971325;16;10;1;0;0;0;0;27;245234;533071;192683;309;0;0;0;971298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;n1;I;2;;197;SAO PAULO;SP;01/12/2013;918672;0;0;0;0;0;0;0;0;19960;72047;93608;26778;1230;0;0;213623;31831;89129;190332;241803;25513;0;0;578608;0;0;0;0;0;0;0;0;55665;70777;0;0;0;0;0;126442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/12/2013;912540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4864;41907;100887;189596;143029;354290;74986;909558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;218;527;382;1110;662;2982;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/12/2013;905800;0;2;6;8;0;0;0;17;1988;16821;39418;31580;14065;4181;0;108052;75;1326;3248;4689;363;0;0;9702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5978;60510;310785;229748;1184;22346;0;630551;2686;31069;31855;36697;22066;9944;23161;157478;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/12/2013;845637;0;0;0;0;0;0;0;0;5168;0;163042;0;0;0;0;168210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14491;563597;95459;3880;0;0;677427;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/12/2013;814723;29;1042;2858;4953;1196;16;0;10094;2641;24572;75724;60697;9782;1154;0;174571;237;3360;9985;16271;2154;1;0;32008;0;0;0;0;0;0;0;0;1477;13400;0;0;0;0;0;14877;1297;7650;323742;13167;1627;0;0;347483;3658;49223;182068;70;13;0;658;235691;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/12/2013;808997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6283;15590;57807;196306;200461;319448;0;795896;215;1360;3627;5900;1500;499;0;13102;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;754018;8517;21373;129212;246347;69470;6255;0;481174;711;21384;17252;150;2;0;0;39499;0;0;0;0;0;0;0;0;725;6276;16169;35145;25069;39469;1436;124287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2336;11067;23522;42653;20808;8672;0;109058;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/12/2013;681904;0;0;0;0;0;0;0;0;0;201566;140370;2040;0;0;0;343975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36498;158641;81953;837;60000;0;337929;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2013;629539;337;2650;5981;6671;869;1;0;16510;4232;19490;44530;59184;21950;7911;0;157297;23;128;324;418;35;0;0;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25846;15524;139713;136246;44813;32196;689;395026;4077;37153;18183;364;0;0;0;59777;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/12/2013;592314;0;0;0;0;0;0;0;0;81205;75743;74446;7102;1;0;0;238496;1501;6805;15656;12498;22;0;0;36483;0;0;0;0;0;0;0;0;67102;244116;4630;1488;0;0;0;317335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/12/2013;591090;266;1793;3905;4776;424;0;0;11165;371;1763;4112;7874;1874;465;0;16459;8576;64436;157978;223863;26827;50;0;481730;3383;3023;11192;22480;12654;775;0;53507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;2109;5064;13083;7711;0;0;28229;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/12/2013;582884;0;0;0;0;0;0;0;0;3;313;762;1369;356;0;0;2803;7555;72873;187738;273694;36335;71;0;578266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;282;568;693;207;0;0;1815;0
