Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;dez/16;2.552.524;15.064;138.259;229.093;2.170.100;7;0
DEUTSCHE;51183;b1;I;3;;199;SAO PAULO;SP;dez/16;2.496.901;0;26.335;653.140;1.817.426;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;dez/16;2.443.368;316;0;406.955;1.039.426;0;996.670
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;dez/16;2.366.788;23.479;121.223;311.419;1.910.666;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;dez/16;2.008.893;84.586;148.825;1.123.008;652.474;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;dez/16;1.999.906;81.040;110.059;1.216.783;592.023;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;dez/16;1.698.736;150;0;372.303;1.267.972;0;58.311
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;dez/16;1.689.848;23.688;44.984;851.775;769.401;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;dez/16;1.558.896;150.413;314.407;928.407;165.669;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;dez/16;1.521.687;66.868;265.075;941.720;248.012;13;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;dez/16;1.500.539;337.133;92.753;947.227;123.425;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;dez/16;1.440.715;260.661;175.689;135.234;869.120;12;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;dez/16;1.430.865;195;24.288;424.595;981.787;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;dez/16;1.387.232;35.745;0;102.816;1.248.672;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;dez/16;1.323.649;73.306;336.920;658.624;254.780;20;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;dez/16;1.238.801;434;10.320;348.730;879.317;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;dez/16;1.225.748;34.304;166.878;734.579;289.988;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;dez/16;1.199.446;0;2;296.565;902.879;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;dez/16;1.199.231;5.462;136.440;825.730;231.497;103;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;dez/16;1.191.240;48.221;24.343;273.786;844.890;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;dez/16;1.151.106;127.727;324.824;626.658;71.896;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;dez/16;1.133.548;74.763;30.981;746.868;280.935;1;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;dez/16;1.127.736;164.051;87.973;650.444;225.269;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;dez/16;1.094.919;0;1.612;316.893;776.414;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;dez/16;1.077.809;47.808;73.568;456.646;426.919;0;72.868
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;dez/16;998.436;0;688;877.697;120.050;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;dez/16;930.865;0;0;191.953;738.912;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;dez/16;885.564;150.746;223.805;505.769;5.244;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;dez/16;863.100;25.566;80.537;500.577;256.421;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;dez/16;861.383;0;0;597.390;263.992;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;dez/16;808.623;18.647;83.552;441.142;265.280;3;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;dez/16;759.310;44.612;138.669;562.762;13.267;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;dez/16;743.387;39.570;104.174;348.809;250.834;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;dez/16;737.589;40.437;63.383;542.554;91.216;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;dez/16;702.286;0;0;19.449;682.837;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;dez/16;627.562;13.413;38.358;248.853;326.937;0;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;dez/16;623.680;125.414;121.837;287.085;89.344;0;NI
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;dez/16;613.485;214.278;293.723;105.420;34;29;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;dez/16;596.226;25.762;16.268;85.791;468.405;0;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;dez/16;569.221;5.044;965;159.297;320.827;0;83.088
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;dez/16;556.007;14.038;85.478;423.754;32.737;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;dez/16;535.160;20.945;61.407;421.732;31.076;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;dez/16;526.664;60.814;133.277;307.925;24.641;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;dez/16;485.345;13.926;126.642;323.261;21.515;2;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;dez/16;482.691;64.302;40.297;303.220;74.869;3;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;dez/16;479.892;2.016;102.085;108.086;252.890;0;14.815
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;dez/16;462.922;11.266;77.466;290.091;84.095;4;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;dez/16;459.022;116.339;197.198;141.964;3.515;6;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;dez/16;457.670;12.514;60.642;369.997;14.506;10;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;dez/16;445.460;41.901;24.956;301.895;76.708;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;dez/16;430.888;81.340;89.717;120.334;139.469;27;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;dez/16;424.525;30.625;96.311;206.594;90.976;19;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;dez/16;422.706;69.184;67.695;213.989;71.835;3;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;;8;SAO PAULO;SP;dez/16;421.613;87.338;208;146.502;187.564;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;dez/16;412.530;42.351;118.920;219.360;31.894;5;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;dez/16;408.334;32.623;61.100;284.542;30.069;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;dez/16;396.657;9.121;32.653;306.407;48.475;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;dez/16;393.234;62.341;103.753;122.830;104.289;20;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;dez/16;389.589;13.865;15.678;203.629;156.418;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;dez/16;363.480;36.031;59.187;109.347;158.864;51;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;;9;JOAO PESSOA;PB;dez/16;363.434;22.009;60.700;254.673;26.046;5;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;dez/16;358.248;0;0;40.403;317.845;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;dez/16;338.697;6.943;49.462;247.792;34.495;4;0
BANCO RANDON S.A.;11476673;b2;I;2;;8;CAXIAS DO SUL;RS;dez/16;331.874;3.442;21.486;253.520;53.426;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;dez/16;316.696;35.522;92.499;188.670;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;dez/16;314.582;63.421;75.658;102.683;72.807;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;dez/16;292.210;24.219;80.126;159.465;28.387;13;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;dez/16;285.212;96.302;63.294;116.306;9.310;0;NI
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;dez/16;278.403;16.555;15.152;139.826;106.870;0;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;dez/16;276.096;1.763;49.605;123.562;101.165;0;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;dez/16;263.580;146.778;85.547;30.627;628;0;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;dez/16;263.430;1.437;41.803;156.452;63.709;30;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;dez/16;254.470;57.748;65.995;103.119;27.605;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;dez/16;246.300;15.726;62.177;168.393;1;4;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;dez/16;243.373;40.176;60.022;86.144;57.032;0;NI
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;dez/16;240.317;32.181;72.287;130.828;5.018;4;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;dez/16;236.610;8.257;688;4.273;223.392;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;dez/16;232.235;35.785;68.007;77.833;50.596;14;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;dez/16;232.020;12.554;79.244;139.886;331;5;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;dez/16;226.075;22.909;6.892;154.254;42.020;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;dez/16;216.534;39.408;61.266;70.770;45.071;18;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;dez/16;214.248;21.273;16.074;116.429;60.472;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;dez/16;214.233;42.814;55.536;66.706;49.165;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;dez/16;211.489;30.164;74.292;97.022;10.006;5;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;dez/16;210.192;13.387;24.778;135.118;36.909;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;dez/16;203.347;26.442;42.125;57.882;76.886;11;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;dez/16;199.038;5.779;7.961;137.642;47.651;4;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;dez/16;197.244;9.004;34.509;153.731;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;dez/16;196.843;5.673;35.975;149.566;5.627;2;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;dez/16;194.524;14.275;78.231;102.014;0;3;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;;8;PORTO ALEGRE;RS;dez/16;194.379;303;11.106;156.796;26.174;0;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;dez/16;190.981;29.014;48.059;65.298;48.598;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;dez/16;186.293;17.618;65.882;102.792;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;dez/16;186.271;39.527;38.098;48.797;59.843;5;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;dez/16;186.159;6.047;46.319;133.791;0;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;dez/16;181.804;5.817;34.004;134.361;7.622;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;dez/16;178.052;19.153;19.582;51.935;87.375;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;dez/16;176.705;21.508;43.004;60.823;51.355;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;dez/16;175.441;8.713;45.633;121.094;0;1;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;I;2;;9;CHAPECO;SC;dez/16;171.672;13.962;71.474;85.068;1.164;4;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA - UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;dez/16;167.240;4.463;48.824;105.650;8.300;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;dez/16;166.710;31.472;31.626;51.237;52.357;18;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;dez/16;166.256;38.271;31.455;40.130;56.394;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;dez/16;162.820;33.550;20.294;104.730;4.245;2;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;dez/16;162.154;3.928;23.659;98.334;36.234;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;dez/16;156.954;5.014;28.197;113.730;10.012;1;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;;9;CASCAVEL;PR;dez/16;156.248;15.011;47.219;76.731;17.284;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;dez/16;155.567;15.278;30.996;70.211;39.078;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;;9;ITAPEMA;SC;dez/16;155.232;52.667;44.904;45.978;11.669;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;;9;GUAXUPE;MG;dez/16;152.820;19.154;23.716;37.079;72.866;5;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;dez/16;152.666;7.993;5.837;43.676;95.159;0;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;dez/16;151.164;18.126;18.509;109.921;4.608;0;0
