Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;jun/16;13.187.647;7.343.500;27.641;1.207.361;0;1.319.970;945.393;0;20;2.285.671;0;0;57.398;0;693;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;jun/16;12.960.748;9.256.705;3.640;18.481;0;9.018;2.156.650;742.211;97.525;262;0;0;6.714;543.562;1.636;124.343
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;jun/16;12.950.387;11.631.989;0;79.170;0;1.084.899;154.084;0;0;0;0;0;0;0;246;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;jun/16;12.782.689;9.079.649;1.484;2.658.076;0;0;0;0;0;506.881;153;0;388;536.059;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;jun/16;11.314.906;8.608.487;0;13.014;0;2.117.638;549.446;0;0;0;0;0;0;4.756;21.564;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;jun/16;10.985.953;3.176.084;155;256.942;0;12.999;4.851.405;21.999;0;4.084;24.622;0;0;290.632;2;2.347.028
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;jun/16;10.915.671;10.394.908;74.952;261.335;0;0;177.876;0;0;0;0;0;0;0;6.600;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;jun/16;9.557.987;8.060.125;1.069.180;82.330;0;334.360;0;0;0;11.333;0;0;0;0;659;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;jun/16;9.265.487;9.265.482;0;0;0;0;0;0;0;0;0;0;0;0;5;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;jun/16;8.847.447;7.760.469;0;888.997;0;0;0;197.980;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;jun/16;8.499.674;6.903.431;0;0;0;39.765;1.386.120;0;0;0;0;0;0;163.495;6.863;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;jun/16;7.555.149;622.249;0;0;0;0;1.804.493;0;0;0;1.324.453;0;0;0;0;3.803.953
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;jun/16;7.362.774;5.642.380;96.309;0;0;276.727;1.335.715;0;0;0;0;0;0;0;11.643;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;jun/16;6.900.845;5.036.918;0;406.125;0;7.534;1.336.113;112.340;0;0;0;0;0;0;1.815;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;jun/16;6.211.279;6.137.352;0;73.927;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;jun/16;6.172.110;2.010.724;19.906;0;0;0;2.069.706;0;654.269;17.080;0;0;0;0;892;1.399.535
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;jun/16;5.860.337;2.349.767;12.264;1.331.505;0;158;151.550;304.199;21.195;205.934;611.896;0;14.137;857.732;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;jun/16;5.736.882;5.190.748;0;60.885;477.047;0;0;8.201;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;jun/16;4.996.233;4.972.657;0;0;0;0;0;0;0;0;0;0;0;0;23.576;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;jun/16;4.524.871;4.515.358;0;0;0;0;0;0;0;0;0;0;0;0;9.513;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;jun/16;4.436.667;4.384.526;0;29.268;0;0;20.885;1.987;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;jun/16;4.243.411;2.217.955;0;0;0;0;1.271.960;0;0;4.058;0;0;0;749.044;394;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;jun/16;4.043.993;162.876;0;0;0;0;372.064;0;3.509.053;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;jun/16;3.994.875;3.968.146;0;0;0;20.170;6.560;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;jun/16;3.858.472;2.481.956;376.819;13.727;0;3.890;737.585;0;0;11.593;0;0;0;231.073;1.829;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;jun/16;3.856.674;3.473.753;0;316;0;4.631;270.898;31.861;0;54.934;0;0;0;15.774;4.508;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;jun/16;3.834.294;1.534.829;384.733;366.229;0;673.870;782.904;15.959;625;33.747;0;0;0;41.329;68;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;jun/16;3.828.622;3.305.743;0;454.657;0;0;0;68.222;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;jun/16;3.741.648;1.334.240;0;101.996;0;7.804;1.408.235;102.209;0;0;235.175;0;0;192.276;3;359.712
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;jun/16;3.693.260;3.660.919;0;0;0;0;32.340;0;0;0;0;0;0;0;1;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;jun/16;3.630.674;2.308.174;0;0;0;0;219.548;0;207.579;0;0;0;0;0;0;895.372
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;jun/16;3.595.621;3.591.704;0;0;0;380;0;0;0;3.310;0;0;0;0;226;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;jun/16;3.467.469;3.467.355;0;0;0;0;0;0;0;0;0;0;0;0;114;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;jun/16;3.394.004;976.941;950;25;0;502.468;1.156.699;0;0;0;0;0;0;0;48.454;708.467
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;jun/16;3.357.274;2.324.337;32.432;614.284;0;0;0;339.029;0;3.107;1.762;0;0;42.323;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;jun/16;2.930.916;2.757.767;0;92.611;0;0;27.850;0;0;0;0;0;0;52.688;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;jun/16;2.781.078;408.554;0;0;0;0;2.224.370;0;0;0;0;0;0;148.154;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;jun/16;2.715.449;442.557;0;0;85.800;0;1.076.281;0;0;0;0;0;0;0;0;1.110.811
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;jun/16;2.677.968;2.544.647;0;0;0;0;0;0;0;0;0;0;0;0;133.321;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;jun/16;2.600.744;708.022;0;0;0;0;0;0;0;0;0;0;0;1.892.721;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;jun/16;2.552.507;1.863.107;1.226;13;0;0;688.139;0;0;0;0;0;0;0;23;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;jun/16;2.548.436;1.616.211;0;0;0;71.742;860.386;0;0;0;0;0;0;0;97;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;jun/16;2.245.497;1.108.633;185.183;3.099;0;945.934;0;0;0;0;0;0;0;0;2.648;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;jun/16;2.239.590;2.237.593;0;0;0;0;0;0;0;0;0;0;0;0;1.997;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;jun/16;2.177.237;2.165.561;0;0;0;0;0;0;0;0;0;0;0;0;11.677;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;jun/16;2.163.246;1.551.507;393.039;5.107;0;0;184.994;0;0;4.760;0;0;0;17.848;5.990;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;jun/16;2.112.485;2.052.608;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;59.878;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;jun/16;2.056.050;1.932.911;122.334;0;0;0;0;0;0;0;0;0;0;0;806;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;jun/16;2.043.989;287.290;0;0;1.196.181;0;560.518;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;jun/16;1.979.097;0;0;0;0;0;520.716;0;0;0;0;0;0;1.458.382;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;jun/16;1.872.730;887.379;0;41.455;0;2.492;14.596;681.737;0;4.833;0;0;0;240.019;217;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;jun/16;1.865.381;319.547;0;0;0;0;1.464.372;0;5.146;3.703;0;0;104;72.505;4;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;jun/16;1.803.719;1.803.718;0;0;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;jun/16;1.651.987;1.139.311;36.464;28.590;0;3.670;380.805;0;0;33.620;0;0;0;29.517;11;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;jun/16;1.595.041;1.414.798;0;156.380;0;0;0;23.863;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;jun/16;1.591.533;418.577;1.172.954;0;0;0;0;0;0;0;0;0;0;0;3;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;jun/16;1.555.465;951.101;307.708;56.241;0;13.069;18.006;8.935;0;0;4.430;0;0;195.973;3;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;jun/16;1.552.300;31.880;0;0;0;430;1.171.900;0;14.654;391;0;0;0;313.068;0;19.977
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;jun/16;1.485.969;1.059.502;0;3.974;0;0;306.210;91.022;0;0;0;0;0;0;25.260;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;jun/16;1.417.976;1.417.976;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;jun/16;1.375.122;54.025;1.321.087;0;0;0;0;0;0;0;0;0;0;0;10;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;jun/16;1.354.659;158.020;80;4.607;0;29.052;977.406;0;79.990;4.265;143;0;5;93.063;0;8.027
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;jun/16;1.308.711;583.537;0;0;0;0;705.945;0;0;0;0;0;0;19.228;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;jun/16;1.269.266;795.925;0;21.400;0;8.753;222.601;0;0;0;0;0;0;220.586;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;jun/16;1.187.847;1.187.617;0;0;0;0;0;0;0;0;0;0;195;0;35;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;jun/16;1.136.900;139.160;0;209.784;0;0;0;31.301;0;0;0;0;756.654;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;jun/16;1.106.107;778.589;0;0;0;24.977;301.444;0;0;0;0;0;668;0;427;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;jun/16;1.090.113;824.896;0;0;0;16.657;248.561;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;jun/16;1.079.293;993.005;21.929;64.254;0;105;0;0;0;0;0;0;0;0;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;jun/16;1.070.637;3.310;0;0;0;0;0;0;1.067.328;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;jun/16;1.001.038;117.607;4.120;706.527;0;3.485;0;22.035;0;0;147.155;0;105;0;3;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;jun/16;916.936;717.927;0;0;0;44.395;154.344;0;0;0;0;0;0;0;270;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;jun/16;893.504;864.165;0;0;0;0;28.540;0;0;0;0;0;0;0;799;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;jun/16;868.578;744.311;2.499;1.511;0;0;120.186;0;0;0;0;0;0;0;72;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;jun/16;852.177;736.052;0;102.745;0;13.380;0;0;0;0;0;0;0;0;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;jun/16;824.358;26.981;0;82.001;0;1.184;546.148;1.375;0;0;0;0;0;166.669;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;jun/16;819.458;352.023;0;0;0;0;467.423;0;0;0;0;0;0;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;jun/16;819.353;407.450;0;0;0;142.111;269.605;0;0;0;0;0;0;0;186;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;jun/16;786.116;301.527;1.233;0;0;0;383.292;0;0;23.583;0;0;1.009;75.411;62;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;jun/16;776.168;605.547;385;0;0;0;170.202;0;0;0;0;0;0;0;34;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;jun/16;730.849;520.353;0;0;0;35.268;174.971;0;0;0;0;0;0;0;257;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;jun/16;725.262;214;0;0;0;0;446.845;0;0;0;0;0;0;278.202;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;jun/16;701.017;115.691;0;0;0;0;1.350;0;0;0;0;0;0;583.977;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;jun/16;688.442;377.603;0;310.455;0;0;0;0;0;0;0;0;0;350;34;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;jun/16;686.548;448.588;124;101.404;0;4.106;0;110.261;0;20.834;0;0;1.232;0;0;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;jun/16;674.932;666.634;0;0;0;0;0;0;0;0;0;0;0;0;8.298;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;jun/16;672.315;527.548;569;0;0;0;144.174;0;0;0;0;0;0;0;24;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;jun/16;665.043;0;0;0;0;0;665.043;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;jun/16;661.177;588.553;0;0;0;14.098;58.275;0;0;0;0;0;0;0;251;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;jun/16;659.601;307.879;0;0;0;0;274.274;0;0;0;0;0;0;0;0;77.448
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;jun/16;650.539;643.744;0;4.449;0;0;0;0;0;2.329;0;0;0;0;17;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;jun/16;646.301;42.936;0;244.143;0;0;289.305;0;0;0;1.637;0;0;0;0;68.280
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;jun/16;629.503;206.713;0;75;0;18.064;403.843;0;0;0;0;0;511;0;297;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;jun/16;621.426;433.519;590;0;0;0;187.265;0;0;0;0;0;0;0;51;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;jun/16;619.054;394.737;0;0;0;0;224.285;0;0;0;0;0;0;0;33;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;jun/16;585.945;262.561;0;8.703;0;0;314.584;0;0;0;0;0;82;0;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;jun/16;581.165;413.351;0;0;0;26.749;140.868;0;0;0;0;0;0;0;196;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;jun/16;549.285;80.300;0;0;0;0;464.364;0;0;4.620;0;0;0;0;1;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;jun/16;548.524;44.883;132;0;0;91.151;158.729;0;0;253.628;0;0;0;0;0;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;jun/16;542.020;318.894;0;0;0;114.609;100.060;0;0;2.988;0;0;0;0;5.470;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;jun/16;534.788;475.390;0;12;0;0;59.353;0;0;0;0;0;0;0;33;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;jun/16;523.154;268.371;0;0;0;44.083;210.563;0;0;0;0;0;0;0;137;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;jun/16;519.914;86.644;17;0;0;0;433.239;0;0;0;0;0;0;0;13;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;jun/16;510.742;510.682;0;0;0;0;0;0;0;0;0;0;0;0;60;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;jun/16;509.991;425.305;0;0;0;4.307;80.200;0;0;0;0;0;0;0;179;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;jun/16;497.566;423.586;0;0;0;0;73.923;0;0;0;0;0;0;0;57;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;jun/16;497.304;231.700;0;30;0;31.100;234.326;0;0;0;0;0;0;0;147;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;jun/16;480.983;389.779;2.636;0;0;0;88.536;0;0;0;0;0;0;0;33;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;jun/16;480.356;267.298;0;0;0;0;213.011;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;jun/16;470.695;350.885;158;0;0;0;119.623;0;0;0;0;0;0;0;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;jun/16;466.932;256.283;0;0;0;58.157;150.558;0;0;0;0;0;1.748;0;186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;jun/16;465.415;41.357;0;30;0;0;424.001;0;0;0;0;0;0;0;28;0
