Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2016;2008208;164126;31898;563296;1248888;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2016;1978732;0;33459;335247;1610026;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1899913;493134;245579;183847;977342;10;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1829829;9842;32302;531885;1255799;1;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2016;1638098;47677;90844;1090924;408652;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2016;1570066;179564;358445;881065;150992;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1537735;22106;77808;684896;752925;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2016;1527833;81596;278057;889451;278717;12;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2016;1498906;90217;432038;864129;112500;22;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2016;1465368;176;10678;278460;1156078;0;19977
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1409475;51424;0;72726;1285325;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2016;1308711;259;10571;367525;930356;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1269266;0;1604;185715;1081947;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/06/2016;1250809;105569;365854;702869;76517;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1186266;75698;93221;457701;551619;0;8027
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2016;1160973;5912;139983;846725;168237;116;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2016;1117684;144277;94145;647960;231301;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1090113;0;0;261022;829091;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2016;1070637;0;3162;963555;103919;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2016;1060801;30381;166773;654657;208990;0;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2016;1039545;314417;76571;630733;17822;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2016;961819;61549;28073;620597;251599;1;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2016;836447;51496;148384;613781;22786;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2016;824358;80777;38438;307697;397445;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2016;749353;18496;88296;416045;226516;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/06/2016;725047;0;23013;82617;619417;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2016;715764;123784;208916;377828;5237;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/06/2016;701017;0;0;28398;672620;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2016;680180;28968;63189;505513;82509;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2016;665043;0;0;552557;112485;0;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/06/2016;659601;0;2542;153216;426395;0;77448
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2016;646301;5435;109211;134707;328669;0;68280
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2016;614853;27951;94634;316428;175840;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2016;595856;13403;83606;417542;81303;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2016;569354;202006;268851;98428;37;31;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2016;531542;155008;112703;157212;106620;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2016;492675;29792;73632;380147;9084;19;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2016;480485;44330;118335;317815;0;6;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/06/2016;479968;17589;70624;367739;24015;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2016;469059;20943;59055;363835;25227;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2016;461443;126854;190045;140178;4357;9;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2016;457557;55145;15870;298934;87608;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2016;438154;11893;115521;300652;10087;1;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2016;425504;9047;70960;269015;76480;3;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2016;414743;57587;71255;215625;70273;3;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/06/2016;397017;2389;50219;220417;123958;34;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2016;394153;23287;16677;281363;72825;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2016;381157;41336;91881;216159;31774;7;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2016;374598;27135;90915;183702;72827;19;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2016;372287;32118;53907;264663;21598;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2016;372110;75015;90457;88834;117781;23;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2016;366779;30481;49576;264780;21937;4;0
BANCO RANDON S.A.;11476673;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2016;364402;3895;29212;270942;60353;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2016;361941;30518;55853;109632;165898;41;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;;8;SAO PAULO;SP;01/06/2016;360379;72986;0;103812;183582;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2016;351620;57771;94944;114409;84467;29;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2016;348673;7627;43980;267682;29382;2;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/06/2016;328701;48663;20194;231859;27981;4;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/06/2016;327266;43478;14023;148705;121060;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2016;315976;33537;91392;185626;5414;7;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2016;301787;7053;33021;252872;8841;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2016;299928;59461;72849;105870;61735;12;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/06/2016;299748;1;904;5456;293388;0;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2016;296623;14024;109034;160788;12777;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2016;295714;31821;77880;159717;26293;3;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/06/2016;294692;9415;22324;155520;107432;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/06/2016;292685;17531;70705;173605;30839;6;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2016;255570;134074;85484;35352;661;0;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2016;252294;12982;23871;189707;25735;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2016;251462;17361;60667;173430;0;5;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;01/06/2016;251224;0;0;40374;210851;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2016;245625;55198;64485;111125;14814;4;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/06/2016;244880;36116;29212;100251;79302;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2016;228817;37868;64534;67725;58690;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2016;222896;32371;73142;106870;10508;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2016;221133;23867;38023;59064;100169;10;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/06/2016;218615;2123;39296;125302;51894;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2016;205642;34406;50129;69115;51974;19;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/06/2016;199171;12223;63104;123314;526;4;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2016;197579;13234;84811;99532;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2016;193988;41444;52305;61315;38909;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;01/06/2016;186902;7798;52399;126704;0;1;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;01/06/2016;185659;5314;50187;130158;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/06/2016;184129;3748;22809;152982;4588;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;01/06/2016;183951;14086;66212;103651;0;2;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/06/2016;179934;31188;48077;61706;38953;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2016;178882;20399;20698;43137;94640;8;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/06/2016;173431;15520;39651;111631;6628;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2016;173032;34348;44987;50039;43639;18;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;I;2;;9;CHAPECO;SC;01/06/2016;172382;15489;72920;82579;1391;2;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;01/06/2016;167878;4012;43451;108813;11599;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/06/2016;164970;9425;35034;120510;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/06/2016;163472;36244;31625;41094;54505;4;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/06/2016;162254;1199;6434;52687;101935;0;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;01/06/2016;161026;2995;24719;98751;34561;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/06/2016;159725;37451;30021;38470;53776;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/06/2016;159200;25959;40293;40871;52071;5;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;01/06/2016;155739;6328;28824;120586;0;1;0
FATOR;50122;b1;C;2;;199;SAO PAULO;SP;01/06/2016;151737;24682;46315;16909;63831;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2016;148466;36765;28976;80476;2245;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2016;147998;23912;25658;57976;40439;12;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;;9;CASCAVEL;PR;01/06/2016;144606;16769;45653;74531;7650;2;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2016;144144;6212;33127;104804;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;I;2;;9;TURVO;SC;01/06/2016;141616;19344;49109;72910;250;2;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - UNICRED BANDEIRANTE;3055269;b3S;I;2;;9;AMERICANA;SP;01/06/2016;139544;5825;30391;101084;2244;0;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/06/2016;139324;14363;32105;63617;29234;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/06/2016;139210;14102;30698;41989;52414;6;0
BANCO BPN BRASIL S.A.;61033106;b1;I;3;;2;SAO PAULO;SP;01/06/2016;138900;811;17979;96323;23786;0;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2016;135586;5816;13658;85945;30164;3;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO IGUAÇU - SICREDI IGUAÇU PR/SC/SP;84974278;b3S;I;2;;9;SAO JOAO;PR;01/06/2016;134356;25657;28143;42754;37795;7;0
BR PARTNERS;51822;b2;C;2;;198;SAO PAULO;SP;01/06/2016;134352;0;793;27117;106442;0;0
COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO ALIANÇA DAS REGIOES COSTA OESTE PARANAENSE E NORTE PAULISTA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;;9;MARECHAL CANDIDO RONDON;PR;01/06/2016;133552;22918;31190;26388;53045;11;0
