cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b4;b4 - Banco de Desenvolvimento;jun/18;314.731.044;8.171;71.039;138.162;170.286;132.354;2.930;118.606;641.548;17.747;81.643;229.822;389.936;135.250;32.986;534;887.918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.196;20.107;61.903;93.992;24.895;1.770;0;204.862;900.426;13.825.139;31.257.643;67.512.454;53.015.481;113.575.746;27.012.993;307.099.883;5.237;418.289;712.842;1.878.405;1.386.605;1.495.298;157;5.896.833;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;jun/18;18,07%;0,08%;0,17%;0,17%;0,17%;0,52%;0,04%;6,53%;0,24%;1,67%;0,81%;1,09%;1,31%;0,84%;0,11%;0,03%;0,81%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,15%;0,34%;0,46%;0,29%;0,03%;0,00%;0,26%;36,47%;43,09%;42,15%;51,78%;59,97%;63,27%;55,89%;55,30%;3,52%;4,20%;2,86%;16,37%;32,86%;39,78%;11,40%;10,81%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;jun/18;9.307.370;51.162;213.034;354.744;344.481;106.611;2.383;0;1.072.415;51.623;629.008;1.357.559;2.080.420;624.520;238.823;7.647;4.989.600;0;5.932;6.667;1.958;0;0;0;14.557;7.993;92.617;257.322;3.981;0;0;0;361.914;0;0;0;0;0;0;0;0;2.955;7.628;23.868;29.670;8.722;775;0;73.619;29.459;144.524;425.555;944.988;606.135;412.031;1.938;2.564.629;2.909;7.718;26.868;85.916;75.382;26.518;0;225.311;0;4.798;33;81;77;336;0;5.325
n1%;n1 - Não Bancário de Crédito;jun/18;0,53%;0,50%;0,50%;0,43%;0,34%;0,42%;0,03%;0,00%;0,40%;4,85%;6,26%;6,41%;7,00%;3,88%;0,82%;0,41%;4,58%;0,00%;0,02%;0,07%;0,34%;0,00%;0,00%;0,00%;0,04%;1,12%;0,14%;1,18%;0,24%;0,00%;0,00%;0,00%;0,40%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,06%;0,13%;0,15%;0,10%;0,01%;0,00%;0,09%;1,19%;0,45%;0,57%;0,72%;0,69%;0,23%;0,00%;0,46%;1,96%;0,08%;0,11%;0,75%;1,79%;0,71%;0,00%;0,41%;0,00%;0,12%;0,00%;0,00%;0,00%;0,08%;0,00%;0,02%
n2;n2 - Não Bancário de Mercado de Capitais;jun/18;889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;868;0;0;0;0;21;889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;jun/18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n4%;n4 - Instituições de Pagamento;jun/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;jun/18;1.147.946.585;7.175.736;31.201.219;60.905.075;68.806.253;17.391.498;5.460.499;1.192.242;192.132.522;823.613;6.756.093;15.524.885;22.712.877;14.080.070;28.259.747;1.866.863;90.024.149;1.573.763;23.721.790;5.441.003;483.784;103.859;1.107.418;171.463;32.603.079;497.489;56.709.132;16.470.170;1.479.806;295.923;93.811;525.164;76.071.496;1.384.354;39.108.326;57.620.121;21.702.526;14.806.746;22.448.795;0;157.070.868;6.117.801;11.338.389;15.018.522;17.015.063;7.136.442;5.992.079;2.077.469;64.695.766;994.434;11.672.220;28.329.728;37.879.257;20.347.100;28.950.429;12.209.621;140.382.789;104.893;8.342.700;21.178.607;8.817.648;2.166.548;2.070.740;1.220;42.682.356;983.207;1.851.516;6.245.040;8.482.992;1.767.423;230.131;7.507;19.567.816
C%;C - Conglomerado;jun/18;65,92%;70,56%;73,86%;73,09%;68,89%;68,81%;68,37%;65,66%;70,98%;77,38%;67,20%;73,33%;76,39%;87,47%;97,50%;99,48%;82,61%;73,91%;90,49%;60,79%;83,40%;95,65%;98,75%;96,91%;83,00%;69,56%;85,77%;75,27%;88,29%;69,63%;52,11%;100,00%;83,12%;85,53%;88,32%;87,66%;77,31%;92,49%;99,85%;0,00%;88,15%;72,88%;83,57%;82,71%;83,23%;82,95%;85,44%;95,20%;82,56%;40,28%;36,38%;38,20%;29,05%;23,02%;16,13%;25,26%;25,28%;70,58%;83,76%;84,84%;76,82%;51,34%;55,09%;88,60%;78,27%;68,42%;45,31%;62,11%;68,45%;88,48%;53,99%;94,58%;64,36%
I;I - Instituição independente;jun/18;593.347.662;2.993.977;11.042.165;22.426.948;31.075.468;7.882.799;2.526.362;623.575;78.571.293;240.806;3.297.549;5.645.229;7.019.687;2.017.399;723.568;9.667;18.953.904;555.663;2.493.330;3.509.765;96.291;4.725;14.033;5.472;6.679.279;217.702;9.411.008;5.410.555;196.316;129.077;86.205;0;15.450.864;234.238;5.172.987;8.112.665;6.368.987;1.202.803;32.628;0;21.124.308;2.276.568;2.229.818;3.140.444;3.428.406;1.466.654;1.021.218;104.830;13.667.937;1.474.227;20.410.955;45.829.098;92.502.290;68.049.838;150.572.487;36.123.884;414.962.779;43.714;1.617.936;3.784.124;2.660.375;2.053.475;1.687.835;157;11.847.615;453.814;2.235.063;3.810.278;3.909.332;230.015;196.079;430;10.835.010
I%;I - Instituição independente;jun/18;34,08%;29,44%;26,14%;26,91%;31,11%;31,19%;31,63%;34,34%;29,02%;22,62%;32,80%;26,67%;23,61%;12,53%;2,50%;0,52%;17,39%;26,09%;9,51%;39,21%;16,60%;4,35%;1,25%;3,09%;17,00%;30,44%;14,23%;24,73%;11,71%;30,37%;47,89%;0,00%;16,88%;14,47%;11,68%;12,34%;22,69%;7,51%;0,15%;0,00%;11,85%;27,12%;16,43%;17,29%;16,77%;17,05%;14,56%;4,80%;17,44%;59,72%;63,62%;61,80%;70,95%;76,98%;83,87%;74,74%;74,72%;29,42%;16,24%;15,16%;23,18%;48,66%;44,91%;11,40%;21,73%;31,58%;54,69%;37,89%;31,55%;11,52%;46,01%;5,42%;35,64%
