Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;43160;Sim;Sim;Não;11590034;NI;42736;S3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;31443311;NI;42736;S3
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;C;2;BELO HORIZONTE;MG;43160;Sim;Sim;Não;9456834;14757;42736;S3
BANESTES - PRUDENCIAL;1000080147;b1;C;1;VITORIA;ES;43160;Sim;Sim;Não;17297786;NI;42736;S3
BMG - PRUDENCIAL;1000080178;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;15163152;55669;42736;S3
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;15177822;NI;42736;S3
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;41689171;2281298;43101;S3
PAN - PRUDENCIAL;1000080257;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;24499705;NI;42736;S3
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;11204265;NI;42736;S3
BRB - PRUDENCIAL;1000080288;b1;C;1;BRASILIA;DF;43160;Sim;Sim;Não;15976621;NI;42736;S3
CCB - PRUDENCIAL;1000080295;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;15864472;1361638;42736;S3
ABC-BRASIL - PRUDENCIAL;1000080312;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;37199958;1190362;42736;S3
PINE - PRUDENCIAL;1000080374;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;9707507;91601;42736;S3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;21876652;NI;42736;S3
ING - PRUDENCIAL;1000080501;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;6773605;NI;42736;S3
DEUTSCHE - PRUDENCIAL;1000080532;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;9625795;0;42736;S3
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;18213435;NI;42736;S3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;8560342;NI;42736;S3
ALFA - PRUDENCIAL;1000080570;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;14342497;NI;42736;S3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;17386146;19725;42736;S3
HAITONG - PRUDENCIAL;1000080666;b2;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;6283059;119632;42736;S3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;32716580;NI;42736;S3
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;7932358;NI;42736;S3
SICREDI - PRUDENCIAL;1000080745;b1;C;2;PORTO ALEGRE;RS;43160;Sim;Sim;Não;44545845;NI;42736;S3
GMAC - PRUDENCIAL;1000080848;b2;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;11316206;NI;42736;S3
BANCOOB - PRUDENCIAL;1000080879;b1;C;2;BRASILIA;DF;43160;Sim;Sim;Não;46939064;NI;42736;S3
ORIGINAL - PRUDENCIAL;1000080903;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;8123464;11019;42736;S3
APE POUPEX - PRUDENCIAL;1000081184;n1;I;2;BRASILIA;DF;43160;Não;Sim;Não;7506919;NI;42736;S3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;I;1;BELEM;PA;43160;Sim;Sim;Não;26467030;NI;42736;S3
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;C;1;PORTO ALEGRE;RS;43160;Sim;Sim;Não;17839609;NI;42736;S3
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;I;1;BELO HORIZONTE;MG;43160;Sim;Sim;Não;7016968;NI;42736;S3
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;I;3;CURITIBA;PR;43160;Sim;Sim;Não;8181862;NI;42736;S3
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;6376679;237212;42736;S3
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;I;3;SAO PAULO;SP;43160;Sim;Sim;Não;26057407;0;42736;S3
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;I;3;SAO PAULO;SP;43160;Sim;Sim;Não;8675957;NI;42736;S3
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;C;2;RIO DE JANEIRO;RJ;43160;Sim;Sim;Não;9430536;NI;42736;S3
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;I;3;SAO PAULO;SP;43160;Sim;Sim;Não;13710789;NI;42736;S3
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;C;3;SAO PAULO;SP;43160;Sim;Sim;Não;8888096;274208;42736;S3
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;C;2;SAO PAULO;SP;43160;Sim;Sim;Não;23646300;71321;42736;S3
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB CENTRAL MT/MS;106180;b3C;I;2;CUIABA;MT;43160;Sim;Sim;Não;234856;NI;42736;S4
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;BELO HORIZONTE;MG;43160;Sim;Sim;Não;1030056;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;BELO HORIZONTE;MG;43160;Sim;Sim;Não;4730563;NI;42736;S4
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;SAO PAULO;SP;43160;Sim;Sim;Não;607899;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;FLORIANOPOLIS;SC;43160;Sim;Sim;Não;2232752;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;BRASILIA;DF;43160;Sim;Sim;Não;601735;NI;42736;S4
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;ITAI;SP;43160;Sim;Sim;Não;398907;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;FRANCISCO BELTRAO;PR;43160;Sim;Sim;Não;1981472;NI;42736;S4
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;I;2;PORTO ALEGRE;RS;43160;Sim;Sim;Não;1564673;NI;42736;S4
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;LONDRINA;PR;43160;Sim;Sim;Não;2066452;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;JOINVILLE;SC;43160;Sim;Sim;Não;492933;NI;43009;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;I;2;CURITIBA;PR;43160;Sim;Sim;Não;40008;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;I;2;CAMPO GRANDE;MS;43160;Sim;Sim;Não;639015;NI;43160;S4
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;LONDRINA;PR;43160;Sim;Sim;Não;1867290;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;PORTO VELHO;RO;43160;Sim;Sim;Não;760074;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;SAO GABRIEL DO OESTE;MS;43160;Sim;Sim;Não;877949;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;I;2;PORTO ALEGRE;RS;43160;Sim;Sim;Não;395913;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;I;2;CRICIUMA;SC;43160;Sim;Sim;Não;434589;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL, AMAZÔNIA OCIDENTAL E MUNICÍPIO DE UBÁ;4243780;b3C;I;2;GOIANIA;GO;43160;Sim;Sim;Não;1175028;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO NOROESTE BRASILEIRO LTDA.;4632856;b3C;I;2;JI-PARANA;RO;43160;Sim;Sim;Não;254733;NI;42917;S4
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;I;2;MARINGA;PR;43160;Sim;Sim;Não;1822770;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;I;2;BLUMENAU;SC;43160;Sim;Sim;Não;4412440;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;I;2;RIO VERDE;GO;43160;Sim;Sim;Não;324182;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;I;2;CHAPECO;SC;43160;Sim;Sim;Não;1186491;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;ITAPEMA;SC;43160;Sim;Sim;Não;557944;NI;42736;S4
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;I;2;FLORIANOPOLIS;SC;43160;Sim;Sim;Não;10458;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;I;2;CRISTALINA;GO;43160;Sim;Sim;Não;565006;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VERDE PARÁ - SICREDI VERDE PARÁ;10772401;b3S;I;2;PARAGOMINAS;PA;43160;Sim;Sim;Não;138405;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;I;2;RIO DE JANEIRO;RJ;43160;Sim;Sim;Não;724322;NI;42736;S4
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DOS ADVOGADOS DO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS;19962468;b3S;I;2;PORTO ALEGRE;RS;43160;Sim;Sim;Não;27635;NI;43132;S4
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;I;2;PASSO FUNDO;RS;43160;Sim;Sim;Não;483916;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;CAMPO GRANDE;MS;43160;Sim;Sim;Não;1035381;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;I;2;BELO HORIZONTE;MG;43160;Sim;Sim;Não;6079032;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;DOURADOS;MS;43160;Sim;Sim;Não;1770896;NI;42736;S4
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;I;2;MARACAJU;MS;43160;Sim;Sim;Não;499753;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;LUCAS DO RIO VERDE;MT;43160;Sim;Sim;Não;2734192;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;26549311;b3S;I;2;RONDONOPOLIS;MT;43160;Sim;Sim;Não;716343;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;SORRISO;MT;43160;Sim;Sim;Não;2081923;NI;42736;S4
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;I;2;VITORIA;ES;43160;Sim;Sim;Não;2790519;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;CAMPO VERDE;MT;43160;Sim;Sim;Não;962440;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;TANGARA DA SERRA;MT;43160;Sim;Sim;Não;1347659;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;CANARANA;MT;43160;Sim;Sim;Não;1391915;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;b3S;I;2;ARAPUTANGA;MT;43160;Sim;Sim;Não;634194;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;I;2;GOIANIA;GO;43160;Sim;Sim;Não;1986384;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;I;2;CUIABA;MT;43160;Sim;Sim;Não;3825178;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;I;2;GOIANIA;GO;43160;Sim;Sim;Não;1895089;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;I;2;SALVADOR;BA;43160;Sim;Sim;Não;439226;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;COLIDER;MT;43160;Sim;Sim;Não;1268758;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;GUAXUPE;MG;43160;Sim;Sim;Não;963950;NI;42736;S4
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;BELO HORIZONTE;MG;43160;Sim;Sim;Não;2435003;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;GUARIBA;SP;43160;Sim;Sim;Não;1023882;NI;42736;S4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;RIBEIRAO PRETO;SP;43160;Sim;Sim;Não;1014564;NI;42887;S4
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;I;2;ORLANDIA;SP;43160;Sim;Sim;Não;267755;NI;42736;S4
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;BEBEDOURO;SP;43160;Sim;Sim;Não;5604546;NI;42736;S4
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;I;2;PIRACICABA;SP;43160;Sim;Sim;Não;529250;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57647653;b3S;I;2;HOLAMBRA;SP;43160;Sim;Sim;Não;109597;NI;43070;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;I;2;SAO PAULO;SP;43160;Sim;Sim;Não;1413454;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;I;2;RIBEIRAO PRETO;SP;43160;Sim;Sim;Não;4286257;NI;42736;S4
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA;67096909;b3S;I;2;FRANCA;SP;43160;Sim;Sim;Não;348057;NI;42736;S4
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;I;2;DESCALVADO;SP;43160;Sim;Sim;Não;361605;NI;42736;S4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;I;2;CABEDELO;PB;43160;Sim;Sim;Não;175585;NI;42948;S4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;I;2;CABEDELO;PB;43160;Sim;Sim;Não;1173084;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;JUINA;MT;43160;Sim;Sim;Não;894552;NI;42736;S4
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;SERTAOZINHO;SP;43160;Sim;Sim;Não;2941823;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;I;2;SAO PAULO;SP;43160;Sim;Sim;Não;694397;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;I;2;TOLEDO;PR;43160;Sim;Sim;Não;674621;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;I;2;GUARAPUAVA;PR;43160;Sim;Sim;Não;442912;NI;43040;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;MEDIANEIRA;PR;43160;Sim;Sim;Não;2781648;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;MARECHAL CANDIDO RONDON;PR;43160;Sim;Sim;Não;868929;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;I;2;SANTO ANTONIO DA PLATINA;PR;43160;Sim;Sim;Não;503774;NI;43070;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;CAMBARA;PR;43160;Sim;Sim;Não;360956;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;MARINGA;PR;43160;Sim;Sim;Não;2964523;NI;42736;S4
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;MANDAGUARI;PR;43160;Sim;Sim;Não;882197;NI;42736;S4
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;I;2;FLORIANOPOLIS;SC;43160;Sim;Sim;Não;6655342;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;I;2;LAPA;PR;43160;Sim;Sim;Não;464667;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;PALOTINA;PR;43160;Sim;Sim;Não;2198897;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;I;2;CAFELANDIA;PR;43160;Sim;Sim;Não;709562;NI;43040;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;PONTA GROSSA;PR;43160;Sim;Sim;Não;1727838;NI;42736;S4
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;CAMPO MOURAO;PR;43160;Sim;Sim;Não;2407848;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;I;2;MARIOPOLIS;PR;43160;Sim;Sim;Não;694427;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;CAPANEMA;PR;43160;Sim;Sim;Não;1081106;NI;42736;S4
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;SAO JOAO;PR;43160;Sim;Sim;Não;864175;NI;42736;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;I;2;RIO DE JANEIRO;RJ;43160;Sim;Sim;Não;551427;NI;42736;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;AGUDO;RS;43160;Sim;Sim;Não;878241;NI;42736;S4
