Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43160;6479410;1023644;7503054;1964193;9467247;50072703;461148;0;960524;464;1422137;5639602;57134442;112009862;0,1134;0,1313;0,1657;0,067;0,1833
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43160;7991335;0;7991335;0;7991335;31239957;821553;82898;14170977;372795;15448222;4722119;51410298;69913616;0,1554;0,1554;0,1554;0,1143;0,0171
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43160;4125863;0;4125863;2222909;6348772;30673291;302845;5067;282725;0;590637;9201449;40465376;79370303;0,102;0,102;0,1569;0,052;0,0249
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43160;5455837;0;5455837;710630;6166467;29446112;659377;0;4189;49156;712723;9285522;39444357;74334292;0,1383;0,1383;0,1563;0,0734;0,051
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43160;3315213;0;3315213;1329936;4645149;12333430;2398396;0;6923673;569381;9891450;3511243;25736122;41689171;0,1288;0,1288;0,1805;0,0795;0,0136
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43160;3266435;0;3266435;707053;3973488;17008988;532350;0;3803244;16241;4351835;3629623;24990447;32716580;0,1307;0,1307;0,159;0,0998;0,0134
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43160;3398481;0;3398481;554310;3952790;21911933;315525;26261;714099;649;1056533;1557492;24525959;37199958;0,1386;0,1386;0,1612;0,0914;0,0067
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43160;2332548;0;2332548;1389009;3721557;18087127;249648;507744;1706446;0;2463838;1784573;22335538;26057407;0,1044;0,1044;0,1666;0,0895;0,0039
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43160;4443632;0;4443632;0;4443632;10819717;400873;18384;6851493;789014;8059764;2862295;21741777;31443311;0,2044;0,2044;0,2044;0,1413;0,0234
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43160;3124429;0;3124429;0;3124429;15039735;1421841;0;823832;77249;2322922;2082355;19445011;23646300;0,1607;0,1607;0,1607;0,1321;0,2764
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43160;2032729;0;2032729;512643;2545372;15336886;29259;0;159171;0;188431;2377962;17903279;24499705;0,1135;0,1135;0,1422;0,083;0,1582
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43160;2290144;0;2290144;0;2290144;13716833;1052;0;39525;0;40577;3627269;17384679;26467030;0,1317;0,1317;0,1317;0,0865;0,0699
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43160;2507640;0;2507640;0;2507640;14438907;12445;0;0;1379;13825;1211705;15664436;17839609;0,1601;0,1601;0,1601;0,1406;0,0084
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43160;6458821;0;6458821;0;6458821;327768;0;0;642873;14166814;14809687;416270;15553725;9430536;0,4153;0,4153;0,4153;0,6849;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43160;2783271;0;2783271;933359;3716630;12166322;0;0;0;0;0;1210813;13377135;15177822;0,2081;0,2081;0,2778;0,1834;0,0014
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43160;2395857;0;2395857;0;2395857;3723752;415208;68534;6678062;0;7161803;2078901;12964456;18213435;0,1848;0,1848;0,1848;0,1315;0,0208
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43160;2269934;0;2269934;0;2269934;4919907;2681155;31617;928666;2479096;6120533;1556267;12596707;17386146;0,1802;0,1802;0,1802;0,1306;0,0062
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43160;2340777;0;2340777;0;2340777;9596040;184108;61612;813391;96340;1155451;1165310;11916801;14342497;0,1964;0,1964;0,1964;0,1632;0,1424
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43160;1266673;237319;1503992;714814;2218806;7080775;1486024;0;0;0;1486024;828851;9395650;15864472;0,1348;0,1601;0,2362;0,0948;0,0224
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43160;1559161;0;1559161;17331;1576492;8141485;0;0;0;0;0;1200269;9341753;8560342;0,1669;0,1669;0,1688;0,1821;0,0017
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43160;1082190;0;1082190;218809;1300999;8528815;15832;0;590;0;16422;653577;9198814;15163152;0,1176;0,1176;0,1414;0,0714;0,1672
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43160;1074974;0;1074974;324613;1399587;7776083;88356;681;93176;41954;224167;939362;8939612;15976621;0,1202;0,1202;0,1566;0,0673;0,1133
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43160;1849974;0;1849974;0;1849974;8076534;131;0;0;0;131;600917;8677582;11316206;0,2132;0,2132;0,2132;0,1635;0,0564
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43160;4511805;0;4511805;0;4511805;3477654;3037;0;0;0;3037;4932682;8413372;4817309;0,5363;0,5363;0,5363;0,9366;0,0072
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43160;1618921;0;1618921;0;1618921;6604543;13759;0;108056;0;121815;1490311;8216669;46939064;0,197;0,197;0,197;0,0345;0,1019
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43160;1342457;0;1342457;0;1342457;6119075;5696;0;252285;0;257980;1701190;8078245;17297786;0,1662;0,1662;0,1662;0,0776;0,1891
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43160;1411773;0;1411773;0;1411773;7105479;0;0;0;0;0;802846;7908325;8181862;0,1785;0,1785;0,1785;0,1725;0,0095
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43160;1079247;0;1079247;0;1079247;5676379;30897;1924;405086;571073;1008980;850721;7536079;8123464;0,1432;0,1432;0,1432;0,1329;0,0686
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43160;1005621;0;1005621;0;1005621;6405446;89613;0;0;0;89613;380566;6875625;7621654;0,1463;0,1463;0,1463;0,1319;0,0009
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43160;769088;0;769088;25298;794387;5546562;28174;188916;272754;46725;536568;504165;6587295;9707507;0,1168;0,1168;0,1206;0,0792;0,2042
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43160;562788;1637;564426;416808;981234;5242889;267;0;953;0;1220;1283155;6527264;9456834;0,0862;0,0865;0,1503;0,0597;0,2102
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43160;1239224;154382;1393606;0;1393606;5035247;15923;0;45808;0;61730;1398999;6495976;44545845;0,1908;0,2145;0,2145;0,0313;0,0878
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43160;965558;0;965558;0;965558;5515103;183865;0;87915;0;271780;670337;6457220;7016968;0,1495;0,1495;0,1495;0,1376;0,0534
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43160;1247185;0;1247185;0;1247185;5717935;6508;0;0;0;6508;608442;6332886;8675957;0,1969;0,1969;0,1969;0,1438;0,0237
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43160;798801;0;798801;0;798801;3792744;79046;0;1395610;0;1474657;367959;5635360;21876652;0,1417;0,1417;0,1417;0,0365;0,027
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43160;1566847;0;1566847;0;1566847;2548045;48928;27845;1664513;89778;1831063;1177995;5557104;7932358;0,282;0,282;0,282;0,1975;0,0147
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43160;1289728;0;1289728;0;1289728;3230980;83028;0;1664951;0;1747979;533549;5512509;11204265;0,234;0,234;0,234;0,1151;0,003
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43160;1467581;0;1467581;0;1467581;3446896;17460;0;1140174;0;1157633;862754;5467284;9625795;0,2684;0,2684;0,2684;0,1525;0,0048
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43160;884442;0;884442;673550;1557992;4189786;50166;0;514539;0;564705;336928;5091418;8888096;0,1737;0,1737;0,306;0,0995;0,0023
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43160;629257;0;629257;0;629257;4663898;0;0;158;0;158;340849;5004906;NA;0,1257;0,1257;0,1257;NA%;0,0015
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43160;495606;0;495606;76447;572053;3938490;12434;72661;145948;0;231042;459059;4628592;6376679;0,1071;0,1071;0,1236;0,0777;0,021
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43160;896362;0;896362;0;896362;4335438;0;0;0;0;0;282642;4618080;6572621;0,1941;0,1941;0,1941;0,1364;0,0056
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43160;856918;0;856918;0;856918;4374871;1601;0;0;0;1601;170233;4546704;5476133;0,1885;0,1885;0,1885;0,1565;0,0106
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43160;1409107;0;1409107;0;1409107;2938782;56661;0;830869;0;887529;674899;4501211;13710789;0,3131;0,3131;0,3131;0,1028;0,019
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43160;566917;0;566917;0;566917;4256399;0;0;0;0;0;100677;4357075;5971962;0,1301;0,1301;0,1301;0,0949;0,016
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43160;988336;0;988336;0;988336;3724244;7711;0;17609;2689;28009;470548;4222801;7158093;0,234;0,234;0,234;0,1381;0,0741
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43160;616792;0;616792;0;616792;1642939;66312;38205;230989;247994;583499;1858636;4085073;NA;0,151;0,151;0,151;NA%;0,0765
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43160;1427892;0;1427892;0;1427892;3414970;0;0;0;0;0;669305;4084274;5604546;0,3496;0,3496;0,3496;0,2548;0,0547
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43160;832316;0;832316;0;832316;3148519;0;0;0;0;0;888020;4036540;2623936;0,2062;0,2062;0,2062;0,3172;0,3314
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43160;611714;0;611714;0;611714;3536908;0;0;0;0;0;341876;3878784;4542644;0,1577;0,1577;0,1577;0,1347;0,0032
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43160;578744;0;578744;0;578744;3213638;129772;0;26075;0;155848;303072;3672558;5669778;0,1576;0,1576;0,1576;0,1021;0,0077
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43160;718869;0;718869;0;718869;2581749;27314;12291;21000;0;60605;1002115;3644470;4716213;0,1972;0,1972;0,1972;0,1524;0,1367
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43160;919007;0;919007;0;919007;2971585;0;0;0;0;0;574344;3545929;NA;0,2592;0,2592;0,2592;NA%;0,0005
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43160;390339;0;390339;0;390339;2893806;529;0;186033;0;186563;426448;3506817;NA;0,1113;0,1113;0,1113;NA%;0,0334
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43160;621056;0;621056;0;621056;2846954;25636;3400;221380;11351;261767;308435;3417155;4459466;0,1817;0,1817;0,1817;0,1393;0,1275
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43160;843303;0;843303;0;843303;2433519;8813;0;649469;0;658282;286798;3378599;6773605;0,2496;0,2496;0,2496;0,1245;0,0023
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43160;844689;0;844689;0;844689;2891020;0;0;0;0;0;476781;3367800;3374046;0,2508;0,2508;0,2508;0,2503;0,0117
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43160;NA;NA;NA;NA;1207403;3139361;0;NA;NA;NA;0;208296;3347656;NA;NA%;NA%;0,3607;NA%;0,0189
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43160;505107;0;505107;0;505107;2544883;176578;0;172805;0;349383;276460;3170726;3270547;0,1593;0,1593;0,1593;0,1544;0,0652
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43160;506931;0;506931;0;506931;2544887;5862;0;0;0;5862;421215;2971964;NA;0,1706;0,1706;0,1706;NA%;0,0575
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43160;335802;0;335802;91187;426989;2492604;15592;37;28017;11299;54945;393683;2941232;5318857;0,1142;0,1142;0,1452;0,0631;0,1799
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43160;896424;0;896424;25558;921982;2529810;41926;0;0;0;41926;320288;2892024;2589589;0,31;0,31;0,3188;0,3462;0,0052
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43160;427741;0;427741;0;427741;1825209;0;0;0;0;0;969846;2795055;2613852;0,153;0,153;0,153;0,1636;0,1391
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43160;283798;106079;389877;0;389877;1773001;1374;0;0;0;1374;938576;2712950;2554669;0,1046;0,1437;0,1437;0,1526;0,0063
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43160;711655;0;711655;0;711655;2029073;0;0;0;0;0;531473;2560545;NA;0,2779;0,2779;0,2779;NA%;0,0338
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43160;371191;0;371191;0;371191;2185359;5416;2437;26210;2167;36230;311659;2533248;2941823;0,1465;0,1465;0,1465;0,1262;0,0366
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43160;306157;0;306157;44592;350748;2178603;0;0;0;0;0;351434;2530037;2185799;0,121;0,121;0,1386;0,1401;0,0021
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43160;382843;0;382843;0;382843;1958721;40974;779;27050;779;69582;457097;2485399;3924236;0,154;0,154;0,154;0,0976;0,0254
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43160;559848;0;559848;0;559848;1842880;319374;0;29849;0;349223;158290;2350393;2450383;0,2382;0,2382;0,2382;0,2285;0,0052
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43160;994470;0;994470;0;994470;847295;70667;0;1125400;0;1196066;279357;2322718;4621996;0,4281;0,4281;0,4281;0,2152;0,0035
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43160;437294;0;437294;0;437294;1161610;80905;0;818516;0;899422;222206;2283238;6283059;0,1915;0,1915;0,1915;0,0696;0,0442
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43160;258811;0;258811;0;258811;1352191;45788;0;435130;26122;507040;290633;2149864;3885596;0,1204;0,1204;0,1204;0,0666;0,0579
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43160;523047;0;523047;1312;524359;1860152;31533;0;0;0;31533;218127;2109812;2734192;0,2479;0,2479;0,2485;0,1913;0,0445
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43160;197607;0;197607;78033;275640;1538174;29644;169;33035;26722;89570;465655;2093400;4122324;0,0944;0,0944;0,1317;0,0479;0,1908
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43160;353392;0;353392;0;353392;1042177;4362;1940;20175;1724;28202;1013314;2083693;1658928;0,1696;0,1696;0,1696;0,213;0,1007
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43160;1060925;0;1060925;0;1060925;477310;2652;0;1102783;0;1105435;477968;2060713;1347691;0,5148;0,5148;0,5148;0,7872;0,0095
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43160;436490;0;436490;0;436490;1702586;62792;0;2911;0;65703;287204;2055493;3578356;0,2124;0,2124;0,2124;0,122;0,0006
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43160;313976;0;313976;0;313976;1875583;0;0;0;0;0;156480;2032063;2964523;0,1545;0,1545;0,1545;0,1059;0,2103
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43160;594725;0;594725;0;594725;1463095;10045;0;240943;0;250988;241199;1955282;4573887;0,3042;0,3042;0,3042;0,13;0,0146
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43160;322329;0;322329;3280;325609;1777823;0;0;0;0;0;132590;1910414;2781648;0,1687;0,1687;0,1704;0,1159;0,1815
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43160;271630;0;271630;0;271630;1184044;103743;0;38597;0;142339;531976;1858359;2229455;0,1462;0,1462;0,1462;0,1218;0,0445
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43160;472650;0;472650;0;472650;1518972;23549;0;0;0;23549;279843;1822364;1635311;0,2594;0,2594;0,2594;0,289;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43160;NA;NA;NA;NA;442858;1617895;0;NA;NA;NA;0;78972;1696867;NA;NA%;NA%;0,261;NA%;0,0179
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43160;367835;0;367835;0;367835;1360690;0;0;19831;0;19831;295425;1675946;NA;0,2195;0,2195;0,2195;NA%;0,0027
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43160;41261;0;41261;0;41261;968460;1006;0;573;547025;548605;90938;1608003;1525866;0,0257;0,0257;0,0257;0,027;0,0466
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43160;250804;0;250804;7741;258544;1440795;0;0;0;0;0;129914;1570710;2198897;0,1597;0,1597;0,1646;0,1141;0,1183
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43160;260821;0;260821;0;260821;1448348;0;0;902;0;902;112315;1561566;6079032;0,167;0,167;0,167;0,0429;0,1928
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43160;595181;0;595181;0;595181;1168359;41;0;119341;11316;130697;259482;1558538;2066452;0,3819;0,3819;0,3819;0,288;0,022
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43160;-106685;0;-106685;0;-106685;1342340;1486;25494;13717;6201;46898;165076;1554314;2821438;-0,0686;-0,0686;-0,0686;-0,0378;-0,6789
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43160;329704;0;329704;0;329704;1351841;0;0;2393;0;2393;119428;1473662;2155077;0,2237;0,2237;0,2237;0,153;0,0749
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43160;707164;0;707164;0;707164;1199733;0;0;0;0;0;269257;1468990;NA;0,4814;0,4814;0,4814;NA%;0,0448
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43160;289291;0;289291;0;289291;1283888;0;0;0;0;0;167714;1451602;NA;0,1993;0,1993;0,1993;NA%;0,0031
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43160;323432;0;323432;0;323432;1224893;0;0;0;0;0;203909;1428802;2435003;0,2264;0,2264;0,2264;0,1328;0,0278
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43160;221155;0;221155;16531;237685;892353;36310;0;234;0;36544;443466;1372363;1853496;0,1611;0,1611;0,1732;0,1193;0,0197
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43160;342198;0;342198;0;342198;1299999;0;0;4929;0;4929;63811;1368739;2528315;0,25;0,25;0,25;0,1353;0,057
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43160;NA;NA;NA;NA;230369;1291209;0;NA;NA;NA;0;76892;1368102;NA;NA%;NA%;0,1684;NA%;0,1539
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;43160;571000;0;571000;0;571000;1116470;5743;0;0;0;5743;244218;1366431;NA;0,4179;0,4179;0,4179;NA%;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43160;328103;0;328103;0;328103;1213300;1614;0;0;0;1614;147322;1362235;2081923;0,2409;0,2409;0,2409;0,1576;0,0606
