cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/13;14.881.304;109.735;1.313.429;2.556.404;2.383.274;543.965;171.634;591;7.079.033;9.022;214.697;553.250;866.369;266.472;120.687;3.702;2.034.197;34.788;748.206;897.696;14.817;1.218;749;448.849;2.146.323;48.945;2.087.786;202.143;2.118;94;0;1;2.341.088;0;0;0;0;0;0;0;0;48.490;219.274;257.652;150.944;42.729;155.879;10.147;885.115;2.363;35.313;19.854;20.722;2.235;154;0;80.640;1.472;75.309;161.772;72.283;2.898;1.174;0;314.908;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/13;0,94%;1,32%;1,25%;2,49%;2,50%;2,68%;3,44%;0,44%;2,10%;0,61%;1,28%;2,20%;2,63%;1,97%;0,61%;0,14%;1,81%;0,95%;2,00%;6,75%;1,24%;0,58%;1,37%;83,72%;3,81%;3,34%;3,87%;1,43%;0,09%;0,06%;0,00%;0,12%;3,25%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,42%;1,44%;2,01%;1,15%;0,99%;10,09%;12,03%;1,75%;0,22%;0,12%;0,03%;0,01%;0,00%;0,00%;0,00%;0,02%;0,79%;0,66%;0,54%;0,39%;0,09%;0,01%;0,00%;0,43%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/13;995.157;14;68.389;683.600;83.836;31.637;388;0;867.864;0;171;417;270;0;0;0;858;0;12.972;55.223;0;0;0;23;68.219;0;429;0;0;0;0;0;429;0;0;0;0;0;0;0;0;12;20.285;22.903;2.366;0;0;164;45.730;0;1.405;1.477;9.029;147;0;0;12.058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/13;0,06%;0,00%;0,06%;0,67%;0,09%;0,16%;0,01%;0,00%;0,26%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,42%;0,00%;0,00%;0,00%;0,00%;0,12%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,13%;0,18%;0,02%;0,00%;0,00%;0,19%;0,09%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/13;274.572.172;4.016;51.960;239.499;248.287;47.928;108.007;0;699.698;6.838;27.727;77.503;191.130;163.942;128.843;0;595.982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.664;1.050;0;0;2.714;3.645;3.778;31.759;33.808;26.225;43.837;0;143.052;75.849;9.418.938;25.920.350;58.535.158;53.477.448;108.296.312;14.737.026;270.461.082;6.433;156.194;277.839;753.889;613.046;862.243;0;2.669.644;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;jun/13;17,39%;0,05%;0,05%;0,23%;0,26%;0,24%;2,17%;0,00%;0,21%;0,46%;0,16%;0,31%;0,58%;1,21%;0,65%;0,00%;0,53%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,11%;0,02%;0,25%;0,26%;0,61%;2,84%;0,00%;0,28%;7,21%;32,96%;35,08%;39,28%;60,14%;73,92%;56,49%;52,61%;3,43%;1,36%;0,92%;4,05%;19,67%;8,52%;0,00%;3,63%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;jun/13;7.835.831;76.831;198.099;315.016;209.881;23.144;859;0;823.830;31.120;669.444;974.378;1.693.400;511.571;176.795;1.548;4.058.257;15;5.909;317;0;0;0;0;6.241;8.284;63.149;23.062;12.805;0;0;0;107.299;0;0;0;0;0;0;0;0;2.109;13.154;19.172;18.075;2.127;1.202;0;55.838;6.999;89.936;348.531;931.146;467.667;572.363;8.272;2.424.915;561;1.837;9.791;36.434;45.487;126.763;0;220.872;127;8.629;129.475;193;145;10;0;138.579
n1%;n1 - Não Bancário de Crédito;jun/13;0,50%;0,92%;0,19%;0,31%;0,22%;0,11%;0,02%;0,00%;0,24%;2,11%;3,98%;3,88%;5,15%;3,79%;0,89%;0,06%;3,61%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,57%;0,12%;0,16%;0,55%;0,00%;0,00%;0,00%;0,15%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,09%;0,15%;0,14%;0,05%;0,08%;0,00%;0,11%;0,67%;0,31%;0,47%;0,62%;0,53%;0,39%;0,03%;0,47%;0,30%;0,02%;0,03%;0,20%;1,46%;1,25%;0,00%;0,30%;0,19%;0,35%;1,43%;0,00%;0,00%;0,00%;0,00%;0,34%
n2;n2 - Não Bancário de Mercado de Capitais;jun/13;1.213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;1.079;1.213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n4;C - Conglomerado;jun/13;1.090.145.174;5.610.459;57.428.517;92.140.546;84.615.426;18.476.081;4.302.627;59.222;262.632.878;781.163;12.216.558;19.684.268;26.485.932;11.752.465;19.085.668;2.643.274;92.649.329;2.840.862;34.401.610;8.259.723;1.074.615;173.657;53.921;87.283;46.891.672;1.295.483;46.511.069;9.841.162;2.304.083;152.254;106.883;944;60.211.879;589.672;24.639.872;33.030.936;18.883.012;4.889.940;2.070.831;8.546;84.112.809;3.011.900;12.615.129;11.045.792;11.986.052;3.806.910;1.110.166;67.865;43.643.814;619.942;14.248.423;38.793.698;73.757.734;26.398.490;20.612.444;5.053.232;179.483.963;103.885;9.628.093;27.250.016;17.245.780;2.304.603;8.916.030;34.839;65.483.246;45.500;1.427.265;7.664.446;16.644.947;3.663.337;4.427.765;1.347;33.874.606
n4%;C - Conglomerado;jun/13;69,06%;67,30%;54,55%;89,87%;88,66%;91,08%;86,32%;43,94%;77,94%;53,02%;72,58%;78,43%;80,48%;86,99%;96,34%;99,67%;82,51%;77,84%;91,90%;62,12%;90,12%;83,22%;98,63%;16,28%;83,18%;88,42%;86,27%;69,42%;99,17%;99,83%;100,00%;99,88%;83,47%;96,49%;93,85%;91,10%;93,86%;58,29%;23,86%;100,00%;83,85%;88,31%;82,83%;86,25%;91,67%;88,60%;71,85%;80,49%;86,51%;58,96%;49,87%;52,50%;49,49%;29,69%;14,07%;19,37%;34,91%;55,42%;83,99%;90,72%;92,60%;73,96%;88,09%;98,60%;88,99%;69,37%;57,71%;84,93%;79,79%;92,04%;97,13%;10,63%;82,67%
C;I - Instituição independente;jun/13;488.500.590;2.725.864;47.846.170;10.383.084;10.826.275;1.808.463;682.071;75.560;74.347.487;692.131;4.615.040;5.414.269;6.423.107;1.758.197;725.303;8.815;19.636.862;808.593;3.032.196;5.036.658;117.764;35.027;749;448.872;9.479.859;169.652;7.400.722;4.336.040;19.350;265;0;1;11.926.031;21.460;1.615.806;3.226.115;1.235.088;3.498.630;6.608.097;0;16.205.195;398.627;2.614.584;1.761.085;1.089.557;489.891;435.038;16.452;6.805.235;431.447;14.324.732;35.104.397;75.267.893;62.526.607;125.901.701;21.035.553;334.592.329;83.580;1.835.045;2.787.665;1.377.765;811.562;1.205.899;495;8.102.012;20.087;1.045.874;1.359.891;4.216.139;316.666;130.778;11.326;7.100.761
C%;I - Instituição independente;jun/13;30,94%;32,70%;45,45%;10,13%;11,34%;8,92%;13,68%;56,06%;22,06%;46,98%;27,42%;21,57%;19,52%;13,01%;3,66%;0,33%;17,49%;22,16%;8,10%;37,88%;9,88%;16,78%;1,37%;83,72%;16,82%;11,58%;13,73%;30,58%;0,83%;0,17%;0,00%;0,12%;16,53%;3,51%;6,15%;8,90%;6,14%;41,71%;76,14%;0,00%;16,15%;11,69%;17,17%;13,75%;8,33%;11,40%;28,15%;19,51%;13,49%;41,04%;50,13%;47,50%;50,51%;70,31%;85,93%;80,63%;65,09%;44,58%;16,01%;9,28%;7,40%;26,04%;11,91%;1,40%;11,01%;30,63%;42,29%;15,07%;20,21%;7,96%;2,87%;89,37%;17,33%
I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
