cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/13;35.568.339;14.740;403.108;1.112.120;1.666.346;584.646;100.393;282;3.881.636;216.586;1.969.951;3.512.213;3.533.379;906.683;366.944;3.432;10.509.189;13.884;356.817;948.033;1.499.734;283.793;3.175;41;3.105.478;0;0;0;0;0;0;0;0;31.420;289.083;1.920;1.611;1.728;12;121;325.894;115.638;3.139.389;6.144.791;2.065.012;492.633;389.581;49;12.347.094;168.410;2.302.709;1.643.387;570.320;167.809;70.865;475.550;5.399.049;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/13;3,02%;0,25%;1,55%;2,34%;1,95%;1,66%;1,39%;4,20%;1,87%;3,35%;9,57%;11,00%;10,86%;11,81%;16,87%;25,21%;10,37%;0,29%;1,36%;1,46%;1,60%;2,21%;6,85%;0,39%;1,54%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,25%;0,33%;0,01%;0,12%;1,06%;0,03%;1,11%;0,26%;6,86%;15,06%;15,03%;5,73%;2,51%;1,97%;0,01%;8,86%;2,41%;8,10%;8,12%;3,55%;3,18%;4,70%;73,97%;6,82%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/13;1.521;0;22;217;280;0;0;0;519;0;104;508;0;0;0;0;612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;70;183;0;0;0;389;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/13;3.269.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.157;99.815;318.071;751.533;713.626;1.298.456;0;3.197.658;380;4.185;10.571;23.340;16.684;16.701;0;71.860;0
b4%;b4 - Banco de Desenvolvimento;jun/13;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,96%;0,48%;0,78%;2,09%;3,63%;6,57%;0,00%;2,29%;0,01%;0,01%;0,05%;0,15%;0,32%;1,11%;0,00%;0,09%;0,00%
n1;n1 - Não Bancário de Crédito;jun/13;11.944.055;9.622;45.836;107.166;139.206;50.207;4.066;0;356.103;651.033;1.346.550;949.517;100.317;2.698;33;0;3.050.147;55.348;234.514;533.304;622.926;62.805;2.125;0;1.511.021;5.945;80.690;121.353;222.688;142.690;382.935;74.485;1.030.785;550.918;1.497.666;534.449;3.589;1;0;0;2.586.622;5.586;29.165;114.157;260.325;221.645;364.228;0;995.106;161.281;1.490.966;681.107;49.784;10.884;19.449;727;2.414.200;70
n1%;n1 - Não Bancário de Crédito;jun/13;1,01%;0,16%;0,18%;0,23%;0,16%;0,14%;0,06%;0,00%;0,17%;10,07%;6,54%;2,97%;0,31%;0,04%;0,00%;0,00%;3,01%;1,14%;0,90%;0,82%;0,67%;0,49%;4,58%;0,00%;0,75%;0,41%;0,76%;0,47%;0,34%;0,24%;0,34%;0,34%;0,35%;4,32%;1,73%;2,20%;0,26%;0,00%;0,00%;0,00%;2,07%;0,33%;0,14%;0,28%;0,72%;1,13%;1,84%;0,00%;0,71%;2,30%;5,24%;3,37%;0,31%;0,21%;1,29%;0,11%;3,05%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/13;12.534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.534;12.534;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/13;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,95%;0,02%;0,00%
C;C - Conglomerado;jun/13;784.216.909;1.581.583;14.653.095;39.070.140;69.291.581;27.375.889;5.277.050;6.436;157.255.773;3.891.831;13.990.982;25.619.189;26.669.458;6.522.421;1.795.317;10.172;78.499.370;4.526.945;23.202.342;57.233.330;82.263.186;10.950.165;21.285;10.500;178.207.753;132.203;1.746.122;3.950.463;9.420.570;7.714.075;27.202.059;15.980.123;66.145.615;11.137.245;78.325.276;22.106.469;1.267.066;160.360;33.840;10.721;113.040.978;1.025.450;16.526.859;31.675.053;28.868.073;15.820.251;15.493.313;482.379;109.891.377;5.204.406;20.383.384;13.590.166;11.210.353;3.549.894;1.147.684;125.809;55.211.697;25.964.346
C%;C - Conglomerado;jun/13;66,59%;26,43%;56,48%;82,27%;81,04%;77,83%;73,07%;95,80%;75,85%;60,22%;67,98%;80,24%;81,96%;84,93%;82,53%;74,73%;77,43%;93,47%;88,66%;88,44%;87,95%;85,25%;45,89%;99,61%;88,15%;9,01%;16,37%;15,16%;14,23%;12,91%;24,47%;72,53%;22,25%;87,43%;90,67%;91,19%;91,51%;98,81%;99,97%;98,89%;90,46%;60,87%;79,27%;77,48%;80,13%;80,45%;78,35%;99,87%;78,85%;74,35%;71,70%;67,18%;69,82%;67,32%;76,13%;19,57%;69,76%;100,00%
I;I - Instituição independente;jun/13;393.407.705;4.402.025;11.291.628;8.418.115;16.215.497;7.800.037;1.944.975;282;50.072.560;2.571.344;6.590.771;6.307.045;5.870.858;1.156.894;379.914;3.440;22.880.266;316.452;2.966.397;7.482.669;11.272.166;1.895.040;25.094;41;23.957.859;1.334.898;8.923.649;22.104.433;56.782.682;52.030.884;83.952.612;6.053.006;231.182.163;1.600.758;8.059.659;2.135.720;117.577;1.933;12;121;11.915.779;659.339;4.322.491;9.207.194;7.157.452;3.843.302;4.280.044;608;29.470.430;1.795.274;8.047.085;6.640.814;4.845.594;1.722.929;359.757;517.125;23.928.578;70
I%;I - Instituição independente;jun/13;33,41%;73,57%;43,52%;17,73%;18,96%;22,17%;26,93%;4,20%;24,15%;39,78%;32,02%;19,76%;18,04%;15,07%;17,47%;25,27%;22,57%;6,53%;11,34%;11,56%;12,05%;14,75%;54,11%;0,39%;11,85%;90,99%;83,63%;84,84%;85,77%;87,09%;75,53%;27,47%;77,75%;12,57%;9,33%;8,81%;8,49%;1,19%;0,03%;1,11%;9,54%;39,13%;20,73%;22,52%;19,87%;19,55%;21,65%;0,13%;21,15%;25,65%;28,30%;32,82%;30,18%;32,68%;23,87%;80,43%;30,24%;0,00%
