Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/12/2012;12318528;3382057;4749139;1594597;992938;275996;148615;80865;181028;263534;649758
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2012;12250941;643591;7937727;1387727;672042;283254;210868;155333;191887;768513;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/12/2012;11798532;3227863;4596857;2018903;701359;202704;276311;197761;64167;512606;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/12/2012;9636262;13631;3095844;5592030;562846;138157;55009;28823;46271;103652;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;8856441;2493036;5033531;310619;288813;240384;110204;69243;62748;247862;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2012;8833606;8255022;397451;49724;88544;20430;16818;2;0;5613;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/12/2012;8608008;386829;2419874;3294208;948167;84423;28237;10635;20035;55271;1360329
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/12/2012;8590918;338475;4256090;2190852;369243;144695;82596;63513;69428;201921;874103
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2012;8510685;1678800;2210176;2111423;280488;166465;27347;11654;9867;58085;1956381
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2012;8487059;1346980;5186162;1756319;151162;8635;10161;5655;3302;18683;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/12/2012;7877187;3316065;3340331;593028;298129;62239;30558;6662;111847;118330;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2012;7543829;8399;6718540;161255;464574;49983;38307;34585;30598;37588;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/12/2012;7376402;0;3243759;3376754;242217;126391;60052;52642;45583;228430;573
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/12/2012;6636263;1086340;1803100;3244695;141809;42098;3954;20629;28441;33310;231886
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2012;6382194;3351988;1356505;866793;278717;204200;75382;40960;25839;181810;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2012;5935871;1263679;3964277;264646;102554;55240;49985;41329;31859;162303;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/12/2012;5328792;143184;530911;404525;1623;0;19153;0;0;26681;4202716
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2012;5101060;3657509;1238621;142024;27730;6554;3184;2673;1552;21212;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/12/2012;5056199;0;3726649;484795;445475;130033;46788;39001;24252;159207;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/12/2012;4879098;798277;1252177;1828094;381867;73820;7467;26882;81960;67290;361264
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/12/2012;4529204;1380762;1996750;847034;168909;39576;19927;9763;6974;59510;0
BANCO BVA S.A.;32254138;b1;I;2;;8;SAO PAULO;SP;01/12/2012;4139040;126291;646865;444464;451018;796746;680350;312356;377185;303764;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2012;3886799;200038;1289057;935061;883277;299151;61273;18141;16904;183895;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2012;3552735;1802708;1008468;302749;222323;59960;26137;21801;21010;87578;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/12/2012;3344133;504512;2211347;180631;82171;68801;38634;33028;31020;193990;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/12/2012;3158255;516422;1158035;821757;543177;20367;24154;18684;7611;48047;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/12/2012;3112584;424437;952211;1091695;481515;65283;30816;10864;20902;34861;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/12/2012;3103483;71220;2031269;630965;270454;45544;21735;11733;2273;18289;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/12/2012;2873218;1336633;442078;481267;376525;143342;41863;3136;2788;45587;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/12/2012;2855374;1580694;141537;425062;110993;79283;0;0;0;12107;505698
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/12/2012;2701490;0;2126868;64884;56274;69187;59753;43773;39206;241544;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;2646007;33;2166876;138872;100756;79164;45247;16044;20381;78634;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/12/2012;2617573;53414;1071751;859796;326707;65011;82178;27107;8530;20368;102711
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/12/2012;2570287;1466198;613755;255389;138249;59122;27120;4070;956;5429;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/12/2012;2567188;248754;1677569;357338;185995;54559;7344;7478;5506;22644;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2012;2431960;409927;1360269;533085;23587;20636;34479;7254;4796;37927;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/12/2012;2395119;0;1902023;349126;52314;16112;13983;13001;9298;39262;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2012;2308777;15398;2063965;59583;37656;24044;19268;16479;13540;58844;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;2307430;377418;883883;155392;268125;159997;26288;28587;35196;105210;267333
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/12/2012;2285335;581999;889705;572818;122419;47192;18056;24229;11607;17309;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2012;2158225;0;1956385;11450;52917;93611;4216;11341;2915;25390;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/12/2012;2150609;0;1964879;59369;54341;26983;10288;7155;5341;22253;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2012;2104881;10239;904108;388415;603062;64787;30895;20451;15751;67173;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/12/2012;1908164;698425;1104874;23247;28177;5270;14027;4408;4550;25185;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/12/2012;1849404;13113;689441;510085;485795;56103;5024;20454;29833;39556;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/12/2012;1605127;1587768;17360;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2012;1567726;402300;681458;378226;34974;20116;17112;2910;12389;18240;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/12/2012;1528128;1350582;34260;1435;11190;30079;0;0;0;0;100581
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/12/2012;1471030;83361;1231762;39379;49466;21590;11115;6326;3743;24289;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/12/2012;1469251;0;1014455;56363;37265;49454;45609;36451;32249;197403;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/12/2012;1463436;160464;345275;579715;319394;24502;4194;579;1039;28275;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/12/2012;1452011;1243843;41446;94107;0;0;0;52054;0;20562;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/12/2012;1442340;484172;784960;119550;24449;78;0;0;0;29131;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/12/2012;1373262;553820;705451;48612;33965;15713;2847;2264;3362;7226;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/12/2012;1335469;223126;459810;423401;204724;133;2436;51;47;6976;14764
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/12/2012;1323660;768404;307535;105686;83547;19679;13295;5639;4166;15709;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/12/2012;1257273;850152;277595;108818;20708;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/12/2012;1246695;0;897943;38997;40498;31241;29305;27767;22554;158390;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/12/2012;1238251;410;350251;241674;262522;35258;144348;108684;6148;88956;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/12/2012;1212078;237402;340901;267884;235535;27437;12725;10581;13961;65652;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/12/2012;1119324;688083;327383;21611;18106;17431;12079;3908;5682;25042;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/12/2012;999386;404117;458133;46378;21043;5561;1667;11879;4164;46443;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2012;957554;0;822887;86646;21254;8411;5086;3456;1859;7955;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/12/2012;912887;750619;121105;11913;5044;3637;4439;2384;2889;10857;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/12/2012;908505;539215;228639;98461;32698;9492;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/12/2012;907850;0;337472;255979;168198;76872;25505;8647;5130;30046;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/12/2012;871400;0;504780;275367;27876;62766;112;4;156;340;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/12/2012;858030;58363;674346;26480;21337;15249;10475;11518;7253;33008;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/12/2012;809769;3800;570355;138613;53316;7205;4984;14152;2075;15268;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/12/2012;789722;0;430183;36884;52811;27433;45541;21061;28804;147005;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/12/2012;783302;0;113710;235746;227591;57430;28924;25950;15358;78592;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/12/2012;740926;20777;66748;491280;86841;48367;16082;1424;0;9407;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/12/2012;729329;0;517596;52962;26163;17398;15290;13386;11331;75203;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/12/2012;687433;73130;524959;84892;2134;689;379;202;146;902;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/12/2012;631640;292948;205733;42298;23445;8513;21271;4745;8226;24461;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/12/2012;629476;561964;38715;28797;0;0;0;0;0;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/12/2012;613738;582824;30914;0;0;0;0;0;0;0;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/12/2012;611155;302534;141028;95506;28934;17126;10611;5532;994;8891;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/12/2012;607328;0;225554;306143;33043;12220;6450;4290;2761;16867;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/12/2012;593350;117335;171303;212620;57130;31174;2029;326;479;953;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/12/2012;587161;609;229905;222566;73010;19757;1368;13963;6439;19544;0
WESTLB;51554;b1;I;3;;199;SAO PAULO;SP;01/12/2012;541716;442817;96297;751;295;224;144;143;137;907;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/12/2012;524772;0;148543;111359;190527;49271;10086;3202;2810;8975;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/12/2012;524537;0;349129;105619;33135;11594;120;4964;9887;10090;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/12/2012;502361;0;19641;142978;309406;17101;1256;3485;1246;7248;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/12/2012;501567;0;26591;259599;181279;17629;3028;3388;964;9089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/12/2012;491312;0;125697;122778;156096;38225;18608;7660;3467;18782;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/12/2012;479989;0;218757;207982;22341;8462;5450;4674;1278;11045;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/12/2012;475068;100577;188480;168608;14587;398;665;4;162;1587;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/12/2012;474786;0;413711;20672;14081;5905;2994;2326;1595;13502;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/12/2012;434645;11601;265353;131193;17273;4970;1908;864;72;1410;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/12/2012;412333;0;39162;181314;159955;13273;5529;918;1179;11003;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/12/2012;402041;286;359775;12446;3833;2568;9498;3131;2024;8478;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/12/2012;397519;133787;67840;131271;27235;3573;3788;3981;221;25822;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/12/2012;396353;0;99702;146528;126215;9725;3566;2255;1555;6808;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;3;;9;CRUZ ALTA;RS;01/12/2012;396106;0;38757;148465;178842;18295;1654;2030;519;7544;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/12/2012;383647;0;215521;154773;6963;2050;1452;285;566;2036;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/12/2012;379503;14;100422;170471;73814;11147;2767;4585;2428;13855;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/12/2012;377930;25549;136827;155458;32652;5407;2175;1525;907;17430;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/12/2012;373612;0;234033;108789;17521;4264;1590;449;302;6665;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/12/2012;371452;0;44277;269715;6356;19406;5756;1232;18177;6533;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/12/2012;362239;44;281987;20638;23073;7369;4628;3644;2979;17876;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/12/2012;352926;0;278717;37949;21475;2948;2648;1853;841;6494;0
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/12/2012;337507;0;239268;17731;14709;22139;6601;5613;3784;27663;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/12/2012;326186;80353;147934;22724;48898;26225;0;0;0;52;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;I;2;;9;PALOTINA;PR;01/12/2012;323005;0;94936;179638;31282;7731;3141;1093;1240;3944;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/12/2012;321357;0;91449;150705;59154;8390;3019;550;2260;5830;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/12/2012;314686;26805;44449;162714;80609;0;0;0;0;110;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/12/2012;311156;707;117017;115188;63584;10493;452;645;273;2797;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/12/2012;307899;0;176720;80536;37714;3296;879;1239;1050;6465;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/12/2012;301909;0;65290;98368;109389;11986;5002;3372;1134;7369;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/12/2012;292727;0;94497;103838;64615;16074;6018;2233;470;4982;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/12/2012;290017;2462;158799;88589;28715;1626;2291;1201;4485;1851;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2012;284616;0;164027;92862;12192;9698;1903;524;539;2871;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/12/2012;277964;0;83167;95242;75655;20684;889;419;1111;798;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/12/2012;275612;0;72822;56270;116468;18224;6222;1612;749;3245;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/12/2012;272942;0;207658;50165;5963;2059;3059;551;85;3402;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/12/2012;266293;29;143099;86831;25582;3152;1852;2166;362;3221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/12/2012;266115;6;167710;73875;6209;11138;1330;808;318;4720;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/12/2012;265333;0;162013;16835;18383;10125;4790;3983;7615;41590;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/12/2012;261196;0;235662;15264;7185;709;99;239;535;1503;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/12/2012;256509;0;69899;57544;85451;32011;8218;1538;666;1184;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/12/2012;251606;0;225772;16096;4548;1362;2556;201;141;930;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/12/2012;251603;0;0;0;251101;0;0;0;0;502;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/12/2012;250962;4272;243725;2835;1;118;0;0;0;11;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/12/2012;250183;0;39667;155488;33682;10632;1299;2137;1542;5735;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS;92555150;b3S;I;2;;9;SANANDUVA;RS;01/12/2012;249584;1;53855;100369;74297;12585;3884;958;344;3291;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/12/2012;247685;0;51531;4109;80027;87444;13396;2352;951;7874;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/12/2012;247381;0;61758;133623;32544;6136;1338;7131;278;4573;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/12/2012;245300;2978;124434;103294;14594;0;0;0;0;0;0
