cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/15;46.827.728;18.580;485.993;1.216.482;1.926.886;747.281;265.187;307;4.660.715;285.501;2.690.977;4.403.983;4.565.362;1.215.017;490.844;6.006;13.657.689;30.407;464.232;1.184.353;1.807.461;266.819;1.644;0;3.754.916;0;0;0;0;0;0;0;0;72.104;437.949;101.714;209;12;0;2.225;614.213;126.498;4.429.477;8.768.210;2.812.834;694.014;448.350;111;17.279.494;244.329;2.825.678;1.940.329;857.890;244.915;124.760;622.798;6.860.700;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/15;3,17%;0,50%;2,16%;2,03%;1,78%;1,50%;1,94%;0,31%;1,81%;4,50%;12,52%;12,20%;14,50%;17,57%;20,48%;4,25%;13,02%;0,81%;1,73%;1,86%;2,27%;2,79%;2,74%;0,00%;2,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,47%;0,41%;0,32%;0,01%;0,01%;0,00%;1,41%;0,39%;5,42%;19,70%;13,36%;6,50%;2,41%;1,45%;0,22%;8,93%;3,38%;8,93%;8,25%;4,74%;3,66%;3,47%;66,73%;7,48%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/15;2.867;0;0;0;0;0;0;0;0;0;68;72;236;147;0;0;522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;660;0;351;696;622;14;0;2.344;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/15;4.188.999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.666;197.078;369.314;1.028.107;914.670;1.544.271;1.208;4.076.314;2.367;6.172;17.504;37.504;23.250;25.888;0;112.685;0
b4%;b4 - Banco de Desenvolvimento;mar/15;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,93%;0,88%;0,56%;2,37%;3,18%;5,01%;2,41%;2,11%;0,03%;0,02%;0,07%;0,21%;0,35%;0,72%;0,00%;0,12%;0,00%
n1;n1 - Não Bancário de Crédito;mar/15;17.978.425;9.335;56.478;129.809;179.168;58.390;10.282;0;443.462;1.181.114;2.051.637;1.473.824;122.712;2.780;2;0;4.832.069;65.126;334.472;790.169;1.001.483;87.168;4.840;0;2.283.258;4.831;77.333;113.585;231.309;232.957;343.140;95.559;1.098.714;841.105;4.520.360;1.697.608;257.994;2;0;0;7.317.069;9.133;40.790;140.370;355.206;301.183;494.713;348;1.341.743;95.883;251.059;213.057;38.669;11.786;41.781;9.875;662.110;0
n1%;n1 - Não Bancário de Crédito;mar/15;1,22%;0,25%;0,25%;0,22%;0,17%;0,12%;0,08%;0,00%;0,17%;18,62%;9,54%;4,08%;0,39%;0,04%;0,00%;0,00%;4,61%;1,74%;1,25%;1,24%;1,26%;0,91%;8,05%;0,00%;1,24%;0,25%;0,57%;0,32%;0,29%;0,37%;0,19%;0,12%;0,24%;5,50%;4,20%;5,34%;16,30%;0,00%;0,00%;0,00%;4,68%;0,39%;0,18%;0,21%;0,82%;1,05%;1,60%;0,70%;0,69%;1,33%;0,79%;0,91%;0,21%;0,18%;1,16%;1,06%;0,72%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/15;12.953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;9.055;12.953;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/15;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,97%;0,01%;0,00%
C;C - Conglomerado;mar/15;901.065.549;1.636.482;17.038.948;45.271.108;79.878.488;34.890.581;12.761.558;98.299;191.575.464;3.346.872;14.936.975;26.391.882;22.528.612;5.223.317;1.780.611;135.051;74.343.321;3.096.713;21.358.002;50.397.659;62.632.361;7.247.903;18.035;7.638;144.758.311;187.013;2.348.397;5.947.496;13.569.280;11.459.656;42.012.951;32.947.139;108.471.932;12.175.149;95.909.701;27.943.575;1.368.557;128.750;26.113;155.137;137.706.984;1.446.822;14.176.723;51.788.717;33.000.541;23.198.785;25.181.162;48.352;148.841.101;4.843.864;21.462.840;14.398.141;12.554.628;4.016.743;1.526.369;188.910;58.991.496;36.376.939
C%;C - Conglomerado;mar/15;61,04%;44,16%;75,90%;75,43%;73,61%;70,17%;93,23%;99,68%;74,20%;52,75%;69,48%;73,08%;71,58%;75,55%;74,29%;95,57%;70,88%;82,70%;79,76%;79,26%;78,52%;75,81%;30,00%;100,00%;78,89%;9,56%;17,39%;16,69%;16,93%;17,96%;23,86%;41,04%;24,03%;79,68%;89,22%;87,89%;86,45%;99,61%;99,97%;98,59%;88,01%;61,96%;63,05%;78,90%;76,21%;80,60%;81,62%;96,64%;76,94%;67,04%;67,83%;61,20%;69,30%;60,00%;42,41%;20,24%;64,31%;99,99%
I;I - Instituição independente;mar/15;575.011.343;2.068.972;5.411.075;14.748.300;28.632.298;14.832.945;927.007;317;66.620.914;2.997.339;6.562.319;9.720.379;8.945.966;1.690.528;616.278;6.266;30.539.075;647.602;5.420.279;13.189.546;17.134.157;2.312.430;42.080;0;38.746.093;1.768.924;11.153.469;29.686.387;66.596.848;52.341.534;134.095.700;47.339.401;342.982.263;3.105.255;11.592.849;3.851.901;214.574;504;8;2.225;18.767.317;888.247;8.309.279;13.852.253;10.299.921;5.583.352;5.670.934;1.682;44.605.669;2.381.146;10.180.570;9.126.495;5.562.422;2.677.303;2.072.657;744.404;32.744.998;5.015
I%;I - Instituição independente;mar/15;38,96%;55,84%;24,10%;24,57%;26,39%;29,83%;6,77%;0,32%;25,80%;47,25%;30,52%;26,92%;28,42%;24,45%;25,71%;4,43%;29,12%;17,30%;20,24%;20,74%;21,48%;24,19%;70,00%;0,00%;21,11%;90,44%;82,61%;83,31%;83,07%;82,04%;76,14%;58,96%;75,97%;20,32%;10,78%;12,11%;13,55%;0,39%;0,03%;1,41%;11,99%;38,04%;36,95%;21,10%;23,79%;19,40%;18,38%;3,36%;23,06%;32,96%;32,17%;38,80%;30,70%;40,00%;57,59%;79,76%;35,69%;0,01%
