Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;16913285;14149302;150977;218047;0;0;0;2392268;0;0;0;0;0;0;2690;0;0
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;15815812;11107357;0;55611;0;0;2803571;1828417;0;0;0;0;0;0;2425;18432;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;15161971;11596525;2948;177922;0;0;234229;1711839;472634;219295;175;7316;0;3643;614765;2047;118635
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2017;13976680;9305761;34634;3344146;0;0;0;0;491981;0;507208;0;0;338;292606;6;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2017;13880056;1299248;59573;2499394;0;28602;0;4200931;0;0;79158;244092;0;0;84270;0;5384788
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;13068585;9351690;0;1608137;0;0;0;2020797;0;0;0;0;0;0;87892;70;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;12968703;2875428;0;594500;0;0;2818;6354441;63605;0;0;22819;0;0;426898;2;2628191
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/12/2017;10958079;6020621;33799;1065604;0;0;1517966;909176;0;20;1386206;0;0;24221;0;464;0
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/12/2017;10875422;6903862;0;442388;0;0;0;3479936;49234;0;0;0;0;0;0;1;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;9111407;9111406;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/12/2017;8709674;7603420;0;321685;0;0;390886;393504;0;0;0;0;0;0;0;180;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/12/2017;8626053;7454270;987741;58779;0;0;113921;0;0;0;11085;0;0;0;0;230;27
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;8483361;7838430;0;2925;0;0;25794;608257;0;0;0;0;0;0;4024;3931;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/12/2017;7964631;5502929;0;1970966;0;0;0;0;490736;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;7718190;5630189;0;622038;0;0;3870;1294404;166971;0;0;0;0;0;0;719;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/12/2017;7692439;7257407;0;431055;0;0;0;0;3976;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;7116123;2867523;16297;0;0;0;0;671123;0;807374;14177;0;0;0;0;395;2739234
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/12/2017;7002638;6527774;0;156308;0;285627;0;0;32928;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;6287808;6261179;0;0;0;0;0;0;0;0;0;0;0;0;0;26629;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2017;6059712;6050759;0;0;0;0;0;0;0;0;0;0;0;0;0;8953;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/12/2017;6054126;2085661;133586;1582336;0;0;64;28335;528001;12933;192374;448132;0;12183;1030521;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2017;6011006;4810779;140145;0;0;0;278529;769555;0;0;3880;0;0;0;0;8120;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2017;5772820;5359875;0;219385;0;0;0;186221;0;0;0;0;0;0;0;7339;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;4994797;3191311;0;0;0;0;0;1107927;0;0;3051;0;0;0;654939;1385;36184
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2017;4942134;4826791;0;48436;0;0;0;54775;12131;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S2;199;SAO PAULO;SP;01/12/2017;4800301;488483;0;0;0;63313;0;1605216;0;0;0;1214392;0;0;0;0;1428897
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;4787413;4764324;0;0;0;0;0;23089;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;4064858;1379868;13360;32447;0;0;25722;1625394;0;0;0;299437;0;0;407195;0;281434
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2017;3933221;2320972;453200;34463;0;0;2631;940036;0;0;12633;0;0;0;167668;1616;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2017;3929767;1651737;0;0;0;0;334773;1262244;0;0;0;0;0;0;0;63;680952
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/12/2017;3837011;3832094;0;0;0;0;561;0;0;0;4137;0;0;0;0;220;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2017;3681058;3568088;0;0;0;0;2821;64753;5184;0;33754;0;0;0;2306;4153;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/12/2017;3450456;3450351;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2017;3389105;3389029;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;3337797;3203487;0;0;0;0;0;0;0;0;0;0;0;0;0;134310;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2017;3167482;1025817;459533;347869;0;0;480513;752801;14113;464;34133;0;0;0;52190;49;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2017;3031645;381590;0;0;0;0;798;1766497;0;0;167;3630;0;0;544091;3;334870
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/12/2017;3026310;1759222;0;1267087;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2739098;543011;0;802;0;0;0;2023735;0;0;20382;4266;0;0;146893;9;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2017;2707772;1905228;4037;2;0;0;0;798482;0;0;0;0;0;0;0;24;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2017;2595829;643169;0;0;0;0;0;1944453;0;0;0;0;0;0;8206;0;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2017;2592920;1091761;122846;2001;0;0;1374993;0;0;0;0;0;0;0;0;1318;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2017;2544100;1725658;31161;467760;0;0;0;0;282189;0;12383;1267;0;0;23681;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;2465361;2379361;0;0;0;0;0;0;0;0;0;0;0;0;0;86000;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2017;2281850;1745748;419812;1029;0;0;0;89963;0;0;2313;0;0;0;18778;4208;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2017;2269515;2157756;110882;0;0;0;0;0;0;0;0;0;0;0;0;876;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;2228920;962213;0;0;0;0;0;0;0;0;0;0;0;0;1266707;0;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2215067;2068635;0;0;0;0;0;142765;0;0;1671;0;0;0;0;1996;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;2199603;41601;0;0;0;0;0;329817;0;1828170;0;0;0;0;14;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2105179;2092970;0;0;0;0;0;0;0;0;0;0;0;0;0;12209;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;2019845;1115444;0;0;0;0;51839;852563;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;1986933;1056939;0;3958;0;0;34289;22214;679207;0;9673;0;0;0;151674;147;28831
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1927687;543980;0;13533;0;99723;0;992922;0;0;0;0;0;0;0;0;277530
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1923101;516625;0;0;0;0;0;341279;0;1065197;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;1817924;1308343;0;306754;0;0;0;154740;0;0;0;0;0;0;48086;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2017;1810723;1801559;0;0;0;0;9165;0;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2017;1741043;1173207;1012;13271;0;0;2975;491349;0;0;33847;0;0;0;25371;10;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2017;1704921;1280083;0;72324;0;0;0;252063;73121;0;0;0;0;0;0;27330;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2017;1615678;374497;1241180;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2017;1537103;1537103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2017;1502336;1287110;0;0;0;0;59132;154812;0;0;0;0;0;720;0;562;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2017;1486271;47572;1438693;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2017;1284740;878123;0;0;0;0;126732;279706;0;0;0;0;0;0;0;179;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;1259874;0;0;0;0;0;0;232522;0;0;0;0;0;0;1027352;0;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;1239700;6781;0;0;0;0;0;0;0;1232920;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2017;1230497;970455;0;0;0;0;43540;216229;0;0;0;0;0;0;0;273;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1210820;674203;0;36692;0;0;2895;274572;0;0;0;0;0;0;222457;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2017;1203898;638624;201927;111194;0;0;31229;10673;13551;0;52113;29987;0;9365;105236;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/12/2017;1201389;685284;0;0;0;0;0;508693;0;0;0;0;0;0;7413;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/12/2017;1177993;132429;1810;603790;0;0;10904;0;28435;0;0;400623;0;0;0;2;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2017;1160614;104717;0;374647;0;0;0;0;37641;0;0;181859;0;461749;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2017;1141370;1141001;0;0;0;0;0;0;0;0;0;0;0;325;0;45;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;1118499;463246;0;0;0;0;0;233841;0;0;0;0;0;0;421413;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/12/2017;1101663;967847;22825;61511;0;0;49480;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;1095786;498780;0;0;0;0;0;597006;0;0;0;0;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2017;1082017;1066425;0;0;0;0;0;0;0;0;0;0;0;0;0;15592;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2017;1077064;1076610;0;0;0;0;0;0;0;0;0;0;0;0;0;454;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2017;1062857;425586;1077;0;0;0;0;520494;0;0;20171;0;0;226;95284;19;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2017;1051532;893326;1405;409;0;0;0;156328;0;0;0;0;0;0;0;64;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2017;1000303;945477;0;0;0;0;16716;37828;0;0;0;0;0;0;0;283;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2017;999109;715349;0;0;0;0;27357;256146;0;0;0;0;0;0;0;258;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2017;971710;616163;0;0;0;0;0;355532;0;0;0;0;0;0;0;14;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;969706;213964;0;0;0;0;500185;255556;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2017;956371;880942;0;0;0;0;0;75422;0;0;0;0;0;0;0;7;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2017;894449;113178;0;0;0;0;5260;338703;0;0;0;436953;0;0;0;356;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2017;891874;768646;0;0;0;0;1103;121947;0;0;0;0;0;0;0;178;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/12/2017;889501;586267;688;0;0;0;0;302503;0;0;0;0;0;0;0;43;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2017;888939;708640;0;0;0;0;13134;167020;0;0;0;0;0;0;0;145;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2017;809707;328498;0;36;0;0;28937;451462;0;0;0;0;0;511;0;263;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/12/2017;805221;478551;0;0;0;0;26339;300252;0;0;0;0;0;0;0;79;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2017;797028;589487;0;0;0;0;36195;171129;0;0;0;0;0;0;0;216;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2017;777650;539618;0;0;0;0;4224;226251;0;0;0;0;0;7437;3;117;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;773757;191283;74;796;0;0;18806;472007;9904;25738;4212;170;0;6;50762;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/12/2017;769275;319780;0;0;0;0;0;449447;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/12/2017;763523;385829;0;0;0;0;31576;345485;0;0;0;0;0;502;0;132;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2017;749574;737928;0;0;0;0;0;0;0;0;0;0;0;0;0;11646;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/12/2017;747221;266706;0;480203;0;0;0;0;0;0;0;0;0;0;289;23;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2017;744907;744878;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;742939;281155;0;49288;0;0;287;368837;15706;0;0;0;0;0;27634;32;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2017;728843;301754;0;0;0;0;65872;361054;0;0;0;0;0;0;0;163;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/12/2017;725516;568547;61;0;0;0;0;156885;0;0;0;0;0;0;0;23;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2017;718801;403451;0;0;0;0;0;248616;0;0;0;0;0;0;0;0;66734
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;713056;202;0;0;0;0;0;712854;0;0;0;0;0;0;0;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/12/2017;693023;329298;0;108688;0;0;3042;0;231123;0;20340;0;0;531;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2017;692444;457897;208;0;0;0;0;234251;35;0;0;0;0;0;0;53;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/12/2017;691116;385011;0;0;0;0;92020;210227;0;0;0;0;0;0;0;3858;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/12/2017;690000;683984;0;0;0;0;0;0;0;0;0;0;0;0;0;6016;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2017;687982;383791;0;3062;0;0;0;300989;0;0;0;0;0;109;0;31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/12/2017;682672;414733;0;0;0;0;44724;218217;0;0;0;0;0;4780;0;218;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/12/2017;673196;566775;0;0;0;0;10859;95423;0;0;0;0;0;0;0;139;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/12/2017;661888;659646;0;0;0;0;0;0;0;0;2222;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2017;645637;522500;0;0;0;0;17134;105826;0;0;0;0;0;0;0;176;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/12/2017;641303;377961;2201;230220;0;0;0;1217;29705;0;0;0;0;0;0;0;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;623845;516326;0;0;0;0;0;107440;0;0;0;0;0;0;0;79;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/12/2017;622546;596841;22420;0;0;0;0;3280;0;0;0;0;0;0;0;4;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/12/2017;619890;448487;0;0;0;0;17643;153725;0;0;0;0;0;0;0;35;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/12/2017;596279;301806;0;9259;0;0;0;283613;1601;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2017;579698;372877;0;1;0;0;16213;190508;0;0;0;0;0;0;0;99;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/12/2017;564277;515018;0;6477;0;0;0;42756;0;0;0;0;0;0;0;26;0
