Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/12/2017;3837011;0;3581618;13980;89759;16528;10726;23457;12636;88307;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2017;3681058;0;3198883;106419;51876;40863;118431;33065;69271;62250;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/12/2017;3450456;947772;293613;1595950;258319;296540;21976;9372;6899;20016;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2017;3389105;0;1518086;528605;918594;184423;57923;36562;27526;117387;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;3337797;0;2334797;98187;101935;91764;86309;81303;68675;474828;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2017;3167482;517005;1131660;1020227;136915;47054;149045;17366;32709;115501;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2017;3031645;630582;1319872;482076;176981;0;11700;20888;31776;22901;334870
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/12/2017;3026310;342926;999750;937411;384044;226057;32142;13881;8741;81358;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2739098;0;1644583;681677;333734;35948;24583;4413;983;13177;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2017;2707772;98142;1553862;602595;260050;63837;44841;15820;15411;53214;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2017;2595829;1199433;519219;366337;195163;132388;62416;7226;19282;94364;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2017;2592920;375396;1842531;151926;91794;32553;26308;16705;11974;43732;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2017;2544100;492106;865737;630562;236568;106301;93065;19059;30807;69895;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;2465361;0;1554215;98814;97170;91251;87839;76221;72794;387058;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2017;2281850;495232;933365;525448;166649;60393;19748;17646;24566;38803;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2017;2269515;0;1572473;312756;123324;84011;48942;34729;22840;70439;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;2228920;855567;941554;10339;3314;105384;0;96158;0;216604;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2215067;0;1114623;222023;154939;114906;75883;75027;73133;384534;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;2199603;324504;625293;892123;32331;0;71233;254119;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2105179;0;739194;602145;238617;131695;68701;48449;42773;233606;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;2019845;553020;826455;536691;32890;23365;16260;3811;0;27355;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;1986933;901523;866197;107080;39074;10777;8447;2836;6548;15620;28831
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1927687;1434365;3219;0;212573;0;0;0;0;0;277530
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1923101;1701427;124545;52320;39065;0;0;0;0;5744;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;1817924;365767;918013;233867;79071;45456;30546;15079;6905;123221;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2017;1810723;38729;450573;1141255;123151;50551;1425;134;193;4712;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2017;1741043;0;849281;466915;184178;71514;57223;23786;7598;80549;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2017;1704921;78959;1236505;93663;129280;24306;21593;13615;18140;88860;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2017;1615678;767489;437117;118947;79960;19663;152813;6022;6382;27285;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2017;1537103;257936;510816;277124;235359;138874;103545;2369;2580;8501;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2017;1502336;122;793013;450047;114266;60267;20537;13147;5858;45077;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2017;1486271;0;1313921;58381;29325;26336;12278;9793;9174;27064;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2017;1284740;25;339688;554508;152363;87769;34219;39135;12439;64594;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;1259874;1259874;0;0;0;0;0;0;0;0;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;1239700;0;646215;210766;178994;192703;1000;94;278;9650;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2017;1230497;0;511778;472494;138006;50836;18586;9023;3300;26475;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2017;1210820;1164756;29;17324;3571;16093;0;0;0;9045;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2017;1203898;171654;725934;108483;87951;51717;9981;37284;1364;9531;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/12/2017;1201389;13683;73955;718796;248726;55703;37056;29833;13085;10552;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/12/2017;1177993;267165;709043;105894;52254;13525;7860;2946;2729;16579;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2017;1160614;575356;151801;172500;137156;37061;21744;23740;15438;25817;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2017;1141370;16295;523464;434082;100280;13624;11129;9275;4316;28906;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;1118499;220687;897812;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/12/2017;1101663;60030;622111;204350;89943;28465;31153;10556;13958;41099;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;1095786;768280;199695;117619;10190;1;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2017;1082017;0;840661;28414;29797;25962;27033;22452;19479;88219;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2017;1077064;0;668895;65397;67010;45994;40225;35066;23490;130988;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2017;1062857;0;382965;465571;111901;69113;4497;8017;8066;12726;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2017;1051532;22968;259154;395832;203229;49970;21503;15478;18153;65246;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2017;1000303;0;312172;513520;76184;48695;15503;7668;4465;22095;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2017;999109;52;336364;314667;218242;49973;18607;15197;4393;41615;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2017;971710;41429;432248;365786;52515;15700;17851;7892;6419;31869;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;969706;721554;57784;61282;33385;0;0;0;95700;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2017;956371;0;806637;48307;31998;16224;9860;6554;5561;31232;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2017;894449;166120;515544;145941;35905;2098;2524;16852;185;9280;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2017;891874;0;285974;414039;126517;23516;10282;9558;2233;19754;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/12/2017;889501;13581;138185;244493;308218;46247;16645;31118;21521;69494;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2017;888939;0;389401;348288;92929;24394;9658;7943;3829;12496;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2017;809707;0;258366;336057;129654;35777;17233;10838;4501;17282;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/12/2017;805221;0;96996;339859;265619;44879;18280;19179;1614;18796;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2017;797028;0;244746;343739;118297;46453;16256;7356;2745;17435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2017;777650;0;173803;230083;255519;65780;8240;7653;10761;25810;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;773757;49509;129122;229019;126674;104912;168;287;0;134067;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/12/2017;769275;413;274482;167455;248883;63259;6138;2551;2376;3718;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/12/2017;763523;0;168671;343371;127933;77690;9969;15221;4492;16177;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2017;749574;0;499238;17319;13920;12891;63190;22246;13256;107514;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/12/2017;747221;180982;168033;209233;112845;15616;28322;2529;6510;23150;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2017;744907;0;3310;475479;217138;13360;6735;4789;4360;19736;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;742939;0;565873;82874;58362;20242;551;4886;8961;1191;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2017;728843;6;215053;325667;101245;50502;15323;8299;2270;10478;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/12/2017;725516;2733;84097;350028;128284;30174;16254;23879;34931;55137;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2017;718801;652067;0;0;0;0;0;0;0;0;66734
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;713056;697532;5485;10040;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/12/2017;693023;203664;153866;189375;53779;31348;7566;3546;2413;47466;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2017;692444;3865;165657;268935;141686;38606;11634;13132;25746;23183;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/12/2017;691116;0;543660;53213;38327;12651;7333;4298;4504;27129;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/12/2017;690000;0;415480;35419;26428;20364;18944;18359;21369;133635;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2017;687982;0;408831;191710;47806;6614;17843;4592;5549;5037;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/12/2017;682672;0;219080;304534;79484;22953;14541;6781;6242;29057;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/12/2017;673196;0;122325;329640;127998;27799;10859;15075;3665;35834;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/12/2017;661888;1200;416652;140582;20504;35792;6302;3920;1758;35178;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2017;645637;16;225213;245577;81418;33914;14046;14111;3739;27603;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/12/2017;641303;45304;179896;197428;119870;28163;17823;16141;15724;20954;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;623845;0;321591;120329;107919;35363;16494;1891;13918;6340;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/12/2017;622546;8956;302334;207345;66857;8195;2409;4708;2549;19193;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/12/2017;619890;0;302792;137349;83171;46507;23065;7217;6295;13496;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/12/2017;596279;0;49578;311517;197756;9648;11342;0;3007;13431;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2017;579698;0;136547;227240;148311;35390;11680;6296;3253;10982;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/12/2017;564277;8880;153749;232172;94181;12740;3697;15423;542;42892;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/12/2017;515149;5904;150987;240731;80896;13183;7138;4230;2140;9940;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/12/2017;514636;64;109845;170820;121882;44014;26222;24456;1685;15647;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/12/2017;504774;797;16646;360438;79240;9005;1796;15354;12399;9099;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/12/2017;499678;6696;128561;144224;133463;23653;31992;7660;3409;20021;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/12/2017;497773;0;162507;225035;66943;15931;7008;3505;1725;15118;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;494589;0;12015;358841;112535;1330;9452;203;201;13;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/12/2017;494167;0;113304;211133;76793;31116;21324;10643;5492;24362;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;b3S;I;2;S4;9;TRES DE MAIO;RS;01/12/2017;493678;0;112941;213974;80348;54478;12981;8966;3196;6794;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/12/2017;492830;6934;70534;222070;112523;36210;12524;8065;4032;19938;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/12/2017;492006;46932;159872;154243;61896;14780;9560;22975;3337;18411;0
