Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;4541199;2094455;0;0;0;0;41085;14309;1576438;0;691;0;0;0;769495;0;0;0;0;58;44668
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/09/2021;62003123;52871854;766294;39267;228616;12496;2199943;4656925;2577;0;0;91034;0;0;6387;0;0;0;0;2558;1125153
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;3196420;200070;0;0;0;0;0;283350;0;0;0;0;0;0;2713000;0;0;0;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;595780;175158;0;0;0;0;0;90215;0;330408;0;0;0;0;0;0;0;0;0;0;0
CM CAPITAL MARKETS;51248;n2;C;3;S4;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;1021615;10327;0;0;0;0;0;1011288;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;14185561;12167076;181465;261904;422994;0;0;40925;1111197;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;12808461;9069846;0;31237;99450;0;0;3252431;355450;0;0;0;0;0;0;0;0;0;0;48;0
PLANNER;51341;n1;C;2;S4;197;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2021;3986418;3986407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
MORGAN STANLEY;51413;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2021;2290197;2290197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S3;197;SAO PAULO;SP;01/09/2021;12192384;12190990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1390;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;807359;163675;0;17415;0;0;0;485181;77877;0;0;0;0;0;63209;0;0;0;0;2;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;756326;33173;0;50602;171458;0;0;399451;0;0;0;1771;0;0;0;0;0;0;0;0;99871
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;14777993;9812128;0;0;0;0;3366242;1577894;0;0;0;0;0;0;0;0;0;0;0;21730;0
LECCA;51523;n1;C;2;S4;197;RIO DE JANEIRO;RJ;01/09/2021;68647;57941;0;0;0;0;10692;0;0;0;0;0;0;0;0;0;0;0;0;13;0
COINVALORES;51561;n2;C;2;S5;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;63029;0;0;0;0;0;0;0;0;0;0;0;0;0;63029;0;0;0;0;0;0
CAIXA ECONÔMICA FEDERAL;51626;b1;C;1;S1;199;BRASILIA;DF;01/09/2021;835861226;153465784;560863639;22632265;0;0;21;38945786;20931262;0;261841;20552687;0;121;9987696;0;0;0;0;11410;0
CONFIDENCE;51671;b2;C;2;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
FINAXIS;51688;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BEXS;51743;b2;C;2;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BANCO SICOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2021;14700756;12968170;0;35453;325956;0;0;1368539;0;0;0;1714;0;0;0;0;0;0;0;924;0
WESTERN UNION;51767;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BARIGUI;51774;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;928180;366778;482;0;0;0;71665;0;0;0;94675;392854;0;1333;0;0;0;0;0;393;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;12952718;7940495;5103;0;0;0;0;1406980;0;0;1048;0;0;0;1758594;0;0;0;0;2677;1837821
BNY MELLON;51808;b1;C;3;S4;199;RIO DE JANEIRO;RJ;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;305429;0;6713;641;0;0;416;111504;0;0;0;0;0;0;186155;0;0;0;0;0;0
GENIAL;51839;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2021;694222;6408;0;0;0;0;0;687808;0;0;0;0;0;0;0;0;0;0;0;5;0
UBS;51877;b2;C;3;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
INTER;51884;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2021;14531264;9555271;2764779;0;0;0;0;562428;0;0;236989;1396062;0;10840;0;0;0;0;0;4895;0
ANDBANK;51949;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;32784;2349;0;0;0;0;0;30435;0;0;0;0;0;0;0;0;0;0;0;0;0
AGIBANK;51956;b1;C;2;S4;199;CAMPINAS;SP;01/09/2021;5470317;5469305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1012;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2021;912672;255761;0;0;0;0;0;621903;0;0;0;34398;0;0;0;0;0;0;0;610;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;36366650;28894759;5735;0;58777;0;147316;4606676;439970;237641;2561;0;0;50;1454250;0;0;0;0;2195;516719
BOCOM;52003;b1;C;3;S3;199;SALVADOR;BA;01/09/2021;9648968;616061;0;0;0;0;0;4886740;0;0;0;4444;0;22619;457196;0;0;0;0;0;3661908
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;2117041;2107617;0;0;0;0;0;9108;0;0;0;0;0;0;0;0;0;0;0;315;0
TULLETT PREBON BRASIL;52027;n2;C;3;S4;196;SAO PAULO;SP;01/09/2021;4560;4560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2021;723624;240442;0;0;0;0;0;237731;0;0;0;241270;0;0;0;0;0;0;0;25;4157
INTL FCSTONE;52041;b2;C;3;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
NUBANK;52058;n1;C;2;S4;197;SAO PAULO;SP;01/09/2021;7166575;7041731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124842;0
GUIDE RBDTVM;52065;n2;C;3;S4;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
C6 BANK;52072;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;11360804;10703202;0;0;0;0;0;570510;0;0;0;0;0;0;1512;0;0;0;0;85580;0
CODEPE;52089;n1;C;2;S4;197;RECIFE;PE;01/09/2021;130;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA;52113;n2;C;2;S4;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
XP;52120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;01/09/2021;13578116;2183742;0;0;0;0;0;11344657;0;0;0;0;0;0;49660;0;0;0;0;57;0
MONEY PLUS;52137;n1;C;2;S5;197;SAO PAULO;SP;01/09/2021;477969;477966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-94;0
QI;52151;n1;C;2;S5;197;SAO PAULO;SP;01/09/2021;12457;12301;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;7;0
TRINUS;52223;n1;I;2;S4;197;GOIANIA;GO;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
SCOTIABANK;52230;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;1887035;782632;0;0;0;0;814848;289555;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB ARACREDI LTDA - SICOOB ARACREDI;68987;b3S;I;2;S5;9;ARAGUARI;MG;01/09/2021;284002;250357;227;139;0;0;0;26669;6609;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL;75847;b3S;I;2;S5;9;CRICIUMA;SC;01/09/2021;768455;142173;30497;0;0;0;0;594954;831;0;0;0;0;0;0;0;0;0;0;0;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;I;2;S4;9;CUIABA;MT;01/09/2021;20054;0;0;0;0;0;0;20054;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122327;n1;I;2;S5;14;FLORIANOPOLIS;SC;01/09/2021;277739;209440;0;0;0;0;0;54728;0;13567;0;0;0;0;0;0;0;0;0;4;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;I;2;S5;9;URUCANIA;MG;01/09/2021;644;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;I;2;S5;9;SAO GONCALO;RJ;01/09/2021;2820;2814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;S4;9;BELO HORIZONTE;MG;01/09/2021;62861;0;0;0;0;0;0;62861;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;I;2;S5;9;SEARA;SC;01/09/2021;65242;0;0;0;0;0;0;11300;0;0;0;0;0;0;53942;0;0;0;0;1;0
AGK CORRETORA DE CAMBIO S.A.;250699;n2;I;2;S4;21;SAO PAULO;SP;01/09/2021;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;I;2;S5;9;SANTOS;SP;01/09/2021;326771;147414;241;0;0;0;0;152324;26790;0;0;0;0;0;0;0;0;0;0;3;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;S4;9;BELO HORIZONTE;MG;01/09/2021;878992;0;0;0;0;0;164;878828;0;0;0;0;0;0;0;0;0;0;0;0;0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;S4;9;SAO PAULO;SP;01/09/2021;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;0
ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;329598;n2;I;2;S4;16;SAO PAULO;SP;01/09/2021;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;0
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411939;n1;I;2;S5;14;JUNDIAI;SP;01/09/2021;169391;169380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;I;2;S5;9;CAMPOS ALTOS;MG;01/09/2021;97532;67305;0;5910;0;0;0;18632;5685;0;0;0;0;0;0;0;0;0;0;1;0
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;I;2;S4;16;RIO DE JANEIRO;RJ;01/09/2021;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP – SICOOB CECRESA;512839;b3S;I;2;S5;9;SANTO ANDRE;SP;01/09/2021;8598;8598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;01/09/2021;580089;354514;0;1496;0;0;0;103486;0;0;81595;0;0;38995;0;0;0;0;0;2;0
COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO;543968;b3C;I;2;S4;9;FLORIANOPOLIS;SC;01/09/2021;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.;548980;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2021;1419;1417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2021;2817492;271591;1373929;0;0;0;0;0;0;0;0;1171971;0;0;0;0;0;0;0;2;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;S4;9;BRASILIA;DF;01/09/2021;178418;0;0;0;0;0;0;178418;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;I;2;S5;9;SAO JOSE DO CERRITO;SC;01/09/2021;416004;312991;0;0;0;0;0;97114;5897;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;I;2;S5;9;BRASILIA;DF;01/09/2021;86510;85355;0;0;0;0;0;2;1151;0;0;0;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;I;2;S5;9;PARACATU;MG;01/09/2021;503018;371780;0;0;0;0;0;95475;35762;0;0;0;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;I;2;S5;9;ABDON BATISTA;SC;01/09/2021;75549;44763;0;0;0;0;0;26964;3822;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;I;2;S5;9;ORLANDIA;SP;01/09/2021;5531;0;0;0;0;0;0;0;0;0;0;0;0;0;5530;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;I;2;S5;9;BRASILIA;DF;01/09/2021;6764;6764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/09/2021;718826;418164;0;0;0;0;1029;253519;0;0;16522;27864;0;0;0;0;0;0;0;1729;0
COOPERATIVA DE CRéDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803287;b3S;I;2;S5;9;VAZANTE;MG;01/09/2021;124504;72036;0;0;0;0;0;47152;5315;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;804046;b3S;I;2;S5;9;CAPITOLIO;MG;01/09/2021;56220;54106;0;0;0;0;0;2017;97;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2021;1490178;531387;1089;0;0;0;0;840263;117421;0;0;0;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;I;2;S5;9;BOA ESPERANCA;MG;01/09/2021;124931;94064;1424;2585;0;0;0;24467;2391;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV;881829;b3S;I;2;S5;9;JABOTICABAL;SP;01/09/2021;1627;1626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;I;2;S5;9;CONTAGEM;MG;01/09/2021;2202;2201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2021;75722;63405;0;0;0;0;0;4037;8278;0;0;0;0;0;0;0;0;0;0;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;I;2;S5;9;ORLANDIA;SP;01/09/2021;14877;14877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ;952415;b3S;I;2;S5;9;BRASILIA;DF;01/09/2021;161361;161361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;S4;9;ITAI;SP;01/09/2021;492845;350372;0;0;0;0;0;130664;11805;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;I;2;S5;9;GOIANESIA;GO;01/09/2021;169788;123083;652;0;0;0;0;42964;3088;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.;968834;b3S;I;2;S5;9;CATALAO;GO;01/09/2021;641;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;971300;b3S;I;2;S5;9;DOIS VIZINHOS;PR;01/09/2021;914741;734160;0;1301;0;0;0;166058;2685;0;0;10515;0;0;0;0;0;0;0;22;0
COOPERATIVA DE CRÉDITO UNICOPER;977212;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2021;243;0;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA;991739;b3S;I;2;S5;9;BELEM;PA;01/09/2021;7691;7691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO B3 S.A.;997185;b1;I;2;S4;2;SAO PAULO;SP;01/09/2021;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;0
