Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42339;8800251;1174261;9974512;2043186;12017698;75019354;2165142;0;192827;63600;2421569;3763544;81204467;176710291;0,1084;0,1228;0,148;0,0564;0,2348
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42339;6686016;0;6686016;4056248;10742263;62926270;1207095;0;1608718;27082;2842895;4779884;70549049;122722953;0,0948;0,0948;0,1523;0,0545;0,0468
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42339;7490694;0;7490694;0;7490694;38683077;1159672;54194;9739774;65024;11018663;5260614;54962355;97605304;0,1363;0,1363;0,1363;0,0767;0,1199
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42339;6145573;0;6145573;1243603;7389175;34689483;993751;0;1079;17158;1011989;5835041;41536512;72242406;0,148;0,148;0,1779;0,0851;0,0395
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42339;2689059;0;2689059;2581194;5270254;30704853;372978;14145;80718;0;467842;6266595;37439290;63250106;0,0718;0,0718;0,1408;0,0425;0,0438
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42339;3276777;0;3276777;1952400;5229177;25264830;401791;991;5063089;966294;6432165;1998893;33695888;58494335;0,0972;0,0972;0,1552;0,056;0,1001
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42339;2677527;0;2677527;670517;3348044;18879911;259530;0;3809513;0;4069042;2058884;25007837;32419086;0,1071;0,1071;0,1339;0,0826;0,0191
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42339;4111063;0;4111063;0;4111063;13332431;594818;13343;7901440;914694;9424295;1919257;24675984;27106975;0,1666;0,1666;0,1666;0,1517;0,0297
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42339;2400644;0;2400644;919813;3320457;18804777;174007;0;150078;0;324085;971467;20100330;24208776;0,1194;0,1194;0,1652;0,0992;0,1617
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42339;2505219;0;2505219;712512;3217732;18149010;162644;162209;638973;0;963825;774932;19887767;33189104;0,126;0,126;0,1618;0,0755;0,0126
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42339;2592505;0;2592505;966196;3558701;17595564;0;0;0;0;0;1199733;18795298;23579507;0,1379;0,1379;0,1893;0,1099;0,0094
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42339;1518565;0;1518565;569334;2087898;15603813;318918;97200;714482;0;1130600;982311;17716724;20685301;0,0857;0,0857;0,1178;0,0734;0,0116
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42339;2883142;0;2883142;0;2883142;15486491;1844;0;39982;0;41825;1253983;16782300;21901433;0,1718;0,1718;0,1718;0,1316;0,0899
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42339;2778956;0;2778956;0;2778956;12845138;363448;0;1061305;702;1425456;1423015;15693609;23414605;0,1771;0,1771;0,1771;0,1187;0,0883
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42339;2342917;0;2342917;0;2342917;13254456;19333;0;0;6389;25722;711980;13992157;20802891;0,1674;0,1674;0,1674;0,1126;0,0144
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42339;2374407;0;2374407;0;2374407;10053620;192356;77445;1335773;473155;2078729;912365;13044714;17295326;0,182;0,182;0,182;0,1373;0,005
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42339;1743439;0;1743439;0;1743439;9239940;81369;0;2791844;0;2873212;841786;12954939;19244367;0,1346;0,1346;0,1346;0,0906;0,0136
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42339;1483992;0;1483992;0;1483992;10448419;81;0;0;0;81;1252051;11700551;13978262;0,1268;0,1268;0,1268;0,1062;0,0321
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42339;1213543;0;1213543;829417;2042960;10572646;26129;0;0;0;26129;102389;10701164;15337695;0,1134;0,1134;0,1909;0,0791;0,3616
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42339;1483208;0;1483208;0;1483208;6250535;214429;0;2982679;0;3197109;1123149;10570793;17113598;0,1403;0,1403;0,1403;0,0867;0,0345
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42339;1475972;0;1475972;80837;1556809;9637876;0;0;0;0;0;829827;10467703;10003942;0,141;0,141;0,1487;0,1475;0,0013
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42339;1225055;0;1225055;369368;1594423;9294288;73084;462;50258;17984;141787;698514;10134588;13719376;0,1209;0,1209;0,1573;0,0893;0,1423
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42339;415608;0;415608;1066668;1482276;8339317;32109;0;21692;4466;58267;1649408;10046992;12357877;0,0414;0,0414;0,1475;0,0336;0,1068
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42339;2122056;0;2122056;0;2122056;7914329;61391;0;256594;4222;322207;799598;9036134;13894336;0,2348;0,2348;0,2348;0,1527;0,1144
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42339;4163459;0;4163459;0;4163459;569746;0;0;1424216;6082463;7506679;392100;8468526;5257645;0,4916;0,4916;0,4916;0,7919;0,0001
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42339;677657;727;678384;405356;1083740;7258967;11858;0;1163;0;13021;652090;7924078;11943028;0,0855;0,0856;0,1368;0,0568;0,2042
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42339;1070080;0;1070080;69066;1139146;6938468;10756;108655;391673;0;511084;141037;7590589;9818238;0,141;0,141;0,1501;0,109;0,1241
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42339;1172645;136376;1309021;0;1309021;6144960;68179;0;51303;158;119640;844656;7109256;31835187;0,1649;0,1841;0,1841;0,0411;0,0787
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42339;1956339;0;1956339;0;1956339;5850627;141671;0;235663;97642;474976;495803;6821406;6836321;0,2868;0,2868;0,2868;0,2862;0,2272
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42339;1197493;0;1197493;0;1197493;6259805;0;0;0;0;0;560721;6820526;7439090;0,1756;0,1756;0,1756;0,161;0,012
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42339;986491;0;986491;0;986491;5582321;104238;0;390277;0;494516;416158;6492994;6866426;0,1519;0,1519;0,1519;0,1437;0,106
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42339;768282;0;768282;783852;1552134;6015534;123709;0;5245;0;128955;313622;6458110;9859879;0,119;0,119;0,2403;0,0779;0,004
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42339;1268905;0;1268905;0;1268905;3931746;17270;34755;1451073;133188;1636286;846231;6414264;8860643;0,1978;0,1978;0,1978;0,1432;0,0078
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42339;822053;0;822053;80296;902349;5588727;317985;0;0;0;317985;243202;6149914;6467997;0,1337;0,1337;0,1467;0,1271;0,0052
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42339;793405;0;793405;0;793405;5229604;50825;0;541107;0;591933;216907;6038443;15682318;0,1314;0,1314;0,1314;0,0506;0,0273
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42339;1017914;0;1017914;0;1017914;5148276;58997;0;76553;0;135550;704931;5988757;26181886;0,17;0,17;0,17;0,0389;0,0806
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42339;1303579;0;1303579;0;1303579;3873721;49029;0;1597473;0;1646502;355880;5876103;16214044;0,2218;0,2218;0,2218;0,0804;0,0452
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42339;1150507;0;1150507;0;1150507;4698176;21955;0;69865;0;91820;1032792;5822788;16447193;0,1976;0,1976;0,1976;0,07;0,2292
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42339;1368528;0;1368528;0;1368528;3920600;240618;0;1016309;27945;1284873;464037;5669509;11448942;0,2414;0,2414;0,2414;0,1195;0,066
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42339;3002438;0;3002438;0;3002438;2972087;0;0;0;0;0;2464149;5436237;0;0,5523;0,5523;0,5523;NI%;0,0054
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42339;644922;0;644922;59901;704823;4412940;75672;0;0;0;75672;223490;4712101;4591278;0,1369;0,1369;0,1496;0,1405;0,0092
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42339;649426;0;649426;0;649426;4237697;10705;33036;121482;0;165224;156850;4559771;6621587;0,1424;0,1424;0,1424;0,0981;0,0164
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42339;567189;0;567189;0;567189;3542730;0;0;25548;0;25548;949357;4517635;0;0,1255;0,1255;0,1255;NI%;0,0073
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42339;1190403;0;1190403;0;1190403;3679200;371;0;8470;26215;35056;664747;4379003;5679564;0,2718;0,2718;0,2718;0,2096;0,3478
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42339;871218;0;871218;0;871218;3238318;45560;0;905123;0;950682;189843;4378844;8354697;0,199;0,199;0,199;0,1043;0,0028
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42339;955356;0;955356;0;955356;3887144;0;0;0;0;0;210850;4097995;6025089;0,2331;0,2331;0,2331;0,1586;0,0209
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42339;449012;0;449012;0;449012;2403120;0;0;1497855;0;1497855;192729;4093703;0;0,1097;0,1097;0,1097;NI%;0,0998
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42339;1418302;0;1418302;0;1418302;3877992;9389;0;0;0;9389;176059;4063440;6039732;0,349;0,349;0,349;0,2348;0,0285
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42339;826013;0;826013;0;826013;3751682;628;0;0;0;628;274443;4026753;5381392;0,2051;0,2051;0,2051;0,1535;0,0214
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42339;686164;0;686164;0;686164;3686115;0;0;0;0;0;326524;4012639;4398927;0,171;0,171;0,171;0,156;0,0181
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42339;593148;0;593148;0;593148;3950921;0;0;0;0;0;57952;4008873;6462416;0,148;0,148;0,148;0,0918;0,0296
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42339;914018;0;914018;0;914018;3340702;0;0;2588;0;2588;640269;3983559;3065287;0,2294;0,2294;0,2294;0,2982;0,3243
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42339;778059;0;778059;0;778059;3553921;0;0;6093;0;6093;357128;3917142;0;0,1986;0,1986;0,1986;NI%;0,0659
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42339;565863;0;565863;0;565863;3603081;2996;0;0;0;2996;288402;3894479;0;0,1453;0,1453;0,1453;NI%;0,0587
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42339;630466;0;630466;0;630466;2144370;59660;0;1172548;0;1232208;155065;3531643;9293598;0,1785;0,1785;0,1785;0,0678;0,051
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42339;682236;0;682236;0;682236;3005753;1239;0;3595;0;4834;282875;3293461;5507239;0,2071;0,2071;0,2071;0,1239;0,1598
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42339;605389;0;605389;0;605389;2954670;8345;0;0;0;8345;265225;3228240;5228349;0,1875;0,1875;0,1875;0,1158;0,0144
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42339;488639;0;488639;11982;500621;2407887;179163;0;295357;0;474520;229472;3111879;2779213;0,157;0,157;0,1609;0,1758;0,0692
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42339;887045;0;887045;0;887045;2724592;0;0;0;0;0;276982;3001574;0;0,2955;0,2955;0,2955;NI%;0,0005
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42339;1098497;0;1098497;0;1098497;2610408;0;0;0;0;0;373216;2983624;4297045;0,3682;0,3682;0,3682;0,2556;0,0632
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42339;612866;0;612866;0;612866;2446889;260739;28;38408;4429;303603;169731;2920223;3338358;0,2099;0,2099;0,2099;0,1836;0,1339
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42339;449491;0;449491;0;449491;2608115;35326;0;1935;0;37261;147629;2793005;4263323;0,1609;0,1609;0,1609;0,1054;0,0007
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42339;759161;0;759161;0;759161;2568763;2840;0;0;0;2840;217997;2789600;2589176;0,2721;0,2721;0,2721;0,2932;0,0068
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42339;563962;0;563962;0;563962;1951486;432432;0;167986;0;600418;125950;2677854;3922466;0,2106;0,2106;0,2106;0,1438;0,0611
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42339;434244;0;434244;0;434244;2469431;8221;55579;38099;64;101964;66807;2638202;3683261;0,1646;0,1646;0,1646;0,1179;0,1899
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42339;543282;0;543282;0;543282;2021020;7623;0;507149;0;514772;76812;2612604;4231721;0,2079;0,2079;0,2079;0,1284;0,0087
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42339;246223;0;246223;101456;347678;2262208;0;0;10179;3;10182;288491;2560881;4575080;0,0961;0,0961;0,1358;0,0538;0,27
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42339;488997;0;488997;0;488997;1635890;45820;0;638476;0;684295;135358;2455543;3231249;0,1991;0,1991;0,1991;0,1513;0,0086
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42339;686045;0;686045;0;686045;2389335;NA;NA;NA;NA;NA;NA;2389335;0;0,2871;0,2871;0,2871;NI%;0,0238
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42339;248518;76351;324869;0;324869;1985883;0;0;0;0;0;368555;2354438;0;0,1056;0,138;0,138;NI%;0,0087
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42339;394080;0;394080;0;394080;1699058;0;0;337;0;337;626254;2325649;1744603;0,1694;0,1694;0,1694;0,2259;0,1719
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42339;355728;0;355728;0;355728;2009717;16084;7238;75485;6434;105240;157323;2272280;2402200;0,1566;0,1566;0,1566;0,1481;0,0292
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42339;263971;0;263971;62443;326415;1970908;0;0;0;0;0;172601;2143508;2132456;0,1231;0,1231;0,1523;0,1238;0,0173
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42339;233017;0;233017;72850;305866;1432840;236196;5336;312964;1536;556033;109935;2098808;2041809;0,111;0,111;0,1457;0,1141;0,0409
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42339;213180;0;213180;151084;364264;1310462;6687;2455;331627;23273;364042;398874;2073378;2484620;0,1028;0,1028;0,1757;0,0858;0,18
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42339;405994;0;405994;0;405994;1507442;313852;0;0;0;313852;182644;2003938;1756153;0,2026;0,2026;0,2026;0,2312;0,3557
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42339;317812;0;317812;0;317812;1033218;485034;0;246678;0;731712;183032;1947963;2362266;0,1632;0,1632;0,1632;0,1345;0,0072
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42339;312766;0;312766;0;312766;1569488;39676;0;128173;718;168567;162884;1900939;2303499;0,1645;0,1645;0,1645;0,1358;0,0202
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42339;376828;0;376828;0;376828;1126322;12691;0;585552;1168;599411;114270;1840003;1292302;0,2048;0,2048;0,2048;0,2916;0,0353
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42339;370354;0;370354;2363;372716;1506531;64516;0;0;0;64516;105259;1676305;2219542;0,2209;0,2209;0,2223;0,1669;0,0587
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42339;324849;0;324849;0;324849;1355119;0;0;0;0;0;262371;1617490;2496421;0,2008;0,2008;0,2008;0,1301;0,0259
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42339;218232;0;218232;0;218232;817788;198904;0;22798;0;221702;469378;1508868;1494654;0,1446;0,1446;0,1446;0,146;0,0973
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42339;219232;0;219232;0;219232;1368263;0;0;0;0;0;140123;1508386;1650691;0,1453;0,1453;0,1453;0,1328;0
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42339;256258;0;256258;0;256258;1431549;0;0;0;0;0;49750;1481299;0;0,173;0,173;0,173;NI%;0,0046
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42339;480573;0;480573;0;480573;1366642;14737;0;0;0;14737;95334;1476713;0;0,3254;0,3254;0,3254;NI%;0,0102
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42339;301960;0;301960;0;301960;487223;49115;0;575439;0;624553;336010;1447786;3310236;0,2086;0,2086;0,2086;0,0912;0,0639
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42339;376460;0;376460;0;376460;1420253;NA;NA;NA;NA;NA;NA;1420253;0;0,2651;0,2651;0,2651;NI%;0,0175
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42339;258419;0;258419;0;258419;1221647;0;0;19071;0;19071;64484;1305202;4514182;0,198;0,198;0,198;0,0572;0,165
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42339;224141;0;224141;0;224141;1189224;0;0;0;0;0;100401;1289624;1951100;0,1738;0,1738;0,1738;0,1149;0,213
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42339;686968;0;686968;0;686968;1113692;0;0;0;0;0;170042;1283734;0;0,5351;0,5351;0,5351;NI%;0,0058
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42339;217629;0;217629;0;217629;1130049;34814;0;38091;3858;76762;28874;1235685;9746650;0,1761;0,1761;0,1761;0,0223;0,0266
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42339;229443;0;229443;5907;235350;1143343;0;0;0;0;0;71729;1215072;1832017;0,1888;0,1888;0,1937;0,1252;0,1676
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42339;159398;0;159398;25814;185212;777745;185852;0;6;0;185858;208170;1171772;1759111;0,136;0,136;0,1581;0,0906;0,0478
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42339;238101;0;238101;0;238101;913961;1512;0;103255;4975;109741;69590;1093292;1464464;0,2178;0,2178;0,2178;0,1626;0,5808
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42339;391611;0;391611;0;391611;968830;0;1288;0;0;1288;61450;1031568;2371247;0,3796;0,3796;0,3796;0,1651;0,0004
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42339;198654;0;198654;0;198654;913806;0;0;0;0;0;117487;1031293;1588118;0,1926;0,1926;0,1926;0,1251;0,075
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42339;228525;0;228525;0;228525;958857;0;0;0;0;0;65386;1024244;1621849;0,2231;0,2231;0,2231;0,1409;0,1329
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;42339;187893;0;187893;0;187893;926804;0;0;15;0;15;76759;1003577;942163;0,1872;0,1872;0,1872;0,1994;0,0036
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42339;122132;0;122132;118783;240915;829601;125145;0;0;0;125145;35252;989998;1656328;0,1234;0,1234;0,2433;0,0737;0,028
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;42339;219475;0;219475;0;219475;869826;8582;0;0;0;8582;78470;956878;1330024;0,2294;0,2294;0,2294;0,165;0,0828
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;;C;2;PORTO ALEGRE;RS;42339;111992;0;111992;0;111992;764957;0;0;0;0;0;179254;944210;1264172;0,1186;0,1186;0,1186;0,0886;0,0279
