Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
COOPERATIVA DE CRÉDITO MÚTUO E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;;I;2;CURITIBA;PR;41883;88276;22135;81979;79011;6296;173;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;;I;2;FLORIANOPOLIS;SC;41883;88256;45640;76372;71644;11884;924;0;8
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;;I;2;PARA DE MINAS;MG;41883;87928;28418;74569;72695;13359;1709;0;2
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;;I;2;SANTO ANGELO;RS;41883;87755;43166;74833;73653;12922;501;0;3
SICOOB CREDINOVA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE NOVA SERRANA LTDA.;1667766;b3S;;I;2;NOVA SERRANA;MG;41883;86993;50202;65109;61235;21884;2191;0;2
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS;71418784;b3S;;I;2;VARGINHA;MG;41883;86976;42411;80619;77964;6356;363;0;9
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO OESTE DE MINAS GERAIS LTDA. - SICOOB CREDIOESTE;25420696;b3S;;I;2;ABAETE;MG;41883;86737;55729;62884;43401;23852;1561;0;6
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;41883;85873;62777;52809;41240;33064;1676;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;41883;85377;53693;69278;54596;16100;1808;0;6
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;41883;85324;73505;4112;0;81212;3159;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE  DE GUARULHOS - UNICRED DE GUARULHOS;2250794;b3S;;I;2;GUARULHOS;SP;41883;84079;25734;66724;64215;17355;714;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO E MÉDIO SÃO FRANCISCO LTDA - SICOOB SÃO FRANCISCO.;912488;b3S;;I;2;MORADA NOVA DE MINAS;MG;41883;83669;61943;68386;34417;15284;537;0;8
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;;I;2;NOVO HAMBURGO;RS;41883;83152;41661;70228;68016;12924;757;0;6
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;;I;2;FORMIGA;MG;41883;81816;51294;66752;52897;15064;1768;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;;I;2;BRASILIA;DF;41883;81539;22758;63467;62261;18072;859;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;25528753;b3S;;I;2;DIVINOPOLIS;MG;41883;81395;35673;65993;59489;15403;1949;0;7
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANANDUVA - CRESOL SANANDUVA;5863726;b3S;;I;2;SANANDUVA;RS;41883;81215;55351;69656;36872;11559;417;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE DE RONDÔNIA - SICOOB CENTRO OESTE;5203605;b3S;;I;2;BURITIS;RO;41883;81096;67384;60523;57664;20573;2079;0;4
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE IJUI LTDA;1526924;b3S;;I;2;IJUI;RS;41883;80527;33096;64176;61914;16351;857;0;1
UNICRED DE NOVA FRIBURGO - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE SAUDE DE NOVA FRIBURGO LTDA;918800;b3S;;I;2;NOVA FRIBURGO;RJ;41883;80383;35389;67403;65053;12980;557;0;2
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DA SAÚDE DE PRESIDENTE PRUDENTE E REGIÃO - UNIPRIME OESTE PAULISTA;74220948;b3S;;I;2;PRESIDENTE PRUDENTE;SP;41883;80297;18299;73485;72593;6812;279;0;2
JBCRED S.A. SCME - PRUDENCIAL;1000083137;n1;;I;2;SAO PAULO;SP;41883;79981;38013;13654;0;66327;4588;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO;21661202;b3S;;I;2;ENTRE RIOS DE MINAS;MG;41883;79884;39029;66602;57472;13282;1730;0;9
COOPERATIVA DE CRÉDITO RURAL DE PORTO VELHO LTDA. - SICOOB PORTOCREDI;4544165;b3S;;I;2;PORTO VELHO;RO;41883;79771;26791;63616;61073;16154;1181;0;5
COOPERATIVA DE CRÉDITO RURAL DO SEMIÁRIDO DA BAHIA LTDA. - SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;41883;79433;33447;61245;58727;18188;1260;0;13
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;;I;2;IRAI DE MINAS;MG;41883;78858;22642;62515;50389;16343;1241;0;0
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS FEDERAIS DE MINAS GERAIS LTDA.;1760242;b3S;;I;2;BELO HORIZONTE;MG;41883;78734;52137;57205;53897;21529;1154;0;8
COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP;41931221;b3S;;I;2;PITANGUI;MG;41883;78683;50542;59188;49989;19495;2156;0;2
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS;25363615;b3S;;I;2;BELO HORIZONTE;MG;41883;78674;55629;33037;28332;45637;1576;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA FAZENDA E DOS ÓRGÃOS VINCULADOS À PRESIDÊNCIA DA REPÚBLICA LTDA. - SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;;I;2;BRASILIA;DF;41883;77906;64427;23123;11214;54783;2021;0;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;;I;2;BELO HORIZONTE;MG;41883;77793;70015;7351;0;70442;2387;0;1
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;41883;77578;48994;66096;64773;11482;73;0;4
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;41883;77490;46702;53807;49976;23683;1832;0;1
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS;7512780;b3S;;I;2;AGUAS MORNAS;SC;41883;77412;47534;69797;40966;7615;185;0;11
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO LTDA - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;41883;77138;50699;68021;66508;9118;179;0;5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO;429890;b3S;;I;2;CAMPOS ALTOS;MG;41883;76960;58906;55823;28109;21137;1357;0;1
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;;I;2;FRANCISCO BELTRAO;PR;41883;76953;56202;66107;22114;10846;541;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP;57647653;b3S;;I;2;HOLAMBRA;SP;41883;75991;40555;64937;52932;11055;199;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DA REGIÃO DO IGUAÇU - UNIPRIME DO IGUAÇU;1848322;b3S;;I;2;PATO BRANCO;PR;41883;75879;40321;62190;59194;13689;825;0;3
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA QUARTA COLÔNIA DO RGS - SICREDI QUARTA COLÔNIA;87755047;b3S;;I;2;NOVA PALMA;RS;41883;75784;29211;58507;38149;17277;270;0;2
AGORACRED S/A SCFI - PRUDENCIAL;1000083618;n1;;I;2;VITORIA;ES;41883;75587;96565;67026;62623;8561;739;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.;41805003;b3S;;I;2;PIUMHI;MG;41883;75432;50909;62920;42266;12512;1109;0;7
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;;I;2;LAGOA DA PRATA;MG;41883;74880;51913;60267;54329;14613;1665;0;1
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;;I;2;CASCAVEL;PR;41883;74712;62389;62475;17869;12237;-343;0;7
DIRECAO S.A. CFI - PRUDENCIAL;1000083625;n1;;I;2;SANTOS;SP;41883;74331;43712;2777;178;71553;1355;2;0
FAMILIA PAULISTA CI S.A. - PRUDENCIAL;1000083429;n1;;I;2;SANTOS;SP;41883;74236;145;64874;0;9362;128;1;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS  DA AMAZÔNIA OCIDENTAL LTDA - UNICRED CENTRAL AMAZÔNIA OCIDENTAL;2470935;b3C;;I;2;MANAUS;AM;41883;74127;1349;70672;0;3455;5;0;0
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;;I;2;BELO HORIZONTE;MG;41883;74099;1190;16877;0;57222;-1251;1;0
WALPIRES S.A. CCTVM - PRUDENCIAL;1000082860;n2;;I;2;SAO PAULO;SP;41883;74096;0;64594;0;9503;-1129;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.;1566038;b3S;;I;2;MANAUS;AM;41883;74003;45941;43743;34715;30260;1226;0;2
COMPANHIA PROVINCIA DE CREDITO IMOBILIARIO - PRUDE;1000080972;n1;;C;2;PORTO ALEGRE;RS;41883;72907;7813;62401;1979;10507;215;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2144899;b3S;;I;2;OURO PRETO DO OESTE;RO;41883;72881;54830;59299;57469;13582;555;0;9
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;64276058;b3S;;I;2;NANUQUE;MG;41883;72760;45070;57066;40242;15694;1603;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO SUL DA BAHIA - UNICRED REGIÃO SUL DA BAHIA;97489280;b3S;;I;2;ITABUNA;BA;41883;72701;31624;44968;41778;27733;1812;0;3
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS DA REGIÃO DOS CAMPOS GERAIS LTDA.;3234384;b3S;;I;2;PONTA GROSSA;PR;41883;72394;39582;55957;52306;16437;593;0;2
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41883;72214;31941;61213;55443;11001;1107;0;14
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CRUZ MACHADO - CRESOL CRUZ MACHADO;5277312;b3S;;I;2;CRUZ MACHADO;PR;41883;71935;60710;60060;16799;11876;-465;0;4
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES AGRÍCOLAS E PECUÁRIOS DA MÉDIA SOROCABANA - CREDICANA;44373041;b3S;;I;2;ASSIS;SP;41883;71011;15157;61282;60815;9729;198;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP;25353939;b3S;;I;2;ALPINOPOLIS;MG;41883;70250;43500;56384;30732;13866;1381;0;5
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;;I;2;JANAUBA;MG;41883;70123;41177;50670;32384;19454;1492;0;5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS ESTADOS DO TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO CERRADO;3836609;b3S;;I;2;DIANOPOLIS;TO;41883;69858;45644;57506;44845;12352;189;0;5
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ;9512539;b3S;;I;2;ITAJAI;SC;41883;69781;45909;60211;56928;9570;121;0;7
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4179861;b3S;;I;2;MACEIO;AL;41883;69674;47468;44728;38616;24946;1328;0;3
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE DOURADOS - UNIPRIME DOURADOS;37554441;b3S;;I;2;DOURADOS;MS;41883;69357;24259;52938;49620;16419;1065;0;1
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;;I;2;TENENTE PORTELA;RS;41883;69094;54187;57867;22179;11227;924;0;5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;;I;2;JOAO PINHEIRO;MG;41883;68245;55538;51932;35470;16313;899;0;4
GREENCRED COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO  DOS MÉDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIÃO METROPOLITANA E LITORAL;2347114;b3S;;I;2;CURITIBA;PR;41883;68011;19917;49859;44955;18152;902;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DO ESTADO DE SÃO PAULO - SICREDI CENTRO PAULISTA SP;3974280;b3S;;I;2;BAURU;SP;41883;67090;32116;55792;51471;11299;188;0;3
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL;18966739;b3S;;I;2;TRES PONTAS;MG;41883;66777;33386;53770;43128;13007;1161;0;3
COOPERATIVA DE CRÉDITO DOS MICROS E PEQUENOS EMPRESÁRIOS DO VALE DO ITAJAÍ - CONCREDI;2781986;b3S;;I;2;BLUMENAU;SC;41883;66772;27192;53529;52531;13243;336;0;1
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BOTUVERÁ - CRESOL BOTUVERÁ;8297831;b3S;;I;2;BOTUVERA;SC;41883;66726;41281;58279;39805;8447;1421;0;5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;41883;66488;40523;7020;0;59468;2030;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITURAMA LTDA. - SICOOB CREDIRAMA;3412878;b3S;;I;2;ITURAMA;MG;41883;66400;42793;53688;41778;12712;963;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71698674;b3S;;I;2;TAUBATE;SP;41883;65938;22693;48658;46046;17280;674;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAOPEBA LTDA. - SICOOB CREDIPARAOPEBA;22749014;b3S;;I;2;PARAOPEBA;MG;41883;65785;24515;51522;42576;14263;1756;0;3
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;;I;2;CRUZEIRO;SP;41883;65261;59898;1316;0;63945;1963;0;1
COOPERATIVA DE CRÉDITO RURAL DE GUARANI LTDA - SICOOB GUARANICREDI;26014175;b3S;;I;2;GUARANI;MG;41883;64851;34879;54463;47560;10388;975;0;6
BROOKFIELD - PRUDENCIAL;1000080453;n1;;C;3;RIO DE JANEIRO;RJ;41883;64690;0;12698;0;51992;19;2;0
INTERFLOAT HZ CCTVM LTDA. - PRUDENCIAL;1000082688;n2;;I;2;SAO PAULO;SP;41883;64587;0;1000;0;63587;3838;0;0
AF ESTADO DE PERNAMBUCO S.A. - PRUDENCIAL;1000081177;n1;;I;1;RECIFE;PE;41883;64535;26918;2127;0;62408;-1614;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;;I;2;RIO DE JANEIRO;RJ;41883;64350;51277;28964;25650;35386;1683;0;7
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DA GRANDE SÃO PAULO - SICREDI GRANDE SÃO PAULO SP;4306351;b3S;;I;2;SAO PAULO;SP;41883;64317;31056;56200;53383;8117;-2;0;2
ALPES CCTVM S/A - PRUDENCIAL;1000082482;n2;;I;2;SAO PAULO;SP;41883;64229;42;55841;0;8388;-1505;1;0
CREDSUPER - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;4138455;b3S;;I;2;NATAL;RN;41883;63864;59865;46407;43418;17456;1034;0;0
BCO REP ORIENTAL URUGUAY BCE - PRUDENCIAL;1000081287;b1;;I;3;SAO PAULO;SP;41883;63731;10077;10824;10182;52907;2276;1;0
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;;I;2;BENTO GONCALVES;RS;41883;63151;65525;55911;52055;7240;154;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR DE UBERABA;71432926;b3S;;I;2;UBERABA;MG;41883;63096;18320;56826;55052;6269;236;0;2
COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS - ACREDICOOP;3461243;b3S;;I;2;JOINVILLE;SC;41883;62370;46064;52870;50541;9500;-57;0;6
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;;C;2;BELO HORIZONTE;MG;41883;62357;919;34996;0;27361;95;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;41883;61741;36976;48680;45457;13061;-386;0;6
COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;1073966;b3S;;I;2;ABELARDO LUZ;SC;41883;61545;41390;45432;37155;16113;103;0;8
UM INVESTIMENTOS S/A CTVM - PRUDENCIAL;1000082561;n2;;I;2;RIO DE JANEIRO;RJ;41883;60892;0;45754;0;15138;218;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DE GOIÂNIA;2480577;b3S;;I;2;GOIANIA;GO;41883;60491;23877;39532;38038;20960;1654;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, BANCÁRIOS E ECONOMIÁRIOS DO ESTADO DE SANTA CATARINA - SICOOB CREDISC;3419786;b3S;;I;2;FLORIANOPOLIS;SC;41883;60169;34454;53074;51966;7095;1492;0;3
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ALTO VALE DO RIO NEGRO - SCRCRED;10218474;b3S;;I;2;SAO BENTO DO SUL;SC;41883;60092;35644;52250;49135;7842;-64;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;;I;2;SAO PAULO;SP;41883;59792;20365;11184;0;48608;874;0;0
UNICRED CARIRI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO DO CARIRI;86913993;b3S;;I;2;JUAZEIRO DO NORTE;CE;41883;59791;26666;41149;38883;18642;735;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO CLARO E REGIÃO LTDA. - UNICRED RIO CLARO E REGIÃO;1259518;b3S;;I;2;RIO CLARO;SP;41883;59343;26361;47895;46477;11448;408;0;1
NOVINVEST CVM LTDA - PRUDENCIAL;1000082808;n2;;I;2;SAO PAULO;SP;41883;59156;0;45291;0;13864;-2047;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;;I;2;SANTA CRUZ DAS PALMEIRAS;SP;41883;58711;41493;50698;49249;8013;-383;0;1
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;51489318;b3S;;I;2;SAO PAULO;SP;41883;58464;26788;43870;43219;14593;30;0;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;;I;2;CATANDUVA;SP;41883;58154;52376;2515;0;55639;1344;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE UMUARAMA - SICOOB ARENITO;7026923;b3S;;I;2;UMUARAMA;PR;41883;57595;34767;50330;48345;7265;172;0;5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS DE BELO HORIZONTE E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB ENGECRED;2606305;b3S;;I;2;BELO HORIZONTE;MG;41883;57424;20032;46367;44357;11058;659;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE LUZ LTDA.   SICOOB CREDILUZ;25536764;b3S;;I;2;LUZ;MG;41883;57225;41611;44695;30524;12531;1162;0;1
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;;I;2;SANTO CRISTO;RS;41883;57120;41411;48755;25770;8364;296;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO   SICOOB/SC   CREDISERRA;1692448;b3S;;I;2;URUPEMA;SC;41883;57026;40527;47331;46671;9695;974;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;;I;2;JUIZ DE FORA;MG;41883;56963;29217;47323;45323;9640;315;0;2
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAPA E DOS SERVIDORES DO MINISTÉRIO DO MEIO AMBIENTE E ÓRGÃOS VINCULADOS LTDA. - SICOOB AGROAMBIENTAL;2338666;b3S;;I;2;BRASILIA;DF;41883;56955;41367;33668;31524;23287;1127;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL EM BRASÍLIA LTDA. - SICOOB EXECUTIVO;694877;b3S;;I;2;BRASILIA;DF;41883;56716;31734;39430;36707;17286;817;0;5
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;;I;1;NATAL;RN;41883;56586;6087;23644;3835;32942;1282;1;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;;I;2;CABEDELO;PB;41883;56523;15302;47522;13441;9001;342;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA;1703620;b3S;;I;2;BOM DESPACHO;MG;41883;56502;40377;45414;43673;11087;1158;0;3
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO  MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO DO ESTADO DO PARÁ LTDA - COIMPPA;84156470;b3S;;I;2;BELEM;PA;41883;56304;51458;15552;13000;40752;1838;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CURVELO LTDA. - SICOOB CREDICENTRO;21682737;b3S;;I;2;CURVELO;MG;41883;56077;32977;46742;35574;9335;658;0;6
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO PAULISTA - UNICRED CENTRO PAULISTA;71988653;b3S;;I;2;SAO CARLOS;SP;41883;55977;22821;48070;46807;7908;-10;0;1
