Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2015;7794981;302210;257920;866615;6367320;916;0
BIC;32119;b1;C;3;;199;SAO PAULO;SP;01/06/2015;7397406;325271;756896;3595303;1916523;1;803411
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2015;7129738;382403;485665;6102769;151084;7818;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2015;5966189;429709;34671;690789;4811021;0;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2015;5880385;60183;33143;288146;2088940;0;3409973
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2015;5540651;164017;207465;2630014;2455040;147;83967
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2015;5302005;142446;442385;2687855;2029312;6;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2015;5062272;276031;86127;708423;3102991;0;888700
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2015;4755129;154885;693327;1207795;2699042;79;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2015;4616106;870043;594145;1959361;1192529;27;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2015;4269035;934086;1129811;1950748;254386;3;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2015;4130408;0;10639;1307816;2811952;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2015;3842960;128794;866403;2455360;392401;2;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2015;3840662;0;112854;563022;2112290;0;1052497
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2015;3809694;3829;31961;426115;3347788;1;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2015;3495027;179539;640713;1730782;943992;1;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;3451618;234713;490682;2415870;310041;312;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2015;3149989;359441;666735;1911276;212537;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2015;2963486;116800;79159;1356853;876275;23;534376
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2015;2930066;414965;627680;509785;1377636;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2015;2746992;1398;8123;460467;810224;0;1466780
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2015;2696329;374912;316585;307513;1697287;31;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2015;2683033;17451;153073;345723;2166645;141;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2015;2427570;562009;188018;667690;1005814;4039;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2015;2348631;92780;136059;1153870;965922;0;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2015;2318617;581;24015;364502;1929518;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2015;2036382;84887;57626;795706;954868;0;143296
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1917758;90068;36372;522531;1268787;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2015;1886531;235772;438875;1052241;159643;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2015;1849189;0;45372;606281;1197536;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2015;1841646;109258;381991;1073993;276157;246;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1787945;114347;2902;297761;1372930;4;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2015;1775839;132629;488513;1026754;127632;312;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1583404;30347;498;205813;1346746;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2015;1545304;10855;93927;1165459;275064;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1264546;477;68093;663858;532115;3;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/06/2015;1246800;65986;380101;766682;34029;1;NI
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2015;1202169;7678;186061;833887;171466;3077;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2015;1190551;643;0;1005358;184549;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2015;1162922;682;11308;280452;870479;2;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2015;1150656;32675;194309;662416;261240;18;NI
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/06/2015;1078018;113614;2521;329546;625332;0;7005
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1066038;46680;160040;232315;442919;0;184084
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2015;1054005;20319;48105;328166;636830;0;20585
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2015;1021662;164715;77289;617127;162532;0;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2015;972606;181555;105812;583971;101147;121;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2015;956350;31346;2639;38769;883597;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/06/2015;908651;0;0;0;908651;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2015;887581;29058;152613;470096;235814;0;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;841546;43433;142062;634179;21871;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2015;829804;49473;32568;518098;229474;191;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2015;803017;112946;50409;338568;301094;0;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2015;714547;1277;75807;417201;219865;397;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/06/2015;690279;0;0;181389;508890;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2015;667027;16410;57076;517815;75724;1;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2015;620197;0;503470;80361;36359;6;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2015;482687;50953;63381;368097;0;255;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2015;479467;14216;58416;215552;191280;3;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2015;469917;155312;13273;195907;105424;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2015;459000;8751;62936;333316;53997;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2015;444819;45211;61947;274287;63325;50;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;435281;4688;42295;339384;48908;6;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2015;420022;152123;200468;67024;0;407;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2015;418902;1255;0;376407;41235;4;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/06/2015;409543;46951;40447;115337;206808;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2015;405447;46516;43770;285740;29421;0;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/06/2015;397678;1865;28692;225178;141933;10;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;389449;39386;45350;269662;35046;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2015;378137;32139;108474;231005;6463;57;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/06/2015;367130;35366;24729;268712;38306;17;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/06/2015;359300;16664;79779;257852;5005;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2015;357321;6011;17548;258961;74801;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2015;351264;46621;48256;246172;10195;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2015;343211;9560;84928;248550;155;17;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2015;340707;19191;90255;191103;40001;157;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2015;339844;29922;76697;193702;39491;33;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2015;337400;53096;100729;124323;58948;305;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2015;318538;29995;76815;185363;26309;57;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2015;314889;37934;48728;84798;143290;138;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2015;303171;10293;42674;238927;11248;30;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2015;297837;89483;120515;75815;11973;51;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2015;282786;18883;70455;153538;39887;23;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2015;281657;32881;53354;86174;108914;334;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2015;279437;32064;69227;144491;33632;22;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2015;276414;32842;72548;164550;6425;49;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/06/2015;275680;59809;29882;105773;80215;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2015;273195;83799;69275;68213;51694;215;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/06/2015;270153;13987;72262;165008;18838;58;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/06/2015;268557;12332;809;15963;239453;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2015;260307;21644;50715;187895;0;54;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/06/2015;259026;39009;8266;157434;54316;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2015;257568;58087;70517;83531;45323;110;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;01/06/2015;254591;0;0;17106;237485;0;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/06/2015;241657;0;12373;132453;96831;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2015;235444;38792;67622;72998;56014;19;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2015;230985;7023;33898;178214;11832;18;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2015;213610;42760;50521;73142;47088;99;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2015;213152;9147;10489;140313;52827;376;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2015;210610;23709;24010;63644;99134;113;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;01/06/2015;207700;7260;49634;148674;2114;18;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/06/2015;205940;14728;48758;134843;7610;1;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2015;203098;18971;43485;139580;1062;0;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/06/2015;199637;132870;36083;23623;7060;2;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2015;191741;138903;50770;1961;88;19;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/06/2015;187476;5319;28367;94778;59011;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/06/2015;184890;3050;26827;148938;6070;6;0
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;I;3;;8;SAO PAULO;SP;01/06/2015;184248;2391;18071;118340;45447;0;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/06/2015;183415;46456;72989;61707;2263;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;I;2;;9;GUARATUBA;PR;01/06/2015;179998;35410;67111;72381;5050;46;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2015;179835;26251;61394;86493;5656;40;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2015;178490;12067;88171;77445;775;31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2015;174767;30746;46695;54231;42996;99;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2015;171640;31369;63836;63516;12877;42;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/06/2015;168868;1541;8615;86409;72299;5;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/06/2015;168599;10266;59064;98639;550;80;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;01/06/2015;167453;2302;24570;86656;53924;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO VALE DO PARANHANA - ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;01/06/2015;165080;8667;47077;108222;1099;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/06/2015;157228;39005;32416;36160;49572;75;0
BANCO KEB DO BRASIL S.A.;2318507;b1;I;3;;2;SAO PAULO;SP;01/06/2015;156400;13875;3472;130351;8703;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2015;152217;33173;50033;54182;14665;164;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;01/06/2015;150075;6543;46255;87338;9918;22;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2015;148646;11800;23207;97047;16559;31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/06/2015;146080;31526;33285;43669;37545;56;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;01/06/2015;144267;12524;56296;71767;3654;27;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/06/2015;143981;30577;34466;50283;28567;88;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/06/2015;141702;28024;30673;43170;39779;56;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2015;140762;22240;24705;60229;33451;136;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;I;2;;9;JUINA;MT;01/06/2015;140699;21267;45681;64636;9054;61;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;01/06/2015;138814;4088;34081;98434;2199;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/06/2015;138479;10487;24342;50228;53335;87;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2015;133758;3921;9764;38769;81304;1;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;I;2;;9;CHAPECO;SC;01/06/2015;132898;16593;62968;48275;5042;20;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/06/2015;131496;15842;29802;58722;27093;36;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/06/2015;129342;6229;30606;91125;1379;3;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;I;2;;9;BLUMENAU;SC;01/06/2015;125684;110715;14969;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/06/2015;123923;24611;27991;42581;28621;119;0
