Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/06/2015;391171;106;7551;24946;0;0;423774;-135943;-58749;-68;0;-55073;-249833;173941;12735;37530;-7813;-88142;-14242;0;7968;-10669;-62635;111306;-2;111304;-44942;0;66362;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/06/2015;9758;0;325176;79854;0;0;414788;-85671;-134077;0;-21372;714;-240406;174382;220312;0;-157456;-59658;-23650;0;22273;-26137;-24316;150066;2565;152631;-48955;-2000;101676;0
BES;51482;b2;;C;3;SAO PAULO;SP;01/06/2015;80973;0;186000;115222;26142;0;408337;-413949;-11962;0;0;-13541;-439453;-31115;22993;1755;-34958;-23868;-7194;42626;4278;-2797;2836;-28280;-8;-28287;31983;-1474;2221;-7800
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/06/2015;300521;0;52915;39770;13311;0;406518;-55186;-208039;0;0;-85381;-348606;57912;13463;4986;-47850;-17998;-9961;0;42672;-29360;-44049;13863;64;13928;-7997;-572;5359;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/06/2015;323072;18568;69776;-5949;0;0;405467;-123942;-36092;-14668;0;-62067;-236770;168697;4948;13;-21805;-36851;-12142;0;19050;-19538;-66325;102372;-29;102344;-25436;-3564;73343;-67549
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/06/2015;307571;3893;74825;6110;0;0;392399;-206354;-19309;-2470;0;-61819;-289952;102447;10672;35862;-7658;-142691;-14063;11124;19857;-30159;-117058;-14611;-2856;-17467;14679;0;-2788;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/06/2015;94928;0;27809;15786;242172;0;380694;-41991;-266748;0;0;4124;-304614;76080;3;0;-5505;-4941;-4788;0;274;-8823;-23781;52299;-16;52284;-20930;0;31354;0
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/06/2015;237889;0;73145;47935;3897;0;362867;-118272;-49;0;0;-37;-118358;244508;3269;8377;-20865;-189490;-12236;8159;80442;-109964;-232308;12200;99678;111878;-1189;0;110689;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/06/2015;986;359132;0;0;0;0;360118;0;-39717;-281085;0;-21661;-342462;17656;0;0;-2;-10995;-2973;0;5326;-1090;-9735;7921;1320;9241;-2559;0;6681;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/06/2015;340112;0;4615;2027;0;0;346755;-17825;-172592;0;0;-46325;-236742;110012;18976;122;-15056;-8938;-6955;0;110;-702;-12444;97569;688;98257;-38454;-1595;58208;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/06/2015;140680;154875;30633;8093;0;0;334282;0;-46883;-141417;0;-69369;-257668;76614;12935;48;-28157;-37272;-8089;0;11339;-16438;-65635;10979;-199;10779;-3962;0;6817;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/06/2015;255386;896;64029;13805;0;0;334116;-215265;-9897;-742;0;-18675;-244580;89536;615;107;-10551;-19009;-4996;0;4704;-23433;-52563;36973;5690;42663;-17509;-728;24427;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/06/2015;108376;0;172292;0;0;41449;322118;-183773;0;0;0;-3586;-187358;134759;0;1810;-45087;-20478;-7958;0;8896;-10614;-73432;61327;525;61853;0;0;61853;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/06/2015;198454;4014;74296;5462;23651;0;305877;-160203;-54215;-3814;0;-9824;-228056;77821;255;7313;-25674;-25147;-5381;17383;12724;-10296;-28822;48998;-2429;46569;-6477;-5675;34417;-9500
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/06/2015;200564;0;77548;0;0;9567;287680;-130775;-3278;0;0;-8503;-142556;145124;28915;7648;-77851;-48305;-11713;0;2133;-2121;-101295;43829;504;44333;-16140;-3695;24499;-7853
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/06/2015;172422;0;83109;0;0;0;255531;-75936;-26569;0;0;-39535;-142039;113492;3245;1852;-34201;-28568;-512;0;8261;-1793;-51715;61777;-189;61588;-611;-3023;57954;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/06/2015;201663;0;47943;0;0;0;249607;-88688;-2659;0;0;-19454;-110801;138806;11403;6672;-35170;-53685;-188;0;2419;-2474;-71024;67782;-14;67768;0;-3040;64728;0
BBM;30207;b1;;C;2;SALVADOR;BA;01/06/2015;87590;0;75215;18164;62544;0;243513;-117796;-40139;0;0;-9537;-167472;76041;9316;18;-21180;-15795;-3542;16064;4013;-38569;-49675;26366;-3036;23330;967;-7475;16822;-16821
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/06/2015;63418;0;25067;0;151564;0;240048;-12035;-210196;0;0;-494;-222724;17324;71;32;-6577;-4726;-839;0;995;0;-11044;6280;-33;6247;-1873;-27;4347;0
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/06/2015;209198;0;28700;2062;0;0;239960;-97636;-543;0;0;-29034;-127212;112748;2407;3337;-25974;-61926;-7177;-516;416;-3705;-93138;19609;1068;20678;-4735;0;15942;-8860
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/06/2015;203793;0;28636;4745;0;0;237174;-77308;-6335;0;0;-48324;-131968;105206;14979;43910;-48783;-69893;-12089;4686;12755;-11696;-66131;39075;738;39813;-7450;-5163;27200;-10478
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;01/06/2015;22994;0;64397;33645;109428;0;230463;-34565;-185060;0;0;-59160;-278785;-48322;29363;53;-23677;-13288;-3589;17300;26353;-4258;28256;-20065;0;-20065;5940;-1214;-15339;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/06/2015;6369;0;222388;0;0;0;228757;-222388;-2;0;0;-21;-222411;6345;0;0;-12797;64462;0;2514;1117;-61662;-6366;-21;21;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/06/2015;122239;0;43032;17682;40284;0;223236;-89184;-71500;0;0;-21838;-182522;40715;3589;2197;-22986;-12216;-6201;1053;18211;-297;-16650;24064;100;24164;-4058;0;20106;-12500
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;01/06/2015;146;0;185198;37809;0;0;223153;-157837;0;0;-30829;-5089;-193755;29398;81072;0;-58986;-20880;-7123;-16;16949;-5537;5479;34877;42;34918;-8060;-1385;25473;0
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/06/2015;169151;0;48145;2136;0;0;219432;-85932;0;0;0;-86372;-172304;47128;16971;13932;-8716;-83751;-10875;0;53125;-17195;-36509;10619;8;10628;-4602;0;6025;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/06/2015;134064;0;47571;-35609;66202;0;212228;-242631;-38128;0;0;-128837;-409595;-197368;18876;4198;-46050;-39379;-5059;560;54546;-18419;-30727;-228094;-6301;-234395;97296;-4324;-141424;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/06/2015;38980;0;22494;-10722;143508;0;194260;-40270;-1329;0;0;-2408;-44007;150253;20093;1008;-56470;-60732;-8267;346;1014;-16757;-119766;30487;-168;30319;-8936;-1670;19713;-6300
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/06/2015;4;0;193196;0;0;0;193200;-182870;0;0;0;0;-182870;10330;0;0;-1573;-1208;-9;4730;348;-157;2131;12461;0;12461;0;0;12461;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;01/06/2015;11320;0;70399;63591;41449;0;186758;-19517;-112762;0;0;-1713;-133993;52765;12511;0;-21769;-10245;-5936;0;3461;-497;-22475;30291;1;30290;-10171;0;20119;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/06/2015;153770;18289;9143;0;0;0;181202;-6504;-46553;-15605;0;-64816;-133478;47724;112;2840;-16580;-21481;-5446;-2422;13109;-1549;-31416;16308;-301;16007;-7012;-1067;7928;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/06/2015;134039;9982;26888;5512;0;0;176421;-21883;-32904;-7156;0;-82987;-144929;31492;755;1615;-20128;-14630;-5090;0;14780;-10768;-33465;-1974;-6071;-8044;870;0;-7174;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/06/2015;2695;0;172016;0;0;1705;176417;-178826;-1982;0;0;69;-180739;-4322;31;0;-5823;-5289;-34;4680;19398;-382;12581;8259;-10;8249;0;0;8249;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/06/2015;1344;0;165011;6;0;4977;171339;-153417;-7107;0;0;58;-160465;10874;99;0;-10966;-4262;-10;9215;16202;-5860;4418;15292;118;15410;-16;-299;15095;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/06/2015;113158;6867;50276;605;0;0;170906;-69079;-2112;-6390;0;-19210;-96791;74115;2762;7831;-14854;-15434;-5263;0;868;-8252;-32342;41772;-821;40951;-10249;-1871;28831;-18746
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/06/2015;127030;0;36269;0;0;0;163298;0;-69764;0;0;-92459;-162222;1076;4561;818;-19832;-8530;-4734;0;381;-24914;-52249;-51173;0;-51173;20502;-924;-31595;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/06/2015;25394;0;62705;-16482;82261;0;153878;-72533;-11779;0;0;96;-84216;69662;38557;10097;-31976;-45016;-8335;142;7559;-24562;-53533;16128;9;16138;-6641;-1400;8097;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;01/06/2015;728;146683;5155;1082;0;0;153649;-14246;-2547;-108354;0;-6896;-132042;21607;24;0;-20293;-5901;-1717;0;5502;-6709;-29093;-7486;1699;-5787;10036;-194;4054;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/06/2015;126456;0;26437;0;0;0;152893;-72106;-258;0;0;-10723;-83087;69806;0;0;-15838;-12155;-88;0;537;-1304;-28847;40959;231;41190;0;0;41190;-8945
