cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;dez/19;56.349.985;306.400;4.156.363;9.920.354;12.207.708;3.469.130;1.349.493;1.460;31.410.906;22.096;743.217;2.126.934;3.511.355;1.276.976;450.162;684;8.131.425;175.970;1.931.091;2.422.619;103.581;4.501;18.065;8;4.655.835;128.243;4.236.000;479.535;953;492;0;0;4.845.223;0;0;0;0;0;0;0;0;196.488;857.664;1.638.204;1.726.862;847.421;644.941;6.258;5.917.836;1.443;31.342;67.112;112.191;58.187;3.706;0;273.979;696;180.626;642.211;215.912;56.618;18.718;0;1.114.781;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/19;3,07%;7,11%;8,44%;10,38%;11,19%;13,54%;17,37%;0,14%;10,73%;2,72%;6,33%;7,10%;7,26%;6,48%;1,48%;0,05%;5,71%;8,06%;7,15%;25,79%;18,90%;0,71%;1,42%;0,00%;11,28%;17,31%;4,19%;1,18%;0,04%;0,05%;0,00%;0,00%;3,31%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,83%;4,71%;6,62%;9,89%;10,46%;7,68%;0,22%;6,82%;0,08%;0,14%;0,13%;0,11%;0,09%;0,00%;0,00%;0,06%;0,52%;3,73%;3,18%;2,65%;1,59%;0,47%;0,00%;2,73%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/19;1.278.755;0;162.193;684.438;222.826;50.043;825;0;1.120.324;0;564;2.053;6.426;3.421;303;0;12.765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.614;21.546;48.930;10.999;1.197;164;89.451;0;3.273;37.743;15.199;0;0;0;56.215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/19;0,07%;0,00%;0,33%;0,72%;0,20%;0,20%;0,01%;0,00%;0,38%;0,00%;0,00%;0,01%;0,01%;0,02%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,09%;0,28%;0,14%;0,01%;0,01%;0,10%;0,00%;0,01%;0,07%;0,01%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/19;275.834.094;3.513;48.055;112.783;221.458;144.689;9.253;100.148;639.898;4.757;64.888;157.898;344.248;158.772;60.269;766;791.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.121;23.963;76.195;90.227;22.990;1.104;0;218.600;631.643;8.727.630;22.877.525;51.739.257;37.127.299;116.256.864;30.585.625;267.945.844;1.475;390.730;1.032.339;1.865.002;1.247.811;1.694.075;6.720;6.238.153;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;dez/19;15,02%;0,08%;0,10%;0,12%;0,20%;0,56%;0,12%;9,77%;0,22%;0,58%;0,55%;0,53%;0,71%;0,81%;0,20%;0,06%;0,56%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,13%;0,31%;0,52%;0,28%;0,01%;0,00%;0,25%;36,53%;38,93%;43,73%;49,98%;56,37%;65,63%;66,93%;57,17%;1,11%;8,08%;5,11%;22,88%;34,97%;42,54%;96,09%;15,27%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;dez/19;10.112.553;33.593;222.382;413.014;421.119;81.700;41.112;365;1.213.284;31.051;729.225;1.507.779;2.343.657;783.646;331.095;16.221;5.742.673;0;5.137;17.191;0;0;0;0;22.328;2.915;132.945;456.312;9.669;6.037;13.440;81;621.399;0;0;0;0;0;0;0;0;3.545;24.985;19.657;25.822;9.774;9;0;83.792;16.317;140.269;400.689;878.015;410.968;336.253;669;2.183.180;1.328;4.855;79.041;82.711;20.977;19.195;0;208.106;0;13;35;37.521;101;118;0;37.789
n1%;n1 - Não Bancário de Crédito;dez/19;0,55%;0,78%;0,45%;0,43%;0,39%;0,32%;0,53%;0,04%;0,41%;3,82%;6,21%;5,03%;4,85%;3,97%;1,09%;1,18%;4,03%;0,00%;0,02%;0,18%;0,00%;0,00%;0,00%;0,00%;0,05%;0,39%;0,13%;1,12%;0,38%;0,62%;17,85%;0,02%;0,42%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,14%;0,08%;0,15%;0,12%;0,00%;0,00%;0,10%;0,94%;0,63%;0,77%;0,85%;0,62%;0,19%;0,00%;0,47%;1,00%;0,10%;0,39%;1,01%;0,59%;0,48%;0,00%;0,51%;0,00%;0,00%;0,00%;0,48%;0,01%;0,05%;0,00%;0,21%
n2;n2 - Não Bancário de Mercado de Capitais;dez/19;2.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1.991;2.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,07%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;dez/19;66.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.589;66.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n4%;n4 - Instituições de Pagamento;dez/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,30%;0,08%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;dez/19;1.271.576.669;2.510.076;38.256.434;71.127.325;79.588.759;16.775.926;5.512.414;891.840;214.662.774;673.149;8.037.857;21.210.252;34.395.911;15.162.242;29.537.202;1.362.446;110.379.061;1.757.570;24.636.763;5.716.689;431.829;632.419;1.251.522;232.121;34.658.913;561.633;89.006.350;31.155.744;2.323.102;927.411;26.575;385.477;124.386.292;1.340.315;34.765.851;62.914.525;25.071.743;20.683.108;13.649.756;16.842;158.442.140;5.376.265;15.222.065;21.176.576;13.868.642;6.548.907;7.304.577;2.722.668;72.219.699;520.730;6.561.962;16.853.973;27.841.583;13.379.890;24.007.687;6.986.116;96.151.941;97.411;4.023.335;15.877.812;5.235.201;1.966.670;2.091.232;273;29.291.935;705.384;1.206.126;2.492.945;4.665.086;970.475;133.581;64.704;10.238.302
C%;C - Conglomerado;dez/19;69,24%;58,21%;77,65%;74,42%;72,93%;65,48%;70,95%;86,97%;73,34%;82,73%;68,46%;70,78%;71,16%;76,89%;96,90%;98,72%;77,49%;80,49%;91,25%;60,86%;78,79%;99,29%;98,58%;100,00%;84,00%;75,82%;88,04%;76,56%;91,63%;95,38%;35,29%;99,98%;84,90%;84,90%;89,23%;87,29%;85,99%;96,61%;99,08%;100,00%;89,53%;77,41%;83,61%;85,57%;79,46%;80,80%;87,02%;94,17%;83,26%;30,12%;29,27%;32,22%;26,90%;20,32%;13,55%;15,29%;20,52%;73,35%;83,16%;78,66%;64,23%;55,12%;52,51%;3,91%;71,68%;59,70%;49,55%;47,80%;59,34%;86,08%;51,06%;96,29%;56,41%
I;I - Instituição independente;dez/19;564.811.862;1.801.685;11.012.746;24.447.036;29.535.494;8.842.909;2.256.896;133.644;78.030.411;140.496;3.702.767;8.757.103;13.940.481;4.557.581;943.417;17.718;32.059.564;425.915;2.363.272;3.675.759;116.230;4.501;18.065;8;6.603.749;179.110;12.089.920;9.539.491;212.158;44.945;48.720;81;22.114.427;238.445;4.194.097;9.159.675;4.085.283;725.757;127.160;0;18.530.417;1.569.325;2.984.339;3.570.283;3.585.430;1.556.165;1.089.653;168.614;14.523.807;1.208.307;15.854.214;35.461.295;75.674.843;52.477.963;153.144.651;38.712.364;372.533.637;35.390;814.614;4.307.594;2.915.417;1.601.334;1.891.128;6.720;11.572.197;476.225;1.228.276;2.721.995;3.197.148;156.877;128.057;2.493;7.911.072
I%;I - Instituição independente;dez/19;30,76%;41,79%;22,35%;25,58%;27,07%;34,52%;29,05%;13,03%;26,66%;17,27%;31,54%;29,22%;28,84%;23,11%;3,10%;1,28%;22,51%;19,51%;8,75%;39,14%;21,21%;0,71%;1,42%;0,00%;16,00%;24,18%;11,96%;23,44%;8,37%;4,62%;64,71%;0,02%;15,10%;15,10%;10,77%;12,71%;14,01%;3,39%;0,92%;0,00%;10,47%;22,59%;16,39%;14,43%;20,54%;19,20%;12,98%;5,83%;16,74%;69,88%;70,73%;67,78%;73,10%;79,68%;86,45%;84,71%;79,48%;26,65%;16,84%;21,34%;35,77%;44,88%;47,49%;96,09%;28,32%;40,30%;50,45%;52,20%;40,66%;13,92%;48,94%;3,71%;43,59%
