Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;43891;202;0;16365;0;0;0;16567;-15818;0;0;0;372;-15446;1121;29;0;-8456;-3437;-3;4255;6293;-686;-2004;-882;99;-783;-42;-713;-1538;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;43891;15557;0;978;0;0;0;16535;-2729;-1963;0;0;-1424;-6116;10419;583;184;-3768;-2660;-22;0;3403;-1681;-3961;6458;-4;6455;0;0;6455;-3119
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;43891;12483;0;4002;0;0;0;16485;-4610;-547;0;0;-2337;-7494;8991;1184;264;-3635;-3713;-81;0;2093;-1431;-5318;3673;-54;3619;-107;-300;3211;-699
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;43891;14539;0;1834;0;0;0;16373;-2424;-880;0;0;-2322;-5626;10747;3213;2429;-6541;-5523;-215;0;1329;-788;-6096;4651;-35;4616;-444;0;4172;-338
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S5;I;2;ARAPOTI;PR;43891;14525;0;1837;0;0;0;16362;-2868;-1736;0;0;-2644;-7249;9113;3101;1167;-4022;-3865;-103;0;498;-1792;-5016;4097;3;4100;-339;-361;3400;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;43891;14871;0;1311;0;0;0;16182;-2904;-718;0;0;-2293;-5915;10267;2731;1874;-4026;-3417;-165;0;1317;-568;-2255;8012;15;8027;-113;-211;7702;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;43891;10731;0;5334;0;0;0;16065;-4559;-565;0;0;-1047;-6171;9894;2969;2917;-4472;-4952;-166;0;1625;-737;-2816;7078;-26;7052;-321;0;6730;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;43891;14409;0;1334;0;0;0;15744;-1645;-2546;0;0;-4227;-8417;7326;2166;1973;-4384;-4424;-205;0;1238;-523;-4159;3168;-11;3157;-114;-128;2915;-178
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;43891;14528;0;1186;0;0;0;15713;-2148;0;0;0;-6570;-8718;6995;1644;1385;-2273;-3507;-71;0;1079;-558;-2302;4693;16;4709;-131;0;4578;-481
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;43891;14248;0;1451;0;0;0;15699;-4960;-137;0;0;-679;-5776;9923;1399;474;-3659;-5111;-22;62;30;-44;-6872;3051;167;3218;0;0;3218;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;43891;14538;0;1071;0;0;0;15609;-2206;-2001;0;0;-3447;-7653;7956;2468;1020;-3367;-2930;-89;0;694;-1753;-3957;3998;734;4733;-231;-63;4439;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;43891;10467;0;5045;0;0;0;15512;-4873;-515;0;0;-1963;-7351;8161;1571;220;-2875;-2931;-120;0;1536;-411;-3009;5152;4;5155;-226;-360;4569;-1005
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;43891;9336;0;6069;0;0;0;15405;-5670;-7985;0;0;-978;-14634;771;3495;0;-1934;-836;-3;0;0;-1824;-1102;-331;29;-302;-3;0;-304;0
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;43891;13104;0;1934;0;0;0;15037;-3927;-12;0;0;-1224;-5163;9874;1019;302;-2207;-1974;-50;0;1128;-229;-2010;7864;22;7886;-127;-229;7530;-621
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;43891;14508;0;501;0;0;0;15009;-1190;0;0;0;-2730;-3921;11088;726;160;-3091;-2984;0;0;226;-267;-5230;5858;4;5862;-3;0;5860;-1415
COOPERATIVA DE CRÉDITO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;43891;13844;0;1161;0;0;0;15005;-3337;-129;0;0;-636;-4102;10902;548;360;-3561;-2647;-17;0;4527;-1319;-2109;8794;34;8828;0;-422;8407;-3982
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;43891;13733;0;1265;0;0;1;14999;-1410;-1677;0;0;-3062;-6150;8850;3844;1403;-4648;-4498;-122;0;568;-2259;-5711;3138;128;3266;-281;-816;2169;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;43891;11838;0;3139;0;0;0;14977;-3502;0;0;0;-1950;-5452;9525;1347;67;-4622;-3358;-33;0;6633;-1763;-1730;7795;0;7795;0;0;7795;-4657
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;43891;13259;0;1714;0;0;0;14973;-2448;-1004;0;0;-2264;-5716;9258;1330;2008;-5694;-4800;-59;0;1937;-528;-5806;3452;-15;3437;-49;-242;3147;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;43891;13940;0;1010;0;0;0;14950;-1945;-2204;0;0;-2771;-6921;8029;2562;1917;-6294;-4909;-214;0;1192;-815;-6562;1468;49;1517;-279;-465;773;-361
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;43891;14060;0;737;0;0;0;14797;-1232;-1171;0;0;-2691;-5093;9704;2040;2258;-4970;-3785;-147;0;1392;-911;-4122;5581;-67;5515;-323;-238;4953;-124
RANDON - PRUDENCIAL;1000080800;b2;S4;C;2;CAXIAS DO SUL;RS;43891;14146;0;558;0;0;0;14704;-2707;-5243;0;0;-14;-7964;6739;43097;493;-6178;-22111;-5243;0;871;-1041;9888;16627;-44;16582;-8200;-724;7658;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;43891;186;0;14508;0;0;0;14694;-13874;0;0;0;-17;-13891;804;57;0;-6071;-2056;-30;3143;6293;0;1337;2141;0;2141;0;-138;2003;0
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;43891;11750;0;2723;0;0;0;14473;-3663;0;0;0;395;-3269;11205;102;26;-2742;-1152;-502;0;76;-648;-4840;6364;7671;14035;-6098;-550;7387;0
GUIDE;1000084837;n2;S4;C;3;SAO PAULO;SP;43891;0;0;13981;208;0;0;14189;-1723;0;0;0;0;-1723;12467;53812;15245;-20945;-38247;-7011;709;3682;-1498;5746;18213;-30;18183;-95;-20133;-2045;0
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S5;I;2;SAO PAULO;SP;43891;13264;0;831;0;0;0;14094;-1471;0;0;0;-1734;-3205;10890;372;900;-5765;-5296;-57;0;1683;-1805;-9968;922;1;923;0;0;923;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;43891;10829;0;3203;0;0;0;14032;-4158;0;0;0;-1329;-5487;8545;2315;2084;-3577;-4413;-187;0;1264;-507;-3022;5523;1;5523;-240;-4;5279;0
SICOOB UNIMAIS MANTIQUEIRA – COOPERATIVA DE CRÉDITO;71698674;b3S;S5;I;2;TAUBATE;SP;43891;13574;0;426;0;0;0;14001;-2414;-106;0;0;-2265;-4785;9216;2117;832;-5037;-4698;-149;0;940;-697;-6692;2524;-831;1693;-112;-496;1085;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;43891;12315;0;1658;0;0;0;13974;-4269;0;0;0;-16501;-20770;-6796;235;277;-3738;-2942;-20;0;2;-596;-6782;-13578;14;-13565;0;0;-13565;-29
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;43891;13457;0;470;0;0;0;13926;0;0;0;0;-5709;-5709;8217;0;0;-3191;-4344;-580;0;86;-55;-8084;133;0;133;0;0;133;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;0;0;13891;0;0;0;13891;-12614;0;0;0;0;-12614;1277;50;0;-224;-1457;-63;0;0;0;-1694;-417;0;-417;0;0;-417;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;43891;11585;0;2289;0;0;3;13877;-3321;-623;0;0;-1972;-5916;7961;1164;237;-2959;-2393;-84;0;2001;-617;-2651;5310;-2;5308;-164;-267;4877;-173
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;S5;I;2;BENTO GONCALVES;RS;43891;13809;0;0;0;0;0;13809;-2168;0;0;0;-4541;-6709;7100;1;0;-533;-920;-517;0;23;-135;-2082;5017;0;5017;-2283;-8;2727;0
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;43891;12811;0;963;0;0;0;13774;-5188;0;0;0;-477;-5665;8109;2300;444;-3566;-5491;-44;111;140;-123;-6230;1880;-37;1843;-103;0;1740;-226
BANCOSEGURO - PRUDENCIAL;1000084868;b1;S4;I;2;SAO PAULO;SP;43891;4522;0;9180;0;0;0;13701;-5949;0;0;0;-412;-6361;7340;1;0;-9768;-12221;-2634;0;47129;-20586;1920;9260;0;9260;-3625;-1195;4441;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;43891;11782;0;1843;0;0;5;13630;-2250;-2627;0;0;-1084;-5960;7670;969;1323;-3814;-2361;-23;0;88;-2023;-5840;1830;0;1830;-6;-313;1511;0
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB UNICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;43891;12905;0;648;0;0;0;13553;-1810;-969;0;0;-2505;-5284;8269;1359;1750;-5518;-4243;-81;0;916;-813;-6630;1639;-86;1553;-51;-392;1110;-283
TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL;1000082619;n2;S4;C;3;SAO PAULO;SP;43891;656;0;11451;1400;7;0;13514;0;-27;0;0;-39;-66;13448;28152;1923;-25707;-8900;-3021;0;616;-131;-7068;6380;0;6380;-3058;0;3322;0
COOPERATIVA SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO.;259231;b3S;S5;I;2;SANTOS;SP;43891;11741;0;1738;0;0;0;13479;-4102;0;0;0;-767;-4869;8609;1803;77;-3699;-4235;-71;0;1654;-445;-4916;3693;-15;3678;-85;0;3593;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;S5;I;2;GOIANIA;GO;43891;12700;0;628;0;0;51;13379;-1099;-1554;0;0;3286;633;14012;1397;463;-6918;-4583;-96;0;1376;-2202;-10562;3450;-29;3421;-184;0;3238;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;43891;0;0;13376;0;0;0;13376;-12924;0;0;0;0;-12924;451;138;0;-2168;-1830;-11;-4;3540;-11;-346;105;0;105;-36;0;69;0
COOPERATIVA DE POUPANCA E CRÉDITO MÚTUO DOS EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DO OESTE PAULISTA - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43891;12586;0;760;0;0;0;13346;-1789;-34;0;0;-2440;-4263;9082;2525;1705;-5578;-5330;-185;0;1332;-718;-6250;2833;12;2845;-241;0;2603;-322
COOPERATIVA DE CRÉDITO UNICOOB OURO BRANCO - SICOOB UNICOOB OURO BRANCO;5772229;b3S;S5;I;2;PARANAVAI;PR;43891;12371;0;962;0;0;0;13333;-1577;-7;0;0;-10683;-12267;1066;1093;2296;-4988;-5268;-66;0;1694;-1965;-7205;-6138;-54;-6193;-45;0;-6238;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;43891;12394;0;746;0;0;0;13140;-1211;-1292;0;0;-1917;-4420;8721;1388;467;-3897;-3705;-121;0;904;-674;-5638;3083;24;3107;-222;-113;2772;-927
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;43891;12957;0;141;0;0;0;13097;-1487;0;0;0;-3711;-5198;7899;0;0;-108;-620;-609;0;4;-4408;-5741;2159;0;2159;0;0;2159;0
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;43891;12049;0;1034;0;0;0;13083;-1282;-273;0;0;-3728;-5282;7801;2391;1231;-3444;-4129;-16;0;40;-1360;-5287;2514;-107;2407;0;-315;2091;0
BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL;1000084033;n2;S4;I;3;RIO DE JANEIRO;RJ;43891;6;0;12048;1010;0;0;13064;-484;-427;0;0;0;-911;12153;41035;0;-9496;-6484;-3634;0;1869;-298;22992;35144;0;35144;-2171;-22357;10615;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO COOPERAÇÃO RS/SC  – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;43891;11309;0;1729;0;0;9;13048;-1957;-1681;0;0;-2415;-6053;6994;3646;1123;-3661;-3068;-116;0;543;-2101;-3634;3361;3;3364;-316;-654;2395;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;43891;12542;0;368;0;0;0;12910;-1008;-869;0;0;-5078;-6955;5955;2553;1812;-4428;-3886;-189;0;1932;-2852;-5057;898;45;943;-342;-434;167;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;43891;11951;0;930;0;0;0;12880;-1505;-1237;0;0;-3175;-5917;6963;1384;350;-3320;-2826;-113;0;1324;-644;-3845;3118;40;3158;-243;-175;2740;-189
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;43891;11340;0;1527;0;0;0;12866;-3618;-602;0;0;-4640;-8860;4006;1181;969;-2156;-3060;-70;0;790;-995;-3340;666;-36;630;-165;-120;345;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;43891;11171;0;1674;0;0;0;12844;-2495;-644;0;0;439;-2701;10144;1561;1622;-3924;-3705;-100;0;997;-1259;-4808;5335;-12;5323;-264;-305;4754;-169
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;43891;12026;0;808;0;0;0;12834;-1483;-101;0;0;-1551;-3136;9698;1350;175;-3976;-4557;0;0;343;-323;-6989;2709;2;2711;-8;0;2703;-507
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;43891;12026;0;776;0;0;2;12805;-1587;-941;0;0;-1756;-4285;8520;2551;1176;-4452;-4016;-82;0;502;-1941;-6263;2257;5;2262;-173;-364;1726;0
MONEY PLUS SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;C;2;SAO PAULO;SP;43891;12800;0;0;0;0;0;12800;0;0;0;0;734;734;13534;140;0;-925;-3420;-613;0;7;0;-4811;8723;-1;8722;-2704;0;6017;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;43891;11705;0;1037;0;0;0;12742;-1851;-278;0;0;-2733;-4862;7880;1487;1185;-4272;-2976;-21;0;55;-1083;-5625;2255;-22;2233;0;-329;1904;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;43891;11407;0;1318;0;0;0;12725;-2199;-2907;0;0;-282;-5388;7338;1460;1095;-2867;-2317;-239;0;1103;-438;-2204;5134;43;5177;-358;0;4819;0
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;43891;8789;0;3833;0;0;0;12622;-4780;0;0;0;-487;-5267;7355;715;358;-2467;-2035;-16;0;70;-455;-3830;3526;-5;3521;0;0;3521;-494
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;43891;11392;0;1212;0;0;0;12604;-1785;-1265;0;0;-2541;-5591;7014;3046;206;-3895;-3145;-92;0;857;-1657;-4680;2333;-7;2326;-272;-477;1577;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;43891;11574;0;1019;0;0;0;12593;-1959;-1126;0;0;-140;-3225;9367;819;691;-3135;-2499;-56;0;1190;-376;-3366;6001;-93;5908;-45;0;5863;-290
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;43891;10547;0;1794;0;0;0;12340;-1799;-1614;0;0;-2026;-5439;6901;900;236;-2214;-2012;-49;0;1495;-468;-2112;4790;11;4801;-209;0;4591;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;43891;10660;0;1675;0;0;0;12335;-2691;0;0;0;-640;-3331;9004;998;474;-3749;-3674;-26;0;49;-208;-6136;2867;-10;2857;0;0;2857;-987
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;43891;11680;0;566;0;0;0;12246;-1600;-1460;0;0;-3910;-6970;5276;2098;1348;-4454;-5393;-215;0;2474;-1096;-5238;38;18;56;-301;0;-245;0
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;43891;223;0;12118;-104;0;0;12238;0;0;0;0;0;0;12238;18387;0;-7591;-9089;-2261;216;6243;-1032;4873;17111;-131;16980;-4735;0;12245;0
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;S4;I;3;SAO PAULO;SP;43891;0;0;8396;3702;73;0;12172;0;0;0;0;0;0;12172;5059;2718;-3858;-5422;-1399;0;504;-98;-2497;9675;1;9675;-3941;-800;4934;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;43891;11209;0;912;0;0;0;12120;-1533;-896;0;0;-2085;-4513;7607;2082;1429;-3872;-3263;-162;0;888;-718;-3616;3991;9;4000;-350;-473;3177;-187
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;43891;10325;0;1783;0;0;0;12108;-2679;0;0;0;-1886;-4565;7543;3089;2070;-4599;-4530;-150;0;844;-729;-4004;3539;1;3538;-86;0;3452;-412
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;43891;11810;0;133;0;0;0;11943;-1928;0;0;0;-3656;-5584;6359;2241;0;-670;-6334;-664;0;249;-646;-5823;537;-29;507;-72;0;435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;43891;9933;0;1885;0;0;0;11818;-2597;-110;0;0;-1126;-3833;7985;1901;1141;-3483;-2539;-197;0;883;-257;-2550;5435;8;5443;-71;-140;5231;0
GAZIN - PRUDENCIAL;1000080824;n1;S4;C;2;DOURADINA;PR;43891;11511;0;154;0;0;0;11664;-318;0;0;0;-2126;-2444;9220;8015;0;-3800;-1993;-1270;0;253;-793;412;9632;-71;9562;-3620;-20;5922;0
SENFF S.A. - CFI - PRUDENCIAL;1000083670;n1;S4;I;2;CURITIBA;PR;43891;11377;0;266;0;0;0;11643;-1368;0;0;0;-5868;-7236;4407;508;4;-40;-4519;-504;0;0;-153;-4705;-298;-10;-308;487;0;179;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;43891;10240;0;1168;0;0;224;11632;-1073;-1086;0;0;-1740;-3899;7733;1919;1252;-3530;-3079;-153;0;1423;-525;-2694;5039;-110;4928;-119;0;4809;-468
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43891;10400;0;1221;0;0;0;11622;-1840;-283;0;0;-1594;-3718;7904;1128;347;-3044;-2138;-119;0;632;-394;-3588;4316;1;4317;-269;-255;3794;-53
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;43891;10394;0;1089;0;0;0;11483;-2007;-1737;0;0;-1968;-5712;5771;1907;1022;-3114;-2929;-143;0;750;-413;-2919;2852;19;2871;-306;-129;2436;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;43891;0;0;11392;0;0;0;11392;-11031;0;0;0;0;-11031;361;0;0;-2420;15065;0;0;1625;-14630;-360;1;-1;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;43891;8948;0;2398;0;0;0;11346;-2145;-221;0;0;-1200;-3567;7779;2526;1661;-2417;-3190;-190;0;1647;-818;-780;6999;-1;6998;0;-262;6736;-547
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;43891;10395;0;930;0;0;4;11329;-1396;-1207;0;0;-2281;-4884;6445;901;610;-2196;-2446;-62;0;1209;-508;-2493;3952;-21;3931;-125;-181;3625;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;43891;8388;0;2813;0;0;0;11200;-2843;-520;0;0;-1343;-4706;6495;1303;532;-3096;-2887;-71;0;944;-190;-3465;3029;-75;2954;-76;-108;2769;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;43891;10551;0;489;0;0;0;11040;-2790;-199;0;0;-619;-3608;7432;1182;223;-2202;-3964;-39;148;140;-116;-4627;2805;-407;2398;0;0;2398;-242
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;43891;8717;0;2268;0;0;0;10986;-2536;-304;0;0;-1112;-3952;7033;1350;396;-3177;-2772;-91;0;1180;-363;-3478;3555;-209;3346;-77;-127;3142;-303
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;43891;9338;0;1564;0;0;0;10902;-1383;0;0;0;-3101;-4484;6418;769;500;-2293;-2093;-53;0;548;-282;-2904;3514;9;3522;-98;0;3424;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;43891;9116;0;1715;0;0;0;10831;-1802;-24;0;0;-2375;-4200;6630;1453;733;-2762;-2889;-11;0;18;-1154;-4612;2019;63;2082;0;-174;1908;0
