Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CRÉDITO MÚTUO DOS MICROS E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE SÃO CARLOS - SICOOB CREDIACISC;7669921;b3S;S5;I;2;SAO CARLOS;SP;43891;503;0;182;0;0;0;685;-123;0;0;0;-140;-262;423;169;227;-380;-428;-9;0;102;-56;-376;47;0;47;-10;-7;30;0
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;43891;0;0;874;-191;0;0;683;0;0;0;0;0;0;683;23811;2110;-11862;-7133;-1744;0;1374;-4;6552;7235;346;7582;-2983;0;4598;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO SUL DO MARANHÃO – SICREDI SUL DO MARANHÃO;26191078;b3S;S5;I;2;IMPERATRIZ;MA;43891;511;0;166;0;0;0;678;-92;-6;0;0;-122;-221;457;124;41;-247;-134;-2;0;29;-161;-350;106;0;106;-2;0;105;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALGAR E EMPREENDEDORES DO TRIÂNGULO MINEIRO LTDA - SICOOB TRIÂNGULO;1296040;b3S;S5;I;2;UBERLANDIA;MG;43891;594;0;76;0;0;0;671;-43;0;0;0;-67;-109;561;91;25;-392;-311;-4;0;29;-18;-580;-19;0;-19;-3;0;-21;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE RIBEIRÃO PRETO - MEDCRED DE RIBEIRÃO PRETO;3575699;b3S;S5;I;2;RIBEIRAO PRETO;SP;43891;486;0;181;0;0;0;667;-217;0;0;0;15;-202;465;22;60;-358;-214;-1;0;0;-4;-495;-30;0;-30;-1;0;-31;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO ABC - COOPER 7;4414354;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43891;649;0;16;0;0;0;665;0;0;0;0;322;322;987;7;0;-74;-196;0;0;46;-9;-226;761;0;761;1;0;761;0
MELHOR CC LTDA. - PRUDENCIAL;1000082279;n2;S4;I;2;CURITIBA;PR;43891;0;0;0;0;660;0;660;0;0;0;0;0;0;660;0;4;-216;-330;-31;0;0;0;-572;88;0;88;-29;0;59;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON;48718183;b3S;S5;I;2;SAO PAULO;SP;43891;540;0;117;0;0;0;657;0;0;0;0;-117;-117;540;1;0;-128;-172;1;0;0;0;-301;239;0;239;0;0;239;0
FINAXIS - PRUDENCIAL;1000080790;b1;S4;C;2;CURITIBA;PR;43891;0;0;652;0;0;0;652;-9;0;0;0;-187;-197;455;14741;1926;-6952;-5898;-1537;0;13;-58;2235;2690;20;2710;-1022;-225;1462;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS;43730498;b3S;S5;I;2;SAO PAULO;SP;43891;581;0;70;0;0;0;651;0;0;0;0;13;13;664;0;0;-237;-62;-1;0;0;-47;-348;317;0;317;0;0;317;0
CARTOS SCD - PRUDENCIAL;1000084442;n1;S5;I;2;SAO PAULO;SP;43891;646;0;4;0;0;0;650;0;0;0;0;-170;-170;480;2;10;-54;-653;-24;0;0;-25;-743;-263;0;-263;34;0;-230;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA;9004796;b3S;S5;I;2;LENCOIS PAULISTA;SP;43891;566;0;84;0;0;0;649;-54;0;0;0;-102;-156;493;138;114;-331;-387;-9;0;108;-14;-381;113;-2;110;-7;0;103;0
SADOC CC - PRUDENCIAL;1000084758;n2;S5;I;2;FORTALEZA;CE;43891;0;0;0;0;642;0;642;0;0;0;0;0;0;642;0;7;-84;-401;-30;0;0;-12;-519;123;0;123;-28;0;95;0
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;43891;624;0;15;0;0;0;639;-122;0;0;0;-4;-126;513;13;0;-419;-118;0;0;88;0;-436;77;0;77;0;0;77;-30
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES;1235921;b3S;S5;I;2;VITORIA;ES;43891;603;0;35;0;0;0;638;0;0;0;0;-123;-123;515;0;0;-284;-219;-3;0;17;1;-489;25;0;25;-2;0;23;0
GERAL CCVM LTDA - PRUDENCIAL;1000082918;n2;S4;I;2;PORTO ALEGRE;RS;43891;0;0;636;0;0;0;636;-2;0;0;0;0;-2;634;790;0;-389;-887;-89;0;71;-44;-548;86;0;86;0;0;86;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DOS EMPREGADOS E SERVIDORES DA SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - SICOOB COOPTRANSP;66555665;b3S;S5;I;2;SAO PAULO;SP;43891;527;0;98;0;0;0;624;-50;0;0;0;-190;-240;385;12;14;-208;-204;-2;0;171;-86;-303;82;0;82;1;0;81;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO;26758433;b3S;S5;I;2;BELO HORIZONTE;MG;43891;623;0;0;0;0;0;623;0;0;0;0;10;10;633;0;0;-369;-214;0;0;0;0;-582;51;0;51;0;0;51;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI;8844074;b3S;S5;I;2;ITAPETININGA;SP;43891;417;0;202;0;0;0;619;-162;0;0;0;-5;-166;453;144;140;-298;-382;-8;0;53;-13;-365;87;-5;82;-3;0;79;0
ACCIÓN MICROFINANÇAS SCMEPP - PRUDENCIAL;1000083319;n1;S5;I;3;MANAUS;AM;43891;607;0;0;0;0;0;607;0;-21;0;0;-203;-224;383;113;0;-345;-341;0;0;0;-9;-583;-200;-51;-251;-4;0;-254;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP;67915868;b3S;S5;I;2;TABOAO DA SERRA;SP;43891;490;0;115;0;0;0;605;0;0;0;0;-123;-123;482;21;0;-187;-148;-2;0;0;-14;-329;153;0;153;-3;0;150;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33735192;b3S;S5;I;2;RIO DE JANEIRO;RJ;43891;585;0;19;0;0;0;605;-193;0;0;0;-49;-241;363;0;0;-206;-96;-1;0;7;0;-296;67;0;67;0;0;67;0
IB CCTVM - PRUDENCIAL;1000084765;n2;S4;I;2;SAO PAULO;SP;43891;0;0;34;0;570;0;603;-9;0;0;0;0;-9;595;45;0;-312;-628;-32;0;0;-3;-930;-335;0;-335;0;0;-335;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO RIO GRANDE DO SUL – CREDICOR;2999687;b3S;S5;I;2;PORTO ALEGRE;RS;43891;466;0;137;0;0;0;603;-144;0;0;0;-31;-175;428;7;42;-245;-316;0;0;1;-19;-531;-104;0;-104;0;0;-104;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA;6975532;b3S;S5;I;2;PORTO ALEGRE;RS;43891;38;0;563;0;0;0;601;-25;0;0;0;19;-7;594;44;0;-324;-206;-1;0;0;0;-486;108;2;110;-2;0;108;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;17502881;b3S;S5;I;2;BELO HORIZONTE;MG;43891;563;0;34;0;0;0;597;-17;0;0;0;-31;-48;549;53;0;-393;-292;-7;0;211;-15;-443;106;0;106;0;0;106;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB INDEPENDÊNCIA - SICOOB INDEPENDÊNCIA;4306351;b3S;S5;I;2;SAO PAULO;SP;43891;556;0;38;0;0;0;593;-63;0;0;0;339;276;869;51;0;-561;-686;0;0;0;0;-1195;-325;0;-325;0;0;-325;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COLABORADORES DA SG INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO, VIDROS E AFINS;61039038;b3S;S5;I;2;SAO PAULO;SP;43891;541;0;46;0;0;0;588;0;0;0;0;-16;-16;571;0;0;-219;-128;0;0;0;0;-347;224;0;224;0;0;224;-155
LUMINA CC - PRUDENCIAL;1000082310;n2;S5;I;2;SALVADOR;BA;43891;0;0;0;0;584;0;584;0;0;0;0;0;0;584;10;0;-264;-314;-28;0;8;0;-588;-4;0;-4;0;0;-4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL MARANHENSE - SICOOB SUL MARANHENSE;26526166;b3S;S5;I;2;BALSAS;MA;43891;384;0;199;0;0;0;583;-129;-7;0;0;-131;-268;316;192;88;-194;-424;-14;0;79;-20;-292;24;5;29;-9;0;20;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL;43438662;b3S;S5;I;2;SAO PAULO;SP;43891;483;0;96;0;0;0;579;0;0;0;0;-112;-112;467;0;0;-118;-231;-4;0;129;0;-224;243;0;243;-25;0;219;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA. - COPREMON;18310649;b3S;S5;I;2;JOAO MONLEVADE;MG;43891;573;0;0;0;0;0;573;0;0;0;0;-22;-22;552;3;0;-209;-128;0;0;0;-10;-345;207;7;214;-1;0;213;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO;68969625;b3S;S5;I;2;JABOTICABAL;SP;43891;550;0;18;0;0;0;567;-1;0;0;0;-109;-110;457;25;16;-160;-181;-2;0;30;-17;-289;169;0;169;1;0;168;0
COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO;53776852;b3S;S5;I;2;ARARAQUARA;SP;43891;477;0;86;0;0;0;563;-50;0;0;0;-521;-572;-9;84;0;-290;-14;1;0;0;0;-221;-229;-2;-231;0;0;-231;-23
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP;4791645;b3S;S5;I;2;SAO PAULO;SP;43891;553;0;8;0;0;0;561;0;0;0;0;-31;-31;531;0;0;-112;-93;0;0;0;0;-205;326;0;326;0;0;326;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA;73631483;b3S;S5;I;2;BELFORD ROXO;RJ;43891;527;0;34;0;0;0;561;0;0;0;0;-31;-31;529;0;0;-148;-121;1;0;176;0;-94;435;0;435;0;0;435;-70
AG. FOMENTO ESTADO DO TOCANTINS - PRUDENCIAL;1000081122;n1;S4;I;1;PALMAS;TO;43891;509;0;50;0;0;0;559;0;0;0;0;-12;-12;547;0;13;-674;-312;-18;0;0;-6;-997;-450;0;-450;0;0;-450;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;S5;I;2;JOACABA;SC;43891;282;0;275;0;0;0;558;-396;0;0;0;72;-324;234;0;0;-59;-97;0;0;0;-47;-203;31;0;31;0;0;31;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.;42107706;b3S;S5;I;2;RIO DE JANEIRO;RJ;43891;527;0;30;0;0;0;557;0;0;0;0;33;33;590;0;0;-101;-83;0;0;0;0;-184;407;0;407;-4;0;402;-111
QI SCD - PRUDENCIAL;1000084882;n1;S5;C;2;SAO PAULO;SP;43891;144;0;411;0;0;0;555;0;0;0;0;0;0;554;933;0;-7;-559;-165;0;1;-7;195;750;0;750;-261;0;489;0
AMARIL FRANKLIN CTV LTDA - PRUDENCIAL;1000082516;n2;S4;I;2;BELO HORIZONTE;MG;43891;0;0;392;0;156;0;548;0;0;0;0;0;0;548;349;899;-833;-692;0;0;31;0;-246;301;-8;294;-109;0;185;0
DILLON S/A DTVM - PRUDENCIAL;1000083807;n2;S4;I;2;RIO DE JANEIRO;RJ;43891;0;0;393;0;154;0;547;0;0;0;0;-27;-27;520;229;0;-238;-468;-26;0;1;1;-502;18;0;18;-13;0;5;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;S5;I;2;ORLANDIA;SP;43891;542;0;3;0;0;0;545;0;0;0;0;-3;-3;542;3;0;-58;-164;1;0;0;0;-218;323;0;323;1;0;322;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA;991739;b3S;S5;I;2;BELEM;PA;43891;531;0;13;0;0;0;543;0;0;0;0;-97;-97;446;1;0;-137;-147;0;0;4;-11;-291;156;-7;148;0;0;148;-66
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED;53505681;b3S;S5;I;2;MATAO;SP;43891;508;0;34;0;0;0;542;0;0;0;0;69;69;611;0;0;-76;-133;-2;0;0;-13;-224;387;0;387;0;0;387;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE;4998845;b3S;S5;I;2;ORIXIMINA;PA;43891;514;0;20;0;0;0;534;0;0;0;0;24;24;558;0;0;-52;-176;0;0;3;0;-224;334;0;334;0;0;334;-128
TORO CTVM LTDA - PRUDENCIAL;1000084772;n2;S4;C;2;BELO HORIZONTE;MG;43891;0;0;451;5;0;71;527;0;0;0;0;0;0;527;4440;0;-2828;-2523;-97;0;206;-586;-1387;-860;0;-860;9;0;-851;0
TURISCAM CC LTDA. - PRUDENCIAL;1000082358;n2;S4;I;2;MACEIO;AL;43891;0;0;0;0;524;0;524;0;0;0;0;0;0;524;33;0;-78;-256;-28;0;0;0;-329;195;0;195;-48;0;147;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEMASA - SICOOB CECRESA;512839;b3S;S5;I;2;SANTO ANDRE;SP;43891;520;0;0;0;0;0;520;-19;-11;0;0;-66;-95;425;7;4;-260;-216;-1;0;13;-6;-459;-34;0;-34;0;0;-34;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO SUPERIOR DO SUL DE MINAS LTDA. - CREDFENAS;2414044;b3S;S5;I;2;ALFENAS;MG;43891;244;0;271;0;0;0;515;-240;0;0;0;-32;-271;243;16;6;-182;-258;-3;0;18;-2;-405;-161;0;-161;0;0;-161;0
COOPERATIVA DE CRÉDITO RURAL  E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;S5;I;2;ITATIBA DO SUL;RS;43891;476;0;37;0;0;1;514;-59;-89;0;0;-27;-175;338;150;5;-164;-169;0;0;0;-167;-345;-6;1;-5;0;0;-5;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL;92675578;b3S;S5;I;2;PORTO ALEGRE;RS;43891;505;0;8;0;0;0;513;0;0;0;0;-15;-15;498;1;0;-66;-65;0;0;0;0;-130;368;0;368;-1;0;367;-105
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS;57545436;b3S;S5;I;2;SANTO ANDRE;SP;43891;502;0;10;0;0;0;512;0;0;0;0;-32;-32;480;8;0;-182;-136;1;0;0;0;-311;169;0;168;0;0;168;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;S5;I;2;RIO DE JANEIRO;RJ;43891;510;0;0;0;0;0;510;0;0;0;0;-55;-55;455;4;0;-401;-151;-2;0;64;-51;-535;-80;-3;-83;0;0;-83;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RHODIA PAULINIA;46058731;b3S;S5;I;2;PAULINIA;SP;43891;494;0;10;0;0;0;504;0;0;0;0;14;14;518;0;0;-120;-102;-1;0;0;0;-224;294;0;294;0;0;294;0
COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ;32422628;b3S;S5;I;2;GUACUI;ES;43891;443;0;58;0;0;0;501;-37;0;0;0;-19;-56;445;23;19;-286;-220;-2;0;0;0;-466;-21;1;-20;0;0;-20;-21
DECYSEO CC LTDA. - PRUDENCIAL;1000082248;n2;S4;I;2;SAO PAULO;SP;43891;0;0;0;-33;533;0;499;0;0;0;0;0;0;499;241;0;-278;-717;-53;0;46;0;-762;-263;0;-263;0;0;-263;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS;41791005;b3S;S5;I;2;POCOS DE CALDAS;MG;43891;490;0;8;0;0;0;498;-22;-5;0;0;-24;-51;447;6;0;-192;-106;-1;0;36;-7;-263;184;1;185;-1;0;184;0
LAMARA SCD - PRUDENCIAL;1000084394;n1;S5;I;2;FORTALEZA;CE;43891;487;0;4;0;0;0;491;0;0;0;0;-58;-58;432;0;0;-10;-412;-18;0;0;0;-440;-8;-4;-11;-3;0;-14;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL;43182278;b3S;S5;I;2;SAO PAULO;SP;43891;394;0;92;0;0;0;486;0;0;0;0;-15;-15;471;0;0;-103;-119;1;0;0;1;-223;248;0;248;0;0;248;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A. - LTDA. - SICOOB CREDIVALE;20961629;b3S;S5;I;2;ITABIRA;MG;43891;429;0;47;0;0;0;476;-25;0;0;0;-30;-55;421;100;38;-341;-250;-11;0;192;-18;-291;130;0;130;1;0;129;0
GERENCIANET;1000084978;n4;;I;2;OURO PRETO;MG;43891;53;0;422;0;0;0;475;0;0;0;0;0;0;475;19669;181;-4251;-14781;-1321;0;60;-197;-640;-165;761;596;0;0;596;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF;2232228;b3S;S5;I;2;SAO PAULO;SP;43891;458;0;15;0;0;0;473;0;-1;0;0;-91;-93;381;0;0;-128;-128;0;0;88;0;-168;213;0;213;-1;0;211;0
BRL TRUST DTVM SA - PRUDENCIAL;1000084277;n2;S4;I;2;SAO PAULO;SP;43891;0;0;471;0;0;0;471;0;0;0;0;0;0;471;14739;0;-3488;-4058;-1114;0;165;0;6244;6715;0;6715;-2677;0;4039;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;43891;454;0;16;0;0;0;470;-24;0;0;0;-388;-412;58;7;79;-72;-196;0;0;0;0;-183;-125;0;-125;0;0;-125;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;S5;I;2;PORTO ALEGRE;RS;43891;488;0;-18;0;0;0;470;-79;0;0;0;0;-79;391;23;0;-357;-120;0;0;97;1;-357;34;0;34;0;0;34;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO MATO GROSSO DO SUL - CRESOL MS;23256599;b3S;S5;I;2;GLORIA DE DOURADOS;MS;43891;433;0;30;0;0;1;464;-51;-71;0;0;-66;-189;276;51;35;-183;-139;1;0;10;-104;-330;-54;0;-54;1;0;-55;0
PACIFIC INVEST DTVM LTDA - PRUDENCIAL;1000084143;n2;S4;I;2;JOACABA;SC;43891;0;0;4;-706;1163;0;462;0;0;0;0;0;0;462;38;18;-300;-342;-24;0;0;0;-609;-147;0;-147;3;0;-145;0
H.COMMCOR DTVM LTDA. - PRUDENCIAL;1000084222;n2;S4;I;2;SAO PAULO;SP;43891;0;0;505;-45;0;0;460;0;0;0;0;2;2;462;3582;952;-3206;-1970;-456;0;277;-78;-899;-437;-3;-440;0;0;-440;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA CEBRACE;53184438;b3S;S5;I;2;JACAREI;SP;43891;446;0;13;0;0;0;460;0;0;0;0;43;43;503;0;0;-90;-84;1;0;0;0;-174;328;0;328;0;0;328;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;S5;I;2;VILA VELHA;ES;43891;434;0;21;0;0;0;456;-93;0;0;0;-121;-213;242;2;0;-148;-85;-1;0;2;0;-230;12;2;13;-1;0;12;0
SOCRED S.A. SCM - PRUDENCIAL;1000083247;n1;S5;I;2;BELEM;PA;43891;452;0;0;0;0;0;452;0;0;0;0;-163;-163;289;9;19;-29;-69;-18;0;0;-10;-97;192;0;192;-114;0;77;0
BANCO VIPAL - PRUDENCIAL;1000081531;b2;S4;I;2;PORTO ALEGRE;RS;43891;415;0;34;0;0;0;449;0;0;0;0;31;31;479;0;36;-250;-271;-15;0;0;-91;-591;-112;0;-112;0;0;-112;0
LASTRO RDV DTVM LTDA - PRUDENCIAL;1000084129;n2;S4;C;2;ARARAS;SP;43891;0;0;31;0;417;0;448;0;0;0;0;0;0;448;36;0;-349;-522;-23;0;11;-6;-854;-407;-2;-408;0;0;-408;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO;30949267;b3S;S5;I;2;VILA VELHA;ES;43891;364;0;82;0;0;0;446;-130;0;0;0;-69;-198;247;0;6;-195;-132;1;0;66;-7;-262;-15;-32;-47;0;0;-47;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TEKSID DO BRASIL LTDA., E NEMAK ALUMÍNIO DO BRASIL LTDA.;4249235;b3S;S5;I;2;BETIM;MG;43891;347;0;93;0;0;0;439;0;0;0;0;-1;-1;438;7;0;-72;-78;0;0;0;0;-143;295;0;295;0;0;295;-136
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM;20833976;b3S;S5;I;2;TIMOTEO;MG;43891;409;0;30;0;0;0;439;0;0;0;0;-18;-18;421;0;0;-79;-77;0;0;0;0;-157;264;1;263;0;0;263;-52
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n4;;I;2;TERESINA;PI;43891;432;0;0;0;0;0;432;0;0;0;0;-3478;-3478;-3046;33164;0;-9227;-8525;-9428;0;6427;-1914;10498;7452;0;7452;0;0;7452;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR;2588819;b3S;S5;I;2;BELO HORIZONTE;MG;43891;406;0;25;0;0;0;431;0;0;0;0;-40;-40;391;0;0;-107;-101;1;0;0;-1;-209;182;0;182;0;0;182;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMACÊUTICA - COOPERMSD;2814832;b3S;S5;I;2;SAO PAULO;SP;43891;392;0;34;0;0;0;426;0;0;0;0;9;9;435;4;0;-134;-123;1;0;0;0;-255;181;0;181;0;-16;164;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA;52623311;b3S;S5;I;2;IGARAPAVA;SP;43891;421;0;0;0;0;0;421;0;0;0;0;-159;-159;262;0;0;-41;-56;-1;0;34;0;-64;198;-2;196;0;0;196;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;43891;409;0;6;0;0;0;415;0;0;0;0;-28;-28;387;0;0;-247;-97;-2;0;1;0;-344;43;11;54;-3;0;51;0
OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;1000084040;n2;S4;C;2;RIO DE JANEIRO;RJ;43891;0;0;407;0;0;0;407;0;0;0;0;-666;-666;-258;21048;0;-5158;-4168;-1860;0;40;-34;9867;9609;0;9609;-4055;-167;5387;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA;57563728;b3S;S5;I;2;SANTO ANDRE;SP;43891;391;0;14;0;0;0;406;-48;0;0;0;2;-47;359;10;0;-102;-125;-1;0;8;-5;-215;144;0;144;-1;-10;133;0
CONEXION CC LTDA. - PRUDENCIAL;1000082420;n2;S4;I;2;RIBEIRAO PRETO;SP;43891;0;0;0;0;406;0;406;0;0;0;0;0;0;406;2;0;-101;-377;-19;0;0;0;-496;-90;0;-90;0;0;-90;0
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;43891;405;0;1;0;0;0;406;0;0;0;0;3;3;408;0;0;-282;-115;-1;0;112;1;-287;122;-5;117;0;0;117;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;43891;397;0;5;0;0;0;401;0;0;0;0;-208;-208;193;8;0;-268;-149;1;0;51;0;-358;-165;0;-165;0;0;-165;-3
