Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/06/2018;929172;0;865088;27939;135278;0;1957477;-650151;-1166201;0;0;-53472;-1869824;87653;154956;14161;-103810;-58242;-22782;2013;138179;-48346;76130;163783;-20284;143499;147702;-71000;220201;-108002
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/06/2018;241451;0;631049;506970;260992;0;1640462;-881544;-712908;0;0;159079;-1435373;205089;427184;0;-201648;-151163;-41429;22006;94115;-91590;57475;262563;78;262641;-90873;0;171768;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/06/2018;28103;237800;251446;1098832;0;0;1616182;-45051;-1205420;-185527;-47649;-3457;-1487104;129078;14476;32;-63024;-46527;-7396;0;60157;-41810;-84092;44986;9423;54409;23290;0;77698;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/06/2018;648551;13380;486153;299024;149456;31;1596596;-559983;-1100045;-8988;0;182360;-1486656;109939;23590;933;-86454;-56606;-8963;-937;165312;-77706;-40832;69108;3805;72912;-42229;0;30683;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/06/2018;746701;0;690536;2326;33854;48574;1521992;-933523;-210816;0;0;1898;-1142441;379551;32581;164;-51095;-268761;-19166;12373;69612;-77080;-301372;78178;-668;77511;-26484;0;51026;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/06/2018;1379093;0;91084;0;0;0;1470177;-1172;-13;0;-6;-354607;-355799;1114378;655;8131;-14241;-574371;-73990;0;187493;-22039;-488361;626017;-119;625898;-252903;-744;372252;-82289
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/06/2018;454222;0;855476;0;0;19277;1328975;-1040197;-47287;0;0;-14051;-1101535;227441;336833;29;-55377;-82750;-58077;17770;268505;-419164;7770;235211;-142;235069;-97191;-5251;132627;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/06/2018;1231212;81291;17482;-1340;0;0;1328645;-266432;-123887;-53900;0;-122735;-566953;761692;0;32390;-1113;-109766;-43429;35387;205371;-354845;-236007;525685;-11103;514583;-216838;0;297744;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/06/2018;1119245;0;79724;0;3739;15919;1218628;-306730;-2563;0;0;-84996;-394289;824338;20858;86977;-387854;-223679;-53182;20547;30311;-71903;-577925;246413;-6415;239998;-84210;-20420;135368;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/06/2018;1069917;0;64095;52440;18288;7384;1212123;-225147;-6549;0;0;-287326;-519022;693101;20478;104931;-184249;-270479;-52012;4810;36357;-258180;-598343;94757;-29639;65119;-30886;-5002;29231;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/06/2018;0;0;958715;159841;0;0;1118556;0;-210851;0;0;0;-210851;907705;3657165;0;-194487;-327651;-450020;290744;131602;-1810284;1297068;2204773;-4836;2199937;-532032;-26266;1641639;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/06/2018;390418;2566;623097;0;4644;12530;1033255;-602913;-8191;-1854;0;-69011;-681968;351287;57881;97650;-167039;-128974;-34747;8849;11431;-50083;-205032;146255;5905;152160;-59908;-11048;81204;-30045
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/06/2018;1000785;0;9004;0;0;0;1009789;-29637;0;0;0;-434535;-464172;545617;245691;222682;-66278;-377645;-94374;0;19130;-140094;-190887;354729;883;355612;-157050;0;198562;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/06/2018;98320;0;254733;364401;265026;0;982480;-95547;-748741;0;0;-1342;-845629;136851;19778;544;-62566;-40023;-8258;0;6668;-9211;-93068;43783;-12;43771;-21723;0;22048;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/06/2018;29341;0;443431;161476;300725;0;934973;-337010;-183184;0;0;125;-520068;414905;389224;3183;-279721;-90108;-39785;0;21412;-243021;-238817;176088;-13;176075;-87899;0;88176;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/06/2018;876361;0;19198;0;0;0;895558;-35469;0;0;0;-380607;-416075;479483;128539;36406;-10723;-282228;-54632;0;11123;-87766;-259282;220201;190;220391;-96351;-4407;119633;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/06/2018;856400;4864;20927;0;0;0;882190;-354067;0;-3212;0;-95779;-453057;429133;35006;42300;-66856;-164262;-30808;47000;51739;-32553;-118434;310699;1414;312114;-115496;-16637;179981;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/06/2018;474254;96278;165243;21821;38474;0;796069;-301513;-96249;-75448;0;-28065;-501276;294793;34913;20933;-97816;-59816;-20252;6415;43315;-129862;-202171;92622;-396;92227;-24645;-4698;62883;-18845
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S4;I;1;BELEM;PA;01/06/2018;714890;0;71014;0;1206;7266;794374;-149340;-90;0;0;-48931;-198361;596014;6963;48080;-179731;-160664;-34836;0;20349;-12624;-312462;283551;-5939;277612;-129702;-17216;130695;-16508
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/06/2018;764876;0;13300;-33;180;0;778324;-40298;0;0;0;-239165;-279464;498860;5078;19265;-25238;-292425;-36280;8702;203;-8335;-329031;169829;715;170544;-70457;0;100087;-11500
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/06/2018;753741;5025;8037;-6961;0;0;759842;-88077;0;-3217;0;-158995;-250290;509552;14199;24108;-17290;-223053;-20343;2273;31647;-299475;-487934;21618;579;22196;7870;0;30066;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/06/2018;407856;30919;23839;278065;0;0;740679;-82750;-350738;-22707;0;-15595;-471791;268888;0;27500;-25919;-83098;-18712;0;11649;-11214;-99795;169093;-4813;164280;-70866;-7041;86373;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/06/2018;614893;0;97053;0;0;0;711945;0;-345879;0;0;-118953;-464832;247114;15595;0;-82359;-21869;-15685;0;23219;-37778;-118877;128237;-38;128199;-62460;0;65739;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/06/2018;45844;629777;23319;0;0;0;698940;-84693;0;-527094;0;48071;-563716;135224;0;0;0;-28700;-4022;0;8749;-5522;-29496;105729;0;105729;-44422;0;61307;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/06/2018;6232;0;149714;443078;64193;0;663217;-25951;-511767;0;0;-3632;-541350;121868;343408;0;-143194;-53094;-35135;0;33795;-36168;109612;231479;84;231563;-99615;0;131948;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/06/2018;70753;0;109369;110492;359373;0;649988;-24250;-632204;0;0;-67735;-724188;-74201;33630;90;-61753;-24366;-3619;149;103447;-5247;42331;-31870;1;-31869;12934;0;-18935;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/06/2018;206974;0;425696;0;6203;0;638874;-101624;-305242;0;0;-75587;-482453;156421;339865;53074;-250658;-145516;-46991;0;398167;-453717;-105777;50644;385;51029;-77241;0;-26212;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/06/2018;-34356;0;151691;121608;374385;0;613327;-59016;-633555;0;0;120443;-572127;41200;47179;0;-26054;-29460;-6285;0;8287;-16459;-22793;18408;0;18408;-7959;0;10449;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/06/2018;20102;0;628947;-82344;0;0;566705;-640389;-8413;0;-219;-3751;-652773;-86068;15477;0;-24359;-13796;-3722;59827;2920;-10954;25393;-60675;-439;-61114;54130;0;-6984;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/06/2018;536928;0;8160;0;28;0;545115;-18486;0;0;0;-448532;-467018;78097;36084;60413;-8447;-79034;-23158;0;32829;-89659;-70972;7125;-22;7102;-4986;-731;1386;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/06/2018;579950;0;66812;-139879;37686;0;544570;-218621;-9975;0;0;-59608;-288205;256365;21111;5509;-126272;-175179;-10562;-393;100100;-27429;-213116;43249;-672;42577;14501;-54925;2153;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/06/2018;492252;0;7091;2844;0;0;502186;-47708;-3388;0;0;-237695;-288791;213395;191152;81337;-17326;-163467;-40017;0;37456;-148015;-58880;154515;0;154515;-61657;-1675;91183;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/06/2018;101145;0;128305;164422;99532;0;493404;-74273;-362873;0;0;7376;-429770;63635;17994;9;-33053;-15414;-5146;0;25615;-2225;-12220;51415;109;51524;-21225;-1203;29095;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/06/2018;441251;0;39837;4439;0;0;485526;-140545;-262;0;0;-120684;-261491;224035;4486;863;-23450;-85922;-14254;26343;4300;-6694;-94326;129709;1459;131168;-26717;-186;104265;-43096
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/06/2018;3128;0;494403;-44570;24723;0;477685;-222789;-314;0;0;-908;-224011;253673;246111;0;-169898;-132142;-37736;0;4262;-67807;-157210;96464;0;96464;-58986;0;37478;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/06/2018;420241;34641;1650;0;0;0;456532;-49474;-153200;-22013;0;-48381;-273069;183463;0;6954;-41446;-36933;-11551;0;33116;-44771;-94632;88831;6843;95674;-42357;0;53317;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/06/2018;372377;0;32050;51156;0;0;455584;-135734;-64366;0;0;-70646;-270747;184837;2138;36059;-9766;-60086;-17619;0;8777;-11484;-51982;132856;-23;132833;-66025;0;66808;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/06/2018;405703;8354;20319;-2616;0;0;431760;-35773;-116164;-6791;0;-10198;-168927;262834;1964;13;-24039;-31046;-16109;3866;13808;-17797;-69341;193493;1029;194522;-87391;-2898;104232;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/06/2018;369;410261;0;0;0;0;410630;0;-25465;-329670;0;-54898;-410033;596;0;0;0;-13051;-10236;0;2747;-1293;-21833;-21237;3388;-17849;6246;0;-11603;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/06/2018;329873;0;27178;45332;6304;0;408687;-12626;-204475;0;0;-76996;-294096;114591;9866;9242;-54775;-17503;-10114;3;68941;-35099;-29439;85152;118;85270;-22115;-3007;60147;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/06/2018;115810;0;11727;157781;106928;0;392246;-17215;-211662;0;0;176895;-51983;340263;2;0;-1846;-4423;-3474;0;43;-78862;-88559;251703;0;251703;-109021;0;142682;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;01/06/2018;148039;0;76699;112551;49308;0;386598;-37068;-253648;0;0;-12552;-303269;83329;20319;0;-24553;-12040;-6870;0;4163;-6971;-25952;57377;-12;57366;-23943;0;33422;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/06/2018;304253;0;77692;0;0;0;381945;-88499;-8390;0;0;-40798;-137687;244258;31577;16225;-53029;-73267;-273;0;383;-17785;-96169;148089;-659;147430;0;-5433;141997;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/06/2018;149471;0;85510;37767;105816;0;378564;-141340;-95645;0;0;-19208;-256192;122371;27042;4880;-32755;-27975;-6992;7377;29236;-45861;-45046;77325;-2908;74417;-15890;-19685;38842;-18964
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;01/06/2018;361970;0;12068;-1063;0;0;372975;-2302;-176630;0;0;-26200;-205132;167843;18835;118;-18418;-11663;-8306;0;805;-666;-19294;148549;1440;149990;-71432;-2972;75586;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/06/2018;9070;0;361139;0;0;0;370209;-361875;0;0;0;-257;-362133;8076;0;0;-10873;141746;0;2545;988;-142572;-8167;-91;91;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/06/2018;235164;0;148665;-36309;21560;0;369081;-198350;-103568;0;0;-55417;-357335;11746;13095;5152;-50600;-30994;-3526;16841;27018;-13969;-36983;-25237;347;-24889;9646;-244;-15487;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/06/2018;211234;0;116382;-65153;79394;0;341858;-244006;-88618;0;0;50142;-282482;59376;29007;2399;-48097;-38247;-3154;-828;17693;-27617;-68845;-9469;1356;-8113;22951;-4376;10462;0
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;01/06/2018;0;0;329068;0;0;0;329068;0;1;0;0;0;1;329067;2650880;0;-213650;-1787280;-276576;-8906;233807;-410088;188187;517254;-18;517236;-150322;-91568;275346;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/06/2018;245818;0;59848;0;0;7562;313227;-103564;-2583;0;0;-27190;-133337;179890;30059;31300;-84933;-73707;-16976;385;6576;-15892;-123187;56703;350;57053;-22699;-4457;29896;-10294
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/06/2018;182923;0;101602;20415;7623;0;312563;-86639;-151667;0;0;-20381;-258687;53876;56401;433;-94895;-37687;-8613;0;33055;-12861;-64168;-10292;5;-10287;-15334;0;-25621;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;01/06/2018;72642;0;91106;79307;68138;0;311193;-55625;-173167;0;0;-1624;-230416;80776;41912;3;-26533;-14495;-3235;237;13209;-5452;5647;86423;0;86423;-39001;-1692;45730;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/06/2018;231000;0;73397;0;0;0;304396;-77628;-28012;0;0;-53691;-159331;145065;8755;1177;-49849;-37787;-1048;0;15282;-6388;-69858;75207;126;75333;-2617;-4259;68456;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/06/2018;214259;74369;11358;0;0;0;299985;-2754;-85371;-57794;0;-28862;-174781;125205;3;179;-27598;-31828;-7228;1078;22993;-8937;-51337;73867;238;74106;-35852;0;38254;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/06/2018;292962;0;5797;0;59;0;298819;-24202;0;0;0;-64311;-88514;210305;13283;18558;-12580;-145966;-15999;0;35665;-64336;-171375;38930;0;38930;-17070;-2505;19355;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/06/2018;268118;0;31983;-8603;717;0;292215;-103276;-879;0;0;-27188;-131343;160872;5514;5384;-49269;-74894;-10088;4379;15483;-10599;-114091;46781;-7295;39486;-11417;0;28069;-18334
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/06/2018;215543;0;51319;-9959;25744;0;282648;-121514;-34195;0;0;-13640;-169348;113300;900;15446;-35496;-45527;-9855;-1164;25005;-4630;-55321;57979;-108;57871;-11396;-7121;39354;-23699
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/06/2018;120029;0;126881;0;0;31583;278492;-161606;0;0;0;-415;-162021;116472;0;2353;-56235;-14697;-5978;0;11211;-18269;-81615;34856;1475;36332;0;0;36332;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/06/2018;71657;0;26447;22696;154971;0;275770;-46312;-6254;0;0;-9334;-61900;213870;28614;1612;-70281;-60140;-12159;-75;5500;-59286;-166217;47654;549;48202;-16896;-2000;29306;-8810
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;2;RIO DE JANEIRO;RJ;01/06/2018;258;0;247336;-353;3375;0;250615;-11361;-7641;0;0;-3801;-22803;227812;613690;213169;-64552;-583327;-75843;0;28734;-28239;103632;331444;-2206;329238;-75535;-166690;87012;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/06/2018;245422;0;1679;0;0;0;247101;-6154;0;0;0;-106059;-112213;134888;22957;42247;-6374;-53044;-17142;0;10;-16392;-27738;107150;0;107150;-51849;0;55301;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/06/2018;221162;0;21005;0;0;0;242167;-48718;-5591;0;0;-84837;-139146;103020;15718;54314;-60938;-78872;-14716;5314;20917;-8200;-66464;36556;508;37065;-4978;-6961;25125;-15131
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;01/06/2018;83482;0;42960;-1533;106451;0;231360;-19845;-180511;0;0;558;-199798;31562;38084;0;-32776;-10517;-4262;0;6623;-8038;-10885;20677;1;20676;-10087;-817;9772;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/06/2018;130204;22975;22349;50944;0;0;226471;-11091;-106838;-21168;0;-207;-139303;87168;2642;760;-23035;-13055;-3594;0;14323;-7255;-29213;57955;-3863;54092;-32129;0;21964;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/06/2018;128423;0;65289;5636;23918;0;223267;-65978;-83639;0;0;-5718;-155335;67931;5048;2143;-29464;-14261;-5005;182;356;-1263;-42264;25667;203;25870;-4788;0;21082;-15000
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/06/2018;188064;19846;10126;0;0;0;218036;-477;-81779;-14486;0;8756;-87986;130050;5;2301;-17396;-26400;-5009;11239;10331;-3768;-28696;101354;1288;102641;-38707;-1289;62646;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;01/06/2018;116619;2392;2857;95304;0;0;217173;-6062;-157624;-2176;0;31532;-134330;82843;0;3336;-10321;-10313;-1387;0;49091;-31140;-734;82109;0;82109;-39921;0;42187;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/06/2018;197843;0;13199;-370;0;0;210673;-97836;-191;0;0;-3284;-101311;109361;12163;0;-9827;-20829;-6192;0;9911;-6176;-20951;88411;-948;87463;-40372;-767;46324;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/06/2018;14987;0;191680;0;0;139;206805;-197329;-13171;0;0;103;-210397;-3591;97;0;-8240;-10560;-48;0;42974;-316;23906;20315;7;20322;0;-383;19938;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/06/2018;4849;0;201731;0;0;0;206580;-201731;0;0;0;-16;-201747;4832;0;0;-9985;103729;0;1293;618;-100486;-4831;1;-1;0;0;0;0;0
STONE PAGAMENTOS S.A.;16501555;n4;;I;2;SAO PAULO;SP;01/06/2018;0;0;204826;0;0;0;204826;0;0;0;-490;-5528;-6018;198809;289979;0;-136575;-120628;-46591;-9166;86351;-162110;-98740;100068;-6518;93551;-39323;0;54228;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/06/2018;32156;0;62245;-3779;109422;0;200044;-65058;-12110;0;0;-2951;-80119;119925;64782;28314;-55622;-81750;-14169;0;3097;-14997;-70345;49580;-1543;48037;-22167;-2318;23552;-5274
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/06/2018;189922;0;3225;0;0;0;193147;-29782;0;0;0;-96390;-126172;66975;14009;13587;-19230;-78765;-11845;0;52968;-30884;-60159;6816;-3;6813;-2491;0;4322;-2310
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/06/2018;55467;0;16757;3547;112275;0;188046;-10386;-149836;0;0;-1766;-161988;26058;1519;30;-9359;-4774;-904;0;1762;-11341;-23068;2990;-20;2970;-1118;-49;1802;0
STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;11932017;b2;S4;I;3;SAO PAULO;SP;01/06/2018;0;0;64822;89553;33469;0;187845;-41246;-116902;0;0;0;-158148;29697;25661;0;-37746;-10430;-2682;0;14275;-4056;-14978;14719;0;14719;-6244;-4;8471;0
