Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2013;9201198;362358;2305875;3586969;982968;78243;14804;13856;29637;36665;1789823
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/06/2013;8977278;277033;4141439;1765612;324952;180849;78380;50216;57210;189042;1912546
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2013;8822146;8249279;421159;40520;70635;8535;12923;13759;0;5336;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2013;8599204;3237561;4227447;619619;168093;84247;54962;26635;108651;71990;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2013;8498123;3676;7436376;289347;584782;46520;33573;29739;27518;46592;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2013;7965532;790561;5228212;1726910;172806;10374;5446;5284;3772;22166;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2013;7851819;1577587;1852544;3769692;240432;46566;2760;4991;20208;33530;303510
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2013;7492639;19040;3258279;3278377;290794;146172;154554;39240;47509;257365;1309
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2013;7133043;4042866;1497107;621084;379123;228797;123029;43291;38687;159058;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2013;6431756;4154748;2009811;193130;33953;8842;3881;3414;1904;22074;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2013;5855764;1190645;3989637;225535;93291;60156;45601;50647;39152;161101;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2013;5517794;1511851;2568835;1085342;169452;61612;13602;17307;6583;83210;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2013;5397997;0;4026741;492189;435765;158075;42470;35506;21206;186045;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2013;5382994;825649;1406288;1897960;451906;173896;38858;24641;49173;82660;431963
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2013;4507379;134711;649504;703237;1701;0;0;0;0;80900;2937325
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2013;4381876;346716;1426895;1223742;852995;282439;14437;42348;14718;177586;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2013;3812379;2031044;890427;298618;231484;92665;130210;28001;17342;92587;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2013;3417187;81663;2152244;832808;263292;38435;10993;8760;10035;18957;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2013;3332669;1203593;850898;467494;631554;91336;31284;5999;3232;47279;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2013;3317261;632395;1261372;711931;485523;39482;43334;83395;17147;42683;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2013;3316825;552810;1016968;1132103;451720;57107;29257;17234;14274;45350;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2013;3086197;581918;1163233;1104233;156997;46697;9578;5024;3131;15386;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/06/2013;3065503;366450;2011650;328891;248257;73621;9011;5578;4670;17374;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2013;3008076;531650;1815980;218585;86091;51898;35342;35521;30614;202395;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2013;2833955;0;2197873;88970;71856;84305;65965;57344;50726;216915;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2013;2614671;0;2027534;414432;65685;18261;14753;15941;10668;47396;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2013;2601479;18345;2297704;77737;42752;25201;21061;19742;18911;80027;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2013;2584173;65657;1039936;894150;176447;109922;17441;29951;3976;118554;128138
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2013;2523717;0;2156289;36042;97817;160173;14343;16664;5269;37121;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2013;2448168;72589;1044227;426121;681817;74608;36531;23481;18676;70118;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2013;2388072;1137318;118282;300918;62842;99728;0;0;0;0;668984
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2013;2368859;465552;1613992;116315;19941;68279;9889;11375;3311;60205;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2013;2356143;1201003;627852;264764;70731;168982;6143;6288;900;9481;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;2346948;214;1927545;82849;98419;69283;14871;36659;13257;103851;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2013;2042784;306949;1630927;33234;18075;7459;12628;7531;5056;20925;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2013;1756025;1509594;28799;1071;6247;32089;0;0;0;0;178225
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1749128;26398;498880;465178;637652;33031;10035;13527;41698;22729;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;1734522;147179;454389;39866;211086;100903;163573;89659;131464;103685;292719
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2013;1632540;198418;465586;618023;272157;37498;22143;1540;771;16403;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2013;1627529;674649;557946;258738;57835;23197;8986;2307;12962;30909;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2013;1555866;0;1304822;105130;60701;40795;11075;5586;5166;22592;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/06/2013;1540141;0;1053381;85601;51392;57913;47131;42000;37356;165368;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1477568;80994;1234509;38791;57041;21234;9940;7314;7677;20068;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2013;1392847;1240081;68140;84627;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2013;1324659;430717;731176;51997;32826;14339;1597;14633;1911;45463;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2013;1298156;604432;591659;49067;38750;0;0;14248;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2013;1268016;713792;274664;152394;66246;26613;3539;9040;6841;14885;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1256524;540785;601055;37470;12916;14860;2457;29204;957;16820;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2013;1192948;1065972;126977;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2013;1190736;0;786941;60404;49519;35557;32567;29759;32076;163912;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2013;1142611;261963;320135;230371;198591;32553;12194;16134;11370;59301;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/06/2013;1125945;228;249219;105253;81172;53032;146731;131748;15842;342719;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2013;1101463;77334;354675;405496;211190;76;37;12609;15605;8431;16010
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2013;1083086;0;608560;328339;64637;81202;0;348;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2013;1065583;449420;425980;13312;12865;6035;144976;3728;3205;6063;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2013;1045698;0;863178;122819;27639;11228;5091;3842;2233;9668;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2013;986951;560809;232369;156437;27362;9975;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2013;982288;930240;0;2;0;0;0;52046;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2013;956313;784974;123631;14957;5805;6907;2989;2584;1629;12838;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2013;920383;2746;637467;173857;60541;7639;6521;12612;3508;15492;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/06/2013;904360;0;64415;399334;342473;44413;16713;7037;5806;24169;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2013;897229;0;547253;35080;42030;37022;24234;40677;21825;149108;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2013;883724;63471;689133;30657;26650;14433;8575;6911;8512;35382;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/06/2013;872789;0;273341;314358;124822;101477;7018;2045;24161;25566;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2013;787048;12787;109411;529242;66120;45884;13684;2943;6047;931;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2013;755574;0;117132;232257;181262;103216;27928;19150;15074;59556;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2013;702194;670244;31950;0;0;0;0;0;0;0;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/06/2013;695865;0;448832;44247;31289;20998;19475;23172;21970;85883;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2013;693645;142449;180426;242579;77574;47166;1364;419;282;1385;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2013;679122;83653;508657;81360;2182;805;524;379;363;1199;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2013;678601;315493;197317;84438;31726;2750;3260;10036;4112;29469;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2013;672074;0;226126;361356;39022;13687;6869;3671;2221;19122;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2013;660786;293192;159566;102346;54596;9547;7457;4450;12402;17230;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2013;570668;68019;128796;272169;101642;0;0;0;0;41;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2013;566929;0;246926;256998;27424;10873;6211;4487;1299;12711;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2013;555824;0;168457;114265;197100;48584;9645;3300;2204;12269;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/06/2013;539946;0;372970;78684;38104;11218;8561;7164;109;23136;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2013;520878;676;242636;191888;50329;19043;802;8260;589;6655;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2013;494399;188;426700;16407;8296;9118;14534;4542;2292;12322;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2013;492674;0;121803;115324;164623;43907;16174;10295;2674;17873;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2013;489944;0;392797;51934;16187;7389;5256;2808;1697;11876;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/06/2013;476599;112934;176617;169112;13257;2986;471;88;198;936;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/06/2013;455584;0;28870;168577;216367;25028;4888;3072;1765;7018;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2013;441094;260;112113;209688;81007;12018;2767;4971;3101;15170;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2013;430971;33318;268609;110689;14523;1487;978;290;46;1032;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2013;415829;0;272021;115349;12684;8477;1858;551;64;4825;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2013;414361;0;101708;143195;138948;16367;3792;2852;1287;6214;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2013;406654;0;271901;119160;6147;1569;1589;2510;729;3048;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2013;400371;105083;101767;124281;35220;2584;5350;5079;1084;19922;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/06/2013;393642;11;302354;22200;26365;10449;5230;4527;4493;18013;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;390386;0;313530;41279;21433;2976;2707;2759;756;4945;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2013;384264;26723;131724;179645;28770;3720;3672;2386;1250;6374;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/06/2013;383011;0;38314;132703;183357;14039;3359;941;329;9969;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2013;368262;50688;87001;142704;72198;13487;0;0;2184;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2013;345698;0;195454;98695;32978;3999;722;452;6246;7152;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2013;340185;0;195209;105799;21112;10678;1734;1757;907;2988;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/06/2013;340082;2218;328974;3753;129;4869;0;21;0;116;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2013;339159;0;102673;153813;64712;7420;2700;1167;738;5935;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2013;334214;0;98840;182886;31564;10302;2774;1074;854;5920;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2013;332702;254895;0;0;0;60228;0;0;0;17579;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2013;331229;0;105968;113072;82714;16106;5393;2219;555;5204;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/06/2013;330861;0;40140;239440;21165;8285;4791;3136;4875;9028;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2013;322476;2560;175778;109264;25681;1531;495;197;310;6660;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/06/2013;314557;881;93524;115098;89732;1069;7910;0;0;6344;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/06/2013;307049;0;219386;71487;5226;2797;814;832;2488;4018;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2013;306777;15;191074;85755;10892;10021;3376;898;480;4266;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2013;303071;0;62840;95748;114240;9774;8412;4146;1107;6804;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2013;301571;0;269954;19331;7813;1284;284;159;275;2471;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2013;298707;18;52642;187958;35426;13138;1153;1243;844;6284;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2013;292801;0;153269;92103;30441;5972;4040;2663;1158;3156;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;291559;8599;87134;100559;67492;24993;730;336;1019;696;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2013;273467;0;116541;130805;17567;3676;1847;373;585;2073;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/06/2013;270969;0;71968;62564;109607;16228;4969;1329;483;3822;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/06/2013;269529;0;34120;122620;85640;15974;3996;2033;407;4739;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/06/2013;269321;0;50418;186415;23075;3766;1308;1133;336;2871;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/06/2013;268643;0;258022;7748;769;190;283;529;205;896;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/06/2013;268590;0;55472;148752;39056;10232;3216;3620;1527;6714;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;;9;RIO VERDE;GO;01/06/2013;265072;0;93;188894;66033;6189;2691;114;1;1059;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;260228;0;224058;24826;6401;1085;1394;162;1426;876;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/06/2013;259705;0;54565;5083;83633;92268;11690;3886;1865;6715;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2013;254692;11;159451;20980;11526;11271;4469;8419;8131;30433;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/06/2013;253269;653;229265;19978;1590;844;170;135;0;635;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/06/2013;251812;0;71320;130252;39718;6115;1227;629;467;2084;0
