cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;jun/20;96.200.429;49.522;758.796;2.115.158;3.934.332;2.304.383;2.078.689;318;11.241.199;421.007;4.152.636;9.414.972;10.519.529;3.063.638;1.236.714;10.752;28.819.247;30.041;551.430;1.570.046;2.679.041;566.798;5.443;0;5.402.799;115;12.181;40.719;91.474;71.832;168.192;17.442;401.954;172.855;1.736.989;553.199;844;0;0;0;2.463.887;215.964;6.546.423;15.933.729;7.368.457;2.641.713;1.553.929;231;34.260.446;571.382;3.334.113;4.164.767;3.164.242;1.316.444;1.054.231;5.718;13.610.897;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/20;4,54%;0,99%;2,49%;2,56%;2,62%;2,82%;4,18%;0,17%;2,81%;6,50%;18,91%;21,57%;23,46%;22,12%;21,70%;2,25%;21,04%;0,98%;2,16%;2,35%;2,80%;3,91%;8,74%;0,00%;2,63%;0,01%;0,08%;0,08%;0,08%;0,08%;0,06%;0,01%;0,06%;0,73%;1,19%;0,97%;0,01%;0,00%;0,00%;0,00%;1,05%;7,16%;18,71%;20,39%;9,59%;6,73%;5,11%;0,09%;13,03%;5,79%;10,56%;11,14%;9,77%;10,36%;13,54%;1,25%;10,30%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/20;5.630;0;0;0;0;0;0;0;0;61;11;2.417;3.057;45;19;0;5.611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;7;0;0;0;0;19;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/20;3.780.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.023;266.101;633.988;1.394.026;805.746;546.500;444;3.694.828;1.524;4.103;14.670;27.948;18.235;19.013;0;85.493;0
b4%;b4 - Banco de Desenvolvimento;jun/20;0,18%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,59%;0,76%;0,81%;1,81%;2,05%;1,80%;0,18%;1,41%;0,02%;0,01%;0,04%;0,09%;0,14%;0,24%;0,00%;0,06%;0,00%
n1;n1 - Não Bancário de Crédito;jun/20;26.089.805;35.141;177.564;368.185;446.435;165.876;57.940;4;1.251.143;844.104;1.089.475;1.133.931;184.100;12.061;23.607;5.636;3.292.914;42.669;352.577;919.742;1.361.042;157.750;452;0;2.834.232;64.982;68.796;185.080;357.914;266.295;757.275;331.095;2.031.437;3.073.768;7.937.959;3.811.873;306.130;20.334;3;0;15.150.067;13.281;51.158;186.998;392.137;203.598;204.299;0;1.051.470;80.387;137.049;126.312;72.943;24.360;33.927;3.564;478.541;0
n1%;n1 - Não Bancário de Crédito;jun/20;1,23%;0,70%;0,58%;0,44%;0,30%;0,20%;0,12%;0,00%;0,31%;13,03%;4,96%;2,60%;0,41%;0,09%;0,41%;1,18%;2,40%;1,40%;1,38%;1,38%;1,42%;1,09%;0,73%;0,00%;1,38%;6,86%;0,43%;0,36%;0,30%;0,28%;0,28%;0,28%;0,30%;13,03%;5,44%;6,67%;4,40%;2,00%;0,00%;0,00%;6,45%;0,44%;0,15%;0,24%;0,51%;0,52%;0,67%;0,00%;0,40%;0,81%;0,43%;0,34%;0,23%;0,19%;0,44%;0,78%;0,36%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;jun/20;14.785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.785;14.785;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,23%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;jun/20;11.454.296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.632.267;2.018.648;1.202;0;0;0;9.652.118;0;0;0;0;0;0;0;0;911.503;561.769;323.293;5.613;0;0;0;1.802.179;0
n4%;n4 - Instituições de Pagamento;jun/20;0,54%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,24%;3,53%;0,02%;0,00%;0,00%;0,00%;4,11%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;9,24%;1,78%;0,86%;0,02%;0,00%;0,00%;0,00%;1,36%;0,00%
C;C - Conglomerado;jun/20;1.328.530.006;2.395.653;24.054.529;65.673.297;120.125.152;66.230.209;38.273.464;191.180;316.943.484;4.392.232;15.313.430;30.402.066;31.870.580;10.275.614;4.355.654;447.857;97.057.431;2.666.899;21.903.981;57.190.637;81.958.567;12.499.800;51.532;113.930;176.385.347;192.111;4.889.382;14.243.938;32.822.543;26.199.357;73.948.563;38.047.688;190.343.583;17.329.191;120.217.481;47.676.105;6.063.384;997.615;191.509;207.619;192.682.903;2.236.988;24.937.495;52.865.536;55.624.305;29.062.540;24.492.876;246.576;189.466.317;6.190.053;19.973.268;22.953.509;23.127.711;9.006.472;5.498.729;386.599;87.136.340;78.514.599
C%;C - Conglomerado;jun/20;62,70%;47,70%;78,84%;79,35%;79,95%;80,98%;77,01%;99,80%;79,19%;67,79%;69,72%;69,66%;71,09%;74,19%;76,42%;93,76%;70,87%;87,25%;85,64%;85,61%;85,72%;86,16%;82,76%;99,97%;85,73%;20,27%;30,63%;27,82%;27,75%;27,36%;27,56%;32,54%;28,52%;73,45%;82,46%;83,38%;87,15%;97,99%;90,88%;100,00%;82,01%;74,20%;71,25%;67,64%;72,37%;74,02%;80,51%;98,66%;72,05%;62,74%;63,27%;61,39%;71,41%;70,90%;70,64%;84,54%;65,93%;100,00%
I;I - Instituição independente;jun/20;790.340.464;2.626.297;6.457.529;17.092.655;30.119.573;15.559.484;11.426.932;389;83.282.860;2.086.490;6.649.598;13.239.659;12.960.251;3.575.088;1.343.816;29.787;39.884.688;389.570;3.673.833;9.612.441;13.658.155;2.008.457;10.733;35;29.353.224;755.689;11.074.167;36.953.101;85.447.781;69.563.015;194.345.924;78.896.169;477.035.846;6.264.330;25.569.995;9.502.017;893.947;20.511;19.227;1;42.270.028;777.670;10.060.212;25.292.341;21.231.673;10.198.371;5.928.090;3.344;73.491.700;3.675.908;11.596.244;14.437.227;9.261.071;3.695.895;2.285.060;70.712;45.022.118;0
I%;I - Instituição independente;jun/20;37,30%;52,30%;21,16%;20,65%;20,05%;19,02%;22,99%;0,20%;20,81%;32,21%;30,28%;30,34%;28,91%;25,81%;23,58%;6,24%;29,13%;12,75%;14,36%;14,39%;14,28%;13,84%;17,24%;0,03%;14,27%;79,73%;69,37%;72,18%;72,25%;72,64%;72,44%;67,46%;71,48%;26,55%;17,54%;16,62%;12,85%;2,01%;9,12%;0,00%;17,99%;25,80%;28,75%;32,36%;27,63%;25,98%;19,49%;1,34%;27,95%;37,26%;36,73%;38,61%;28,59%;29,10%;29,36%;15,46%;34,07%;0,00%
