cat;Categoria;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
b3S;b3S - Cooperativa de Crédito Singulares;jun/20;65.280.886;308.388;4.314.382;11.507.606;15.731.485;4.964.526;1.800.179;7.067;38.633.633;23.202;816.716;2.466.608;4.031.819;1.525.939;575.802;1.522;9.441.609;200.200;1.768.537;1.953.835;126.309;5.050;14.383;194;4.068.510;163.312;3.419.064;362.634;752;229;687;0;3.946.678;0;0;0;0;0;0;0;0;203.777;1.148.258;1.821.640;2.373.703;1.140.421;805.771;6.877;7.500.448;1.890;31.979;135.348;343.125;132.156;8.050;0;652.549;838;132.368;544.517;294.834;54.283;10.620;0;1.037.460;0;0;0;0;0;0;0;0
b3S%;b3S - Cooperativa de Crédito Singulares;jun/20;3,20%;6,86%;8,71%;7,96%;11,58%;17,27%;21,92%;0,75%;10,37%;2,88%;6,43%;7,39%;7,41%;6,59%;1,58%;0,12%;5,82%;8,86%;8,37%;25,18%;8,44%;0,39%;1,81%;0,08%;11,63%;18,52%;4,66%;1,09%;0,03%;0,04%;0,67%;0,00%;3,51%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,60%;6,05%;6,43%;9,71%;8,73%;8,96%;0,22%;7,31%;0,07%;0,18%;0,26%;0,31%;0,19%;0,00%;0,00%;0,14%;0,61%;1,62%;3,09%;3,61%;1,62%;0,27%;0,00%;2,50%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;jun/20;1.226.684;0;162.412;541.141;243.132;45.232;6.509;0;998.426;0;637;1.987;6.908;2.254;221;0;12.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.618;24.748;92.416;48.661;2.097;164;174.705;0;4.301;7.846;29.397;0;0;0;41.545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;jun/20;0,06%;0,00%;0,33%;0,37%;0,18%;0,16%;0,08%;0,00%;0,27%;0,00%;0,01%;0,01%;0,01%;0,01%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,03%;0,09%;0,38%;0,37%;0,02%;0,01%;0,17%;0,00%;0,02%;0,02%;0,03%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;jun/20;287.564.253;7.652;43.922;186.700;511.348;117.829;6.875;98.180;972.507;4.766;73.834;261.481;587.311;285.014;206.455;2.630;1.421.491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.186;21.660;126.208;132.538;22.663;4.896;0;319.150;1.879.340;5.815.724;22.843.393;53.865.192;39.438.817;123.912.751;30.953.624;278.708.842;6.755;478.235;826.062;1.926.672;1.216.274;1.688.266;0;6.142.264;0;0;0;0;0;0;0;0
b4%;b4 - Banco de Desenvolvimento;jun/20;14,08%;0,17%;0,09%;0,13%;0,38%;0,41%;0,08%;10,36%;0,26%;0,59%;0,58%;0,78%;1,08%;1,23%;0,57%;0,21%;0,88%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,20%;0,11%;0,45%;0,54%;0,17%;0,05%;0,00%;0,31%;67,65%;33,18%;44,02%;49,32%;56,54%;66,47%;70,50%;57,88%;4,92%;5,84%;4,69%;23,58%;36,32%;42,41%;0,00%;14,82%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n1;n1 - Não Bancário de Crédito;jun/20;10.140.358;38.494;195.344;424.723;479.036;94.767;27.359;372;1.260.095;54.547;593.648;1.570.722;2.421.496;852.748;307.291;1.820;5.802.272;533;12.842;29.704;0;0;0;0;43.079;13.555;142.824;343.158;9.130;5.846;11.989;60;526.562;0;0;0;0;0;0;0;0;8.199;31.596;25.917;27.369;11.087;1.368;0;105.535;22.637;85.713;421.842;927.829;429.344;314.982;543;2.202.889;591;9.858;15.366;88.586;15.877;19.639;0;149.916;1;6;16;49.844;44;98;0;50.010
n1%;n1 - Não Bancário de Crédito;jun/20;0,50%;0,86%;0,39%;0,29%;0,35%;0,33%;0,33%;0,04%;0,34%;6,78%;4,67%;4,70%;4,45%;3,68%;0,85%;0,14%;3,58%;0,02%;0,06%;0,38%;0,00%;0,00%;0,00%;0,00%;0,12%;1,54%;0,19%;1,03%;0,40%;1,00%;11,64%;0,00%;0,47%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,14%;0,17%;0,09%;0,11%;0,08%;0,02%;0,00%;0,10%;0,81%;0,49%;0,81%;0,85%;0,62%;0,17%;0,00%;0,46%;0,43%;0,12%;0,09%;1,08%;0,47%;0,49%;0,00%;0,36%;0,00%;0,00%;0,00%;0,58%;0,00%;0,04%;0,00%;0,27%
n2;n2 - Não Bancário de Mercado de Capitais;jun/20;1.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1.563;1.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n2%;n2 - Não Bancário de Mercado de Capitais;jun/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,05%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;jun/20;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;13;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n4%;n4 - Instituições de Pagamento;jun/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
C;C - Conglomerado;jun/20;1.441.275.042;2.653.189;37.298.312;117.122.761;97.704.863;18.608.777;5.353.189;810.590;279.551.682;609.135;8.987.603;23.081.271;37.821.863;17.631.152;35.136.816;1.264.116;124.531.956;1.781.545;18.969.174;4.878.633;1.352.437;1.302.212;782.099;255.455;29.321.554;645.994;63.764.187;28.396.864;1.865.191;476.770;33.508;2.053.164;97.235.678;1.029.487;41.952.019;86.090.870;35.140.930;29.368.471;7.137.327;140.685;200.859.788;4.375.308;15.847.041;24.419.362;20.298.547;11.096.877;7.751.233;3.013.320;86.801.688;357.828;4.732.772;16.235.001;30.097.723;13.644.215;24.487.874;5.878.544;95.433.956;69.535;6.039.776;13.635.815;4.938.355;1.700.132;2.092.818;456;28.476.887;876.589;1.315.477;2.380.071;4.870.407;846.610;109.902;2.419;10.401.475
C%;C - Conglomerado;jun/20;70,55%;59,02%;75,31%;80,99%;71,91%;64,75%;65,19%;85,51%;75,07%;75,67%;70,72%;69,13%;69,49%;76,17%;96,65%;99,52%;76,82%;78,85%;89,83%;62,87%;90,39%;99,61%;98,19%;99,69%;83,79%;73,25%;86,97%;85,34%;82,45%;81,82%;32,54%;100,00%;86,45%;70,01%;85,14%;87,47%;87,99%;96,87%;97,90%;100,00%;88,54%;77,29%;83,54%;86,16%;83,01%;84,91%;86,19%;96,72%;84,60%;12,88%;27,00%;31,28%;27,56%;19,56%;13,14%;13,39%;19,82%;50,61%;73,72%;77,38%;60,44%;50,77%;52,57%;100,00%;68,70%;85,99%;54,68%;43,53%;56,45%;85,14%;47,61%;28,43%;55,46%
I;I - Instituição independente;jun/20;601.519.521;1.842.468;12.224.903;27.491.769;38.167.667;10.131.814;2.857.978;137.351;92.853.950;195.900;3.721.977;10.308.243;16.608.711;5.516.817;1.217.133;6.046;37.574.828;477.974;2.148.148;2.880.706;143.811;5.050;14.383;798;5.670.871;235.859;9.554.032;4.876.639;396.985;105.954;69.461;60;15.238.989;441.083;7.324.654;12.329.767;4.795.437;949.111;153.193;0;25.993.245;1.285.947;3.122.785;3.923.472;4.154.448;1.971.992;1.242.336;102.307;15.803.287;2.420.012;12.795.416;35.659.323;79.113.374;56.113.462;161.926.549;38.027.290;386.055.425;67.851;2.153.310;3.986.444;3.232.982;1.648.342;1.887.871;0;12.976.799;142.775;1.090.236;3.087.855;3.756.868;147.764;120.920;6.089;8.352.507
I%;I - Instituição independente;jun/20;29,45%;40,98%;24,69%;19,01%;28,09%;35,25%;34,81%;14,49%;24,93%;24,33%;29,28%;30,87%;30,51%;23,83%;3,35%;0,48%;23,18%;21,15%;10,17%;37,13%;9,61%;0,39%;1,81%;0,31%;16,21%;26,75%;13,03%;14,66%;17,55%;18,18%;67,46%;0,00%;13,55%;29,99%;14,86%;12,53%;12,01%;3,13%;2,10%;0,00%;11,46%;22,71%;16,46%;13,84%;16,99%;15,09%;13,81%;3,28%;15,40%;87,12%;73,00%;68,72%;72,44%;80,44%;86,86%;86,61%;80,18%;49,39%;26,28%;22,62%;39,56%;49,23%;47,43%;0,00%;31,30%;14,01%;45,32%;56,47%;43,55%;14,86%;52,39%;71,57%;44,54%
