Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
BANCO GM S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2020;9819552;9819551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2020;9708162;8663046;0;86188;0;0;0;765919;10653;0;0;181887;0;0;0;0;0;0;0;470;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/03/2020;8995759;8011076;0;36999;49656;886748;0;0;11281;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/03/2020;8759007;3872913;0;0;0;0;0;1138406;0;0;5767;0;0;0;2433377;0;0;0;0;824;1307722
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/03/2020;8499914;6451697;0;173613;205217;0;2469;1599673;67183;0;0;0;0;0;0;0;0;0;0;63;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2020;8012227;8011055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1172;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2020;7205291;7205291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2020;6290071;6165545;0;24377;30505;0;0;66482;3164;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/03/2020;5798088;5794114;0;0;313;0;92;0;0;0;3518;0;0;0;0;0;0;0;0;50;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/03/2020;5336471;4817815;0;445432;0;0;0;0;69716;0;3507;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;5238393;81288;0;0;0;910826;0;2541754;0;0;0;1235202;0;0;0;0;0;0;0;0;469323
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2020;5141160;2441015;317667;0;0;0;2376026;5547;0;0;0;0;0;0;0;0;0;0;0;906;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2020;5108985;4235279;101413;0;0;0;154376;586864;5147;0;0;225;0;0;0;0;0;0;0;1364;24315
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2020;4500738;2758445;560228;21794;4495;0;2218;1041895;0;0;1134;0;0;0;49806;60537;0;0;0;186;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/03/2020;4497441;4452947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44494;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/03/2020;4469159;1410892;103614;1061262;0;0;131;2936;644805;6505;218800;95452;0;11124;913638;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2020;4371138;385514;0;0;0;0;3060;2145913;0;0;0;8452;0;29405;353593;0;0;0;0;0;1445202
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2020;4362784;4362783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;4290628;313610;0;0;0;0;0;157671;0;3819347;0;0;0;0;0;0;0;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2020;4212256;4212240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2020;4083024;4044043;0;0;0;0;1515;17257;0;0;19372;0;0;0;0;0;0;0;0;838;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2020;4039774;4039774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;3909391;1239834;0;0;0;0;0;2409963;0;0;0;31801;0;0;149933;0;0;0;0;24;77836
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2020;3591041;1950944;368432;70126;0;0;457535;569624;97743;355;6996;0;0;0;69267;0;0;0;0;19;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2020;3505918;2883553;210685;1372;0;0;0;409940;0;0;0;0;0;0;0;0;0;0;0;368;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2020;3480418;2403158;6529;1178;0;0;0;1069400;147;0;0;0;0;0;0;0;0;0;0;6;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;3438712;209448;0;0;0;0;0;721645;0;0;0;0;0;0;2507620;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2020;3431112;1578633;0;22656;0;0;12710;1356793;8169;0;10904;86452;0;0;284706;0;0;0;0;1;70088
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;3334930;2164300;0;0;0;0;0;1170630;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;3325573;3320619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4953;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2020;3262735;1734350;0;0;0;0;264923;1036012;0;0;0;0;0;0;105054;0;0;0;0;15;122380
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/03/2020;3245310;3204057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41252;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;2869327;1879175;0;470;0;0;48704;3926;524772;0;3900;0;0;0;231068;0;0;0;0;39;177272
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2020;2821414;1416617;2229;0;0;0;2313;1374155;89;0;0;0;0;0;26007;0;0;0;0;4;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2020;2779343;2229703;395396;316;0;0;0;94225;0;0;1081;0;0;0;58405;0;0;0;0;218;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2020;2744975;2691154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53821;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2020;2590430;2028110;294310;0;0;0;0;267128;0;0;0;0;0;842;0;0;0;0;0;40;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2020;2539725;1855654;39297;151;0;0;274489;370122;0;0;0;0;0;0;0;0;0;0;0;13;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;2537883;1130149;0;0;0;0;0;487935;0;919799;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;2536537;1743023;0;0;0;0;46613;746901;0;0;0;0;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;2534690;579904;0;0;0;0;1817456;137329;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2020;2355418;1521884;197059;0;0;0;0;636455;0;0;0;0;0;0;0;0;0;0;0;19;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;2252901;2241456;0;0;0;0;0;10854;0;0;0;0;0;0;0;0;0;0;0;590;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2020;2105972;293531;1730689;0;0;0;0;0;0;0;0;81749;0;0;0;0;0;0;0;3;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2020;2059371;998696;0;0;0;0;0;203145;0;0;0;0;0;0;0;0;0;0;0;0;857530
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2020;2004120;1615032;0;26236;10060;0;0;346373;1360;0;0;0;0;0;0;0;0;0;0;5059;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2020;1983977;1637653;56734;0;0;0;0;289571;0;0;0;0;0;0;0;0;0;0;0;18;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2020;1961263;1710163;0;90809;0;0;4058;127771;0;0;0;0;0;0;28462;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2020;1958452;441240;0;0;0;0;0;1517212;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2020;1934292;1152094;45096;271405;92275;0;0;0;306205;0;20125;1010;0;35179;10903;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;1930233;461719;0;6608;21849;0;301;520400;0;0;0;0;0;0;919356;0;0;0;0;0;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2020;1860472;1860472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2020;1774204;1772445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1760;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2020;1760688;91818;1668864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2020;1722341;1192943;11155;270;0;0;0;517769;184;0;0;0;0;0;0;0;0;0;0;20;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2020;1697504;1693380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4124;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2020;1685916;720372;0;0;0;0;0;934082;0;0;31455;0;0;0;0;0;0;0;0;6;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1660480;571015;0;0;0;0;0;0;0;0;0;0;0;0;1089464;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2020;1642396;1539974;31567;0;0;0;0;70848;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2020;1637556;1047028;77867;1678;0;0;0;510972;0;0;0;0;0;0;0;0;0;0;0;11;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2020;1625902;453272;136432;0;0;0;0;1036188;0;0;0;0;0;0;0;0;0;0;0;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2020;1620345;851518;105557;0;0;0;0;663263;0;0;0;0;0;0;0;0;0;0;0;7;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1579758;1352623;0;0;0;0;98102;129034;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/03/2020;1570767;1541856;0;0;0;0;0;28891;0;0;0;0;0;0;0;0;0;0;0;21;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2020;1558566;1101581;26256;0;0;0;0;430715;0;0;0;0;0;0;0;0;0;0;0;13;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;1538932;531183;0;0;0;156835;0;840470;0;0;0;0;0;0;0;0;0;0;0;0;10444
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2020;1524850;1196660;0;0;0;0;0;328173;0;0;0;0;0;0;0;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2020;1486419;874450;17788;0;0;0;0;587516;0;0;0;0;0;6658;2;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2020;1483073;516820;78318;0;0;0;0;887395;0;0;0;0;0;521;0;0;0;0;0;20;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2020;1433457;389282;0;0;0;0;0;1044173;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2020;1394347;608907;128714;0;0;0;23138;633583;0;0;0;0;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2020;1371760;742235;330;0;0;0;0;629180;0;0;0;0;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2020;1355909;1065563;38937;0;0;0;16668;234728;0;0;0;0;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2020;1335524;885860;0;0;0;0;182691;266967;0;0;0;0;0;0;0;0;0;0;0;6;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2020;1331691;1331685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2020;1323337;998920;68673;38410;0;0;3195;117704;6906;549;34664;39814;0;14437;64;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2020;1281402;90296;0;296543;193895;0;0;0;249889;0;0;257956;0;192823;0;0;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2020;1238148;1233111;0;0;0;0;0;0;0;0;0;0;0;5037;0;0;0;0;0;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2020;1230489;615201;0;7;0;0;0;615068;0;0;0;0;0;212;0;0;0;0;0;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2020;1190830;894577;0;0;0;0;0;278499;0;0;0;0;0;0;17754;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2020;1159898;986963;16148;0;0;0;107603;49173;0;0;0;0;0;0;0;0;0;0;0;11;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2020;1146750;400617;829;0;0;0;0;651598;0;0;15138;0;0;78;78491;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2020;1140397;987532;0;0;0;0;10528;142332;0;0;0;0;0;0;0;0;0;0;0;6;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2020;1118651;125090;0;617001;63074;0;8039;0;27980;0;0;277465;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2020;1096618;926467;12020;0;0;0;0;158118;0;0;0;0;0;0;0;0;0;0;0;12;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2020;1093197;548098;65991;0;0;0;0;479101;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2020;1034316;710826;7169;33161;0;0;0;283160;0;0;0;0;0;0;0;0;0;0;0;0;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1024717;186705;0;0;0;0;0;488382;0;0;0;0;0;0;349630;0;0;0;0;0;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2020;1020961;597503;135;0;0;0;40508;284228;0;0;98342;0;0;0;0;0;0;0;0;246;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2020;1018067;952897;11715;0;0;0;0;53424;0;0;0;0;0;0;0;0;0;0;0;30;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2020;1012319;3345;0;0;0;0;0;1008974;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2020;991877;855303;221;0;0;0;0;136350;0;0;0;0;0;0;0;0;0;0;0;4;0
