Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2020;4.371.138;1.060.342;1.214.798;454.214;154.159;2.384;19.619;0;10.774;9.646;1.445.202
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2020;4.362.784;0;3.228.496;1.009.746;87.685;14.292;15.469;2.803;2.799;1.494;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;4.290.628;1.338.056;0;2.579.956;96.241;40.304;236.071;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2020;4.212.256;1.417;1.746.362;284.230;1.746.159;169.265;75.065;42.699;30.448;116.611;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2020;4.083.024;0;3.546.347;94.669;287.150;25.910;24.268;44.748;23.084;36.849;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2020;4.039.774;109.250;1.237.364;2.555.028;120.720;10.408;461;2.830;873;2.841;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;3.909.391;2.023;2.572.947;881.027;262.521;31.341;30.285;11.947;2.402;37.062;77.836
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2020;3.591.041;222.347;1.300.432;1.081.336;348.132;66.627;239.457;33.082;32.916;266.712;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2020;3.505.918;2.744;2.074.853;683.663;339.658;134.668;67.869;43.474;36.188;122.800;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2020;3.480.418;414.606;1.333.335;1.005.733;389.775;89.587;48.644;40.911;82.561;75.268;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;3.438.712;3.310.279;0;0;128.433;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2020;3.431.112;382.626;617.534;947.667;915.988;92.848;49.730;7.495;139.655;207.480;70.088
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;3.334.930;2.041.312;126.481;114.425;1.052.712;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;3.325.573;8.233;716.117;1.182.437;579.254;255.496;89.202;68.651;55.526;370.658;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2020;3.262.735;1.037.914;724.134;1.157.229;38.950;50.828;13.126;5.586;39.295;73.293;122.380
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/03/2020;3.245.310;0;2.103.045;253.993;216.075;165.280;79.548;69.121;60.732;297.516;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;2.869.327;1.576.910;848.724;163.097;46.823;10.945;21.611;2.004;2.168;19.773;177.272
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2020;2.821.414;138.324;960.502;862.102;438.013;148.253;139.752;36.430;42.589;55.448;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2020;2.779.343;1.052.436;1.027.990;372.597;152.201;34.164;27.956;9.117;55.403;47.480;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2020;2.744.975;0;1.599.196;155.569;120.274;111.305;103.334;79.581;71.714;504.002;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2020;2.590.430;435;1.299.707;783.603;278.056;88.323;37.217;23.785;19.390;59.915;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2020;2.539.725;284;751.826;1.130.634;419.961;81.234;54.394;20.867;12.999;67.526;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;2.537.883;2.361.369;39.702;133.499;0;0;0;0;0;3.313;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;2.536.537;1.573.846;350.102;525.498;62.911;1.577;421;3.864;28;18.290;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;2.534.690;2.394.907;15.807;0;0;0;0;0;123.976;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2020;2.355.418;346;995.021;921.211;258.084;86.406;24.169;12.438;15.913;41.829;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/03/2020;2.252.901;13;880.659;72.960;173.206;90.506;292.161;85.551;96.840;561.005;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2020;2.105.972;1.395.670;432.265;92.992;43.637;11.455;3.835;3.006;1.823;121.290;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2020;2.059.371;0;0;0;0;0;0;0;0;0;857.530
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2020;2.004.120;426.081;912.187;186.866;244.923;42.512;23.014;19.011;20.568;128.961;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2020;1.983.977;534;693.970;849.098;264.885;93.646;26.011;9.716;11.653;34.463;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2020;1.961.263;204.637;1.139.722;382.374;124.678;48.788;6.776;14.925;17.847;21.516;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2020;1.958.452;1.430.638;200.774;122.929;138.088;4.490;4.569;161;5.111;51.693;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2020;1.934.292;396.683;567.768;485.721;209.338;88.168;27.456;13.601;21.141;124.416;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;1.930.233;1.844.267;84.596;0;1.010;359;0;0;0;0;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2020;1.860.472;25.882;771.917;716.111;269.097;53.532;11.976;3.164;2.102;6.690;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2020;1.774.204;0;1.176.614;49.950;52.962;45.172;58.812;47.586;42.137;300.973;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2020;1.760.688;74.591;1.086.633;252.954;153.542;49.922;25.047;16.099;57.585;44.314;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2020;1.722.341;69.863;601.713;440.410;376.363;88.564;43.527;24.257;9.464;68.180;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2020;1.697.504;0;1.126.926;49.033;55.467;180.748;41.743;37.462;30.096;176.030;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2020;1.685.916;133.995;557.342;357.111;341.248;74.207;49.912;34.730;54.157;83.215;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1.660.480;286.201;935.425;134.232;0;205.501;9.201;0;89.920;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2020;1.642.396;110.067;509.300;558.879;297.533;81.860;39.341;17.639;6.192;21.587;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2020;1.637.556;0;725.924;505.642;288.335;38.404;17.003;13.294;11.555;37.400;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2020;1.625.902;195;612.102;567.592;280.434;99.229;31.998;11.967;9.135;13.250;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2020;1.620.345;105;549.515;684.182;279.298;54.163;21.671;8.365;7.308;15.737;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1.579.758;1.486.765;8.444;72.488;12.061;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/03/2020;1.570.767;39.370;1.254.703;46.900;62.195;53.058;35.882;20.556;9.681;48.423;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2020;1.558.566;882;793.832;514.968;146.866;46.531;17.329;8.960;8.508;20.690;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2020;1.538.932;1.523.908;4.580;0;0;0;0;0;0;0;10.444
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2020;1.524.850;136;602.917;611.614;216.116;45.039;15.328;7.180;9.510;17.009;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2020;1.486.419;0;166.558;691.473;498.469;73.714;14.853;9.584;9.712;22.057;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2020;1.483.073;0;732.706;448.671;187.503;56.334;19.872;8.411;7.985;21.591;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2020;1.433.457;1.552;435.146;417.194;527.767;29.177;7.984;6.209;3.800;4.629;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2020;1.394.347;842;319.746;665.366;286.334;40.267;27.152;18.579;12.874;23.187;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2020;1.371.760;37.583;299.128;250.737;524.118;96.067;44.040;34.797;4.592;80.699;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2020;1.355.909;114;549.476;469.166;185.606;46.211;16.719;14.673;17.835;56.110;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2020;1.335.524;0;315.114;530.046;348.199;48.152;27.445;17.999;13.722;34.848;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2020;1.331.691;1.256;4.015;887.289;340.876;24.589;13.577;11.271;9.050;39.770;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2020;1.323.337;98.671;921.400;136.045;70.275;33.146;12.577;24.400;18.196;8.628;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2020;1.281.402;434.916;324.069;183.205;196.422;30.094;14.102;11.903;54.821;31.870;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2020;1.238.148;560;590.468;510.852;107.829;14.469;4.762;1.975;57;7.177;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2020;1.230.489;17.054;759.629;378.681;40.361;3.666;1.975;2.663;2.121;24.340;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2020;1.190.830;4.539;64.507;695.409;319.943;69.537;7.338;5.263;3.347;20.948;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2020;1.159.898;138;498.680;418.812;133.184;47.822;18.317;6.257;9.023;27.665;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2020;1.146.750;0;424.367;572.318;79.260;20.069;10.776;14.856;934;24.172;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2020;1.140.397;131;267.684;532.923;168.434;78.892;31.967;5.490;6.300;48.576;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2020;1.118.651;264.891;637.418;119.209;56.339;7.125;4.960;5.105;3.406;20.197;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2020;1.096.618;0;329.197;444.453;199.887;45.049;22.240;10.483;13.302;32.008;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2020;1.093.197;53;370.139;403.483;227.538;46.719;17.810;8.769;5.914;12.772;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2020;1.034.316;0;274.477;571.312;119.852;27.401;21.319;16.468;133;3.354;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;1.024.717;442.518;471.384;52.801;42.311;0;15.703;0;0;0;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2020;1.020.961;0;714.265;114.135;133.451;26.497;22.769;2.921;695;6.228;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2020;1.018.067;55.471;353.945;267.561;207.925;68.845;23.318;9.970;5.937;25.093;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2020;1.012.319;0;633.807;285.047;9.688;83.551;205;22;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2020;991.877;397;598.454;149.537;89.824;68.963;21.468;14.481;14.733;34.020;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/03/2020;990.386;0;367.424;405.152;153.507;23.694;6.903;12.729;6.211;14.766;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2020;986.938;593.409;368.021;0;0;25.508;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2020;980.480;59;277.600;393.685;182.499;41.809;21.958;8.950;17.293;36.629;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2020;960.913;52.006;388.042;263.019;156.239;50.861;26.982;5.405;6.390;11.968;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2020;956.581;0;334.841;344.300;132.024;79.784;14.143;8.073;12.242;31.174;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2020;938.397;24.485;180.193;265.216;274.951;95.602;29.320;23.062;8.961;36.607;0
