cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/21;124.251.713;38.486;807.408;2.299.105;4.572.093;2.826.272;2.801.396;571;13.345.330;316.351;5.055.392;11.232.684;13.414.511;4.337.950;2.078.075;48.877;36.483.839;23.769;703.106;1.896.997;3.430.886;865.329;10.398;0;6.930.485;182;27.184;72.966;183.040;146.438;380.842;66.003;876.654;144.798;2.400.865;798.994;2.701;8;0;0;3.347.365;119.371;11.071.641;18.286.935;10.924.226;4.270.714;2.589.058;0;47.261.943;404.487;3.803.034;4.246.065;3.943.592;1.926.221;1.672.178;10.520;16.006.097;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/21;5,17%;0,91%;2,51%;2,62%;2,77%;2,98%;4,23%;0,02%;2,95%;6,38%;19,98%;21,26%;22,78%;23,82%;27,11%;10,10%;21,68%;0,89%;2,50%;2,65%;3,25%;4,86%;17,61%;0,00%;3,06%;0,02%;0,14%;0,13%;0,14%;0,14%;0,13%;0,05%;0,12%;0,81%;1,34%;1,09%;0,03%;0,00%;0,00%;0,00%;1,20%;6,34%;27,21%;19,46%;12,46%;9,47%;7,29%;0,00%;15,49%;5,05%;10,55%;11,90%;11,62%;13,67%;18,05%;2,14%;11,64%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/21;3.911;0;0;0;0;0;0;0;0;34;42;1.227;2.172;27;17;0;3.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;394;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/21;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/21;3.622.973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.845;248.522;579.987;1.460.121;683.195;543.081;0;3.544.751;678;5.869;13.296;28.799;13.883;15.696;0;78.222;0
b4%;b4 - Banco de Desenvolvimento;mar/21;0,15%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,58%;0,61%;0,62%;1,67%;1,52%;1,53%;0,00%;1,16%;0,01%;0,02%;0,04%;0,08%;0,10%;0,17%;0,00%;0,06%;0,00%
n1;n1 - Não Bancário de Crédito;mar/21;32.713.914;38.046;210.261;500.821;686.809;273.243;113.968;3;1.823.152;577.429;1.885.437;2.331.143;482.308;15.241;14.227;2.730;5.308.514;38.655;391.574;1.043.531;1.705.748;201.068;392;86;3.381.054;38.605;56.930;157.054;323.395;252.349;730.705;335.455;1.894.494;2.475.165;11.006.104;4.947.544;301.400;27.184;0;0;18.757.398;5.587;110.239;133.560;383.001;201.752;192.322;0;1.026.460;44.465;127.539;155.148;85.892;34.258;62.641;12.899;522.842;0
n1%;n1 - Não Bancário de Crédito;mar/21;1,36%;0,90%;0,65%;0,57%;0,42%;0,29%;0,17%;0,00%;0,40%;11,65%;7,45%;4,41%;0,82%;0,08%;0,19%;0,56%;3,15%;1,44%;1,39%;1,46%;1,61%;1,13%;0,66%;0,08%;1,50%;3,35%;0,29%;0,29%;0,25%;0,24%;0,24%;0,26%;0,26%;13,76%;6,16%;6,74%;3,75%;2,58%;0,00%;0,00%;6,71%;0,30%;0,27%;0,14%;0,44%;0,45%;0,54%;0,00%;0,34%;0,56%;0,35%;0,43%;0,25%;0,24%;0,68%;2,62%;0,38%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/21;8.750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.750;8.750;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/21;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,78%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;mar/21;15.420.327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.524;11.282.536;3.300.767;183.864;1;0;0;14.794.693;0;0;0;0;0;0;0;0;431.579;128.074;62.097;3.884;0;0;0;625.633;0
n4%;n4 - Instituições de Pagamento;mar/21;0,64%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,15%;6,31%;4,50%;2,29%;0,00%;0,00%;0,00%;5,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,39%;0,36%;0,17%;0,01%;0,00%;0,00%;0,00%;0,45%;0,00%
C;C - Conglomerado;mar/21;1.519.916.554;2.412.569;25.533.597;69.658.032;131.810.574;76.128.024;50.220.868;2.684.124;358.447.789;3.236.946;16.858.980;35.581.307;40.090.431;13.379.660;5.484.992;415.158;115.047.473;2.435.998;24.293.552;61.682.735;90.681.522;15.122.289;44.314;104.841;194.365.251;224.077;5.718.777;16.218.535;37.688.121;30.657.764;89.236.753;45.758.517;225.502.545;13.367.588;145.181.937;61.247.138;6.933.897;1.027.732;246.483;200.286;228.205.061;1.421.775;23.077.644;67.208.016;60.103.305;31.658.380;27.166.983;308.304;210.944.406;5.522.810;22.524.502;21.557.776;23.902.094;9.937.143;6.381.075;420.699;90.246.100;97.157.930
C%;C - Conglomerado;mar/21;63,20%;57,16%;79,33%;79,47%;79,81%;80,29%;75,80%;99,97%;79,13%;65,33%;66,64%;67,36%;68,09%;73,48%;71,56%;85,75%;68,35%;90,78%;86,31%;86,04%;85,85%;84,89%;75,07%;99,99%;85,96%;19,44%;28,78%;29,45%;29,44%;29,28%;29,84%;35,18%;30,56%;74,32%;81,20%;83,45%;86,28%;97,52%;90,76%;100,00%;81,58%;75,46%;56,72%;71,52%;68,54%;70,23%;76,52%;96,10%;69,13%;68,98%;62,50%;60,40%;70,41%;70,53%;68,90%;85,52%;65,62%;100,00%
I;I - Instituição independente;mar/21;884.931.017;1.807.852;6.653.586;17.999.611;33.348.564;18.683.743;16.033.046;834;94.527.236;1.717.723;8.440.141;17.241.748;18.787.671;4.828.091;2.180.007;68.966;53.264.346;247.305;3.853.331;10.005.551;14.943.994;2.692.538;14.715;14;31.757.447;928.490;14.153.286;38.848.856;90.312.269;74.042.803;209.791.320;84.297.018;512.374.042;4.618.232;33.617.486;12.148.794;1.102.686;26.150;25.098;3;51.538.450;462.399;17.609.512;26.768.357;27.584.472;13.421.062;8.335.221;12.521;94.193.545;2.483.013;13.513.389;14.132.059;10.042.933;4.152.782;2.880.518;71.257;47.275.950;0
I%;I - Instituição independente;mar/21;36,80%;42,84%;20,67%;20,53%;20,19%;19,71%;24,20%;0,03%;20,87%;34,67%;33,36%;32,64%;31,91%;26,52%;28,44%;14,25%;31,65%;9,22%;13,69%;13,96%;14,15%;15,11%;24,93%;0,01%;14,04%;80,56%;71,22%;70,55%;70,56%;70,72%;70,16%;64,82%;69,44%;25,68%;18,80%;16,55%;13,72%;2,48%;9,24%;0,00%;18,42%;24,54%;43,28%;28,48%;31,46%;29,77%;23,48%;3,90%;30,87%;31,02%;37,50%;39,60%;29,59%;29,47%;31,10%;14,48%;34,38%;0,00%
