Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
BARIGUI;51774;n1;C;2;S4;197;CURITIBA;PR;01/09/2017;20968;32125
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/09/2017;20825;59141
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/09/2017;20043;51197
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2017;19814;121845
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/09/2017;19638;52627
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/09/2017;19572;52130
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/09/2017;18287;49025
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/09/2017;18275;50398
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;I;2;S5;9;IBIRAMA;SC;01/09/2017;18176;42800
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;I;2;S4;9;SAO PAULO;SP;01/09/2017;17978;39875
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2017;17897;25663
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18810553;n1;I;3;S5;10;RECIFE;PE;01/09/2017;17759;18426
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/09/2017;17754;45141
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;I;2;S4;14;SAO PAULO;SP;01/09/2017;17229;17611
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;17117;19461
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2017;17056;20814
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11760553;n1;I;2;S4;14;DOURADINA;PR;01/09/2017;16556;18476
BANCO BONSUCESSO S.A.;71027866;b1;I;2;S4;8;BELO HORIZONTE;MG;01/09/2017;16415;28532
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/09/2017;16049;40628
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/09/2017;15878;41715
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;S4;9;TAPEJARA;RS;01/09/2017;15655;41482
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;S4;9;AGUDO;RS;01/09/2017;15210;39457
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2017;15143;64398
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;I;2;S4;9;PELOTAS;RS;01/09/2017;15101;38108
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;S4;9;TRES DE MAIO;RS;01/09/2017;14989;43356
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;I;2;S5;9;BARRA BONITA;SP;01/09/2017;14930;53971
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;I;2;S5;9;IJUI;RS;01/09/2017;14692;42572
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS BOTUCARAÍ - SICREDI BOTUCARAÍ RS;87900601;b3S;I;2;S4;9;SOLEDADE;RS;01/09/2017;14688;38844
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/09/2017;14651;35025
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/09/2017;14310;36103
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2017;14258;44482
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;S4;9;SAO JOAO;PR;01/09/2017;13986;37315
VALOR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;7799277;n1;I;2;S5;10;SAO PAULO;SP;01/09/2017;13951;14833
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;S4;9;MARECHAL CANDIDO RONDON;PR;01/09/2017;13801;37011
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/09/2017;13793;54161
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/09/2017;13728;48467
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;S4;9;GUAXUPE;MG;01/09/2017;13471;37283
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;I;2;S4;9;MARIOPOLIS;PR;01/09/2017;13461;34724
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9473806;n1;I;2;S4;14;BENTO GONCALVES;RS;01/09/2017;13399;13991
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;S4;9;LAJEADO;RS;01/09/2017;13207;31509
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/09/2017;13113;38505
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89468565;b3S;I;2;S4;9;SARANDI;RS;01/09/2017;12945;33821
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/09/2017;12791;46109
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;S4;9;PORTO ALEGRE;RS;01/09/2017;12696;36317
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;01/09/2017;12685;33814
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;01/09/2017;12482;33316
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/09/2017;12265;13272
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;b3S;I;2;S5;9;PRUDENTOPOLIS;PR;01/09/2017;12204;33066
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/09/2017;12167;96127
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;I;2;S4;9;MARAU;RS;01/09/2017;12075;31907
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;I;2;S4;9;IBIRAIARAS;RS;01/09/2017;11997;29799
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/09/2017;11986;33614
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/09/2017;11826;12166
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2017;11757;18830
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;I;2;S5;9;SANTO ANTONIO DA PLATINA;PR;01/09/2017;11651;31919
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;01/09/2017;11599;37537
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88099247;b3S;I;2;S4;9;CAMPO NOVO;RS;01/09/2017;11524;33228
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/09/2017;11255;41080
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;b3S;I;2;S4;9;ARAPUTANGA;MT;01/09/2017;11074;28705
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO WALMART LTDA. – SICOOB COOPERBOM;74026998;b3S;I;2;S5;9;SALVADOR;BA;01/09/2017;11056;11457
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/09/2017;11010;39864
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;I;2;S5;9;NOVA LONDRINA;PR;01/09/2017;10993;31053
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2017;10787;62862
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/09/2017;10768;18404
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;I;2;S5;9;LAGOA DA PRATA;MG;01/09/2017;10671;26945
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/09/2017;10228;23526
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/09/2017;10138;25286
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;I;2;S5;9;CAFELANDIA;PR;01/09/2017;9946;25554
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;01/09/2017;9861;18521
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;S4;9;CAMBARA;PR;01/09/2017;9823;26252
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81115149;b3S;I;2;S5;9;LARANJEIRAS DO SUL;PR;01/09/2017;9574;25994
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/09/2017;9568;38045
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;I;2;S5;9;ITAJAI;SC;01/09/2017;9528;20142
SANTINVEST;50816;n1;C;2;S4;197;FLORIANOPOLIS;SC;01/09/2017;9419;22611
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;I;2;S4;9;PASSO FUNDO;RS;01/09/2017;9412;25172
