Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE LENÇÓIS PAULISTA - COOPERSERV;5.667.301;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA SAÚDE EM MACEIÓ - SAUDECRED;5.728.016;b3S;I;2;S5;9;MACEIO;AL;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC;5.740.092;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP;5.746.715;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI, IEL E COND EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS) - CREDFISP LTDA.;5.747.018;b3S;I;2;S5;9;CAMPINA GRANDE;PB;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5.969.937;b3S;I;2;S5;9;BEBEDOURO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN;6.077.760;b3S;I;2;S5;9;RIO CLARO;SP;01/09/2017;0;0;0;0;0;0;0;
GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;6.339.468;n1;I;2;S4;14;PASSO FUNDO;RS;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI;6.942.423;b3S;I;2;S5;9;CURITIBA;PR;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS PRAÇAS E OFICIAIS DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO - COOPERACS- SP;7.030.145;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS DO PODER JUDICIÁRIO DA CAPITAL DO ESTADO DE SÃO PAULO - JUDCRED;7.651.495;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7.747.410;n1;I;2;S4;14;BARUERI;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS NA CAIXA ECONÔMICA FEDERAL NO ESTADO DE SÃO PAULO - APCEFCREDI-SP;7.814.673;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALCOA EM PERNAMBUCO;8.931.800;b3S;I;2;S5;9;ITAPISSUMA;PE;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA;9.128.022;b3S;I;2;S5;9;OSASCO;SP;01/09/2017;0;0;0;0;0;0;0;
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
DOMUS COMPANHIA HIPOTECÁRIA;10.372.647;n1;I;2;S4;29;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP;10.548.608;b3S;I;2;S5;9;ILHEUS;BA;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICA E MATERIAL ELÉTRICO DE SÃO LEOPOLDO E REGIÃO - COOPERMETAL;10.719.496;b3S;I;2;S5;9;SAO LEOPOLDO;RS;01/09/2017;0;NI;NI;NI;NI;0;NI;
LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.271.860;n1;I;2;S4;14;ELDORADO;RS;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER;11.356.599;b3S;I;2;S5;9;RECIFE;PE;01/09/2017;0;NI;NI;NI;NI;0;NI;
DOURADA - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA;11.545.653;n1;I;2;S5;10;LAGOA DOURADA;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS;12.272.183;b3S;I;2;S5;9;MACEIO;AL;01/09/2017;0;0;0;0;0;0;0;
ACCESSCRÉDITO - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A;13.058.743;n1;I;3;S5;10;MANAUS;AM;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS LIGADOS AO SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORÇA SINDICAL - SICOOB COOPERNAPI;16.564.240;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI;16.651.002;b3S;I;2;S5;9;ITABIRA;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA AÇO MINAS GERAIS S.A. - AÇOMINAS E EMPRESAS SUBSIDIÁRIAS EM OURO BRANCO LTDA. - COOPAÇO;17.314.501;b3S;I;2;S5;9;OURO BRANCO;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17.411.307;b3S;I;2;S5;9;JUNDIAI;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICO MUNICIPAL DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;17.502.881;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA VALE FERTILIZANTES DE UBERABA - COPERURA LTDA.;17.607.375;b3S;I;2;S5;9;UBERABA;MG;01/09/2017;0;0;0;0;0;0;0;
MS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA;17.826.860;n1;I;2;S5;10;FORTALEZA;CE;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.;18.140.913;b3S;I;2;S5;9;ARAXA;MG;01/09/2017;0;0;0;0;0;0;0;
CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;18.188.384;n1;I;2;S5;10;MARINGA;PR;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA.;18.310.649;b3S;I;2;S5;9;JOAO MONLEVADE;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE;18.340.695;b3S;I;2;S5;9;JUIZ DE FORA;MG;01/09/2017;0;0;0;0;0;0;0;
TORRES MENDES & MENDES SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;18.394.228;n1;I;2;S5;10;JAU;SP;01/09/2017;0;0;0;0;0;0;0;
LAMARA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA;19.324.634;n1;I;2;S5;10;FORTALEZA;CE;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;19.495.266;b3S;I;2;S5;9;CATAGUASES;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED;19.551.787;b3S;I;2;S5;9;CARANDAI;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.;20.062.766;b3S;I;2;S5;9;VISCONDE DO RIO BRANCO;MG;01/09/2017;0;NI;NI;NI;NI;0;NI;
HR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;20.158.571;n1;I;2;S5;10;MACEIO;AL;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA;20.177.390;b3S;I;2;S5;9;UBA;MG;01/09/2017;0;0;0;0;0;0;0;
EGONCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;20.251.847;n1;I;2;S5;10;CAMPINAS;SP;01/09/2017;0;0;0;0;0;0;0;
VNK SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;20.269.566;n1;I;2;S5;10;FORTALEZA;CE;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM;20.622.809;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM;20.833.976;b3S;I;2;S5;9;TIMOTEO;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.;21.597.133;b3S;I;2;S5;9;JUIZ DE FORA;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21.797.311;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2017;0;0;0;0;0;0;0;
CREBEL - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DAS EMPRESAS BELGO BEKAERT - CREBEL LTDA.;23.241.540;b3S;I;2;S5;9;CONTAGEM;MG;01/09/2017;0;0;0;0;0;0;0;
AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23.862.762;n1;I;2;S4;14;VITORIA;ES;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - SICOOB CREDIBELGO;24.235.459;b3S;I;2;S5;9;JOAO MONLEVADE;MG;01/09/2017;0;0;0;0;0;0;0;
FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;24.537.861;n1;I;2;S5;10;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO;26.758.433;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA;27.171.974;b3S;I;2;S5;9;CARIACICA;ES;01/09/2017;0;0;0;0;0;0;0;
AMAGGI S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;27.214.112;n1;I;2;S4;14;CUIABA;MT;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES UNIVERSIDADE FEDERAL DO ESPIRITO SANTO - CRED-UFES;27.302.181;b3S;I;2;S5;9;VITORIA;ES;01/09/2017;0;0;0;0;0;0;0;
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES EM SANEAMENTO BÁSICO NO ESTADO DO ESPÍRITO SANTO - CECMESB-ES;27.418.557;b3S;I;2;S5;9;VITORIA;ES;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA TEADIT E OUTRAS EMPRESAS ASSOCIADAS LTDA;27.669.753;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28.145.589;b3S;I;2;S5;9;VITORIA;ES;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA;28.244.622;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ;28.885.036;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL FLUMINENSE E DOS SERVIDORES PÚBLICOS DA EDUCAÇÃO, SAÚDE E CULTURA NOS MUNICÍPIOS DO RIO DE JANEIRO E NITERÓI LTDA.;29.283.884;b3S;I;2;S5;9;NITEROI;RJ;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA;29.341.260;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO JOSE NEFFA LTDA;29.985.421;b3S;I;2;S5;9;VITORIA;ES;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA;30.138.226;b3S;I;2;S5;9;NITEROI;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30.304.919;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30.586.895;b3S;I;2;S5;9;SAO GONCALO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33.735.192;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;33.775.974;n2;I;2;S4;15;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BEZERRA DE MELLO LTDA;33.916.883;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS FUNCIONÁRIOS DA SAÚDE DO SETOR PRIVADO DE MANAUS LTDA - COOPCRESP MANAUS;34.503.581;b3S;I;2;S5;9;MANAUS;AM;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS;41.146.382;b3S;I;2;S5;9;JOAO PESSOA;PB;01/09/2017;0;0;0;0;0;0;0;
COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA;41.219.353;b3S;I;2;S5;9;JOAO PESSOA;PB;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA HELIBRAS - HELICOOP;41.790.809;b3S;I;2;S5;9;ITAJUBA;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS;41.791.005;b3S;I;2;S5;9;POCOS DE CALDAS;MG;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42.100.982;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.;42.107.706;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A., LTDA;42.123.000;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.;42.153.585;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA FABRIMAR S.A. INDUSTRIA E COMERCIO LTDA;42.240.382;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA;42.258.376;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/09/2017;0;0;0;0;0;0;0;
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL;43.182.278;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS;43.268.960;b3S;I;2;S5;9;JACAREI;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL;43.438.662;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ;43.446.335;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43.488.782;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON LTDA.;43.553.049;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS;43.730.498;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44.223.196;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO COGEM;44.401.800;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO HOSPITAL VERA CRUZ E VERA CRUZ ASSOCIAÇÃO DE SAÚDE;44.588.366;b3S;I;2;S5;9;CAMPINAS;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI;44.905.255;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE;44.958.981;b3S;I;2;S5;9;MORRO AGUDO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45.045.671;b3S;I;2;S5;9;MOGI DAS CRUZES;SP;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45.068.632;b3S;I;2;S5;9;ATIBAIA;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE PARKER HANNIFIN;45.214.947;b3S;I;2;S5;9;JACAREI;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN;45.421.856;b3S;I;2;S5;9;VOTORANTIM;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RHODIA PAULINIA;46.058.731;b3S;I;2;S5;9;PAULINIA;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46.277.273;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO;47.196.084;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TAKATA-PETRI;47.944.277;b3S;I;2;S5;9;JUNDIAI;SP;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO;48.140.925;b3S;I;2;S5;9;MAUA;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48.172.860;b3S;I;2;S5;9;RIO CLARO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON;48.718.183;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS;49.204.605;b3S;I;2;S5;9;CAJATI;SP;01/09/2017;0;NI;NI;NI;NI;0;NI;
COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ;50.334.234;b3S;I;2;S5;9;PORTO FELIZ;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA;50.654.300;b3S;I;2;S5;9;OSASCO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA;50.848.910;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA ABB - COOPERABB;51.010.858;b3S;I;2;S5;9;GUARULHOS;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;51.489.318;b3S;I;2;S5;9;SAO PAULO;SP;01/09/2017;0;0;0;0;0;0;0;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VB TRANSPORTES E TURISMO;51.920.502;b3S;I;2;S5;9;CAMPINAS;SP;01/09/2017;0;0;0;0;0;0;0;
