Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/09/2017;492329;0;835987;-52866;17741;17179;1310370;-245377;-508388;0;0;-139532;-893297;417073;505087;16728;-516569;-319217;-70067;0;557334;-351239;-177943;239130;-1915;237215;-59151;-9807;168258;-39228
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/09/2017;237631;0;605230;0;0;9304;852164;-719542;-21816;0;0;-1715;-743072;109092;149585;16;-25990;-35352;-36016;8246;104618;-195133;-30025;79068;-609;78459;-35893;-1983;40583;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/09/2017;741940;0;64336;0;124;0;806401;-3840;-10;0;0;-162113;-165963;640438;833;196;-7618;-297285;-39877;0;101496;-4658;-246912;393526;-52;393473;-152859;-222;240391;-62447
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/09/2017;307694;0;453928;175;3805;23578;789180;-573127;-54355;0;0;5385;-622098;167082;12288;24;-26138;-108240;-8134;4683;34160;-45838;-137196;29887;1;29886;-11245;0;18641;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/09/2017;689499;78381;159139;-180161;25906;0;772764;-325433;-8128;-55549;0;-91919;-481028;291736;10808;21486;-71022;-119512;-42087;12506;166696;-46113;-67239;224497;4908;229405;-73191;-12579;143635;-47032
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/09/2017;681810;0;61201;-8064;0;2612;737559;-183364;-19;0;-2025;-227490;-412898;324661;9177;52683;-96929;-185522;-31866;2827;43422;-89625;-295834;28827;-14725;14101;-11321;-221;2558;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/09/2017;739375;669;93686;-101933;0;0;731798;-261214;-14442;-689;-903;-135797;-413045;318753;5742;3511;-47268;-226150;-18670;-967;247736;-260190;-296256;22497;-1891;20606;-4764;-12105;3738;0
CREDIT SUISSE;30771;b1;S2;C;3;SAO PAULO;SP;01/09/2017;80841;0;631873;1434;16507;0;730655;-714558;-34218;0;0;-21583;-770359;-39704;196892;0;-109310;-74376;-25643;11926;244869;-33931;210427;170723;55;170778;-56684;0;114094;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/09/2017;668576;28305;18843;-61940;0;0;653784;-157260;-68544;-17158;0;-83436;-326398;327386;0;14602;-585;-72341;-15657;20368;89692;-148903;-112823;214563;-6284;208279;-107321;0;100957;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/09/2017;587507;0;55268;0;498;9005;652279;-196865;-929;0;0;-37086;-234880;417399;9713;43267;-199572;-112312;-25973;7033;18324;-32905;-292425;124974;1246;126220;-43087;-11503;71630;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/09/2017;194765;4417;406302;0;4223;9369;619077;-414655;-3612;-3966;0;-38104;-460337;158740;46836;27151;-87448;-63949;-15831;11464;6912;-18868;-93734;65006;-1768;63238;-16476;-7323;39439;-15000
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/09/2017;650659;0;289927;-454363;101669;0;587893;-281631;-2302;0;0;-71117;-355051;232842;130621;35197;-102116;-313016;-43157;7517;403790;-110692;8144;240986;-286;240700;-99677;-7092;133931;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/09/2017;286663;0;314292;-76095;0;0;524859;-326088;-42759;0;-14663;-54866;-438376;86483;64820;6361;-48820;-26194;-20858;1573;316090;-196274;96698;183181;-10582;172599;-35995;-32470;104134;-50783
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/09/2017;445527;1187;12619;0;0;0;459332;-224326;0;-717;0;-53950;-278993;180339;17323;25680;-29995;-90453;-14268;24050;28082;-24819;-64401;115938;1561;117500;-20763;-4073;92663;-51500
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/09/2017;30735;359763;20316;0;0;0;410814;-68037;0;-297357;0;4603;-360791;50022;0;0;0;-10546;-2126;0;1163;-1798;-13307;36715;0;36715;-20092;0;16623;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/09/2017;296570;65858;120325;-76637;3372;0;409489;-187267;-33934;-55272;0;35013;-241460;168029;13917;9583;-45442;-32009;-8970;4418;69127;-207863;-197240;-29211;45359;16149;16796;-1986;30959;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/09/2017;400562;0;5639;0;0;0;406201;-14583;0;0;0;-192204;-206787;199414;93712;81666;-36683;-186055;-38638;0;28246;-68520;-126272;73141;2;73144;-33060;0;40083;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S4;I;1;BELEM;PA;01/09/2017;355811;0;40764;0;417;2572;399565;-92907;-22;0;0;-16239;-109168;290396;2945;20457;-82533;-78378;-16496;0;5758;-16348;-164595;125801;-647;125155;-56873;-8015;60267;-14169
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/09/2017;27413;0;313240;-29285;84364;0;395732;-223584;-9612;0;0;116;-233080;162652;183138;2020;-113508;-40767;-22607;0;37988;-93037;-46773;115879;9;115889;-58907;0;56982;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/09/2017;365016;0;15181;0;0;0;380197;-27482;0;0;-13;-166713;-194208;185989;58557;16515;-5117;-118100;-23176;0;3998;-49002;-116326;69663;496;70159;-31810;-1;38348;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/09/2017;365468;2937;6713;20;0;0;375137;-63570;0;-1946;0;-67600;-133116;242021;5828;13055;-5543;-109045;-9177;4180;6762;-125253;-219194;22827;-102;22725;-8485;0;14240;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/09/2017;53787;0;710749;-539762;127809;77;352660;-305833;-125778;0;0;2423;-429188;-76528;195301;147;-160238;-59308;-25982;0;328738;-69074;209585;133057;-95;132962;-46848;-5388;80726;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/09/2017;99786;0;242249;-917;0;0;341118;-64196;-113098;0;-1108;-31653;-210056;131062;129380;26314;-130318;-67857;-24438;0;193095;-206968;-80793;50270;912;51182;-57302;0;-6120;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/09/2017;269085;0;64968;0;0;0;334053;0;-141853;0;0;-72640;-214493;119560;8892;0;-46643;-10451;-8442;0;28679;-16895;-44860;74700;-742;73958;-35331;0;38627;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/09/2017;241159;0;27569;610;0;0;269338;-102284;-469;0;-73;-34940;-137766;131572;1926;713;-12522;-50867;-6536;14242;1677;-5757;-57123;74449;173;74622;2498;-1952;75168;-64231
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/09/2017;6069;0;258846;0;0;0;264914;-258792;0;0;0;0;-258792;6123;0;0;-4842;69497;0;0;178;-70955;-6122;0;0;0;0;0;0;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/09/2017;160055;0;70994;28089;0;0;259138;-117506;-1795;0;-854;25684;-94470;164668;9454;1905;-64590;-89875;-6837;84;18752;-26790;-157897;6771;-305;6466;-1320;-4202;943;0
AGIPLAN;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/09/2017;249794;0;4619;0;0;0;254413;-14927;0;0;-21;-58765;-73713;180700;2171;8301;-9891;-107546;-11855;0;275;-449;-118993;61707;0;61707;-27529;0;34178;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/09/2017;246262;0;6800;0;0;0;253062;-14142;0;0;-2;-200260;-214403;38659;21028;23655;-26798;-37020;-12100;0;13248;-10056;-28044;10615;119;10734;-3338;0;7396;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/09/2017;224037;14011;1358;0;0;0;239407;-23767;-82002;-9235;0;-5587;-120592;118815;0;3368;-19631;-25050;-5337;0;17468;-30027;-59208;59607;1115;60722;-26979;0;33743;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/09/2017;123047;0;52637;50920;632;0;227235;-129928;-22536;0;0;-57751;-210216;17020;5316;2063;-22518;-13149;-3869;7070;41544;-61967;-45510;-28490;326;-28165;11034;-124;-17255;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/09/2017;9829;0;124347;91880;20;0;226076;-173573;-4658;0;0;-19988;-198220;27856;3395;0;-11626;-9488;-2326;-13514;283;-2330;-35606;-7750;0;-7750;-2295;0;-10045;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/09/2017;195974;6698;14102;-1510;0;0;215264;-23816;-46852;-5639;0;-23578;-99885;115379;1385;14;-11902;-16491;-5823;1250;11167;-7624;-28024;87355;-1963;85392;-12065;-1553;71774;-57492
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/09/2017;77261;0;96544;36270;0;0;210075;-76784;-21614;0;-88515;-50336;-237249;-27174;17858;4808;-42653;-23480;-13412;0;397565;-182626;158060;130886;-257;130629;-56360;-4301;69968;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/09/2017;428;204119;0;0;0;0;204546;0;-15038;-161344;0;-3724;-180105;24441;0;0;-2;-6178;-1878;0;1372;-241;-6927;17514;1228;18742;-8323;0;10419;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/09/2017;200434;0;5444;-7316;0;0;198562;-24526;-1242;0;0;-89537;-115305;83257;80092;35592;-8324;-72989;-16066;0;19514;-69125;-31305;51952;0;51952;-22638;-851;28462;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/09/2017;343691;8982;181683;-341687;4847;32;197549;-190145;-440754;-4842;0;-30501;-666242;-468693;14494;1355;-67966;-41785;-6583;257;640484;-84409;455847;-12846;3926;-8920;23917;0;14997;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/09/2017;141070;0;50840;0;0;0;191909;-56923;-4220;0;0;-28417;-89561;102349;14032;6860;-26434;-31695;-134;0;213;-7832;-44990;57359;-232;57127;0;-2792;54336;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/09/2017;0;0;212470;-42270;14901;0;185100;-111367;0;0;0;0;-111367;73733;65199;0;-71716;-46598;-10589;0;6940;-10222;-66986;6747;101415;108163;-50640;0;57523;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/09/2017;122248;0;58815;0;0;0;181064;-54226;-23194;0;0;-14127;-91548;89516;3140;414;-27247;-18853;-398;0;2284;-2834;-43495;46021;-596;45426;-602;-2447;42376;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/09/2017;195521;0;4274;-23732;0;0;176062;-70380;0;0;0;-34254;-104634;71429;0;16765;-4644;-32188;-6369;0;18245;-8827;-17018;54411;-2;54409;-25702;0;28707;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/09/2017;129231;0;39233;0;0;3269;171733;-63194;-1345;0;0;-13141;-77680;94053;19577;10178;-39656;-38791;-8763;154;4333;-6859;-59827;34226;854;35080;-11462;-2024;21594;-5688
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/09/2017;68257;0;83297;0;0;16105;167659;-99080;0;0;0;-3192;-102272;65387;0;1165;-29313;-8114;-3584;0;1784;-10353;-48415;16972;646;17618;0;0;17618;0
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;01/09/2017;164649;0;2418;213;0;0;167280;-4823;-50095;0;0;-69467;-124385;42894;9982;67;-7812;-4930;-5139;0;12057;-7349;-3125;39769;-117;39652;-19643;-1162;18847;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/09/2017;113414;446;42287;7673;2419;0;166239;-80277;-706;-421;0;-5223;-86627;79611;327;7231;-16208;-22646;-5781;172;10510;-15869;-42264;37348;-39;37309;-10815;-3441;23053;-12173
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/09/2017;158032;0;25609;-19294;0;0;164347;-9585;-66932;0;-1669;-60045;-138230;26116;5358;1871;-27139;-11259;-4594;-34;36498;-25062;-24361;1755;5561;7316;-5155;0;2161;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/09/2017;3097;0;152510;0;0;0;155607;-152510;0;0;0;0;-152510;3097;0;0;-5128;50446;0;0;69;-48488;-3101;-4;4;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/09/2017;105323;31243;9493;0;0;0;146059;-1021;-35454;-24859;0;-3800;-65134;80925;0;68;-13957;-14980;-3699;807;9880;-9866;-31747;49177;-162;49015;-23310;0;25705;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/09/2017;4644;0;133641;0;0;61;138346;-134380;-5306;0;0;-97;-139782;-1437;213;0;-4246;-3419;-44;0;9027;-42;1489;52;1;53;-53;0;0;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/09/2017;121749;0;10596;738;0;0;133083;-71703;-215;-3;0;-19407;-91328;41755;6385;0;-4532;-8805;-3014;0;19546;-3016;6564;48320;-16470;31850;-14053;-324;17473;0
XP INVESTIMENTOS;51994;n2;S4;C;2;RIO DE JANEIRO;RJ;01/09/2017;144;0;125866;4827;1320;0;132156;-20459;-5728;0;0;-139;-26326;105831;203241;92447;-32236;-218151;-30652;0;6882;-13656;7875;113706;-1012;112694;-29303;-48108;35282;0
INTERMEDIUM;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/09/2017;106451;0;21348;2712;189;0;130699;-63577;-716;0;0;-6637;-70930;59769;3450;2348;-19783;-27417;-3160;1229;1632;-2740;-44440;15329;-2826;12503;-2025;0;10478;-6154
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/09/2017;109785;10973;8879;0;0;0;129637;-636;-43814;-8280;0;-27360;-80090;49546;0;1248;-9608;-14794;-2777;1093;6180;-1454;-20111;29436;-717;28719;-12237;-1063;15418;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/09/2017;3234;0;123964;0;0;0;127198;-119863;-4032;0;0;240;-123655;3543;92;0;-6888;-3629;-9;6239;10961;-1934;4833;8376;4;8379;-18;-291;8071;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/09/2017;122865;0;3601;0;0;0;126465;-14365;0;0;-20;-47968;-62352;64114;4593;11339;-5577;-58781;-6839;0;17395;-31096;-68966;-4852;0;-4852;2814;-551;-2589;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/09/2017;99410;0;10441;15351;0;0;125202;-143428;-4760;0;-9367;-316822;-474377;-349175;18239;169;-23334;-25554;-4043;239;28007;-40524;-46801;-395975;2239;-393737;154015;-4437;-244159;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/09/2017;45296;0;64965;-15425;26536;0;121372;-48567;-27459;0;0;3315;-72711;48661;28663;579;-31176;-21919;-4126;-48;56234;-52053;-23846;24815;20;24835;-11227;0;13608;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/09/2017;107949;0;12956;0;0;0;120905;-27062;-3329;0;0;-38733;-69124;51781;8085;25973;-29783;-45173;-7161;4612;24124;-9325;-28647;23133;-3802;19332;1834;-4068;17098;-7710
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/09/2017;70689;0;50137;-1770;0;0;119056;-76493;-17294;0;-2025;-16422;-112234;6822;8803;1214;-20823;-13980;-8975;1064;47865;-19468;-4299;2523;0;2523;-5715;-1259;-4451;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;01/09/2017;37;0;116544;0;0;0;116582;-113235;0;0;0;0;-113235;3346;0;0;-980;-586;-6;3985;239;-1199;1454;4800;0;4800;0;0;4800;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/09/2017;55464;0;62625;-33730;31338;0;115697;-23651;-8325;0;0;223;-31753;83944;10984;70;-20429;-9932;-3275;-41;50623;-93548;-65549;18395;32;18428;-9964;0;8464;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/09/2017;19372;0;40927;1236;50440;0;111975;-40808;-2346;0;0;549;-42605;69370;31790;15259;-25289;-39392;-7555;0;847;-8827;-33166;36203;-842;35361;-16309;-2012;17040;-10500
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/09/2017;110093;0;863;0;0;0;110956;-3090;0;0;0;-58351;-61441;49515;10182;16945;-3253;-25493;-7634;0;13;-5112;-14351;35163;0;35163;-12807;0;22356;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;01/09/2017;1852;0;101378;0;0;0;103230;-101675;0;0;0;136;-101539;1690;3;0;-2424;-1150;-14;3135;2545;-24;2071;3762;1;3763;1;-70;3692;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/09/2017;78568;0;16956;0;0;27;95551;-22418;-9597;0;0;-12550;-44564;50987;19015;6580;-23032;-26067;-1002;0;1306;-14064;-37263;13724;-355;13368;-1710;0;11658;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/09/2017;32009;0;10309;-9878;61137;0;93577;-14204;-1285;0;0;-1208;-16696;76881;13933;877;-34771;-38874;-6175;335;28566;-13497;-49607;27274;-225;27049;-11123;-1352;14573;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;01/09/2017;75649;0;17284;0;0;0;92933;-39982;-249;0;0;-12052;-52284;40650;0;0;-10947;-7538;-58;0;1;-1155;-19697;20953;-13;20939;0;0;20939;-3125
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/09/2017;84615;0;5511;0;0;0;90126;-20729;0;0;0;-46118;-66847;23279;8242;6862;-11118;-35523;-5587;0;32405;-7021;-11742;11538;28;11566;463;0;12029;-1020
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/09/2017;86953;5695;12863;-20451;0;0;85060;-6332;-18778;-4764;0;-61717;-91591;-6531;1052;419;-14223;-8113;-2086;0;25535;-1575;1009;-5522;-1297;-6819;1978;0;-4841;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;01/09/2017;1442;0;82857;0;0;0;84299;-82777;0;0;0;6;-82772;1527;0;0;-4211;23799;0;0;143;-21252;-1521;6;-6;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/09/2017;59785;0;23095;-128;0;0;82753;-30465;-17684;0;0;-811;-48961;33792;2143;922;-9486;-9058;-105;0;9304;-13958;-20237;13555;-25;13530;-218;0;13312;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/09/2017;60057;0;18917;0;0;16;78990;-20848;-7131;0;0;-8938;-36917;42073;13781;4761;-17247;-17105;-382;0;1425;-10652;-25419;16654;92;16747;-966;0;15781;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/09/2017;62074;0;18678;-4640;0;0;76112;-41383;-7703;0;-8274;-4736;-62096;14016;2682;916;-16351;-7761;-2819;70;14267;-151;-9147;4868;21;4889;1706;0;6596;-7000
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/09/2017;42451;0;175707;-183287;41002;0;75873;-63757;-79346;0;0;-8713;-151816;-75943;9303;255;-33990;-19978;-3778;0;187073;-26089;112796;36852;0;36852;-14925;0;21927;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;01/09/2017;43758;0;31355;0;0;0;75112;-29963;-2134;0;0;-4176;-36273;38839;9677;5585;-16337;-11576;-265;0;1740;-9369;-20544;18295;88;18384;-753;0;17631;0
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;01/09/2017;31574;0;34122;8756;0;0;74452;-65676;-1138;0;-889;-66530;-134234;-59782;15488;6507;-19704;-27195;-2131;-565;8441;-11881;-31042;-90824;-2963;-93787;22679;-3794;-74902;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;01/09/2017;55638;0;18554;0;0;0;74192;-25038;-1856;0;0;-15852;-42745;31448;3505;7593;-13703;-14468;-197;0;2088;-4196;-19380;12068;-542;11525;-157;0;11368;-1073
BANCO SEMEAR S.A.;795423;b1;S4;I;2;BELO HORIZONTE;MG;01/09/2017;70450;0;2606;0;0;0;73056;-19805;0;0;0;-9892;-29697;43359;1055;2400;-3326;-39600;-2994;9;12598;-5155;-35012;8347;-447;7900;-2460;-912;4529;0
BANCO BONSUCESSO S.A.;71027866;b1;S4;I;2;BELO HORIZONTE;MG;01/09/2017;39359;0;20082;-5379;18485;0;72548;-34893;0;0;0;-15990;-50883;21665;3115;676;-11082;-35678;-3051;6668;48736;-9875;-491;21174;856;22029;-5348;0;16681;0
