Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
PAN;31323;b1;;C;2;SAO PAULO;SP;01/09/2016;1691218;5108;93270;-25352;4822;0;1769065;-1133502;-61;-4952;0;-246329;-1384843;384222;35556;78578;-85870;-654524;-52485;42454;353969;-149774;-432098;-47876;-14553;-62428;49461;0;-12967;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/09/2016;477568;0;914557;39152;22390;11753;1465419;-376166;-548534;0;0;-236277;-1160977;304442;453890;14839;-424191;-301781;-65668;0;354465;-430208;-398655;-94213;275;-93938;41141;0;-52797;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/09/2016;225973;0;1032173;142471;17792;0;1418409;-823221;-281777;0;0;-105385;-1210383;208026;150751;0;-128914;-78943;-17005;15433;33786;-48060;-72952;135074;274;135348;-54860;0;80488;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/09/2016;27911;0;258625;46091;801842;0;1134469;-168869;-21285;0;0;138;-190016;944452;175699;965;-130003;-40857;-27292;0;6227;-790693;-805954;138498;47;138545;-64999;0;73546;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/09/2016;248874;0;849980;-1226;4323;15065;1117015;-923321;-35086;0;0;-590;-958997;158018;13032;21;-27962;-84559;-8629;5016;22812;-20764;-101033;56985;89;57074;-23838;0;33235;0
DAYCOVAL;51987;b1;;C;2;SAO PAULO;SP;01/09/2016;741671;62578;179664;17937;35650;0;1037499;-494082;-53367;-44169;0;-162187;-753805;283693;7229;16298;-69415;-126497;-40846;4505;94080;-33546;-148191;135502;-2224;133278;-30815;-11898;90565;-48588
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/09/2016;574092;0;386626;-39759;75977;0;996936;-423289;-122264;0;0;-119634;-665188;331748;83809;38167;-97573;-251293;-31690;1947;151312;-136061;-241382;90366;-128;90238;-34658;-6543;49037;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/09/2016;51521;0;876872;-155537;204094;0;976950;-243073;-449513;0;0;3177;-689409;287541;117464;142;-181591;-60558;-24336;0;27920;-23786;-144745;142796;-345;142450;-60046;-5109;77295;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/09/2016;246865;0;611966;0;0;5115;863947;-755315;-18179;0;0;-3860;-777354;86593;111683;16;-25950;-42101;-18319;3153;52642;-86435;-5310;81283;265;81548;-34308;-2431;44809;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/09/2016;690581;0;101987;3516;2483;9220;807787;-315385;-1326;0;0;-173316;-490028;317759;14112;46500;-89164;-141166;-28676;2992;9418;-131027;-317011;749;4976;5725;-1336;0;4389;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/09/2016;720052;0;78371;0;0;0;798422;0;0;0;0;-165854;-165854;632568;0;0;-5338;-241414;-41990;0;133548;-3395;-158589;473979;-96;473883;-161541;0;312342;-79200
BMG;30290;b1;;C;2;SAO PAULO;SP;01/09/2016;722647;293;76138;-59096;13823;0;753805;-411317;-19679;-221;0;-138066;-569283;184523;6234;4083;-35615;-250214;-13050;18318;58148;-120528;-332623;-148101;162166;14065;-6142;0;7923;0
BANESTES;30159;b1;;C;1;VITORIA;ES;01/09/2016;208486;12475;510355;0;1317;10093;742726;-535678;-4789;-11549;0;-39679;-591695;151031;46659;24200;-80367;-65900;-14854;3981;7542;-18062;-96800;54232;-694;53537;-14595;-5271;33672;-14100
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/09/2016;662940;29000;54704;-40261;0;0;706383;-223440;-106033;-23509;0;-180901;-533883;172500;0;15681;-740;-59192;-26959;20290;40663;-107297;-117553;54946;-7256;47690;-4852;0;42838;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/09/2016;439109;0;151890;64163;36544;0;691706;-118660;-239361;0;0;-157818;-515839;175867;25824;5471;-38953;-23985;-13155;0;24521;-6150;-26427;149440;4;149444;-64107;-5599;79738;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/09/2016;606196;0;69491;2;753;6401;682843;-285678;-2190;0;0;-87872;-375740;307103;11006;33992;-196614;-108817;-22775;12084;154699;-51072;-167498;139605;-1058;138546;-10775;-16219;111552;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/09/2016;330610;0;349945;-19261;584;0;661878;-369019;-109882;0;0;-49477;-528378;133500;61230;4775;-45261;-26183;-12626;13443;23434;-15130;3683;137183;-1510;135674;-7913;-24974;102787;-47540
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/09/2016;498207;2784;22788;0;0;0;523779;-325524;0;-2775;0;-58178;-386477;137302;13653;17673;-29657;-77160;-26629;17698;27795;-18641;-75268;62034;682;62716;8355;-4019;67052;-60000
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/09/2016;314479;47317;181509;-23527;1004;0;520782;-295419;-35107;-36338;0;-28950;-395815;124968;10599;7308;-42155;-26165;-9869;6308;24223;-45453;-75203;49765;-666;49099;-17710;-2358;29031;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/09/2016;42495;431559;42274;0;0;0;516329;-109229;-1303;-369751;0;-3733;-484016;32313;0;0;0;-10048;-1769;0;2778;-1065;-10103;22210;0;22210;-11484;0;10726;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/09/2016;495232;0;14269;0;0;0;509501;-10203;0;0;0;-253594;-263797;245704;82206;76908;-28823;-134895;-42988;0;16311;-60355;-91636;154068;0;154068;-70868;0;83200;0
CCB;32119;b1;;C;3;SAO PAULO;SP;01/09/2016;260188;15791;159491;-32694;18298;72;421145;-205439;-276458;-10340;0;-119428;-611664;-190519;14573;1291;-57415;-44271;-17208;-321;232878;-96857;32669;-157850;2744;-155106;43365;0;-111741;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/09/2016;382602;0;22701;-4960;0;0;400343;-28396;-4538;0;-7;-153212;-186153;214190;53551;6479;-4453;-67010;-22688;0;6101;-81524;-109545;104644;15;104659;-46580;-65;58015;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/09/2016;22294;120315;265817;-75137;65579;0;398867;-50657;-140152;-89913;0;1884;-278839;120029;3901;20;-27299;-26470;-7442;-4699;15414;-25678;-72252;47777;-593;47184;-33101;0;14083;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/09/2016;128747;0;256213;-446;3410;0;387924;-83391;-89849;0;0;-35355;-208595;179329;121027;22298;-141932;-66223;-24915;0;161936;-224858;-152666;26662;85;26747;-90248;0;-63500;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/09/2016;328275;0;46479;0;523;1046;376323;-125447;1;0;0;-18709;-144157;232167;2595;17423;-73345;-66881;-13558;0;3249;-14219;-144737;87430;-2744;84686;-44289;-5834;34563;-12851
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/09/2016;10790;0;353167;0;0;0;363958;-353094;0;0;0;-1;-353095;10862;0;0;-5283;56257;0;0;154;-61989;-10862;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/09/2016;258539;0;89669;0;0;0;348208;0;-147418;0;0;-159674;-307092;41116;11150;0;-41544;-10773;-9505;0;4639;-6101;-52134;-11018;-455;-11473;4209;0;-7264;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;01/09/2016;304758;0;7727;0;1;0;312486;-14155;0;0;0;-153293;-167448;145038;1235;29113;-21412;-49061;-12947;0;13752;-56612;-95931;49107;-4;49103;-24081;0;25021;0
HAITONG;51482;b2;;C;3;SAO PAULO;SP;01/09/2016;17032;0;232446;54530;1433;0;305441;-275674;-5141;0;0;-3445;-284261;21181;4380;0;-13892;-10297;-1645;3990;1917;-11236;-26783;-5602;-107;-5709;5033;-563;-1239;-4500
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/09/2016;265240;3002;30944;980;0;0;300167;-118283;0;-1829;0;-48181;-168293;131874;5811;20051;-3263;-91946;-7495;4326;7930;-58712;-123300;8574;43;8618;2468;0;11086;0
PARANÁ BANCO;30881;b1;;C;2;CURITIBA;PR;01/09/2016;247706;0;48932;157;2024;0;298819;-160759;-1771;0;0;-46941;-209470;89348;1900;962;-11598;-48927;-6232;11007;663;-9163;-61388;27960;57;28018;-7752;0;20266;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;01/09/2016;197369;0;68269;28168;4984;0;298790;-168972;-10553;0;0;-39928;-219452;79338;10006;251;-66258;-104023;-6455;-272;3850;-6649;-169550;-90212;-368;-90581;51546;-17210;-56245;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/09/2016;16821;0;98876;5658;169619;0;290972;-47236;-499565;0;0;15547;-531254;-240282;10649;63;-21441;-9844;-4762;159;467283;-168790;273317;33035;-3;33033;-18933;0;14099;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/09/2016;0;0;242033;19926;0;0;261959;-134782;-45;0;-12228;0;-147055;114904;64431;0;-80246;-20539;-6483;705;1176;-23684;-64641;50263;0;50263;-21360;0;28903;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/09/2016;224169;7559;11752;0;0;0;243479;-34240;-84438;-5094;0;-7818;-131591;111888;0;1981;-17122;-30779;-9384;0;22872;-17593;-50025;61863;-18806;43057;-24257;0;18800;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/09/2016;115248;0;97117;12338;9838;0;234540;-182367;-26121;0;0;-17118;-225606;8934;18645;97;-21326;-16842;-2585;583;4929;-2713;-19212;-10278;2795;-7483;4672;-3792;-6603;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/09/2016;778;233197;0;0;0;0;233975;0;-20523;-185064;0;-15836;-221423;12552;0;0;0;-7064;-1940;0;2158;-1635;-8481;4071;1383;5454;-2810;0;2644;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;01/09/2016;186585;16670;29253;-5884;0;0;226623;-54051;-72579;-10676;0;-7940;-145246;81377;0;12031;-11579;-32611;-9606;0;7652;-8158;-42273;39104;-4946;34159;-13709;-4867;15583;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/09/2016;211041;0;6780;0;0;0;217821;-37424;0;0;0;-94500;-131924;85897;63533;33969;-6885;-61307;-14481;0;9755;-62568;-37985;47912;0;47912;-20700;-1011;26201;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/09/2016;172328;0;35927;4783;9;0;213047;-19852;-97969;0;0;-39736;-157558;55489;7142;3293;-29737;-9619;-5254;0;4274;-14186;-44086;11403;58;11460;-9460;-727;1274;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/09/2016;4959;0;198236;0;0;0;203195;-198236;0;0;0;-1;-198237;4958;0;0;-4840;37642;0;0;94;-37907;-5012;-54;0;-55;0;0;-55;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/09/2016;77899;0;104622;0;0;20479;203000;-113923;0;0;0;-9557;-123480;79520;0;1142;-28590;-13234;-4808;0;792;-7441;-52138;27382;316;27697;0;0;27697;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/09/2016;173832;9362;18278;544;0;0;202016;-34019;-30495;-7661;0;-60155;-132330;69686;2248;14;-11711;-18369;-5685;0;7283;-8251;-34470;35216;-5031;30185;-6154;-1294;22737;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/09/2016;194545;0;7048;-7878;0;0;193715;-75616;0;0;0;-27361;-102977;90738;5680;13239;-3770;-42049;-7318;0;8550;-16040;-41707;49031;0;49031;-25753;0;23278;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/09/2016;20061;0;215599;-57736;10274;0;188197;-64817;-58412;0;0;-235;-123465;64733;1736;262;-35120;-18236;-2739;0;16694;-691;-38093;26640;227;26866;-13594;0;13273;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/09/2016;134419;0;50351;0;0;0;184770;-70828;-3013;0;0;-34873;-108713;76056;10372;6204;-23160;-30102;-125;0;579;-3760;-39992;36065;-236;35829;0;-2361;33468;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/09/2016;111955;357;62719;2605;5054;0;182690;-115043;-3698;-270;0;-14200;-133210;49480;216;5670;-15698;-16962;-3665;322;4116;-1415;-27416;22064;-153;21911;-8620;-2151;11140;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/09/2016;119245;0;63384;0;0;0;182630;-61457;-19542;0;0;-15955;-96954;85675;1464;403;-21654;-17007;-234;0;1994;-818;-35852;49823;-214;49609;-395;-1866;47348;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/09/2016;144763;164;17640;10174;0;0;172740;-101694;-2050;-157;0;-14409;-118309;54431;2698;10;-5127;-9736;-2592;0;3326;-22977;-34398;20033;-5059;14974;-7046;-370;7558;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/09/2016;124464;0;44265;0;0;1548;170277;-77316;-1302;0;0;-30649;-109267;61010;19446;6110;-40770;-30705;-7653;16568;5088;-1770;-33687;27323;-718;26605;-5759;-2719;18127;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/09/2016;68090;0;89108;-37852;45675;0;165020;-59106;-34812;0;0;-29916;-123834;41186;34019;567;-60317;-27442;-4120;0;18215;-7857;-46936;-5749;46;-5703;-9027;0;-14730;0
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/09/2016;136849;0;21729;2284;150;0;161012;-84640;-728;0;0;-21199;-106567;54445;1870;1451;-14679;-24071;-3652;-425;749;-1862;-40621;13824;-1961;11863;-2274;0;9589;-6083
ING;51073;b1;;C;3;SAO PAULO;SP;01/09/2016;23591;0;85836;-19497;70929;0;160859;-18941;-96139;0;0;-68328;-183408;-22549;5846;0;-20541;-2212;-3060;0;4965;-3024;-18026;-40575;0;-40575;18211;-471;-22835;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/09/2016;1370;0;155624;0;0;2040;159034;-157006;-2113;0;0;214;-158905;129;17;0;-3575;-3339;-20;0;7037;-242;-122;7;1;8;-8;0;0;0
AGIPLAN;51956;b1;;C;3;PORTO ALEGRE;RS;01/09/2016;150210;0;7879;21;0;0;158110;-18723;-116;0;0;-33600;-52439;105671;1926;3587;-7935;-58037;-6793;0;183;-8674;-75743;29927;74;30001;-13794;0;16207;0
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/09/2016;124769;0;62449;-34705;4316;0;156829;-133300;-33544;0;0;-19523;-186367;-29538;7815;2173;-25414;-17197;-1533;12373;13184;-21893;-30493;-60030;-24;-60054;48285;-113;-11882;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/09/2016;380;0;151140;0;0;3720;155240;-144465;-5278;0;0;16;-149728;5512;43;0;-6353;-2981;-4;6619;9852;-1480;5696;11208;2;11211;-9;-98;11104;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/09/2016;1;0;150550;0;0;0;150551;-144898;0;0;0;0;-144898;5653;0;0;-994;-666;-6;4093;935;-1189;2174;7827;0;7827;0;0;7827;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/09/2016;99567;36121;14364;0;0;0;150052;0;-23643;-31829;0;-18515;-73987;76065;6056;29;-12602;-18524;-4049;376;7044;-9986;-31656;44409;-509;43900;-10362;0;33538;-20371
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/09/2016;56760;0;91314;-18330;11829;0;141573;-60971;-27898;0;0;287;-88581;52992;3433;4;-13626;-5697;-1777;2846;1610;-8309;-21517;31475;10;31485;-5370;-469;25646;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/09/2016;117895;0;23113;-26;0;0;140982;-46776;-3250;0;0;-31653;-81678;59304;8204;24499;-27318;-35427;-7059;3660;6169;-4016;-31288;28016;211;28227;-5696;-4203;18328;-7500
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/09/2016;128422;0;3479;-600;0;0;131301;-3121;-31876;0;0;-56626;-91623;39678;9007;106;-8432;-5301;-4349;0;194;-32;-8808;30870;9;30879;-14298;-919;15662;0
BBM;30207;b1;;C;2;SALVADOR;BA;01/09/2016;52785;0;56883;5511;11514;0;126692;-74723;-20024;0;0;1075;-93672;33021;4183;122;-16837;-10063;-2102;7000;552;-76;-17220;15800;-2764;13037;-833;-1573;10630;-12238
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/09/2016;57027;0;56012;3771;3940;0;120751;-102612;-1885;0;0;-28878;-133376;-12625;13957;5793;-19814;-21347;-2545;647;8115;-13983;-29177;-41802;-1255;-43057;18466;-3630;-28222;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;01/09/2016;2581;0;117827;0;0;0;120408;-117922;0;0;0;233;-117689;2718;0;0;-2543;-1122;-15;3033;2645;-152;1847;4565;-5;4561;0;-88;4472;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/09/2016;96960;6558;14607;0;0;0;118126;-603;-44542;-5705;0;-3927;-54777;63348;0;1376;-8495;-14273;-3090;-1208;5411;-1677;-21956;41393;238;41631;-18106;-468;23057;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/09/2016;0;0;172671;-56661;156;0;116167;-32231;-18663;0;0;0;-50894;65272;64495;0;-59551;-21851;-8268;0;12703;-1977;-14449;50823;376;51199;-20401;-956;29842;0
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;01/09/2016;2890;0;105873;0;0;0;108763;-105661;0;0;0;1;-105661;3102;0;0;-4445;20713;0;0;99;-19353;-2987;115;-107;8;0;0;8;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/09/2016;24752;0;14294;1261;65552;0;105860;-17985;-629;0;0;-2840;-21454;84406;12741;429;-31524;-28313;-4716;445;4816;-21792;-67914;16492;-139;16353;-7241;-579;8533;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/09/2016;19998;0;47208;10621;27769;0;105596;-60034;-2284;0;0;-1148;-63465;42130;23650;8942;-20318;-31337;-6514;54;3076;-5558;-28003;14127;56;14183;-4911;-1142;8129;0
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;01/09/2016;18966;0;85918;-7665;6928;0;104146;-65747;-10894;0;0;32;-76610;27537;2182;39;-15679;-7115;-2046;2030;6915;-12061;-25734;1803;72;1875;-465;-656;754;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/09/2016;75192;0;21736;-331;6890;0;103488;-55719;-8789;0;0;3970;-60538;42950;2565;928;-13235;-6792;-3338;154;1224;-6;-18500;24450;533;24983;-7987;0;16996;-7000
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/09/2016;47185;0;14194;1139;38513;0;101030;-22077;-40405;0;0;-71205;-133688;-32658;1;0;-5614;-2819;-4311;0;1;-3245;-15987;-48645;27;-48619;21883;0;-26736;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;01/09/2016;76421;0;22816;0;0;17;99254;-30711;-7710;0;0;-28213;-66634;32619;14299;5692;-20279;-12072;-875;0;6803;-14587;-21018;11601;711;12312;-1896;0;10416;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/09/2016;73732;8925;16903;-912;0;0;98648;-14786;-17076;-7103;0;-7179;-46144;52504;431;447;-9923;-7807;-2436;0;7336;-190;-12142;40363;48;40411;-19754;0;20657;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/09/2016;79078;0;19350;0;0;0;98428;-48314;-443;0;0;-10224;-58982;39446;0;0;-10354;-7241;-57;0;2;-2229;-19880;19566;0;19566;0;0;19566;-2944
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/09/2016;10439;0;11035;-3073;74229;0;92630;-1165;-75603;0;0;-161;-76930;15701;406;17;-4102;-2835;-386;0;144;-7415;-14172;1529;-8;1521;-85;-223;1213;0
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/09/2016;25623;0;49148;11871;5346;0;91989;-42816;-45;0;0;-1891;-44752;47236;959;292;-7764;-25768;-1557;8202;14881;-25589;-36344;10892;1032;11924;-924;0;11001;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;01/09/2016;12504;0;62512;2819;11641;0;89476;-42324;-22088;0;0;-10711;-75122;14354;12530;0;-10611;-3709;-2153;0;4942;-811;188;14542;-3;14539;-5901;0;8638;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;01/09/2016;62930;0;27071;-662;0;0;89338;-38444;-17240;0;0;-14609;-70294;19045;1059;788;-8274;-10104;-62;0;8544;-7808;-15857;3188;-35;3152;-110;0;3042;0
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/09/2016;82368;0;6989;-783;0;0;88573;-27549;0;0;0;-59553;-87101;1472;8797;5595;-3067;-42582;-5389;0;31108;-7530;-13068;-11596;34;-11562;-2666;0;-14228;0
