Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BRASIL PRÉ-PAGOS - PRUDENCIAL;1000084789;n4;;I;2;BARUERI;SP;43983;0;0;0;0;86659;0;86659;5014;0;0;0;0;0;0;0;91673;0;45364;137037;1585;22442;161064
COOPERATIVA DE CRÉDITO DO CENTRO LESTE E NORTE MARANHENSE - SICOOB CENTRO LESTE E NORTE MARANHENSE;9403026;b3S;S5;I;2;GRAJAU;MA;43983;59602;0;0;24423;0;0;84025;0;0;0;0;0;0;0;0;84025;0;37538;121563;0;38658;160221
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CERRADO MATOGROSSENSE - SICOOB CERRADO MT;5247312;b3S;S5;I;2;RONDONOPOLIS;MT;43983;69568;0;0;45228;0;0;114795;0;0;260;0;0;0;260;7001;122056;0;13910;135966;0;22913;158879
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4237413;b3S;S5;I;2;PETROLINA;PE;43983;33896;0;0;82089;0;5;115991;0;0;0;0;0;0;0;0;115991;0;6797;122788;0;35692;158479
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;S5;I;2;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;7440;7457;0;150918;158375
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65239402;b3S;S5;I;2;CARMO DO CAJURU;MG;43983;37190;0;0;72842;0;3302;113335;0;0;41;0;0;0;41;0;113376;0;12522;125898;0;31250;157148
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;43983;39727;0;0;63882;0;0;103609;0;0;3677;0;0;0;3677;2996;110282;0;16135;126417;0;30393;156810
PLANNER - PRUDENCIAL;1000080587;n1;S4;C;2;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127847;127847;0;26555;154402
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;S5;I;2;IJUI;RS;43983;18375;0;0;99191;0;0;117565;0;0;0;0;0;0;0;0;117565;0;3117;120683;0;33616;154298
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;43983;0;0;3428;48816;0;0;52244;0;0;0;0;0;64344;64344;0;116588;0;3672;120260;0;33677;153937
C H B - CIA HIPOT. BRASILEIRA - PRUDENCIAL;1000081854;n1;S4;I;2;NATAL;RN;43983;0;0;0;0;0;0;0;0;135017;0;0;0;11606;146623;5035;151659;0;4086;155745;225;-2152;153817
COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS;2405189;b3S;S5;I;2;FLORIANOPOLIS;SC;43983;34742;0;0;86300;0;2849;123891;0;0;0;0;0;0;0;0;123891;0;2540;126431;0;26395;152826
GAZIN - PRUDENCIAL;1000080824;n1;S4;C;2;DOURADINA;PR;43983;0;0;0;30111;0;0;30111;0;0;0;0;0;28942;28942;0;59052;0;19712;78765;0;73220;151985
COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC;3419786;b3S;S5;I;2;FLORIANOPOLIS;SC;43983;38441;0;0;81201;0;1784;121426;0;0;0;0;0;0;0;137;121563;0;3458;125020;0;26191;151212
UNIPRIME CAMPOS GERAIS - COOPERATIVA DE CRÉDITO LTDA.;3234384;b3S;S5;I;2;PONTA GROSSA;PR;43983;26463;0;0;94701;0;477;121642;0;0;0;0;0;0;0;0;121642;0;2748;124389;0;26612;151002
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIÃO CENTRO OESTE;26072728;b3S;S5;I;2;ARCOS;MG;43983;28925;0;0;61395;0;51;90371;0;0;7106;0;0;0;7106;0;97476;0;17854;115330;0;34666;149996
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;43983;28091;0;0;66033;0;2502;96626;0;0;0;0;0;0;0;349;96975;0;10689;107664;0;41777;149441
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;S5;I;2;ANAPOLIS;GO;43983;44115;0;0;53513;0;1;97629;0;0;4238;0;0;0;4238;6047;107913;0;9591;117505;0;29725;147229
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ESTADO DE GOIÁS LTDA;4406371;b3S;S5;I;2;GOIANIA;GO;43983;47592;0;0;63472;0;0;111064;0;0;0;0;0;0;0;0;111064;0;3679;114743;0;31491;146234
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4321309;b3S;S5;I;2;SALVADOR;BA;43983;15172;0;0;68471;0;3286;86929;0;0;187;0;0;0;187;34352;121469;0;1591;123060;0;23122;146182
COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;1073966;b3S;S5;I;2;ABELARDO LUZ;SC;43983;14448;0;0;74640;0;0;89088;0;0;0;0;0;0;0;21960;111049;0;2924;113973;0;31407;145380
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;S5;I;2;FREDERICO WESTPHALEN;RS;43983;11908;0;0;67417;0;0;79325;0;0;0;0;0;0;0;0;79325;0;49955;129280;0;15232;144512
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;43983;23992;0;0;99179;0;1749;124921;0;0;0;0;0;0;0;0;124921;0;3772;128692;0;15810;144503
SOCINAL S.A. CFI - PRUDENCIAL;1000083577;n1;S5;I;2;ARARUAMA;RJ;43983;0;0;0;21700;0;0;21700;0;0;0;0;0;95249;95249;0;116949;0;6124;123073;0;20583;143656
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;S5;I;2;BARRA BONITA;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2591;2591;0;140456;143047
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;S5;I;2;JUAZEIRO DO NORTE;CE;43983;30632;0;0;65936;0;4931;101499;0;0;0;0;0;0;0;1457;102956;0;6511;109467;0;33246;142713
COOPERATIVA DE CRÉDITO DO MÉDIO SUL BAIANO LTDA. – SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;S5;I;2;ITAMARAJU;BA;43983;57141;0;0;24585;0;5;81731;0;0;5746;0;0;0;5746;7535;95013;0;20153;115165;0;25379;140545
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;43983;34120;0;0;83486;0;0;117606;0;0;0;0;0;0;0;0;117606;0;3428;121034;0;18883;139917
COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;S5;I;2;IPATINGA;MG;43983;31721;0;0;42478;0;39;74238;0;0;0;0;0;0;0;0;74238;0;4395;78633;0;60784;139417
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;43983;53383;0;0;57892;0;0;111275;0;0;0;0;0;0;0;0;111275;0;9858;121133;0;16924;138057
COOPERATIVA DE CRÉDITO DE VAZANTE LTDA. – SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;43983;36804;0;0;44887;0;9;81700;0;0;208;0;0;0;208;7081;88988;0;13808;102796;0;33784;136580
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;S5;I;2;CURITIBA;PR;43983;12233;0;2466;101197;0;0;115896;0;0;0;0;0;0;0;0;115896;0;5858;121754;0;14609;136363
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;S4;I;2;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100712;100712;0;35111;135822
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;S5;I;2;JOAO PINHEIRO;MG;43983;42216;0;0;44668;0;0;86884;0;0;3114;0;0;0;3114;1180;91178;0;21576;112754;0;21614;134368
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;64276058;b3S;S5;I;2;NANUQUE;MG;43983;37191;0;0;42261;0;92;79544;0;0;0;0;0;0;0;0;79544;0;20557;100101;0;34265;134366
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;43983;39979;0;0;64549;0;0;104528;0;0;320;0;0;0;320;0;104849;0;9188;114037;0;20174;134211
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;43983;30055;0;0;46890;0;0;76945;0;0;12832;0;0;0;12832;0;89776;0;30924;120700;0;13426;134126
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10118;10118;0;123298;133416
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;11969853;b3S;S5;I;2;SAO MIGUEL DO IGUACU;PR;43983;8580;0;0;35871;0;0;44451;0;0;0;0;0;0;0;0;44451;0;72590;117041;0;16271;133313
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;S5;I;2;IRAI DE MINAS;MG;43983;27507;0;0;52198;0;0;79705;0;0;0;0;0;0;0;0;79705;0;19468;99173;0;34058;133231
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;S5;I;2;GRANDES RIOS;PR;43983;11788;0;0;37660;0;0;49447;0;0;0;0;0;0;0;0;49447;0;61636;111083;0;21444;132527
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;S5;I;2;GOIANIA;GO;43983;13942;0;0;71524;0;0;85466;0;0;0;0;0;0;0;0;85466;0;3692;89158;0;41159;130317
COOPERATIVA DE CRÉDITO DA REGIÃO DE CAMPO BELO LTDA. – SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;43983;44720;0;0;44251;0;160;89132;0;0;2420;0;0;0;2420;0;91551;0;18366;109917;393;19059;129370
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;43983;38522;0;0;65165;0;0;103687;0;0;0;0;0;0;0;0;103687;0;6638;110326;0;18900;129226
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO;71154256;b3S;S5;I;2;SACRAMENTO;MG;43983;28367;0;0;49319;0;0;77685;0;0;7297;0;0;0;7297;0;84982;0;20795;105778;0;22853;128631
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;S5;I;2;RIO BRANCO;AC;43983;20940;0;0;45173;0;0;66112;0;0;1565;0;0;0;1565;2000;69677;0;25940;95617;0;30954;126571
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;S5;I;2;DONA EMMA;SC;43983;10547;0;0;59633;0;0;70180;0;0;0;0;0;0;0;0;70180;0;37024;107205;0;18298;125503
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;S5;I;2;PALMEIRAS DE GOIAS;GO;43983;29545;0;0;22445;0;0;51991;0;0;4622;0;0;0;4622;0;56613;0;17547;74160;0;51222;125382
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;43983;24399;0;0;37621;0;0;62020;0;0;813;0;0;0;813;0;62833;0;36719;99552;0;23712;123264
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;43983;36162;0;0;33773;0;37;69972;0;0;4119;0;0;0;4119;0;74091;0;20392;94483;0;28686;123169
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LEME - SICOOB CREDIACIL;8795285;b3S;S5;I;2;LEME;SP;43983;26171;0;0;75130;0;56;101356;0;0;0;0;0;0;0;0;101356;0;4299;105655;0;17107;122762
AL5 S.A. CFI;1000084734;n1;S4;I;2;CUIABA;MT;43983;0;0;0;7257;0;0;7257;0;0;0;0;0;66499;66499;0;73755;0;1604;75360;0;46523;121883
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS;4490531;b3S;S5;I;2;ORIZONA;GO;43983;11703;0;0;26460;0;0;38162;0;0;0;0;0;0;0;0;38162;0;66052;104214;0;17596;121810
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4909;4909;0;116720;121629
COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE;82133182;b3S;S5;I;2;TIMBO;SC;43983;21674;0;0;66877;0;0;88551;0;0;0;0;0;0;0;10201;98752;0;2486;101239;0;20376;121615
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;43983;24940;0;0;57371;0;2715;85026;0;0;0;0;0;0;0;0;85026;0;2628;87654;0;32472;120126
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;S5;I;2;ALPINOPOLIS;MG;43983;24678;0;0;36514;0;976;62169;0;0;8858;0;0;0;8858;8303;79330;0;14964;94294;70;24120;118484
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;43983;34359;0;0;46595;0;0;80954;0;0;1955;0;0;0;1955;0;82909;0;8837;91747;0;26470;118216
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;43983;18715;0;0;37344;0;106;56165;0;0;4376;0;0;0;4376;15190;75730;0;7035;82766;2;34220;116988
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;43983;22814;0;0;36323;0;25;59163;0;0;11042;0;0;0;11042;170;70374;0;24267;94641;0;21465;116105
GERENCIANET;1000084978;n4;S5;C;2;OURO PRETO;MG;43983;0;0;0;0;84302;0;84302;0;0;0;0;0;0;0;9295;93597;0;8045;101642;0;14352;115994
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;43983;11016;0;0;69833;0;0;80849;0;0;0;0;0;0;0;0;80849;0;24602;105451;0;10525;115977
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;43983;22679;0;0;28064;0;0;50744;0;0;2871;0;0;0;2871;0;53615;0;27185;80800;6;34882;115688
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NOS ESTADOS DE ALAGOAS, SERGIPE, BAHIA E EMPRESÁRIOS DA REGIÃO METROPOLITANA DO AGRESTE ALAGOANO - SICOOB LESTE;2493000;b3S;S5;I;2;MACEIO;AL;43983;25070;0;0;42054;0;492;67616;0;0;0;0;0;0;0;0;67616;0;8921;76537;0;38086;114622
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;S5;I;2;ARAPONGAS;PR;43983;41525;0;0;52433;0;274;94231;0;0;330;0;0;0;330;0;94561;0;3253;97814;1;16222;114037
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3427097;b3S;S5;I;2;CRICIUMA;SC;43983;23247;0;0;52523;0;576;76345;0;0;0;0;0;0;0;15017;91362;0;3866;95229;0;18236;113465
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;43983;13274;0;0;59167;0;0;72441;0;0;4645;0;0;0;4645;3193;80279;0;10702;90981;0;22050;113031
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;43983;22224;0;0;70328;0;171;92723;0;0;0;0;0;0;0;0;92723;0;2409;95132;0;16749;111880
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;43983;21932;0;0;69894;0;0;91826;0;0;0;0;0;0;0;0;91826;0;3139;94965;0;16896;111862
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;43983;22099;0;0;54079;0;334;76512;0;0;8258;0;0;0;8258;0;84770;0;11118;95888;0;15712;111601
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9270;9270;0;102313;111582
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DA ZONA DA MATA - CRESOL ZONA DA MATA;7208637;b3S;S5;I;2;TOMBOS;MG;43983;9936;0;0;30643;0;0;40580;0;0;0;0;0;0;0;354;40934;0;55638;96572;0;14266;110838
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;C;3;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79768;79768;0;30836;110605
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;43983;24505;0;0;55238;0;945;80688;0;0;0;0;0;0;0;0;80688;0;3504;84192;0;25277;109469
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9583;9583;0;99623;109207
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;43983;24858;0;0;33750;0;0;58608;0;0;3610;0;0;0;3610;0;62218;0;27273;89491;0;19061;108552
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;43983;15493;0;0;43965;0;6;59465;0;0;0;0;0;0;0;12799;72264;0;5377;77641;0;30456;108097
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;43983;38405;0;0;42808;0;0;81213;0;0;0;0;0;0;0;0;81213;0;4780;85993;0;21446;107439
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA.;5439425;b3S;S5;I;2;RIO BRANCO;AC;43983;35095;0;0;47539;0;0;82634;0;0;0;0;0;0;0;0;82634;0;4757;87390;0;20010;107400
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PAIM FILHO - CRESOL PAIM FILHO;7252614;b3S;S5;I;2;PAIM FILHO;RS;43983;9823;0;0;37912;0;0;47735;0;0;0;0;0;0;0;0;47735;0;47269;95004;0;12243;107247
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;GOVERNADOR VALADARES;MG;43983;24130;0;0;58860;0;0;82990;0;0;0;0;0;0;0;0;82990;0;6264;89254;0;17443;106697
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;S4;I;3;RECIFE;PE;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77001;77001;0;4076;81077;0;25603;106680
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;43983;24617;0;0;34486;0;0;59104;0;0;5325;0;0;0;5325;0;64428;0;11082;75510;0;31044;106554
GREENCRED - COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIAO METROPOLITANA E LITORAL;2347114;b3S;S5;I;2;CURITIBA;PR;43983;7058;0;0;58104;0;3717;68880;0;0;0;0;0;0;0;0;68880;0;12336;81216;0;24941;106157
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;43983;6911;0;0;44881;0;0;51792;0;0;0;0;0;0;0;0;51792;0;36493;88285;0;16128;104413
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;43983;20814;0;0;60516;0;0;81329;0;0;0;0;0;0;0;207;81537;0;4928;86465;0;16435;102899
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;43983;26773;0;0;59504;0;0;86277;0;0;0;0;0;0;0;0;86277;0;1845;88123;0;14763;102886
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;43983;14259;0;0;70440;0;72;84772;0;0;0;0;0;0;0;0;84772;0;1402;86174;0;16602;102776
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;43983;20807;0;0;41972;0;0;62779;0;0;0;0;0;0;0;10609;73389;0;3784;77172;0;24300;101472
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15471;15471;0;85552;101023
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2562412;b3S;S5;I;2;PRADOPOLIS;SP;43983;0;0;0;3687;0;0;3687;0;0;0;0;0;0;0;0;3687;0;1372;5059;0;95482;100541
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;43983;19107;0;0;60138;0;0;79246;0;0;0;0;0;0;0;0;79246;0;1857;81102;0;17939;99042
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;43983;3942;0;0;58516;0;0;62458;0;0;0;0;0;0;0;0;62458;370;547;63374;0;35377;98751
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;43983;12883;0;0;18538;0;0;31422;0;0;0;0;0;0;0;0;31422;0;5887;37308;0;61437;98745
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669;1669;0;96602;98271
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;43983;22364;0;0;31511;0;0;53875;0;0;1964;0;0;0;1964;0;55839;0;25854;81693;0;15612;97305
COOPERATIVA DE CRÉDITO DE MAIRI LTDA. – SICOOB COOPEMAR;4174720;b3S;S5;I;2;MAIRI;BA;43983;49247;0;0;32858;0;0;82105;0;0;0;0;0;0;0;0;82105;0;3706;85811;0;11450;97261
