Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2020;13609204;7355838;57556;2467851;846639;0;0;0;1706127;0;187721;19007;0;211750;753889;0;2821;0;0;5;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/12/2020;13180980;8923028;16628;243020;750507;0;1287731;595703;205134;0;1133151;0;0;25605;0;0;0;0;0;474;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/12/2020;12801479;10696387;237958;508206;779435;0;0;39909;539584;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2020;12727217;11078356;0;57064;0;0;0;1186173;0;0;0;405021;0;0;0;0;0;0;0;604;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;12542886;54735;0;0;0;887721;0;10057261;0;0;0;1173334;0;0;0;0;0;0;0;0;369835
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;11859387;10597622;0;0;0;0;12020;222067;0;0;0;0;0;0;49888;0;0;0;0;3661;974128
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/12/2020;11204407;11022053;0;113165;0;0;0;0;69190;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/12/2020;11062791;11056199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6592;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;10838339;6913209;0;120089;128493;0;0;3422426;254066;0;0;0;0;0;0;0;0;0;0;55;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;10348377;2616777;7005;0;0;0;0;3987564;0;1474125;0;0;0;0;0;0;0;0;0;682;2262224
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2020;9954269;9953214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;9429427;4603106;218;0;0;0;0;1161775;0;0;1813;0;0;0;1915342;0;0;0;0;940;1746233
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2020;8689662;5197007;853957;0;0;0;2621598;12455;0;0;0;0;0;0;0;0;0;0;0;4645;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/12/2020;8586790;7597175;0;17588;41901;855450;0;0;74678;0;0;0;0;0;0;0;0;0;0;0;0
BANCO GM S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2020;8160887;8160886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2020;7415453;590554;0;0;0;0;0;4825930;0;0;0;6481;0;25937;230978;0;0;0;0;0;1735571
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2020;6998542;6739718;0;15500;79723;0;0;162216;1384;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2020;6434901;5612329;92947;0;0;0;74519;647381;6188;0;0;0;0;0;0;0;0;0;0;1537;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/12/2020;6327349;6263863;56219;0;4206;0;465;0;0;0;0;2554;0;0;0;0;0;0;0;42;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S3;8;SAO PAULO;SP;01/12/2020;6114464;6114464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/12/2020;6047311;1393260;106183;946743;0;0;91;0;2365429;9928;248930;62966;0;8837;904943;0;0;0;0;1;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/12/2020;5888341;5296978;0;262907;0;0;0;0;324318;0;4138;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2020;5553816;5524919;0;0;0;0;1352;8949;0;0;17658;0;0;0;0;0;0;0;0;937;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;5338725;1877549;0;0;0;0;0;3253613;0;0;0;25734;0;0;98240;0;0;0;0;19;83571
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2020;5143235;2894928;583479;11923;3266;0;1703;1430251;151989;0;1373;0;0;0;10843;53351;0;0;0;129;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2020;5080777;2985954;324484;63221;0;0;427314;690687;536831;317;4658;0;0;0;47295;0;0;0;0;17;0
C6 BANK;52072;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;4885984;4657498;0;0;0;0;0;221351;0;0;0;0;0;0;0;0;0;0;0;7135;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2020;4814818;3312347;144935;1215;2036;0;0;1353959;0;0;0;0;0;0;0;0;0;0;0;325;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2020;4760770;3340321;0;0;0;0;171667;1104685;0;0;0;0;0;0;100745;0;0;0;0;1;43351
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2020;4582844;4582844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/12/2020;4259932;4259930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;4255795;262597;0;0;0;0;0;405233;0;3587965;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2020;4199978;2634958;4772;1321;0;0;0;1463830;95085;0;0;0;0;0;0;0;0;0;0;11;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2020;4046100;4006222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39879;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;4035537;110750;0;0;0;0;0;1238998;0;0;0;0;0;0;2685789;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;4019974;2419934;0;117;0;0;38461;10593;1141836;0;2741;0;0;0;316361;0;0;0;0;61;89868
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;3968833;1492296;120348;9090;0;0;24397;1767216;0;0;13342;83169;0;0;409675;0;0;0;0;3;49297
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2020;3926471;3926461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
XP;52120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;01/12/2020;3925427;281551;0;0;0;0;0;3643874;0;0;0;0;0;0;0;0;0;0;0;2;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;3879957;2038834;0;0;0;0;0;1841123;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;3587366;3582021;0;0;0;0;0;2446;0;0;0;0;0;0;0;0;0;0;0;2900;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2020;3535837;3512350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23487;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2020;3450290;1409299;698;0;0;0;1941;1973955;42663;0;0;0;0;0;21731;0;0;0;0;2;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/12/2020;3330023;2875545;0;0;0;0;11503;365528;0;0;77167;0;0;0;0;0;0;0;0;279;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2020;3177398;1993921;205039;94;24;0;362509;532136;83659;0;0;0;0;0;0;0;0;0;0;15;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2020;3089688;1592701;0;492;19251;0;0;454545;0;0;0;0;0;0;1022699;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2020;3083262;1636875;326011;0;10;0;0;1052562;67778;0;0;0;0;0;0;0;0;0;0;25;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2020;2976086;2169421;480200;0;15;0;0;243405;82067;0;0;0;0;939;0;0;0;0;0;39;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2020;2798255;2166473;411127;263;0;0;0;137208;2018;0;1060;0;0;0;79957;0;0;0;0;150;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2020;2761021;1992390;50938;0;0;0;0;655887;61643;0;0;0;0;147;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2020;2725610;1499885;9970;265;0;0;0;1038015;177458;0;0;0;0;0;0;0;0;0;0;17;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;2512355;1589629;0;0;0;0;21149;901577;0;0;0;0;0;0;0;0;0;0;0;0;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2020;2448292;2406959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41333;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2020;2415392;509866;0;0;0;328540;0;1384005;0;0;0;0;0;0;0;0;0;0;0;0;192981
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/12/2020;2358455;2025644;22656;0;0;0;0;274840;35311;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2020;2329654;555608;180684;0;123;0;0;1571220;22008;0;0;0;0;0;0;0;0;0;0;11;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2020;2299208;281870;0;0;0;0;0;2014085;0;2914;0;0;0;0;339;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2020;2286897;958682;224200;0;15;0;553;1056496;46945;0;0;0;0;0;0;0;0;0;0;6;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2020;2258073;2071178;0;44827;0;0;2185;115913;0;0;0;0;0;0;23970;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2020;2256769;1799234;0;7205;22265;0;0;425506;0;0;0;0;0;0;0;0;0;0;0;2559;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2020;2248044;2246914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2020;2173291;1354414;0;0;0;0;0;95863;0;723014;0;0;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2020;2146834;597589;0;0;0;0;1306314;242931;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2020;2134530;130643;0;0;0;0;0;0;0;0;0;0;0;0;2003886;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2020;2047979;1260938;28043;0;3;0;0;708537;45545;0;0;0;0;4906;2;0;0;0;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2020;2027318;1195182;108758;4203;0;0;0;659813;59351;0;0;0;0;0;0;0;0;0;0;11;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2020;2017661;1225998;138347;0;0;0;0;626228;27074;0;0;0;0;0;0;0;0;0;0;15;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2020;2007611;264949;1485380;0;0;0;0;0;0;0;0;257279;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2020;1988897;507223;88217;0;0;0;0;1352935;40506;0;0;0;0;0;0;0;0;0;0;17;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2020;1988626;1988626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2020;1980305;130016;0;233995;396529;0;0;0;558821;0;0;242741;0;418203;0;0;0;0;0;0;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2020;1953892;1950590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3302;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2020;1950853;964211;44466;240592;132967;0;0;0;481769;0;25345;1110;0;52192;8202;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2020;1945334;823541;0;0;0;0;0;1052912;37423;0;31455;0;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/12/2020;1932275;1123879;1570;19085;0;0;0;787740;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2020;1898702;1425033;0;0;0;0;0;447133;26517;0;0;0;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/12/2020;1860720;1203314;66289;0;16;0;218795;340138;32160;0;0;0;0;0;0;0;0;0;0;7;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/12/2020;1856246;455424;0;0;0;0;0;1369032;31788;0;0;0;0;0;0;0;0;0;0;3;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2020;1828749;76613;1752130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/12/2020;1822111;512955;154948;0;3;0;10696;1123528;19975;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/12/2020;1780757;701900;50585;0;0;0;0;978930;49330;0;0;0;0;0;0;0;0;0;0;12;0
BANCO DIGIMAIS S.A.;92874270;b1;I;2;S4;8;SAO PAULO;SP;01/12/2020;1698379;1677385;0;0;0;0;0;20935;0;0;0;0;0;0;0;0;0;0;0;59;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;1675173;1664629;0;0;0;0;0;10101;0;0;0;0;0;0;0;0;0;0;0;442;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2020;1644156;1638387;0;0;0;0;0;0;0;0;0;0;0;5769;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2020;1597106;1259874;38591;0;8;0;18198;229515;50905;0;0;0;0;0;0;0;0;0;0;15;0
NUBANK;52058;n1;C;2;S4;197;SAO PAULO;SP;01/12/2020;1544045;1523047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20999;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2020;1520942;1183787;57731;18934;0;0;237;120396;19304;203;34128;76920;0;9269;34;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/12/2020;1519561;1317678;9729;0;0;0;0;154518;37622;0;0;0;0;0;0;0;0;0;0;14;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2020;1491324;575329;0;0;0;0;0;915985;0;0;0;0;0;9;0;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/12/2020;1467141;1178068;0;0;5;0;23952;189033;76075;0;0;0;0;0;0;0;0;0;0;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2020;1440203;675989;70468;0;5;0;0;677805;15932;0;0;0;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/12/2020;1429465;857560;0;0;0;0;0;525493;46390;0;0;0;0;0;0;0;0;0;0;22;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/12/2020;1429156;1031546;0;0;0;0;106973;290636;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/12/2020;1427962;1231764;15567;0;0;0;81952;66381;32281;0;0;0;0;0;0;0;0;0;0;18;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2020;1395522;1395521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/12/2020;1381012;196389;0;763702;73076;0;23411;0;64782;0;0;259651;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2020;1261214;468096;1701;0;0;0;0;738869;52532;0;0;0;0;0;0;0;0;0;0;16;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/12/2020;1259738;1003377;0;0;0;0;0;242640;0;0;0;0;0;0;13721;0;0;0;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/12/2020;1226235;85534;0;0;0;0;0;517202;0;0;0;0;0;0;623499;0;0;0;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2020;1226097;399399;753;0;0;0;0;750659;0;0;13174;0;0;75;62037;0;0;0;0;0;0
