Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2020;6429742;12016;88098;266867;524944;358488;308486;0;1558899;12;23;50;71;3;0;0;160;0;0;0;0;0;0;0;0;7012;50820;106353;272611;250093;877954;537176;2102020;135462;1368757;432742;15728;332;0;57;1953077;0;0;46281;30381;1021;0;0;77683;9796;49423;88533;188818;143577;246014;11743;737904;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/12/2020;6239289;11410;328015;772807;1623355;939481;1073848;0;4748914;21486;217738;416557;436323;145639;33665;0;1271409;0;0;0;0;0;0;0;0;0;1366;3960;9376;7772;22740;9277;54490;4568;39965;15701;994;0;0;2;61230;1126;0;385;813;308;129;0;2761;2651;11390;21232;32235;16889;15678;408;100484;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/12/2020;5918118;0;0;0;0;0;0;0;0;3;1004;2737;4745;1563;5;0;10057;752;6955;19152;36250;15659;83;0;78850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14153;60919;1472030;2257321;1513590;468367;0;5786380;8;10992;31830;0;0;0;0;42830;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;5638468;0;0;0;0;0;0;0;0;0;47640;436328;4583382;320156;100000;0;5487506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967;795;149200;0;0;150963;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2020;5542389;25225;369697;1059560;2063759;1229454;773202;0;5520896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558;1314;3343;6781;4082;5391;25;21493;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S3;8;SAO PAULO;SP;01/12/2020;5536892;0;0;0;0;0;0;0;0;4;143;368;550;26;0;0;1091;13943;706529;1974572;2552308;248516;816;0;5496684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;5888;14469;17140;1529;5;0;39117;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2020;5368816;15430;153262;735948;1351242;700978;373074;0;3329933;70865;299319;662209;411129;98652;14783;0;1556958;0;567;1296;504;0;0;0;2368;20;338;4409;8183;7114;21986;10277;52326;11285;223768;52523;525;0;0;0;288101;0;2848;14517;9783;1205;0;0;28353;10716;32648;41582;21329;4473;30;0;110778;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2020;5193592;0;0;0;0;0;0;0;0;0;1279;4809;6609;2887;205;0;15790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14609;170691;1311849;2112493;1066736;386041;0;5062419;576;2544;19710;40299;27505;24749;0;115383;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;4420440;3879;231535;596943;1079363;601322;375704;0;2888746;292;14467;32413;94911;7881;285;0;150249;3398;185680;465741;648396;77448;304;0;1380968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;67;41;0;0;0;477;0
C6 BANK;52072;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;4276302;1828;119281;657422;1338873;838464;609120;0;3564989;103;5211;10313;28259;208;0;0;44095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19323;423348;165723;1586;0;0;0;609980;0;0;0;0;0;0;0;0;1735;754;1997;52753;0;0;0;57239;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2020;4046100;342;769;968;399;0;0;0;2478;185696;99731;60782;2672;0;0;0;348882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590727;2160086;930982;12945;0;0;0;3694741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2020;3867320;0;0;0;0;0;0;0;0;8525;69053;172501;276705;38453;4350;0;569589;0;0;0;0;0;0;0;0;3;51;136;288;166;217;58;919;43134;367209;119120;2070;4;0;0;531538;0;0;104014;27322;0;0;0;131336;12711;188886;927037;1341349;97530;7083;59341;2633938;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2020;3858337;0;0;0;0;0;0;0;0;10;36;47;0;0;0;0;93;48444;557448;1303016;1844755;104582;0;0;3858244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2020;3535837;0;0;0;0;0;0;0;0;10154;9945;4422;123;0;0;0;24644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493791;2125728;871282;20392;0;0;0;3511193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2020;3431054;0;0;0;0;0;0;0;0;43125;92908;130696;71126;4033;0;0;341889;109944;390619;834375;918407;81629;0;0;2334974;0;0;0;0;0;0;0;0;147037;406981;110767;2030;0;0;0;666815;0;0;0;0;0;0;0;0;6004;38173;40105;3092;2;0;0;87375;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2020;3210573;6837;93632;283428;595775;386251;342062;0;1707984;4055;36008;64889;76894;25727;2465;0;210038;139;2985;7972;14269;3706;109;0;29181;171;6451;18741;49410;47709;200223;166383;489088;9341;393094;14516;3363;0;0;0;420314;2406;6972;58992;30203;14722;3282;0;116577;6676;66551;67613;79365;12656;4523;9;237391;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2020;3044063;2;497;1256;2337;885;1;0;4978;12436;134801;619701;461156;146289;2881;0;1377264;294;17255;49275;83665;15059;13;0;165561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4673;186376;919629;217206;27566;748;0;1356198;15260;72037;38825;8867;3844;1228;0;140062;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2020;3019338;41;492;1245;1667;430;333;0;4209;24350;264386;662831;901605;198098;136832;22416;2210519;928;17522;48497;79877;17045;139;0;164008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15688;95643;229011;223944;52913;23038;364;640602;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2020;2898226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12297;121687;562860;1059015;572085;500748;17;2828709;168;3276;10218;24183;15090;16582;0;69517;0
XP;52120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;01/12/2020;2866264;0;0;0;0;0;0;0;0;52;59513;375193;988150;746897;645189;0;2814994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;39230;11989;23;0;0;0;51270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2020;2417492;3;46;25;74;83;46;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424376;968412;909938;92472;0;0;0;2395198;0;0;0;0;0;0;0;0;1126;20673;212;7;0;0;0;22017;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2020;2360989;221;10835;29071;67994;41049;30023;0;179194;3229;42973;208412;112416;15195;446;0;382670;295;11209;34407;71206;28897;239;0;146253;0;0;0;0;0;0;0;0;4600;72461;23145;29;0;0;0;100236;5748;29791;706687;137253;69010;5300;0;953790;6099;65440;351514;98465;50234;27096;0;598847;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2020;2247886;2871;72621;186946;344830;198813;114267;0;920347;108460;364579;502286;87818;133;0;0;1063276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27911;220311;11869;5;0;0;0;260095;0;0;0;0;0;0;0;0;1999;295;1560;314;0;0;0;4169;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2020;2216134;3363;51551;106639;255017;224142;345723;39;986474;5003;37895;77478;142118;85239;36195;59;383987;0;0;0;0;0;0;0;0;281;5291;14498;38267;36471;149516;119259;363583;28779;221954;74541;487;0;0;0;325761;2983;17352;24025;36618;22158;16498;0;119635;1882;14918;15457;3092;1087;259;0;36694;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2020;2206318;372;1834;4450;6266;970;1;0;13892;28663;97895;261323;125455;16893;4284;1964;536476;26;1717;5874;10005;3085;31;0;20738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65436;73077;677383;544024;100947;101639;1040;1563547;3438;35979;27848;1362;1418;1621;0;71665;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2020;1996112;45470;158203;416598;749065;415240;171927;3;1956507;1;70;319;719;117;297;34;1558;2657;4486;5681;2575;12;0;0;15411;0;40;118;313;302;814;166;1753;7;539;0;0;0;0;0;546;0;0;0;0;0;0;0;0;0;2063;5749;7205;5107;213;0;20337;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2020;1986509;1155;23774;67855;148605;104125;97970;0;443484;1740;17598;35700;34250;3571;9;0;92868;498;5803;18606;33523;6172;23;0;64624;0;0;0;0;0;0;0;0;5967;109185;34946;50;0;0;0;150147;3193;60529;487178;313492;95321;16720;0;976432;8802;53005;78754;75998;32887;9507;0;258953;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2020;1951924;1097;6896;18726;31887;11024;2592;0;72221;47992;56197;85154;34545;37;0;0;223925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189660;1047712;409053;9353;0;0;0;1655778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2020;1940129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55964;64484;159471;329581;252547;732263;329176;1923486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;393;1090;2801;2526;8296;1443;16643;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2020;1828706;129;7160;25868;33349;20183;5414;0;92104;13961;168822;403816;636274;404846;108883;0;1736602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2020;1777824;826;5325;14106;26995;11516;0;0;58768;0;128348;384487;388240;165512;3007;0;1069594;0;0;0;0;0;0;0;0;0;0;5350;0;0;0;0;5350;0;19822;21639;385;0;0;0;41846;20;68;2848;4284;4485;22092;0;33797;11625;42519;55598;172033;38188;1586;0;321550;246918
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2020;1714249;222;5456;15929;34128;17667;14269;0;87672;2246;34153;102307;116278;11454;2428;0;268866;1010;13025;42362;73797;23073;1283;0;154549;0;0;0;0;0;0;0;0;6005;74476;26980;68;0;0;0;107529;1120;60156;412066;139247;67433;34401;0;714423;6352;48397;77426;103351;67236;78447;0;381209;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2020;1697901;28;700;1968;3616;1136;388;0;7837;855;19218;168759;172147;32824;1539;0;395344;74;2856;8716;16188;3584;29;0;31445;0;0;0;0;0;0;0;0;1011;24300;7872;11;0;0;0;33194;103;79802;588834;207775;137937;5680;0;1020132;6438;16780;80744;55200;32961;17827;0;209950;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2020;1639784;0;0;0;0;0;0;0;0;14559;31460;157061;234922;123335;55900;0;617237;33;2704;7931;15615;4617;229;0;31130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2648;37439;477404;261932;97411;7700;0;884534;2082;24243;25375;24252;12361;18569;0;106883;0
