Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;01/12/2020;30988;0;1077496;-4409;22459;0;1126535;-426975;-344;0;0;-6837;-434156;692379;1892677;671270;-613520;-1961938;-213640;-8151;428474;-185481;9692;702072;-47923;654149;-60661;-451588;141900;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/12/2020;1063681;0;30877;-16425;10207;1186;1089526;-80386;-2639;0;0;-161759;-244784;844742;21008;98936;-241751;-357280;-56676;25199;86417;-313179;-737326;107416;-3225;104191;-12983;-12079;79130;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/12/2020;552003;0;487234;-1199;1423;11393;1050854;-592061;-69058;0;0;-27828;-688947;361908;386515;23;-76660;-108572;-69443;35869;251371;-670953;-251851;110057;-1895;108162;-30404;-8087;69670;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/12/2020;982951;0;42177;0;0;0;1025128;-118;0;0;-362;-313876;-314357;710771;1045;20525;-12942;-585865;-53009;0;157383;-75124;-547988;162783;534;163317;-59902;-287;103127;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/12/2020;891289;5761;10403;-319;0;0;907134;-80376;-2671;-3132;0;-110844;-197023;710111;41719;44131;-39042;-260222;-27658;15591;20967;-431631;-636146;73965;-55;73911;4167;0;78078;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/12/2020;621488;0;284044;-12572;0;0;892960;-346928;-43855;0;-101796;-222795;-715374;177585;332655;45962;-282290;-381813;-74765;-881;683508;-385389;-63013;114573;-1305;113267;2342;-13530;102079;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/12/2020;13424;0;255194;22962;523601;0;815181;-72129;-207081;0;0;-154;-279364;535817;762957;3797;-324010;-111956;-72652;0;12689;-272306;-1482;534334;0;534334;-201289;0;333045;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/12/2020;33976;0;807146;-34484;6174;0;812812;-728119;-8448;0;0;3409;-733159;79652;8069;0;-31178;-14145;-4223;369;1303;-11355;-51160;28492;28;28520;-12960;-1599;13961;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/12/2020;752741;0;29884;0;2094;3503;788222;-74247;-576;0;0;-90434;-165257;622964;10059;60034;-228751;-200450;-39314;0;17326;-18302;-399398;223566;-4626;218941;-93558;-18179;107204;0
BANCO GM S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/12/2020;713348;23406;25602;0;0;0;762356;-160038;0;-21986;0;-105356;-287380;474976;34003;37609;-77905;-177883;-108887;11163;129774;-38704;-190830;284145;5795;289940;-67818;-15033;207089;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/12/2020;391841;992;314804;0;1686;9919;719242;-295647;-2290;-851;0;-25386;-324174;395068;66678;106438;-175735;-134031;-34991;9386;9269;-65709;-218696;176373;-1811;174562;-46137;-21340;107085;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/12/2020;10219;707136;409;0;0;0;717764;-38507;0;-604729;0;7946;-635291;82473;0;0;0;-28508;-3524;0;1594;-3361;-33799;48674;1019;49692;-23148;0;26544;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/12/2020;503462;0;215564;-2956;0;0;716070;-234573;-130;0;-4484;-27439;-266626;449443;82768;18599;-160685;-362899;-30841;-39720;192704;-173587;-473661;-24217;-292;-24509;-4598;0;-29107;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/12/2020;43433;0;1029763;-383682;0;0;689514;-238349;-17767;0;-1510798;-899;-1767813;-1078299;599160;727;-392472;-135628;-67618;0;1744636;-20420;1728385;650086;-1255;648831;-238682;-10221;399929;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/12/2020;637509;0;42332;573;0;0;680414;0;-299288;0;0;-24094;-323382;357032;21415;0;-105941;-29815;-16022;0;12342;-16928;-134950;222082;-2160;219922;-97420;-6282;116221;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/12/2020;613639;48852;6955;-13303;0;0;656144;-183226;-99168;-39605;0;-118885;-440883;215260;0;12147;-33495;-59652;-18036;0;25311;-32101;-105827;109434;3034;112468;-40234;0;72233;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/12/2020;469822;86755;136077;-49737;18;0;642934;-159933;-49093;-72577;0;-29930;-311533;331401;45983;32123;-115774;-74409;-24133;2022;106175;-199502;-227515;103887;211;104098;-30190;-6485;67423;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/12/2020;604243;0;26146;0;0;0;630388;-34080;-17332;0;-32;308292;256848;887237;156338;61938;-37942;-368372;-45843;0;12584;-625898;-847196;40041;503;40543;-16016;0;24527;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/12/2020;610630;0;10248;-807;36;0;620106;-47307;0;0;0;-73214;-120521;499585;3337;11887;-33000;-349353;-30414;13130;3500;-30206;-411119;88466;53;88519;-22524;0;65995;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/12/2020;0;0;303886;249972;49931;0;603789;-208939;-3696;0;0;3478;-209157;394632;345953;0;-348136;-112177;-50011;0;7680;-124136;-280827;113805;0;113805;11796;0;125600;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;01/12/2020;543689;0;2541;-13361;56668;0;589537;-180524;-1326;0;0;-20222;-202073;387465;3286;563;-32817;-261033;-20663;10118;15221;-18806;-304130;83335;643;83978;-32491;-2850;48638;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/12/2020;575912;0;4607;0;0;0;580518;-31374;0;0;0;-296455;-327829;252689;249866;119449;-18211;-269128;-48671;0;16228;-164930;-115397;137293;1738;139031;-45962;-2092;90976;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/12/2020;536269;0;39733;0;0;0;576002;-193794;0;0;0;-92228;-286023;289979;3240;93;-38537;-222635;-17783;14043;18010;-8176;-251745;38234;556;38790;-3659;-7932;27200;0
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;01/12/2020;33872;0;163287;-173289;503197;0;527067;-92244;-131315;0;0;97;-223463;303604;32983;4;-71916;-32944;-8058;0;146297;-354269;-287903;15701;0;15701;4583;-2718;17566;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/12/2020;472530;0;93209;-48748;985;0;517975;-84355;-916;0;0;-116973;-202244;315732;116163;14453;-116345;-346505;-30280;31920;70181;-94181;-354594;-38862;11123;-27739;30088;0;2349;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/12/2020;512272;2172;11243;-32920;0;0;492767;-48151;-175872;-2092;0;-53968;-280082;212685;4700;105;-23601;-35249;-12060;0;70;-2322;-68356;144329;563;144892;-49567;-1708;93617;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/12/2020;390;0;130139;357479;0;0;488007;-73702;-443;0;-133420;0;-207566;280442;428240;0;-194346;-77541;-42371;0;11104;-242576;-117490;162952;0;162952;-46940;-6106;109907;0
NUBANK;52058;n1;S4;C;2;SAO PAULO;SP;01/12/2020;323491;0;286878;-137900;0;0;472469;-203522;0;0;-11;-211359;-414892;57577;0;0;-34937;-19832;-13420;0;2690;-1834;-67333;-9756;0;-9756;4620;0;-5137;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/12/2020;441119;0;144184;-280936;167649;0;472016;-69025;-75993;0;0;-369671;-514689;-42673;50741;3096;-122100;-111097;-33674;0;746284;-285356;247894;205221;285;205506;-49131;-19175;137200;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/12/2020;288129;159864;2153;6683;0;0;456830;-1119;-131000;-127459;0;-11878;-271457;185373;0;705;-33145;-36196;-9697;2765;20436;-9485;-64617;120757;-24;120733;-40574;0;80159;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/12/2020;408180;0;37137;0;0;0;445317;-43036;-4869;0;0;-109319;-157224;288092;51002;29883;-67527;-105520;-364;0;6080;-60263;-146710;141382;715;142097;1;-5949;136147;-30982
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/12/2020;94178;0;24225;0;321621;0;440025;-12439;-307429;0;0;-17584;-337451;102573;8209;28;-15206;-8269;-2104;0;6046;-90043;-101339;1234;-8403;-7169;299;0;-6870;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/12/2020;217315;0;209129;0;0;0;426444;-39296;-114923;0;-13637;-61956;-229812;196632;314112;91669;-290983;-153303;-55512;0;516262;-455183;-32937;163695;501;164196;12485;-20048;156633;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/12/2020;607;422973;0;0;0;0;423580;0;-20681;-356989;0;-8650;-386320;37260;0;0;-8;-13824;-9012;0;3750;-377;-19471;17789;3890;21679;7157;0;28836;0
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;01/12/2020;359443;0;8308;0;0;0;367751;-8348;-171172;0;-1;-70040;-249562;118189;25278;516;-26347;-17851;-9489;0;38702;-1546;9264;127452;474;127926;-54117;-2408;71401;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S3;I;3;SAO PAULO;SP;01/12/2020;442070;8785;11633;-95617;0;0;366870;-50296;0;-6327;0;1737;-54886;311984;37;24404;-33101;-121517;-19368;0;65915;-17109;-100738;211246;-5739;205508;-86647;-9017;109844;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/12/2020;362169;0;15417;-27391;11022;0;361217;-20833;-84893;0;0;-182825;-288551;72666;5742;13116;-57744;-23581;-10241;0;45136;-44993;-72565;102;-1496;-1394;3467;-1920;153;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/12/2020;203225;0;74357;65599;7123;0;350304;-223643;-2147;0;0;-26176;-251966;98338;19727;7171;-70814;-38902;-5811;-5413;46562;-59958;-107438;-9100;12343;3243;-7151;0;-3908;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/12/2020;252212;0;57319;28594;0;0;338125;-78185;-6610;0;-7527;-26368;-118691;219434;1042;37702;-53478;-59161;-14612;4933;16651;-31447;-98369;121065;-1222;119843;-25715;-18998;75130;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/12/2020;328603;0;6326;-1346;0;0;333584;-11253;-2037;0;0;-196788;-210078;123506;51580;61848;-19119;-148531;-24076;0;3232;-88734;-163799;-40293;0;-40293;30076;0;-10217;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/12/2020;261846;0;27915;0;0;33043;322805;-52550;-3019;0;0;-10407;-65976;256829;27409;38697;-142592;-89782;-19758;6363;28500;-75540;-226704;30126;-2495;27630;4976;-3798;28808;0
BEXS;51743;b2;S4;C;2;SAO PAULO;SP;01/12/2020;0;0;1504;-3981;315597;0;313119;0;0;0;0;0;0;313119;98;0;-19532;-11553;-14667;0;3441;-221887;-264099;49020;-28;48992;-22285;-1178;25529;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/12/2020;300240;7700;3607;0;0;0;311547;-7966;-147015;-6044;0;-18326;-179350;132197;0;4979;-22325;-41348;-6935;11609;4732;-5334;-54623;77574;-1153;76421;-11723;-1422;63276;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/12/2020;273398;0;32522;0;0;0;305920;-38616;-14672;0;0;-58222;-111510;194410;34239;2372;-60081;-48659;-3208;0;13107;-15698;-77927;116483;712;117195;-5302;-8091;103802;-32312
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/12/2020;255116;18619;58388;-29644;0;2;302481;-113299;-4844;-15377;-38210;-100275;-272005;30476;27628;2694;-83448;-40688;-16705;-1437;480423;-477710;-109243;-78767;-6556;-85323;124033;0;38709;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/12/2020;397461;0;4851;-109134;0;0;293177;-65210;-109040;0;0;-38190;-212440;80737;2287;39897;-12152;-89798;-10346;0;205062;-15024;119926;200663;106;200769;-89144;0;111625;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/12/2020;116427;0;119506;55678;0;0;291611;-257699;-8736;0;-15435;-4985;-286855;4757;13398;5985;-42282;-42001;-3954;-6705;11430;-32092;-96221;-91465;7;-91458;42884;-15932;-64505;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/12/2020;118288;0;73795;-262315;332487;0;262255;-11731;-164208;0;0;-49328;-225267;36989;24586;51;-57372;-41628;-18691;39;175344;-58155;24174;61163;-80;61082;-27968;-1435;31679;0
STONE PAGAMENTOS S.A.;16501555;n4;;I;2;SAO PAULO;SP;01/12/2020;0;0;254383;-3326;0;0;251057;-115637;-8487;0;0;0;-124124;126933;866111;0;-390088;-315237;-104470;84861;168580;-153191;156565;283499;-25872;257627;-69806;-41394;146427;0
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/12/2020;218134;30676;1101;0;0;0;249911;-31166;-88842;-28955;0;-8862;-157825;92086;453;2505;-13356;-5984;-6234;2041;0;-547;-21121;70964;427;71391;-31783;0;39607;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/12/2020;173699;0;11650;-10281;54550;0;229618;-38648;-45693;0;0;-18777;-103118;126500;4899;3087;-38355;-19374;-17380;114;740;-15125;-81392;45107;-1620;43488;-8362;0;35125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/12/2020;208700;0;19384;0;0;64;228148;-24568;-28266;0;0;-17680;-70514;157634;69200;19567;-69013;-72550;-2084;0;15819;-45760;-84820;72814;2904;75718;0;-10050;65668;-7736
BANCO DIGIO S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/12/2020;218352;0;3298;0;0;0;221650;-9455;0;0;-142;-51973;-61571;160079;45376;20911;-28486;-151049;-18905;0;38177;-80778;-174753;-14675;751;-13924;6525;-6185;-13583;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/12/2020;204486;0;10039;0;0;0;214526;-24330;-5966;0;0;-72789;-103084;111442;48501;59880;-64243;-92138;-15590;4849;23304;-31510;-66948;44494;507;45001;-6363;-10732;27906;0
C6 BANK;52072;b1;S4;C;2;SAO PAULO;SP;01/12/2020;165900;0;29727;9559;7878;0;213064;-63639;0;0;0;-40807;-104446;108617;36701;2273;-121867;-330677;-8882;-39383;29797;-254478;-686517;-577899;-99947;-677847;348586;-72033;-401294;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/12/2020;111829;0;82469;0;0;16990;211289;-89943;0;0;0;-2440;-92383;118906;0;3678;-66225;-15736;-6345;0;5420;-7690;-86898;32008;1198;33206;0;0;33206;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;S4;I;2;PORTO ALEGRE;RS;01/12/2020;209628;0;666;0;0;0;210294;-13232;0;0;0;-16114;-29347;180947;0;5;-1180;-57143;-4007;0;63;-35689;-97951;82996;-22;82974;-39102;-24;43848;0
NU PAGAMENTOS S.A.;18236120;n4;;I;2;SAO PAULO;SP;01/12/2020;97179;0;87457;21341;0;0;205978;-44728;-7172;0;0;-314187;-366087;-160110;977842;113471;-338205;-728303;-192346;-7366;903392;-748709;-20224;-180334;0;-180334;39971;0;-140362;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/12/2020;178564;0;25364;0;0;0;203928;-30418;-23151;0;0;-44788;-98357;105571;5237;5016;-32259;-28653;-193;0;42329;-38211;-46733;58838;-9155;49683;-164;0;49519;-10786
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/12/2020;185118;0;13294;0;0;85;198497;-20779;-18671;0;0;-46262;-85712;112785;56337;17549;-56113;-53071;-766;0;11204;-42421;-67281;45505;2078;47582;-494;-9042;38047;-4588
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;01/12/2020;176267;0;13027;0;0;94;189388;-18828;-17615;0;0;-35152;-71596;117792;49662;15892;-51915;-58392;-572;0;10074;-34880;-70131;47662;3907;51569;0;-8582;42987;-4763
GRUPO BONSUCESSO - BS2;52034;b1;S4;C;2;BELO HORIZONTE;MG;01/12/2020;71185;0;22187;28959;64952;0;187283;-105885;-2371;0;0;3971;-104285;82998;7381;8411;-37931;-145734;-10768;9045;160963;-58222;-66853;16144;1819;17964;-4601;0;13362;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;01/12/2020;174819;0;12365;0;0;11;187195;-20957;-6644;0;0;-47431;-75032;112163;19446;19530;-39709;-37943;-1528;0;16380;-12638;-36463;75700;-6453;69247;1306;-6811;63741;-4068
BANCO DIGIMAIS S.A.;92874270;b1;S4;I;2;SAO PAULO;SP;01/12/2020;168752;0;11231;0;0;0;179983;-65464;0;0;0;-47501;-112964;67019;19257;20470;-16913;-44163;-8485;-1713;471;-5925;-37002;30017;-428;29589;-8109;-3552;17927;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;01/12/2020;161565;0;13804;0;0;0;175369;-14100;-24727;0;0;-31325;-70152;105217;39463;8488;-30190;-35760;-457;0;23396;-30580;-25639;79578;3305;82883;0;-6559;76323;-8730
ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;S4;I;2;ARAXA;MG;01/12/2020;173558;0;1571;0;0;0;175129;-6057;0;0;0;-53702;-59759;115370;1097;2389;-2661;-44863;-7639;0;160;-93;-51611;63760;0;63760;-25495;-131;38134;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;01/12/2020;154260;0;15900;0;0;0;170160;-22975;-549;0;0;-30837;-54361;115799;11508;8703;-34694;-29986;-872;0;8120;-5021;-42243;73557;-16906;56651;945;0;57596;-10682
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/12/2020;17996;0;170659;-21834;0;0;166822;0;-105627;0;0;0;-105627;61194;2755997;0;-218551;-1204902;-101560;73367;17104;-819970;501485;562679;-28442;534238;-101779;-33807;398652;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/12/2020;132515;0;164676;-130637;0;0;166553;-86320;-42978;0;-12620;22450;-119469;47085;31218;43465;-49764;-30996;-14889;3538;248314;-69959;160925;208010;-6303;201707;-62158;-37406;102142;0
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1800019;n1;S4;I;2;PORTO ALEGRE;RS;01/12/2020;164147;0;1521;0;0;0;165668;-15206;0;0;0;-71247;-86453;79215;1816;8173;-23358;-54124;-6171;0;9081;-23130;-87712;-8497;0;-8497;10451;-1283;672;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;01/12/2020;126082;386;694;38074;0;0;165236;-8863;-184007;-371;0;-5096;-198337;-33100;0;5815;-8611;-15474;-2609;0;147308;-52263;74166;41065;0;41065;-16490;0;24575;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/12/2020;72632;0;11630;-1601;81247;0;163907;-12568;-6856;0;0;-15984;-35408;128500;75652;1854;-69677;-45042;-15423;91;35724;-37531;-54354;74146;-1831;72314;-26152;-4544;41619;0
