cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/18;69.889.284;30.562;686.051;1.839.117;3.136.132;1.494.893;1.008.421;414;8.195.591;390.909;3.514.214;6.583.019;6.849.145;1.978.137;702.520;7.449;20.025.394;20.330;420.212;1.101.762;1.733.080;332.121;2.501;0;3.610.006;0;2.687;7.818;18.769;15.486;37.556;76;82.392;92.119;1.158.873;305.862;1.882;179;90;0;1.559.004;208.993;4.705.280;15.558.277;4.510.922;1.228.573;580.465;0;26.792.509;522.456;2.994.581;3.072.679;1.798.919;697.010;506.465;32.278;9.624.388;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/18;3,85%;0,72%;2,43%;2,52%;2,40%;2,25%;3,57%;0,10%;2,48%;6,43%;16,96%;19,53%;21,02%;18,70%;21,57%;0,70%;18,54%;0,81%;1,85%;2,04%;2,33%;3,26%;9,02%;0,00%;2,20%;0,00%;0,02%;0,02%;0,02%;0,02%;0,02%;0,00%;0,01%;0,53%;0,81%;0,66%;0,07%;0,11%;0,15%;0,00%;0,74%;6,06%;16,89%;20,09%;7,49%;3,25%;2,17%;0,00%;11,47%;5,66%;9,89%;12,59%;7,57%;6,83%;8,90%;5,75%;9,24%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/18;798;0;0;0;0;0;0;0;0;343;63;107;214;39;0;0;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;20;0;0;0;0;32;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/18;4.541.837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.329;249.934;607.291;1.568.425;1.214.601;775.951;164;4.452.695;1.703;5.665;17.992;36.464;19.711;7.608;0;89.142;0
b4%;b4 - Banco de Desenvolvimento;set/18;0,25%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,05%;0,90%;0,78%;2,60%;3,22%;2,91%;0,10%;1,91%;0,02%;0,02%;0,07%;0,15%;0,19%;0,13%;0,00%;0,09%;0,00%
n1;n1 - Não Bancário de Crédito;set/18;22.535.443;15.018;115.896;246.308;251.295;65.916;17.986;0;712.420;729.738;1.365.451;1.330.157;166.155;5.215;8.816;47;3.605.580;35.913;287.798;689.802;885.700;87.191;273;0;1.986.677;17.031;96.039;176.985;415.619;226.129;535.927;249.835;1.717.564;1.523.028;7.408.610;3.000.607;231.618;6.692;1;0;12.170.556;15.781;73.499;149.736;392.962;315.606;257.524;278;1.205.385;630.232;225.462;187.929;45.383;15.433;30.284;2.537;1.137.260;0
n1%;n1 - Não Bancário de Crédito;set/18;1,24%;0,35%;0,41%;0,34%;0,19%;0,10%;0,06%;0,00%;0,22%;11,99%;6,59%;3,95%;0,51%;0,05%;0,27%;0,00%;3,34%;1,44%;1,27%;1,28%;1,19%;0,86%;0,98%;0,00%;1,21%;1,02%;0,59%;0,42%;0,42%;0,28%;0,23%;0,21%;0,29%;8,83%;5,19%;6,46%;8,30%;4,01%;0,00%;0,00%;5,80%;0,46%;0,26%;0,19%;0,65%;0,84%;0,96%;0,17%;0,52%;6,83%;0,74%;0,77%;0,19%;0,15%;0,53%;0,45%;1,09%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/18;5.210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.210;5.210;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/18;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,93%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;set/18;5.491.098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;3.709.886;901.115;300;0;0;0;4.611.710;0;0;0;0;0;0;0;0;265.594;514.311;96.264;3.219;0;0;0;879.388;0
n4%;n4 - Instituições de Pagamento;set/18;0,30%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,60%;1,94%;0,01%;0,00%;0,00%;0,00%;2,20%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,88%;1,70%;0,39%;0,01%;0,00%;0,00%;0,00%;0,84%;0,00%
C;C - Conglomerado;set/18;1.128.237.243;1.974.233;21.446.187;55.657.170;101.607.185;53.217.599;22.259.323;430.930;256.592.627;4.376.993;14.664.935;23.521.496;23.744.012;8.327.633;2.513.054;1.053.293;78.201.415;2.079.855;18.886.697;45.107.448;63.003.731;8.861.671;20.874;108.251;138.068.527;272.217;3.426.539;7.818.797;18.822.092;16.485.511;61.272.033;52.039.346;160.136.536;13.421.021;123.639.634;39.723.879;2.177.629;152.513;48.773;435.541;179.598.990;2.757.473;20.224.599;54.346.473;45.403.217;29.196.966;22.153.098;160.202;174.242.028;5.880.543;19.077.916;14.057.816;16.757.752;6.993.900;3.647.327;448.483;66.863.737;74.533.382
C%;C - Conglomerado;set/18;62,14%;46,49%;75,96%;76,19%;77,80%;80,26%;78,75%;99,87%;77,49%;71,94%;70,77%;69,79%;72,86%;78,74%;77,16%;98,47%;72,41%;83,12%;83,07%;83,39%;84,84%;87,08%;75,28%;99,33%;84,24%;16,35%;20,88%;18,44%;19,21%;20,62%;26,21%;44,05%;27,13%;77,79%;86,57%;85,55%;78,00%;91,35%;79,16%;100,00%;85,54%;80,02%;72,60%;70,19%;75,35%;77,29%;83,00%;99,55%;74,59%;63,70%;63,01%;57,59%;70,54%;68,53%;64,12%;79,90%;64,21%;99,99%
I;I - Instituição independente;set/18;687.351.000;2.272.195;6.786.243;17.390.726;28.987.299;13.085.645;6.006.730;561;74.529.397;1.707.077;6.056.996;10.181.525;8.846.025;2.249.128;743.761;16.404;29.800.916;422.392;3.849.800;8.981.790;11.255.490;1.314.876;6.854;733;25.831.934;1.392.315;12.983.407;34.579.201;79.166.961;63.477.437;172.489.690;66.100.080;430.189.091;3.832.937;19.176.448;6.709.917;614.138;14.434;12.843;0;30.360.716;688.626;7.631.464;23.078.119;14.850.062;8.579.093;4.537.252;720;59.365.336;3.350.511;11.198.422;10.352.700;6.999.516;3.212.370;2.040.745;112.791;37.267.053;6.559
I%;I - Instituição independente;set/18;37,86%;53,51%;24,04%;23,81%;22,20%;19,74%;21,25%;0,13%;22,51%;28,06%;29,23%;30,21%;27,14%;21,26%;22,84%;1,53%;27,59%;16,88%;16,93%;16,61%;15,16%;12,92%;24,72%;0,67%;15,76%;83,65%;79,12%;81,56%;80,79%;79,38%;73,79%;55,95%;72,87%;22,21%;13,43%;14,45%;22,00%;8,65%;20,84%;0,00%;14,46%;19,98%;27,40%;29,81%;24,65%;22,71%;17,00%;0,45%;25,41%;36,30%;36,99%;42,41%;29,46%;31,47%;35,88%;20,10%;35,79%;0,01%
