cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/14;46.134.962;17.934;501.050;1.138.393;1.884.655;722.339;227.538;332;4.492.243;251.689;2.343.790;4.617.699;4.473.206;1.197.440;533.464;4.980;13.422.269;24.848;450.469;1.195.515;1.850.535;293.749;2.333;0;3.817.449;0;0;0;0;0;0;0;0;61.835;433.141;108.744;225;10;0;2.771;606.726;136.841;2.187.774;11.080.756;2.580.373;697.546;467.605;11;17.150.906;200.200;2.419.353;2.238.017;846.755;248.961;124.892;567.192;6.645.369;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/14;3,19%;0,49%;2,25%;1,96%;1,77%;1,49%;1,91%;0,39%;1,79%;4,09%;11,22%;13,28%;14,08%;17,51%;23,73%;4,02%;13,06%;0,66%;1,67%;1,84%;2,25%;2,89%;3,71%;0,00%;2,03%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,43%;0,38%;0,32%;0,01%;0,01%;0,00%;2,10%;0,37%;6,14%;14,18%;15,54%;5,90%;2,52%;1,57%;0,01%;9,01%;2,98%;8,20%;9,23%;4,78%;3,86%;3,46%;63,75%;7,45%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/14;380;0;0;0;0;0;0;0;0;0;26;42;79;85;8;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;140;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/14;4.046.438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.942;103.842;432.202;994.932;846.706;1.517.609;623;3.912.855;1.185;5.994;17.024;41.413;27.413;40.554;1;133.583;0
b4%;b4 - Banco de Desenvolvimento;dez/14;0,28%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,76%;0,67%;0,61%;2,28%;3,05%;5,09%;0,83%;2,06%;0,02%;0,02%;0,07%;0,23%;0,42%;1,12%;0,00%;0,15%;0,00%
n1;n1 - Não Bancário de Crédito;dez/14;17.697.925;8.721;56.891;121.292;170.650;58.682;9.129;0;425.365;1.028.658;1.988.566;1.385.750;131.379;2.552;1;0;4.536.905;66.887;350.406;763.896;969.192;90.352;4.648;0;2.245.380;5.507;77.426;113.815;226.884;206.422;362.730;93.325;1.086.109;708.130;4.637.377;1.838.120;279.681;4;0;0;7.463.311;10.999;33.279;141.559;339.648;273.518;464.232;730;1.263.964;89.321;267.783;230.285;37.689;8.685;33.647;9.480;676.890;0
n1%;n1 - Não Bancário de Crédito;dez/14;1,22%;0,24%;0,26%;0,21%;0,16%;0,12%;0,08%;0,00%;0,17%;16,73%;9,52%;3,98%;0,41%;0,04%;0,00%;0,00%;4,41%;1,79%;1,30%;1,18%;1,18%;0,89%;7,38%;0,00%;1,19%;0,31%;0,58%;0,33%;0,29%;0,34%;0,22%;0,12%;0,25%;4,92%;4,11%;5,42%;17,07%;0,00%;0,00%;0,00%;4,58%;0,49%;0,22%;0,20%;0,78%;0,99%;1,56%;0,98%;0,66%;1,33%;0,91%;0,95%;0,21%;0,13%;0,93%;1,07%;0,76%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/14;12.135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.897;0;0;0;0;0;8.238;12.135;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,06%;0,00%;0,00%;0,00%;0,00%;0,00%;0,93%;0,01%;0,00%
C;C - Conglomerado;dez/14;892.084.973;1.599.487;17.030.981;44.220.085;78.671.288;33.665.512;10.855.573;85.715;186.128.641;3.396.097;14.867.628;25.107.453;23.015.309;5.150.692;1.626.249;118.580;73.282.007;3.099.853;21.824.776;51.880.304;65.418.404;7.783.056;19.314;7.815;150.033.522;140.319;2.538.256;5.396.928;12.929.976;10.953.502;39.764.532;30.626.120;102.349.632;11.721.634;101.071.417;29.730.202;1.417.304;164.808;32.084;129.169;144.266.618;1.365.526;11.080.871;53.925.122;34.208.987;22.444.542;24.329.296;73.465;147.427.810;4.817.654;20.548.832;14.549.749;12.275.484;3.865.427;1.505.978;199.671;57.762.796;30.833.946
C%;C - Conglomerado;dez/14;61,69%;43,60%;76,48%;76,11%;74,08%;69,60%;91,17%;99,61%;74,27%;55,22%;71,20%;72,19%;72,44%;75,30%;72,35%;95,85%;71,29%;82,94%;80,71%;80,00%;79,41%;76,63%;30,67%;100,00%;79,71%;7,92%;19,02%;15,84%;16,78%;17,88%;23,67%;40,57%;23,75%;81,46%;89,59%;87,64%;86,50%;99,72%;100,00%;97,90%;88,46%;61,22%;71,84%;75,62%;78,24%;80,97%;81,54%;98,16%;77,46%;71,59%;69,68%;60,03%;69,23%;59,87%;41,71%;22,44%;64,80%;99,99%
I;I - Instituição independente;dez/14;553.969.592;2.069.078;5.237.430;13.881.544;27.523.169;14.704.057;1.051.471;332;64.467.081;2.754.269;6.014.323;9.670.058;8.757.631;1.689.685;621.370;5.138;29.512.475;637.675;5.216.416;12.967.893;16.962.903;2.373.264;43.659;0;38.201.811;1.630.537;10.806.359;28.674.391;64.147.096;50.297.799;128.248.585;44.870.402;328.675.168;2.668.562;11.744.108;4.191.911;221.138;464;0;2.771;18.828.954;864.870;4.343.131;17.389.135;9.514.815;5.276.501;5.506.250;1.378;42.896.081;1.911.635;8.942.842;9.689.372;5.454.821;2.590.950;2.104.244;690.090;31.383.955;4.068
I%;I - Instituição independente;dez/14;38,31%;56,40%;23,52%;23,89%;25,92%;30,40%;8,83%;0,39%;25,73%;44,78%;28,80%;27,81%;27,56%;24,70%;27,65%;4,15%;28,71%;17,06%;19,29%;20,00%;20,59%;23,37%;69,33%;0,00%;20,29%;92,08%;80,98%;84,16%;83,22%;82,12%;76,33%;59,43%;76,25%;18,54%;10,41%;12,36%;13,50%;0,28%;0,00%;2,10%;11,54%;38,78%;28,16%;24,38%;21,76%;19,03%;18,46%;1,84%;22,54%;28,41%;30,32%;39,97%;30,77%;40,13%;58,29%;77,56%;35,20%;0,01%
