Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42064;9000294;969911;9970206;1882002;11852208;80283021;1875462;5891;217055;24909;2123316;6705661;89111997;NA;0,101;0,1119;0,133;NA%;0,2062
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42064;6872823;0;6872823;3650556;10523379;68987900;522113;918;2268300;103000;2894331;4406840;76289071;NA;0,0901;0,0901;0,1379;NA%;0,034
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42064;6501998;0;6501998;0;6501998;38401652;1064426;35628;8357018;167656;9624729;4959101;52985482;NA;0,1227;0,1227;0,1227;NA%;0,1303
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42064;5684051;0;5684051;1243603;6927654;34347548;741126;0;52;18081;759259;5680699;40787506;NA;0,1394;0,1394;0,1698;NA%;0,0402
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42064;2982039;0;2982039;2488204;5470243;30634504;553716;2873;68691;0;625280;6129821;37389605;NA;0,0798;0,0798;0,1463;NA%;0,0416
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42064;3715663;0;3715663;0;3715663;16271386;666544;4670;6233506;2036950;8941670;1798020;27011076;NA;0,1376;0,1376;0,1376;NA%;0,0184
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42064;2875082;0;2875082;1604000;4479082;19499444;674114;31427;3108988;446746;4261275;3134098;26894817;NA;0,1069;0,1069;0,1665;NA%;0,1758
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42064;2752109;0;2752109;10619;2762729;16449854;176510;3829;3886064;0;4066403;2058884;22575141;NA;0,1219;0,1219;0,1224;NA%;0,0252
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42064;2225044;0;2225044;707957;2933002;19134216;353269;42764;441809;1982;839824;712553;20686592;NA;0,1076;0,1076;0,1418;NA%;0,0143
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42064;2700952;0;2700952;1015412;3716364;19776313;0;0;0;0;0;573548;20349861;NA;0,1327;0,1327;0,1826;NA%;0,0109
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42064;2374786;0;2374786;936609;3311396;18420436;45145;0;518771;0;563916;705034;19689386;NA;0,1206;0,1206;0,1682;NA%;0,1767
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42064;1361984;0;1361984;569334;1931317;14430113;176273;180282;624709;0;981264;896446;16307823;NA;0,0835;0,0835;0,1184;NA%;0,0143
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42064;2647119;0;2647119;0;2647119;14249217;1160;0;52382;0;53542;748704;15051463;NA;0,1759;0,1759;0,1759;NA%;0,0967
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42064;2594600;0;2594600;0;2594600;12046077;193806;0;1646346;22235;1862386;956426;14864888;NA;0,1745;0,1745;0,1745;NA%;0,0893
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42064;926035;0;926035;669142;1595177;12605583;6338;0;22840;4473;33651;798836;13438070;NA;0,0689;0,0689;0,1187;NA%;0,1077
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42064;1969192;0;1969192;0;1969192;7853936;3127345;53945;757045;381200;4319536;912365;13085838;NA;0,1505;0,1505;0,1505;NA%;0,0084
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42064;2063117;0;2063117;0;2063117;12320492;7147;0;0;12697;19844;711980;13052315;NA;0,1581;0,1581;0,1581;NA%;0,0166
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42064;1665548;0;1665548;0;1665548;7477814;51204;0;4468703;0;4519907;810080;12807801;NA;0,13;0,13;0,13;NA%;0,02
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42064;1394251;0;1394251;0;1394251;10910070;715;0;0;0;715;1178825;12089610;NA;0,1153;0,1153;0,1153;NA%;0,0181
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42064;1363206;0;1363206;120977;1484182;10240475;0;0;0;0;0;783316;11023791;NA;0,1237;0,1237;0,1346;NA%;0,0022
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42064;1256844;0;1256844;829417;2086261;10459040;24443;0;0;0;24443;157448;10640932;NA;0,1181;0,1181;0,1961;NA%;0,4242
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42064;2091266;0;2091266;0;2091266;9120933;4277;0;405746;7296;417319;766553;10304804;NA;0,2029;0,2029;0,2029;NA%;0,1171
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42064;1231997;0;1231997;84912;1316909;9156627;132709;364655;329818;0;827182;110909;10094718;NA;0,122;0,122;0,1305;NA%;0,0226
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42064;4567158;0;4567158;0;4567158;1043351;0;0;1503476;6806041;8309517;158272;9511140;NA;0,4802;0,4802;0,4802;NA%;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42064;1203020;0;1203020;203375;1406395;8513649;62224;237;135936;10901;209298;674637;9397584;NA;0,128;0,128;0,1497;NA%;0,1659
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42064;630512;954;631465;397434;1028900;7816377;28128;0;875;731;29735;646473;8492585;NA;0,0742;0,0744;0,1212;NA%;0,243
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42064;1359490;0;1359490;17479;1376970;4906876;380184;0;2052049;46;2432279;1025929;8365084;NA;0,1625;0,1625;0,1646;NA%;0,0303
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42064;861336;0;861336;0;861336;5147347;1244591;0;989564;15427;2249582;143166;7540095;NA;0,1142;0,1142;0,1142;NA%;0,0344
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42064;1194248;0;1194248;0;1194248;6474496;0;0;0;0;0;501978;6976474;NA;0,1712;0,1712;0,1712;NA%;0,0222
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42064;1133823;0;1133823;0;1133823;5296302;55956;0;636096;0;692051;435121;6423475;NA;0,1765;0,1765;0,1765;NA%;0,0924
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42064;1116758;122663;1239421;0;1239421;5450489;31317;0;40225;165;71707;792387;6314584;NA;0,1769;0,1963;0,1963;NA%;0,0772
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42064;739497;0;739497;80296;819793;5521330;608873;0;0;0;608873;163877;6294080;NA;0,1175;0,1175;0,1302;NA%;0,0056
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42064;1084485;0;1084485;0;1084485;5190161;18369;0;58312;0;76681;996589;6263431;NA;0,1731;0,1731;0,1731;NA%;0,198
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42064;1114140;0;1114140;0;1114140;2997636;64555;105474;1924676;100992;2195696;745771;5939103;NA;0,1876;0,1876;0,1876;NA%;0,0345
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42064;753590;0;753590;0;753590;5084966;6807;0;272277;0;279084;210163;5574213;NA;0,1352;0,1352;0,1352;NA%;0,029
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42064;715332;0;715332;647244;1362576;5262836;78916;0;12900;0;91816;182678;5537331;NA;0,1292;0,1292;0,2461;NA%;0,0036
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42064;807393;0;807393;0;807393;4237606;78922;0;80574;0;159496;621948;5019051;NA;0,1609;0,1609;0,1609;NA%;0,0803
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42064;535107;0;535107;72290;607398;4725207;10080;0;54264;0;64344;191145;4980696;NA;0,1074;0,1074;0,122;NA%;0,0241
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42064;2346841;0;2346841;0;2346841;2249023;0;0;0;0;0;2729895;4978918;NA;0,4714;0,4714;0,4714;NA%;0,0093
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42064;1988967;0;1988967;0;1988967;3958834;26390;0;241655;111952;379997;393185;4732017;NA;0,4203;0,4203;0,4203;NA%;0,1516
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42064;724766;0;724766;0;724766;4308726;56466;0;0;0;56466;260743;4625935;NA;0,1567;0,1567;0,1567;NA%;0,0034
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42064;655830;0;655830;0;655830;2752438;219158;0;1207561;62928;1489648;213056;4455141;NA;0,1472;0,1472;0,1472;NA%;0,0471
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42064;1217437;0;1217437;0;1217437;2784839;56361;0;1216051;0;1272412;382914;4440165;NA;0,2742;0,2742;0,2742;NA%;0,0455
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42064;569519;0;569519;0;569519;4107016;38258;21307;61770;96;121431;157693;4386140;NA;0,1298;0,1298;0,1298;NA%;0,1882
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42064;578588;0;578588;0;578588;3322690;0;0;56699;0;56699;976976;4356364;NA;0,1328;0,1328;0,1328;NA%;0,0096
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42064;1160631;0;1160631;0;1160631;3646012;8270;0;24070;27392;59732;634599;4340343;NA;0,2674;0,2674;0,2674;NA%;0,4854
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42064;803061;0;803061;0;803061;3932353;4407;0;0;0;4407;328528;4265288;NA;0,1883;0,1883;0,1883;NA%;0,0092
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42064;588686;0;588686;0;588686;3923883;1462;0;0;0;1462;275065;4200411;NA;0,1401;0,1401;0,1401;NA%;0,0592
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42064;1173182;0;1173182;0;1173182;3789331;0;0;0;0;0;212947;4002278;NA;0,2931;0,2931;0,2931;NA%;0,0184
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42064;686221;0;686221;24928;711149;3669062;0;0;0;0;0;317127;3986190;NA;0,1721;0,1721;0,1784;NA%;0,0174
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42064;526276;0;526276;0;526276;3886310;0;0;0;0;0;54519;3940828;NA;0,1335;0,1335;0,1335;NA%;0,0298
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42064;688084;0;688084;0;688084;3573152;0;0;7572;0;7572;307506;3888231;NA;0,177;0,177;0,177;NA%;0,0612
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42064;843190;0;843190;0;843190;2592871;46439;0;1030963;0;1077403;167762;3838036;NA;0,2197;0,2197;0,2197;NA%;0,003
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42064;1220450;0;1220450;0;1220450;3383285;9332;0;0;0;9332;195413;3588029;NA;0,3401;0,3401;0,3401;NA%;0,0316
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42064;927183;0;927183;0;927183;3423121;0;0;3671;0;3671;67415;3494208;NA;0,2653;0,2653;0,2653;NA%;0,3228
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42064;757391;0;757391;0;757391;2953114;2285;0;0;0;2285;240168;3195567;NA;0,237;0,237;0,237;NA%;0,0073
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42064;434544;0;434544;0;434544;2022506;861273;0;6994;0;868267;161145;3051917;NA;0,1424;0,1424;0,1424;NA%;0,0009
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42064;580298;0;580298;0;580298;2709493;8961;0;4048;0;13009;301551;3024052;NA;0,1919;0,1919;0,1919;NA%;0,1883
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42064;550080;0;550080;0;550080;2701327;3476;0;0;0;3476;280058;2984860;NA;0,1843;0,1843;0,1843;NA%;0,0119
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42064;601785;0;601785;0;601785;2576827;32757;23;38624;8385;79789;179614;2836229;NA;0,2122;0,2122;0,2122;NA%;0,2966
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42064;473551;0;473551;9877;483429;2229036;154753;0;177581;0;332334;194716;2756086;NA;0,1718;0,1718;0,1754;NA%;0,0746
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42064;560748;0;560748;0;560748;1711805;551970;0;295883;18;847871;188312;2747988;NA;0,2041;0,2041;0,2041;NA%;0,1098
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42064;466694;0;466694;0;466694;2342927;0;0;134369;0;134369;195940;2673237;NA;0,1746;0,1746;0,1746;NA%;0,0935
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42064;344683;0;344683;0;344683;2448074;0;0;18382;0;18382;124917;2591373;NA;0,133;0,133;0,133;NA%;0,0368
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42064;947849;0;947849;0;947849;2160080;0;0;0;0;0;347423;2507502;NA;0,378;0,378;0,378;NA%;0,0733
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42064;227682;0;227682;62998;290680;2353750;0;0;0;0;0;122796;2476546;NA;0,0919;0,0919;0,1174;NA%;0,0175
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42064;250879;0;250879;40424;291303;2108336;0;0;11040;17421;28461;302084;2438881;NA;0,1029;0,1029;0,1194;NA%;0,3478
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42064;522981;0;522981;0;522981;1829169;1436;0;498855;0;500291;65560;2395019;NA;0,2184;0,2184;0,2184;NA%;0,0117
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42064;373058;0;373058;0;373058;1629826;0;0;196;0;196;608003;2238025;NA;0,1667;0,1667;0,1667;NA%;0,1644
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42064;795843;0;795843;0;795843;1762768;0;0;0;0;0;319798;2082566;NA;0,3821;0,3821;0,3821;NA%;0,0007
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42064;357517;0;357517;0;357517;1761515;35735;0;65891;1318;102944;180717;2045176;NA;0,1748;0,1748;0,1748;NA%;0,0172
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42064;614212;0;614212;0;614212;1992485;NA;NA;NA;NA;NA;NA;1992485;NA;0,3083;0,3083;0,3083;NA%;0,0285
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42064;237144;0;237144;57774;294918;1161978;123365;6518;523927;4764;658575;161051;1981604;NA;0,1197;0,1197;0,1488;NA%;0,0618
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42064;306279;0;306279;0;306279;1707767;4273;1923;21739;1709;29645;147947;1885359;NA;0,1625;0,1625;0,1625;NA%;0,0266
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42064;249505;0;249505;0;249505;1736878;0;0;0;0;0;147236;1884114;NA;0,1324;0,1324;0,1324;NA%;0
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42064;237992;66955;304948;0;304948;1511629;0;0;0;0;0;340255;1851884;NA;0,1285;0,1647;0,1647;NA%;0,0106
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42064;558792;0;558792;0;558792;800077;18293;0;673447;0;691740;344124;1835941;NA;0,3044;0,3044;0,3044;NA%;0,0472
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;42064;236699;0;236699;151084;387783;1460631;41328;1042;33836;19814;96020;278675;1835327;NA;0,129;0,129;0,2113;NA%;0,4475
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42064;278732;0;278732;0;278732;1287805;219557;0;0;0;219557;244920;1752283;NA;0,1591;0,1591;0,1591;NA%;0,2193
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42064;464251;0;464251;0;464251;1546979;13551;0;0;0;13551;116719;1677249;NA;0,2768;0,2768;0,2768;NA%;0,0016
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;42064;357566;0;357566;0;357566;910686;109849;0;181364;16098;307312;448905;1666903;NA;0,2145;0,2145;0,2145;NA%;0,0381
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42064;305427;0;305427;2224;307651;1469122;88778;0;0;0;88778;84661;1642561;NA;0,1859;0,1859;0,1873;NA%;0,06
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42064;165920;0;165920;22709;188629;764473;487830;0;2799;0;490629;224271;1479373;NA;0,1122;0,1122;0,1275;NA%;0,0447
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42064;230223;0;230223;0;230223;808990;37352;0;16204;0;53556;598357;1460902;NA;0,1576;0,1576;0,1576;NA%;0,1062
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42064;303954;0;303954;0;303954;1181906;0;0;0;0;0;250458;1432364;NA;0,2122;0,2122;0,2122;NA%;0,0253
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42064;421288;0;421288;0;421288;940042;12040;0;323561;0;335601;108994;1384637;NA;0,3043;0,3043;0,3043;NA%;0,0068
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42064;296348;0;296348;0;296348;891491;93286;0;240456;0;333742;146923;1372155;NA;0,216;0,216;0,216;NA%;0,0085
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42064;297691;0;297691;0;297691;948559;114442;0;144075;14631;273148;87818;1309526;NA;0,2273;0,2273;0,2273;NA%;0,4529
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42064;543934;0;543934;0;543934;1247795;4289;0;1167;0;5456;44427;1297678;NA;0,4192;0,4192;0,4192;NA%;0,0169
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42064;369737;0;369737;0;369737;1293241;NA;NA;NA;NA;NA;NA;1293241;NA;0,2859;0,2859;0,2859;NA%;0,0049
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42064;800984;0;800984;0;800984;1067798;0;0;0;0;0;174174;1241971;NA;0,6449;0,6449;0,6449;NA%;0,0016
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42064;236815;0;236815;0;236815;1147893;0;0;0;0;0;74254;1222147;NA;0,1938;0,1938;0,1938;NA%;0,0066
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42064;184012;0;184012;0;184012;1084402;0;0;0;0;0;94933;1179335;NA;0,156;0,156;0,156;NA%;0,2256
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42064;180439;0;180439;5561;186000;1044514;0;0;0;0;0;67254;1111768;NA;0,1623;0,1623;0,1673;NA%;0,1972
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42064;182087;0;182087;86402;268488;435378;635067;0;9;0;635076;41069;1111523;NA;0,1638;0,1638;0,2416;NA%;0,0281
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;42064;169260;0;169260;0;169260;1049472;24870;0;15;0;24884;0;1074357;NA;0,1575;0,1575;0,1575;NA%;0,2921
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42064;217325;0;217325;0;217325;998710;2991;589;6491;0;10071;60670;1069451;NA;0,2032;0,2032;0,2032;NA%;0,4546
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42064;156279;0;156279;0;156279;985059;0;0;24910;7027;31937;25337;1042332;NA;0,1499;0,1499;0,1499;NA%;0,0282
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42064;199213;0;199213;0;199213;902341;0;0;0;0;0;114525;1016866;NA;0,1959;0,1959;0,1959;NA%;0,0953
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;42064;186408;0;186408;0;186408;930759;0;0;14;0;14;77617;1008390;NA;0,1849;0,1849;0,1849;NA%;0,0051
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;42064;164061;0;164061;0;164061;854846;6920;0;0;0;6920;70207;931973;NA;0,176;0,176;0,176;NA%;0,106
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42064;185813;0;185813;0;185813;854428;0;0;0;0;0;61342;915770;NA;0,2029;0,2029;0,2029;NA%;0,1608
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42064;334772;0;334772;0;334772;797746;0;2012;0;0;2012;52870;852629;NA;0,3926;0,3926;0,3926;NA%;0,0006
