Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;42064;2447;0;2321;0;0;0;4769;-2732;0;0;0;-20;-2752;2016;195;23;-465;-844;-7;0;51;-46;-1093;923;5;928;-9;0;919;-352
OPPORTUNITY - PRUDENCIAL;1000080518;b2;;C;2;RIO DE JANEIRO;RJ;42064;0;0;4768;0;0;0;4768;0;0;0;0;0;0;4768;2235;0;-896;-1989;-483;27;1474;-45;322;5091;0;5091;-1789;-7;3294;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;;I;2;BELO HORIZONTE;MG;42064;624;0;2184;0;0;1953;4762;0;-1580;0;0;214;-1366;3396;267;0;-448;-2705;-159;0;61;-9;-2992;404;0;404;-228;0;176;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS   SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;42064;2861;0;1836;0;0;0;4698;-1937;-568;0;0;-400;-2905;1792;276;180;-854;-930;-22;0;23;-67;-1394;398;-9;390;-34;0;356;-202
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA;2641032;b3S;;I;2;SANTA MARIA;RS;42064;3488;0;1183;0;0;0;4671;-2024;-1;0;0;-108;-2133;2538;122;37;-880;-1032;-1;0;0;-73;-1827;712;-14;698;0;0;697;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE CÂNDIDO MOTA E REGIÃO.;66788142;b3S;;I;2;CANDIDO MOTA;SP;42064;3848;0;790;0;0;5;4644;-878;-463;0;0;-1388;-2729;1915;141;429;-1516;-1047;-13;0;356;-398;-2047;-132;-23;-156;-3;-54;-213;0
SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;42064;3725;0;899;0;0;0;4624;-1216;-9;0;0;-422;-1648;2976;317;314;-1410;-1518;-29;0;18;-165;-2472;504;-4;500;-30;0;470;-440
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;42064;3745;0;818;0;0;0;4562;-1110;-320;0;0;-199;-1629;2933;353;393;-1359;-753;-20;0;517;-134;-1003;1930;-4;1926;-60;-111;1755;-249
COOPERATIVA DE CRÉDITO MÚTUO REGIONAL SUL FLUMINENSE LTDA.   UNICRED REGIONAL SUL FLUMINENSE;86803939;b3S;;I;2;NOVA IGUACU;RJ;42064;4072;0;487;0;0;0;4559;-1535;0;0;0;-1954;-3489;1070;161;72;-1271;-1408;0;0;257;-37;-2227;-1157;0;-1157;0;0;-1157;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO LTDA - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;42064;4026;0;518;0;0;0;4544;-1602;0;0;0;-405;-2007;2537;256;117;-1279;-1248;-1;0;16;-20;-2159;378;-5;373;0;0;373;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;42064;2873;0;1650;0;0;0;4523;-2228;-180;0;0;-513;-2920;1603;63;185;-963;-865;-7;0;188;-41;-1440;162;-214;-52;1;0;-53;-120
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;42064;3225;0;1296;0;0;0;4521;-1160;-423;0;0;-29;-1612;2909;473;204;-949;-532;-30;0;639;-18;-213;2696;-13;2683;-58;-29;2595;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;;I;2;ERECHIM;RS;42064;3504;0;1004;0;0;0;4508;-2442;0;0;0;-115;-2557;1951;40;10;-357;-530;1;0;0;-9;-847;1104;-3;1101;1;-18;1082;-268
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;42064;3132;0;1364;0;0;0;4496;-1834;-217;0;0;-201;-2252;2244;271;28;-902;-785;-10;0;40;-50;-1406;838;0;838;-21;0;817;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;42064;3999;0;463;0;0;0;4462;-1574;-183;0;0;-105;-1863;2599;81;12;-992;-960;-11;286;28;-213;-1768;830;0;830;-11;0;820;-272
C H B - CIA HIPOT. BRASILEIRA - PRUDENCIAL;1000081854;n1;;I;2;NATAL;RN;42064;4030;0;416;0;0;0;4446;-3052;-6;0;0;-302;-3360;1086;93;0;-975;-1108;0;0;144;-237;-2083;-997;0;-997;0;0;-997;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;;I;2;CARUARU;PE;42064;3645;0;782;0;0;0;4427;-1248;0;0;0;-192;-1441;2986;185;250;-970;-877;-6;0;309;-380;-1490;1497;1;1497;0;0;1497;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;;I;2;FORMIGA;MG;42064;3761;0;663;0;0;0;4424;-989;-171;0;0;-154;-1314;3110;248;368;-1237;-906;-18;0;238;-183;-1490;1620;5;1625;-22;-11;1592;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;42064;3483;0;927;0;0;0;4410;-1085;-188;0;0;-232;-1504;2906;220;80;-1104;-753;-15;0;358;-33;-1248;1658;1;1658;-34;-42;1582;-331
VR - PRUDENCIAL;1000080408;b1;;C;2;BARUERI;SP;42064;0;0;4408;0;0;0;4408;-1709;0;0;0;0;-1709;2699;2;6;-1223;-975;-128;0;230;-55;-2143;556;-131;426;-179;0;246;0
RENOVA S.A. CC - PRUDENCIAL;1000082200;n2;;I;2;SAO PAULO;SP;42064;0;0;6;0;4365;0;4371;0;0;0;0;28;28;4399;1837;0;-3146;-4364;-381;0;3;-49;-6099;-1700;0;-1700;0;0;-1700;0
PREVIBANK S.A. DTVM - PRUDENCIAL;1000083979;n2;;I;2;FORTALEZA;CE;42064;0;0;93;0;4268;0;4361;0;0;0;0;0;0;4361;572;32;-1339;-1367;-220;0;1;-15;-2337;2024;0;2024;-807;0;1217;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;;I;2;PARAISO DO NORTE DO TOCANTINS;TO;42064;3460;0;879;0;0;0;4338;-950;-276;0;0;-324;-1550;2788;169;117;-1020;-1077;-10;0;34;-95;-1883;905;-9;896;0;0;896;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;;I;2;GOIANESIA;GO;42064;3122;0;1215;0;0;0;4337;-825;-328;0;0;-118;-1271;3066;29;35;-485;-342;1;0;53;-63;-774;2292;10;2302;-5;0;2297;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42064;3412;0;925;0;0;0;4337;-149;0;0;0;-27;-176;4161;0;108;-572;-556;-6;0;0;0;-1026;3136;33;3168;-188;0;2981;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;42064;3186;0;1144;0;0;0;4330;-996;0;0;0;-293;-1289;3041;102;626;-1985;-709;-10;0;202;-146;-1921;1120;-94;1026;-1;0;1025;-389
BNY MELLON - PRUDENCIAL;1000080910;b1;;C;3;RIO DE JANEIRO;RJ;42064;0;0;4310;0;0;0;4310;-17;0;0;0;-294;-312;3998;41405;333;-38064;-17112;-3168;875;16506;-1527;-751;3247;0;3247;-3497;-2352;-2602;0
UBS - PRUDENCIAL;1000080989;b2;;C;3;SAO PAULO;SP;42064;0;0;4310;-4;0;0;4306;0;0;0;0;0;0;4306;27655;144;-19476;-16555;-2885;0;2084;-253;-9287;-4981;0;-4981;-4290;0;-9270;0
COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;;I;2;BRASILIA;DF;42064;4037;0;266;0;0;0;4303;-220;-274;0;0;87;-407;3896;27;9;-820;-468;-6;265;2;-233;-1224;2672;-2;2669;-4;0;2665;-1025
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;;I;2;GUARANESIA;MG;42064;3537;0;727;0;0;0;4264;-1150;-234;0;0;-35;-1418;2846;316;402;-1272;-1205;-20;0;335;-86;-1530;1316;4;1320;-38;-56;1226;-186
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;42064;3425;0;818;0;0;0;4243;-1133;-167;0;0;-981;-2281;1962;411;529;-1648;-1226;-24;0;175;-164;-1946;16;-9;7;-42;0;-36;0
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;;I;2;RIO DE JANEIRO;RJ;42064;25;0;4210;2;0;0;4236;0;0;0;0;0;0;4236;6153;309;-3956;-5589;-735;0;1146;-360;-3033;1203;-103;1100;-495;0;604;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;;I;2;FLORIANOPOLIS;SC;42064;2872;0;1329;0;0;0;4201;-1747;1;0;0;-363;-2111;2090;375;307;-1113;-1047;-23;0;0;-36;-1537;553;3;556;-34;0;522;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;42064;1547;0;2641;0;0;0;4188;-1577;-366;0;0;-69;-2012;2176;93;111;-1302;-494;-6;0;169;-46;-1475;701;-21;679;0;0;679;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI UNIÃO CENTRO NORTE PAULISTA SP;73113243;b3S;;I;2;ARARAQUARA;SP;42064;2592;0;1594;0;0;0;4186;-1786;-31;0;0;-459;-2275;1911;391;168;-1088;-717;-14;0;140;-499;-1618;293;-4;288;-54;0;234;0
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;42064;3475;0;708;0;0;0;4183;-1233;0;0;0;263;-970;3213;44;135;-1043;-375;-3;0;62;-180;-1359;1854;1;1854;0;0;1854;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.;1566038;b3S;;I;2;MANAUS;AM;42064;3447;0;734;0;0;0;4182;-678;0;0;0;3;-675;3506;188;48;-901;-921;-6;0;27;-6;-1571;1936;-55;1880;-13;0;1867;-314
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE  DE GUARULHOS - UNICRED DE GUARULHOS;2250794;b3S;;I;2;GUARULHOS;SP;42064;2781;0;1387;0;0;0;4168;-1692;0;0;0;-437;-2130;2039;61;69;-636;-733;1;0;0;-12;-1251;788;0;788;0;0;788;-460
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;42064;3525;0;609;0;0;0;4134;-1705;0;0;0;-180;-1885;2249;125;105;-1156;-932;-3;0;5;-167;-2023;226;12;238;1;-24;213;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;;I;2;BELO HORIZONTE;MG;42064;2644;0;1488;0;0;0;4131;-2095;0;0;0;-612;-2706;1425;59;51;-647;-429;-12;0;0;-162;-1140;285;4;289;-12;0;277;-159
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57647653;b3S;;I;2;HOLAMBRA;SP;42064;3263;0;863;0;0;0;4126;-863;-222;0;0;-617;-1702;2424;458;236;-1207;-880;-10;0;229;-864;-2038;386;6;392;-38;0;354;0
NOVO MUNDO CC S.A. - PRUDENCIAL;1000082028;n2;;I;2;SAO PAULO;SP;42064;0;0;0;0;4120;0;4120;0;0;0;0;0;0;4120;280;0;-1519;-2473;-229;0;217;-2;-3726;394;0;394;-172;0;222;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;42064;3383;0;706;0;0;0;4089;-951;-606;0;0;-79;-1636;2453;276;106;-549;-468;-8;0;794;-35;116;2569;-16;2553;-25;0;2529;-409
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;;I;2;BURITIS;RO;42064;3686;0;374;0;0;1;4060;-205;-326;0;0;-738;-1269;2791;91;418;-807;-938;-7;0;105;-110;-1247;1545;2;1546;0;0;1546;-524
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;42064;5;0;4040;0;0;0;4045;-3799;0;0;0;0;-3798;247;0;0;-468;206;0;0;0;1;-263;-16;0;-16;0;0;-16;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;;I;2;UBERABA;MG;42064;2476;0;1545;0;0;0;4022;-1797;0;0;0;26;-1771;2250;79;99;-900;312;-2;0;0;-1238;-1648;602;5;607;0;0;607;-90
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;;I;2;PARA DE MINAS;MG;42064;2192;0;1823;0;0;0;4015;-1614;0;0;0;-82;-1696;2319;390;382;-957;-875;-31;0;0;-32;-1124;1195;49;1243;-71;0;1173;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;;I;2;NOVO HAMBURGO;RS;42064;2933;0;1073;0;0;0;4006;-1770;0;0;0;-314;-2084;1922;307;50;-873;-1207;-5;0;0;-18;-1746;176;1;177;-4;0;173;-152
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJEÚ E AGRESTE - SICOOB PAJEÚ AGRESTE.;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;42064;3844;0;138;0;0;0;3982;-631;-183;0;0;-371;-1186;2796;498;407;-1454;-1682;-43;0;532;-105;-1847;950;-127;822;-3;0;819;-163
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;42064;3404;0;566;0;0;0;3970;-886;0;0;0;-765;-1651;2319;126;303;-1050;-1321;-10;0;1;-46;-1998;321;1;320;-14;0;306;0
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;;I;2;NOVA SERRANA;MG;42064;2635;0;1322;0;0;0;3958;-1407;0;0;0;-56;-1463;2495;809;184;-899;-1211;-17;0;16;-73;-1191;1304;-32;1272;-20;0;1252;-490
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ;9512539;b3S;;I;2;ITAJAI;SC;42064;3239;0;706;0;0;0;3945;-917;-491;0;0;-687;-2095;1850;334;150;-777;-1386;-3;0;0;-33;-1715;134;0;134;0;-48;87;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;;I;2;SANTO ANGELO;RS;42064;2901;0;1034;0;0;0;3934;-1926;0;0;0;-158;-2084;1851;137;99;-670;-741;1;0;4;-10;-1181;669;4;673;-12;-5;655;-196
COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS - ACREDICOOP;3461243;b3S;;I;2;JOINVILLE;SC;42064;3497;0;414;0;0;0;3911;-723;-622;0;0;-624;-1969;1942;231;129;-867;-1260;-3;0;6;-55;-1820;122;-5;117;0;-54;63;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;;I;2;PATROCINIO;MG;42064;3242;0;662;0;0;0;3903;-982;-759;0;0;-662;-2403;1500;236;199;-1070;-836;-25;0;684;-203;-1016;484;-12;471;-34;-30;408;-189
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO - UNICRED SUDESTE;86389236;b3S;;I;2;UBA;MG;42064;2758;0;1137;0;0;0;3895;-1521;0;0;0;-381;-1901;1994;290;64;-931;-1129;-6;0;121;-4;-1595;399;0;399;-8;0;391;-79
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS FEDERAIS DE MINAS GERAIS LTDA.;1760242;b3S;;I;2;BELO HORIZONTE;MG;42064;3423;0;467;0;0;0;3890;-1365;-213;0;0;-282;-1859;2031;121;50;-909;-771;-51;0;62;-163;-1661;371;0;371;-10;0;361;-270
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;;I;2;BRASILIA;DF;42064;3407;0;471;0;0;0;3878;-715;-683;0;0;-565;-1964;1915;229;137;-1396;-1093;-22;186;96;-30;-1893;22;0;22;-16;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS ESTADOS DO TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO CERRADO;3836609;b3S;;I;2;DIANOPOLIS;TO;42064;3473;0;401;0;0;0;3875;-373;-655;0;0;-2869;-3897;-22;322;228;-890;-836;-16;0;75;-602;-1719;-1741;16;-1725;-33;0;-1758;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;42064;3062;0;810;0;0;0;3872;-880;-80;0;0;-563;-1522;2350;301;661;-1142;-1792;-17;0;14;-212;-2187;163;-10;153;-8;0;145;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;42064;3562;0;307;0;0;0;3869;-1;0;0;0;-34;-35;3834;0;0;-188;-240;-124;0;24;0;-528;3306;0;3306;-46;0;3260;-128
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;;I;3;BARUERI;SP;42064;0;3583;266;0;0;0;3850;0;-661;-2246;0;3;-2904;945;0;0;-1314;-417;-52;0;0;-2;-1786;-840;0;-840;0;0;-840;0
COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP;41931221;b3S;;I;2;PITANGUI;MG;42064;3142;0;704;0;0;0;3846;-1139;-72;0;0;31;-1180;2666;113;90;-939;-796;-6;0;119;-40;-1458;1208;0;1208;-16;-3;1189;0
COOPERATIVA DE CRÉDITO RURAL DE PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;;I;2;PARA DE MINAS;MG;42064;983;0;2858;0;0;0;3841;-2116;-14;0;0;6;-2123;1718;156;146;-683;-499;-7;0;0;-18;-904;814;1;813;-34;0;779;0
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;;C;2;BELO HORIZONTE;MG;42064;10;0;954;0;2871;0;3836;0;0;0;0;62;62;3897;183;306;-2331;-1948;-227;0;297;-69;-3790;107;0;107;-45;-4;59;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;;I;2;POMPEU;MG;42064;2720;0;1055;0;0;0;3776;-1360;-142;0;0;-498;-1999;1777;147;61;-894;-493;-10;0;727;-53;-514;1262;1;1261;-28;0;1233;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;;I;2;LAGOA DA PRATA;MG;42064;2217;0;1506;0;0;0;3723;-1390;-201;0;0;228;-1364;2360;249;130;-1067;-740;-22;0;216;-36;-1270;1090;0;1089;-43;1;1045;0
BCO REP ORIENTAL URUGUAY BCE - PRUDENCIAL;1000081287;b1;;I;3;SAO PAULO;SP;42064;194;0;1563;0;1952;0;3710;0;-1437;0;0;-11;-1448;2262;1;1;-498;-656;-101;0;86;-45;-1213;1049;15;1063;-205;-38;821;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;42064;2977;0;712;0;0;0;3689;0;0;0;0;-157;-157;3532;121;0;-613;-343;-36;0;7;-2;-866;2666;-88;2578;-279;0;2299;-1804
BANCO NEON S.A. - PRUDENCIAL;1000081218;b1;;I;2;BELO HORIZONTE;MG;42064;2134;0;1554;0;0;0;3687;-3014;-290;0;0;-700;-4004;-316;5040;175;-778;-1924;-275;-151;380;-1824;643;327;0;327;-320;0;7;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS, MILITARES E SERVIDORES PÚBLICOS DA REGIÃO DO CONTESTADO - SCRCRED;10218474;b3S;;I;2;SAO BENTO DO SUL;SC;42064;2921;0;760;0;0;0;3681;-948;-621;0;0;-794;-2362;1319;200;101;-772;-1177;-3;0;2;-41;-1690;-370;-36;-407;0;-54;-461;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS;71418784;b3S;;I;2;VARGINHA;MG;42064;2310;0;1345;0;0;0;3655;-1789;0;0;0;458;-1332;2323;159;163;-1060;-1088;-6;0;7;-45;-1869;454;2;457;0;0;457;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21797311;b3S;;I;2;BELO HORIZONTE;MG;42064;2371;0;1276;0;0;0;3648;-1793;0;0;0;-202;-1995;1653;108;59;-810;-481;-17;0;22;-22;-1143;510;0;510;-19;0;491;-374
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4179861;b3S;;I;2;MACEIO;AL;42064;2947;0;696;0;0;0;3643;-1125;0;0;0;73;-1052;2591;44;109;-616;-294;-14;0;72;-341;-1040;1551;1;1553;0;-60;1493;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;;I;2;LAGOA DA PRATA;MG;42064;3127;0;505;0;0;0;3632;-1123;-72;0;0;-311;-1505;2127;936;618;-1578;-843;-21;0;0;-20;-907;1220;0;1220;-17;-90;1113;-297
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;;I;2;PRIMAVERA DO LESTE;MT;42064;2877;0;741;0;0;0;3618;-1516;-407;0;0;-1865;-3787;-169;322;283;-1030;-1134;-21;0;80;-47;-1547;-1717;13;-1704;-47;0;-1751;0
CREDSUPER - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;4138455;b3S;;I;2;NATAL;RN;42064;3550;0;65;0;0;0;3615;-323;-1131;0;0;-48;-1501;2113;25;36;-391;-254;-2;0;46;-219;-759;1354;-2;1353;0;0;1353;0
