cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/12;33.706.594;13.184;437.733;977.997;1.534.780;529.190;82.491;225;3.575.600;167.568;1.853.547;3.439.706;3.272.809;809.931;306.444;3.245;9.853.249;11.142;326.398;868.588;1.364.609;252.513;2.247;0;2.825.496;0;0;0;0;0;0;0;0;28.460;99.413;3.953;2.062;3.703;490;71;138.153;79.059;1.375.355;8.230.615;1.745.601;398.122;358.077;265;12.187.095;147.332;2.234.865;1.617.059;505.391;135.919;47.171;439.265;5.127.002;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/12;3,08%;0,26%;2,30%;2,22%;1,93%;1,62%;1,21%;3,45%;1,91%;2,55%;10,19%;11,44%;9,90%;10,42%;14,85%;48,15%;10,08%;0,22%;1,22%;1,35%;1,40%;1,61%;8,38%;0,00%;1,35%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,23%;0,11%;0,02%;0,19%;3,54%;1,29%;2,89%;0,11%;5,32%;13,39%;16,33%;6,24%;2,34%;2,23%;0,03%;9,81%;2,08%;9,25%;8,71%;3,42%;2,85%;3,53%;72,97%;7,19%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/12;1.415;0;110;320;473;0;0;0;902;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;183;0;0;0;511;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/12;2.809.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.967;72.884;298.032;703.649;578.059;1.078.224;0;2.746.815;575;3.257;10.060;21.367;14.025;13.264;0;62.548;0
b4%;b4 - Banco de Desenvolvimento;dez/12;0,26%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,08%;0,71%;0,59%;2,51%;3,40%;6,72%;0,00%;2,21%;0,01%;0,01%;0,05%;0,14%;0,29%;0,99%;0,00%;0,09%;0,00%
n1;n1 - Não Bancário de Crédito;dez/12;11.240.217;8.334;46.418;97.799;133.642;44.879;3.325;0;334.398;628.549;1.213.230;829.805;117.049;4.640;45;0;2.793.318;56.477;233.915;510.473;595.957;64.949;380;0;1.462.151;9.001;81.084;137.543;290.709;151.939;370.584;66.232;1.107.093;496.470;3.109.875;717.784;10.280;2;0;0;4.334.411;11.656;28.059;86.209;200.963;156.003;221.863;0;704.753;160.551;147.704;132.236;34.030;10.830;18.146;472;503.969;125
n1%;n1 - Não Bancário de Crédito;dez/12;1,03%;0,16%;0,24%;0,22%;0,17%;0,14%;0,05%;0,00%;0,18%;9,58%;6,67%;2,76%;0,35%;0,06%;0,00%;0,00%;2,86%;1,12%;0,88%;0,79%;0,61%;0,41%;1,42%;0,00%;0,70%;0,59%;0,88%;0,60%;0,50%;0,29%;0,40%;0,36%;0,43%;3,97%;3,49%;2,97%;0,93%;0,00%;0,00%;0,00%;3,41%;0,78%;0,27%;0,17%;0,72%;0,92%;1,38%;0,00%;0,57%;2,27%;0,61%;0,71%;0,23%;0,23%;1,36%;0,08%;0,71%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/12;13.160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;13.153;13.160;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,18%;0,02%;0,00%
C;C - Conglomerado;dez/12;752.677.924;1.483.636;14.023.427;36.468.651;64.767.635;25.192.280;4.255.907;6.303;146.197.839;4.665.499;14.175.404;23.692.354;26.907.398;6.592.976;1.733.621;3.493;77.770.745;4.761.885;23.933.664;57.568.662;87.222.365;13.830.293;22.012;10.909;187.349.790;118.670;1.518.100;3.684.603;8.121.622;6.732.184;22.526.306;13.423.150;56.124.635;11.113.117;81.756.410;22.033.739;1.019.621;100.733;37.483;2.389;116.063.493;839.220;8.270.973;38.624.463;21.972.123;13.900.797;12.478.579;986.221;97.072.375;5.507.716;17.239.511;12.311.812;10.740.441;3.430.966;1.056.492;140.516;50.427.454;21.671.592
C%;C - Conglomerado;dez/12;68,85%;29,01%;73,62%;82,61%;81,29%;76,97%;62,30%;96,55%;77,95%;71,11%;77,90%;78,78%;81,39%;84,83%;84,00%;51,82%;79,58%;94,34%;89,82%;89,64%;89,65%;88,18%;82,14%;100,00%;89,67%;7,80%;16,43%;15,96%;13,99%;12,98%;24,37%;72,42%;22,04%;88,94%;91,65%;91,19%;92,55%;96,30%;98,71%;97,11%;91,31%;56,51%;80,55%;76,63%;78,49%;81,79%;77,72%;99,92%;78,17%;77,75%;71,35%;66,33%;72,73%;71,86%;79,08%;23,34%;70,74%;100,00%
I;I - Instituição independente;dez/12;340.493.150;3.630.318;5.025.096;7.676.429;14.908.264;7.539.605;2.575.678;225;41.355.614;1.895.884;4.021.871;6.380.803;6.150.972;1.178.742;330.281;3.248;19.961.801;285.635;2.711.210;6.653.012;10.069.644;1.853.814;4.786;0;21.578.101;1.402.724;7.722.981;19.399.160;49.924.136;45.116.658;69.896.087;5.111.222;198.572.968;1.382.293;7.452.886;2.129.875;82.090;3.873;490;71;11.051.577;645.922;1.997.000;11.776.636;6.020.348;3.095.286;3.576.241;794;27.112.228;1.576.138;6.921.664;6.250.736;4.027.621;1.343.653;279.486;461.438;20.860.735;125
I%;I - Instituição independente;dez/12;31,15%;70,99%;26,38%;17,39%;18,71%;23,03%;37,70%;3,45%;22,05%;28,89%;22,10%;21,22%;18,61%;15,17%;16,00%;48,18%;20,42%;5,66%;10,18%;10,36%;10,35%;11,82%;17,86%;0,00%;10,33%;92,20%;83,57%;84,04%;86,01%;87,02%;75,63%;27,58%;77,96%;11,06%;8,35%;8,81%;7,45%;3,70%;1,29%;2,89%;8,69%;43,49%;19,45%;23,37%;21,51%;18,21%;22,28%;0,08%;21,83%;22,25%;28,65%;33,67%;27,27%;28,14%;20,92%;76,66%;29,26%;0,00%
