Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2013;1663386;441618;365829;200714;506059;0;149166
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;1643587;60097;23065;1212646;91198;5551;251030
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1588061;0;1248;665280;921531;1;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2013;1548161;176468;306684;888895;176114;0;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1523850;0;931178;426231;166425;15;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1460837;0;0;0;1460837;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/03/2013;1365761;211736;315180;554438;284408;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2013;1355546;253164;377237;617347;107549;249;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/03/2013;1325943;884145;96594;265747;79387;69;0
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;1312611;164315;70571;189791;887897;36;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/03/2013;1302982;53;36249;975353;291326;2;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1287717;20847;4885;136390;1125595;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/03/2013;1130826;267;12502;200522;902960;0;14576
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1020387;1045;42225;325725;651391;2;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/03/2013;1010183;0;259768;140130;610284;1;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/03/2013;947565;14519;251757;560661;117163;3464;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/03/2013;928589;10730;1439;236726;679694;0;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/03/2013;886661;113467;153163;519427;100600;4;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/03/2013;816676;0;548013;238322;30328;13;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/03/2013;788320;0;0;188770;599550;0;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/03/2013;775690;512295;109664;78506;75206;18;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2013;759683;164168;211748;378743;5025;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/03/2013;733526;106314;218406;76814;331992;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/03/2013;673469;18279;6378;445151;203565;95;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/03/2013;669672;46716;37102;476952;108901;1;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/03/2013;661434;0;1050;615432;44952;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/03/2013;659867;66427;70525;420156;102758;1;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/03/2013;633536;12151;45276;133376;442732;0;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/03/2013;606131;73246;244216;179425;109234;10;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/03/2013;543414;0;1070;80040;462304;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2013;524870;16895;58343;398041;51590;1;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/03/2013;505359;87528;73842;160187;183793;10;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/03/2013;461174;13517;115262;273891;58496;7;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/03/2013;444276;28315;62076;353712;0;173;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/03/2013;430416;40377;29427;236799;123813;1;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/03/2013;415626;46296;0;10953;358377;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/03/2013;391676;41004;58131;286262;6277;2;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/03/2013;389628;3451;119612;191628;74797;140;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2013;368249;0;9054;290419;68777;0;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/03/2013;359682;3323;60125;161695;134538;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/03/2013;359444;186856;39215;54229;79098;46;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/03/2013;355285;20972;45138;42634;246505;36;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/03/2013;354396;9882;57033;212167;75312;1;0
WESTLB;51554;b1;I;3;;199;SAO PAULO;SP;01/03/2013;319308;0;2677;238717;77914;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/03/2013;309780;26904;26686;228458;27732;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/03/2013;303182;57637;98453;113951;32912;230;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/03/2013;277261;24137;59430;102154;91540;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/03/2013;267094;13714;53790;185697;13857;36;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;253635;3461;16464;122938;110773;0;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/03/2013;251623;0;270;241;251112;0;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/03/2013;245331;6031;0;122426;116874;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/03/2013;237614;37920;58634;54149;86912;0;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/03/2013;232468;965;4771;97810;128922;1;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/03/2013;222205;91677;28344;47569;54511;104;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/03/2013;219716;2879;34630;100172;82035;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/03/2013;207040;19452;44627;62567;80276;118;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/03/2013;196534;502;2148;166445;27437;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/03/2013;195558;40842;30222;26414;98044;36;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/03/2013;184913;10216;30521;4923;139253;1;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/03/2013;183924;25129;54473;104294;0;29;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/03/2013;182983;36257;31172;114866;673;14;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/03/2013;181938;38278;36075;73466;34103;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/03/2013;181234;82418;22876;44836;31063;42;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/03/2013;178857;178857;0;0;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/03/2013;176768;0;1226;126279;49263;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/03/2013;172381;51706;45368;37260;37897;150;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;I;2;;9;CUIABA;MT;01/03/2013;166394;166394;0;0;0;0;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/03/2013;162596;12240;58481;87134;4389;352;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2013;159481;55173;16200;25149;62899;60;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/03/2013;158652;0;1239;154337;3076;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/03/2013;158635;7164;31071;118101;2285;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/03/2013;158506;41460;50171;54920;11868;86;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/03/2013;155831;17868;8979;125705;3276;3;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/03/2013;153979;13744;120;2;140099;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2013;152708;70897;14148;41099;26512;52;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/03/2013;152230;37153;38362;53204;23420;90;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/03/2013;151371;62547;27350;24033;37392;50;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;;8;PORTO ALEGRE;RS;01/03/2013;149295;3224;7985;127237;10844;5;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/03/2013;138703;128481;9683;519;0;19;0
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;I;2;;14;ARAUCARIA;PR;01/03/2013;137322;2;3024;92104;42192;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/03/2013;135108;8162;28994;61008;36885;59;0
BANCO VIPAL S.A.;9526594;b2;I;2;;8;PORTO ALEGRE;RS;01/03/2013;131612;25770;45411;35455;24745;230;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/03/2013;129404;31639;48957;46651;2134;24;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/03/2013;129327;0;127336;1990;0;0;0
NBC BANK BRASIL S. A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/03/2013;128955;5641;12038;87713;23562;0;0
BANCO KEB DO BRASIL S.A.;2318507;b1;I;3;;2;SAO PAULO;SP;01/03/2013;125198;23911;0;62400;38887;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/03/2013;124334;38314;30534;31899;23539;48;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/03/2013;123853;21870;22295;42410;37202;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ E DO LITORAL NORTE DE SANTA CATARINA - SICOOB BLUCREDI SC;3960819;b3S;I;2;;9;BLUMENAU;SC;01/03/2013;122246;42667;19189;21691;38666;33;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/03/2013;116277;49101;50914;15999;0;262;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/03/2013;113792;30633;27486;35344;20252;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/03/2013;110515;8862;8121;19986;73542;5;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;I;2;;9;CABEDELO;PB;01/03/2013;109696;938;3127;51241;54391;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/03/2013;108440;21154;22931;34621;29712;22;0
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;3183937;n1;I;1;;30;MANAUS;AM;01/03/2013;101867;4825;50679;32129;14233;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/03/2013;101340;43183;20686;19311;18092;68;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/03/2013;101260;42550;30437;12811;15438;23;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/03/2013;99989;11516;21464;44697;22257;54;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2013;93903;70349;8227;6080;9233;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/03/2013;93378;9375;19651;38559;25745;49;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;I;2;;9;FLORIANOPOLIS;SC;01/03/2013;89670;115;2987;11737;74831;0;0
BANCO DE LA NACION ARGENTINA;33042151;b1;I;3;;28;SAO PAULO;SP;01/03/2013;89607;210;20295;14511;54591;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/03/2013;88818;15786;33246;34648;5078;61;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;;9;TAPEJARA;RS;01/03/2013;88098;23539;22001;24086;18433;38;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/03/2013;88051;22374;19562;33514;12557;44;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82527557;b3S;I;2;;9;CAPANEMA;PR;01/03/2013;87746;15144;22279;32929;17340;55;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/03/2013;87411;0;0;10559;76852;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/03/2013;86840;12998;26789;47024;0;29;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/03/2013;86427;9131;5317;26034;45945;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA.;73443863;b3S;I;2;;9;BLUMENAU;SC;01/03/2013;85798;6122;31596;48067;0;14;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;I;2;;9;CURITIBA;PR;01/03/2013;84887;83982;904;0;0;0;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/03/2013;83885;18492;7962;49750;7651;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;I;2;;9;PALOTINA;PR;01/03/2013;81929;20583;30380;25012;5873;80;0
BANCO GERADOR S.A.;10664513;b1;I;2;;8;RECIFE;PE;01/03/2013;81888;0;67657;14230;0;0;0
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;;9;SANTA CRUZ DO SUL;RS;01/03/2013;81310;16995;15982;28969;19310;54;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/03/2013;80822;17796;14430;30044;18452;99;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87781530;b3S;I;2;;9;PASSO FUNDO;RS;01/03/2013;78478;12181;21496;30019;14744;38;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;;9;PORTO ALEGRE;RS;01/03/2013;78477;10267;19710;32534;15862;103;0
